state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/06/10,19185,19180,19190,2.77,2.76,2.78,695474,695229,695719,
CW,2021/06/11,18640,18628,18653,2.69,2.67,2.71,695544,695260,695829,
CW,2021/06/12,18144,18118,18170,2.62,2.57,2.68,694304,693633,694976,
CW,2021/06/13,17929,17903,17955,2.61,2.56,2.66,690731,690292,691170,
CW,2021/06/14,18343,18318,18369,2.67,2.62,2.72,690131,689689,690572,
CW,2021/06/15,18240,18227,18252,2.64,2.61,2.67,693716,693314,694118,
CW,2021/06/16,17841,17822,17859,2.58,2.54,2.61,695624,695240,696008,
CW,2021/06/17,17315,17288,17341,2.51,2.45,2.56,694138,693585,694690,
CW,2021/06/18,17027,17009,17045,2.47,2.43,2.52,691211,690577,691845,
CW,2021/06/19,16690,16662,16718,2.44,2.37,2.5,688194,687525,688864,
CW,2021/06/20,16475,16455,16496,2.42,2.38,2.46,684239,683889,684589,
CW,2021/06/21,16697,16673,16722,2.45,2.39,2.51,684767,683971,685563,
CW,2021/06/22,16805,16791,16819,2.45,2.42,2.48,689540,689199,689881,
CW,2021/06/23,16692,16676,16707,2.42,2.39,2.45,692701,692311,693092,
CW,2021/06/24,16371,16358,16384,2.37,2.34,2.4,693142,692882,693403,
CW,2021/06/25,16427,16392,16462,2.39,2.31,2.46,691345,690636,692054,
CW,2021/06/26,16283,16245,16321,2.38,2.3,2.46,686863,685914,687811,
CW,2021/06/27,15987,15939,16035,2.35,2.24,2.45,684388,683404,685371,
CW,2021/06/28,16360,16319,16400,2.4,2.32,2.48,684721,684199,685244,
CW,2021/06/29,16780,16759,16801,2.44,2.39,2.49,690662,690011,691314,
CW,2021/06/30,16812,16788,16837,2.44,2.39,2.48,692958,692726,693191,
CW,2021/07/01,16859,16832,16886,2.44,2.39,2.5,692677,692364,692990,
CW,2021/07/02,16727,16694,16759,2.43,2.37,2.5,690759,690311,691207,
CW,2021/07/03,16626,16601,16651,2.43,2.38,2.49,685957,685432,686483,
CW,2021/07/04,16778,16760,16795,2.46,2.42,2.51,683553,682959,684147,
CW,2021/07/05,17342,17319,17365,2.55,2.49,2.61,682196,681289,683104,
CW,2021/07/06,18096,18063,18129,2.65,2.58,2.72,684661,683891,685432,
CW,2021/07/07,18809,18777,18842,2.73,2.65,2.81,690968,689838,692097,
CW,2021/07/08,19081,19037,19125,2.76,2.67,2.86,693145,692080,694210,
CW,2021/07/09,19250,19104,19396,2.79,2.48,3.09,693521,690077,696965,
CW,2021/07/10,19449,19202,19696,2.83,2.31,3.36,690048,683832,696264,
AK,2021/06/10,19,19,19,1.29,1.29,1.29,1469,1469,1469,POINT (-151.631889 63.631126)
AL,2021/06/10,263,263,263,1.89,1.89,1.89,13903,13903,13903,POINT (-86.844516 32.756889)
AR,2021/06/10,217,217,217,2.8,2.8,2.8,7759,7759,7759,POINT (-92.439162 34.899825)
AZ,2021/06/10,467,467,467,3.32,3.27,3.37,14084,14066,14102,POINT (-111.664616 34.293239)
CA,2021/06/10,1251,1251,1251,2.12,2.12,2.12,59102,59102,59102,POINT (-119.662127 37.211164)
CO,2021/06/10,421,421,421,4.26,4.26,4.26,9894,9894,9894,POINT (-105.547832 38.998552)
CT,2021/06/10,110,110,110,1.41,1.41,1.41,7785,7785,7785,POINT (-72.738288 41.575155)
DC,2021/06/10,72,72,72,2.61,2.61,2.61,2757,2757,2757,POINT (-77.016275 38.904785)
DE,2021/06/10,38,38,38,1.39,1.39,1.39,2743,2743,2743,POINT (-75.452394 38.994926)
FL,2021/06/10,1874,1874,1874,3.63,3.63,3.63,52539,52539,52539,POINT (-82.420978 28.260731)
GA,2021/06/10,738,738,738,3.83,3.83,3.83,19269,19269,19269,POINT (-83.426574 32.638481)
HI,2021/06/10,45,45,45,1.82,1.82,1.82,2478,2478,2478,POINT (-157.854309 21.361013)
IA,2021/06/10,127,127,127,1.68,1.68,1.68,7652,7652,7652,POINT (-93.500061 42.074659)
ID,2021/06/10,102,102,102,3.1,3.1,3.1,3295,3295,3295,POINT (-114.659366 44.389073)
IL,2021/06/10,749,746,752,2.64,2.49,2.79,28386,28276,28496,POINT (-89.148632 40.124144)
IN,2021/06/10,550,550,550,3.26,3.26,3.26,16887,16887,16887,POINT (-86.2818 39.919991)
KS,2021/06/10,108,108,108,1.35,1.35,1.35,7982,7982,7982,POINT (-98.38018 38.484729)
KY,2021/06/10,275,275,275,2.26,2.26,2.26,12170,12170,12170,POINT (-85.290484 37.526683)
LA,2021/06/10,253,253,253,2.04,2.04,2.04,12590,12590,12590,POINT (-91.840238 30.921314)
MA,2021/06/10,149,149,149,0.89,0.89,0.89,16813,16813,16813,POINT (-71.481104 42.151077)
MD,2021/06/10,432,432,432,4.43,4.43,4.43,9751,9751,9751,POINT (-76.687282 38.946466)
ME,2021/06/10,80,80,80,2.78,2.78,2.78,2873,2873,2873,POINT (-69.06137 45.117911)
MI,2021/06/10,671,671,671,3.21,3.21,3.21,20907,20907,20907,POINT (-85.730977 44.874798)
TX,2021/06/10,2057,2057,2057,3.41,3.4,3.42,60421,60402,60440,POINT (-99.317341 31.447238)
AK,2021/06/11,18,17,19,1.22,1.22,1.22,1471,1471,1471,POINT (-151.631889 63.631126)
AL,2021/06/11,255,254,256,1.83,1.83,1.83,13901,13901,13901,POINT (-86.844516 32.756889)
AR,2021/06/11,206,202,209,2.66,1.74,3.59,7712,7542,7882,POINT (-92.439162 34.899825)
AZ,2021/06/11,478,478,478,3.4,3.37,3.42,14088,14077,14099,POINT (-111.664616 34.293239)
CA,2021/06/11,1204,1200,1207,2.03,1.94,2.12,59176,59128,59224,POINT (-119.662127 37.211164)
CO,2021/06/11,424,424,424,4.29,4.29,4.29,9891,9891,9891,POINT (-105.547832 38.998552)
CT,2021/06/11,101,101,101,1.3,1.3,1.3,7794,7794,7794,POINT (-72.738288 41.575155)
DC,2021/06/11,74,74,74,2.69,2.69,2.69,2756,2756,2756,POINT (-77.016275 38.904785)
DE,2021/06/11,44,44,44,1.6,1.6,1.6,2744,2744,2744,POINT (-75.452394 38.994926)
FL,2021/06/11,1836,1836,1836,3.58,3.58,3.58,52240,52240,52240,POINT (-82.420978 28.260731)
GA,2021/06/11,722,721,722,3.75,3.75,3.75,19250,19250,19250,POINT (-83.426574 32.638481)
HI,2021/06/11,41,41,41,1.65,1.65,1.65,2488,2488,2488,POINT (-157.854309 21.361013)
IA,2021/06/11,122,122,122,1.61,1.61,1.61,7652,7652,7652,POINT (-93.500061 42.074659)
ID,2021/06/11,106,106,106,3.21,3.21,3.21,3300,3300,3300,POINT (-114.659366 44.389073)
IL,2021/06/11,712,711,713,2.52,2.5,2.54,28272,28223,28321,POINT (-89.148632 40.124144)
IN,2021/06/11,537,536,538,3.18,3.18,3.18,16891,16891,16891,POINT (-86.2818 39.919991)
KS,2021/06/11,103,103,103,1.29,1.29,1.29,7992,7992,7992,POINT (-98.38018 38.484729)
KY,2021/06/11,276,275,278,2.26,2.26,2.26,12217,12217,12217,POINT (-85.290484 37.526683)
LA,2021/06/11,247,241,253,2,2,2,12542,12542,12542,POINT (-91.840238 30.921314)
MA,2021/06/11,148,148,148,0.88,0.86,0.91,16795,16773,16817,POINT (-71.481104 42.151077)
MD,2021/06/11,402,400,405,4.18,4.18,4.18,9639,9639,9639,POINT (-76.687282 38.946466)
ME,2021/06/11,84,83,85,2.91,2.91,2.91,2883,2883,2883,POINT (-69.06137 45.117911)
MI,2021/06/11,634,634,634,3.04,3.04,3.04,20833,20833,20833,POINT (-85.730977 44.874798)
TX,2021/06/11,2010,2009,2011,3.34,3.32,3.37,60234,60214,60255,POINT (-99.317341 31.447238)
AK,2021/06/12,20,20,20,1.36,1.36,1.36,1471,1471,1471,POINT (-151.631889 63.631126)
AL,2021/06/12,266,266,266,1.92,1.92,1.92,13880,13880,13880,POINT (-86.844516 32.756889)
AR,2021/06/12,196,189,203,2.54,1.07,4.01,7723,7508,7938,POINT (-92.439162 34.899825)
AZ,2021/06/12,462,457,468,3.33,3.33,3.33,13890,13890,13890,POINT (-111.664616 34.293239)
CA,2021/06/12,1184,1182,1186,2,2,2,59298,59298,59298,POINT (-119.662127 37.211164)
CO,2021/06/12,388,388,389,3.92,3.92,3.92,9907,9907,9907,POINT (-105.547832 38.998552)
CT,2021/06/12,88,88,88,1.13,1.13,1.13,7800,7800,7800,POINT (-72.738288 41.575155)
DC,2021/06/12,83,83,83,3.03,3.03,3.03,2742,2742,2742,POINT (-77.016275 38.904785)
DE,2021/06/12,39,39,39,1.42,1.42,1.42,2739,2739,2739,POINT (-75.452394 38.994926)
FL,2021/06/12,1851,1851,1851,3.61,3.61,3.61,52244,52244,52244,POINT (-82.420978 28.260731)
