state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,24,194,6,29,189,6,27,218,30876,224,25937,224,1967,218,223,224,328,218,5,216,24,216,2887,224,507,218,491,224,1898,218,1649,224,69,218,28,218,3661,224,0.840037569633372,224,25937,30876,0.076507195643718,218,1967,25710,0.064485460446513,218,1967,30503,0.142575928008999,218,507,3556,0.788582354547938,224,2887,3661,2021/08/21,,1,221,6,219,22,221,30,222,40,221,31,221,30,221,40,221,25,214,5,214,19,214,37,214,31,214,60,214,65,213,51,213,53,214,7,209,23,218
PR,5,59,1,6,58,1,6,64,9235,65,5779,65,534,64,35,65,23,64,3,64,6,64,460,65,104,64,83,65,503,64,449,65,31,64,10,64,658,65,0.625771521386031,65,5779,9235,0.094714437743881,64,534,5638,0.058999005634736,64,534,9051,0.165869218500797,64,104,627,0.699088145896657,65,460,658,2021/08/21,,2,65,0,65,4,65,5,65,7,65,6,65,8,65,2,65,1,65,0,64,1,64,2,64,2,64,6,64,4,64,4,64,3,64,1,64,9,64
RI,7,6,2,7,6,2,0,14,2453,15,2220,15,127,14,9,15,2,14,0,14,0,14,144,15,25,14,25,15,126,14,121,15,1,14,0,14,165,15,0.905014268242968,15,2220,2453,0.058444546709618,14,127,2173,0.052850603412401,14,127,2403,0.168918918918919,14,25,148,0.872727272727273,15,144,165,2021/08/21,,0,15,0,15,0,15,0,15,1,15,5,15,3,15,0,15,0,15,0,14,0,14,1,14,0,14,0,14,1,14,0,14,0,14,0,14,1,14
SC,24,56,5,24,56,5,7,83,11403,85,9592,85,2192,83,297,85,60,83,5,83,6,83,1121,85,522,83,527,85,2145,83,2103,85,47,83,38,83,1330,85,0.841182145049548,85,9592,11403,0.232031332698211,83,2192,9447,0.195017793594306,83,2192,11240,0.404965089216447,83,522,1289,0.842857142857143,85,1121,1330,2021/08/21,,5,85,16,85,33,85,35,85,58,85,76,85,50,85,20,85,4,85,0,83,3,83,5,83,6,83,8,83,10,83,7,83,15,83,6,83,34,83
SD,2,60,3,2,60,3,22,62,2846,65,1814,65,156,62,33,65,14,62,1,62,2,62,154,65,40,62,39,65,153,62,138,65,3,62,0,62,242,65,0.637385804638089,65,1814,2846,0.087443946188341,62,156,1784,0.056135300467794,62,156,2779,0.173160173160173,62,40,231,0.636363636363636,65,154,242,2021/08/21,,0,65,2,65,2,65,3,65,9,65,6,65,6,65,5,65,0,65,0,62,2,62,2,62,1,62,4,62,3,62,2,62,0,62,0,62,1,62
TN,20,70,54,31,59,54,11,91,20227,144,13599,131,2389,91,289,91,85,91,8,91,3,91,1789,141,679,91,652,91,2340,91,2185,91,49,91,40,91,2419,144,0.711505258201224,131,13599,19113,0.242316664976164,91,2389,9859,0.168512379205756,91,2389,14177,0.355125523012552,91,679,1912,0.757408975444539,141,1789,2362,2021/08/21,,1,90,15,90,23,90,25,90,48,90,53,90,41,90,32,90,51,91,0,90,4,90,18,90,6,90,19,90,18,90,8,90,8,90,4,91,49,91
TX,26,99,412,24,101,412,100,532,65357,537,52398,537,14438,532,1686,537,645,532,52,532,132,532,7078,537,3718,532,3748,537,14109,532,13712,537,329,532,256,532,7550,537,0.801719785179858,537,52398,65357,0.279210984335718,532,14438,51710,0.22366117763698,532,14438,64553,0.506608529772448,532,3718,7339,0.937483443708609,537,7078,7550,2021/08/21,,11,537,113,536,185,536,244,536,293,536,332,536,247,536,154,536,110,537,8,532,49,531,81,531,70,531,95,531,97,531,114,531,70,531,61,532,216,532
UT,0,50,9,1,49,9,2,58,5984,59,3739,59,467,58,65,59,4,58,5,58,0,58,464,59,177,58,176,59,456,58,434,59,11,58,1,58,632,59,0.624832887700535,59,3739,5984,0.126695604991861,58,467,3686,0.079045362220718,58,467,5908,0.288273615635179,58,177,614,0.734177215189873,59,464,632,2021/08/21,,1,59,6,59,14,59,14,59,6,59,14,59,6,59,4,59,0,59,0,58,0,58,0,58,0,58,1,58,3,58,0,58,0,58,0,58,2,58
VA,19,66,20,20,65,20,33,102,18086,105,13674,105,1487,102,176,105,210,102,8,102,17,102,1417,105,342,102,336,105,1452,102,1285,105,35,102,13,102,1942,105,0.756054406723432,105,13674,18086,0.110091063892796,102,1487,13507,0.083398766124509,102,1487,17830,0.182205647309536,102,342,1877,0.729660144181256,105,1417,1942,2021/08/21,,2,105,12,105,20,105,20,105,36,105,40,105,24,105,21,105,1,105,3,102,14,102,15,102,16,102,37,102,46,102,37,102,40,102,2,102,20,102
VI,2,0,0,2,0,0,1,2,168,2,100,2,18,2,1,2,1,2,0,2,0,2,12,2,7,2,6,2,18,2,17,2,0,2,0,2,20,2,0.595238095238095,2,100,168,0.18,2,18,100,0.107142857142857,2,18,168,0.35,2,7,20,0.6,2,12,20,2021/08/21,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,2,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,2
