state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/05/24,55471,55411,55531,67.62,67.37,67.87,82039,81953,82125,
CW,2021/05/25,57928,57876,57980,70.02,69.8,70.24,82732,82654,82810,
CW,2021/05/26,58551,58509,58593,70.64,70.46,70.82,82888,82822,82954,
CW,2021/05/27,58580,58541,58618,70.62,70.46,70.78,82955,82895,83015,
CW,2021/05/28,57784,57678,57890,69.97,69.66,70.29,82582,82552,82612,
CW,2021/05/29,55961,55924,55998,68.1,67.96,68.25,82175,82128,82223,
CW,2021/05/30,54232,54169,54295,65.94,65.7,66.18,82245,82171,82319,
CW,2021/05/31,53540,53485,53595,65.07,64.89,65.26,82284,82241,82327,
CW,2021/06/01,54306,54287,54325,66.08,66.02,66.14,82186,82172,82199,
CW,2021/06/02,56917,56877,56957,68.97,68.78,69.17,82523,82444,82602,
CW,2021/06/03,57945,57872,58018,70.21,69.93,70.49,82540,82450,82630,
CW,2021/06/04,57672,57632,57712,69.86,69.68,70.05,82556,82485,82628,
CW,2021/06/05,56245,56188,56302,68.44,68.22,68.66,82186,82116,82255,
CW,2021/06/06,54626,54576,54675,66.69,66.47,66.91,81918,81836,82001,
CW,2021/06/07,54982,54972,54993,67.21,67.16,67.25,81812,81794,81829,
CW,2021/06/08,57606,57588,57624,69.9,69.82,69.97,82422,82390,82453,
CW,2021/06/09,58289,58235,58343,70.45,70.29,70.61,82738,82713,82763,
CW,2021/06/10,58099,58021,58177,70.33,70.06,70.6,82612,82537,82686,
CW,2021/06/11,57401,57362,57441,69.66,69.54,69.78,82402,82377,82428,
CW,2021/06/12,56316,56251,56381,68.37,68.12,68.61,82379,82300,82459,
CW,2021/06/13,54201,54133,54269,66.17,65.92,66.42,81914,81837,81990,
CW,2021/06/14,54501,54452,54549,66.41,66.23,66.59,82068,82012,82124,
CW,2021/06/15,57028,56987,57069,69.33,69.16,69.5,82261,82202,82320,
CW,2021/06/16,57403,57370,57436,69.86,69.74,69.99,82168,82129,82206,
CW,2021/06/17,57099,57039,57159,69.64,69.44,69.85,81990,81937,82044,
CW,2021/06/18,56786,56739,56832,69.27,69.07,69.46,81984,81914,82053,
CW,2021/06/19,55160,55064,55256,67.51,67.15,67.86,81715,81608,81821,
