state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/06/08,509045,508893,509197,73.45,73.43,73.47,693062,692832,693292,
CW,2021/06/09,518394,518035,518754,74.46,74.35,74.58,696183,695916,696451,
CW,2021/06/10,517427,517145,517709,74.38,74.29,74.47,695647,695400,695895,
CW,2021/06/11,511907,511584,512231,73.59,73.48,73.7,695604,695323,695885,
CW,2021/06/12,492635,492088,493182,70.95,70.72,71.19,694320,693656,694983,
CW,2021/06/13,478122,477724,478519,69.22,69.05,69.39,690745,690314,691177,
CW,2021/06/14,485448,484963,485933,70.34,70.14,70.54,690145,689716,690573,
CW,2021/06/15,509508,509112,509903,73.44,73.28,73.61,693729,693342,694116,
CW,2021/06/16,516683,516380,516987,74.28,74.14,74.41,695637,695279,695995,
CW,2021/06/17,514349,513916,514781,74.1,73.9,74.29,694151,693613,694688,
CW,2021/06/18,509411,509046,509776,73.7,73.5,73.9,691211,690584,691837,
CW,2021/06/19,489417,488780,490055,71.12,70.85,71.39,688194,687536,688853,
CW,2021/06/20,474652,474323,474982,69.37,69.23,69.51,684239,683900,684578,
CW,2021/06/21,480136,479791,480481,70.12,69.89,70.34,684767,683988,685546,
CW,2021/06/22,507703,507432,507973,73.63,73.51,73.75,689540,689200,689880,
CW,2021/06/23,516780,516473,517087,74.61,74.47,74.74,692701,692313,693089,
CW,2021/06/24,515079,514879,515278,74.31,74.23,74.4,693137,692881,693394,
CW,2021/06/25,507669,507073,508265,73.43,73.17,73.7,691339,690633,692044,
CW,2021/06/26,487260,486455,488066,70.94,70.58,71.3,686857,685909,687805,
CW,2021/06/27,475034,474167,475900,69.41,69.03,69.8,684382,683406,685358,
CW,2021/06/28,481807,481038,482577,70.37,70.07,70.66,684715,684201,685230,
CW,2021/06/29,506846,506515,507176,73.39,73.19,73.58,690656,690003,691310,
CW,2021/06/30,515822,515551,516093,74.44,74.34,74.54,692930,692708,693153,
CW,2021/07/01,512846,512590,513103,74.04,73.93,74.15,692652,692346,692958,
CW,2021/07/02,504648,504290,505006,73.06,72.9,73.23,690694,690252,691137,
CW,2021/07/03,481613,481108,482118,70.22,70,70.44,685843,685278,686409,
CW,2021/07/04,465830,465284,466376,68.16,67.91,68.41,683438,682748,684128,
CW,2021/07/05,463756,463010,464502,67.98,67.64,68.33,682167,681231,683103,
CW,2021/07/06,480652,479912,481392,70.33,70.02,70.64,683414,682729,684099,
CW,2021/07/07,505226,503050,507402,73.38,72.4,74.36,688498,685882,691115,
CW,2021/07/08,511557,508076,515038,74.2,72.6,75.8,689436,685049,693823,
AK,2021/06/08,903,903,903,61.18,61.18,61.18,1476,1476,1476,POINT (-151.631889 63.631126)
AL,2021/06/08,10311,10311,10311,74.13,74.13,74.13,13909,13909,13909,POINT (-86.844516 32.756889)
AR,2021/06/08,5581,5581,5581,71.97,71.97,71.97,7755,7755,7755,POINT (-92.439162 34.899825)
CA,2021/06/08,43743,43743,43743,74.63,74.63,74.63,58612,58612,58612,POINT (-119.662127 37.211164)
CO,2021/06/08,6735,6735,6735,68.1,68.1,68.1,9890,9890,9890,POINT (-105.547832 38.998552)
CT,2021/06/08,6016,6016,6016,77.47,77.47,77.47,7766,7766,7766,POINT (-72.738288 41.575155)
DC,2021/06/08,2210,2210,2210,80.33,80.33,80.33,2751,2751,2751,POINT (-77.016275 38.904785)
DE,2021/06/08,2074,2074,2074,75.17,75.17,75.17,2759,2759,2759,POINT (-75.452394 38.994926)
FL,2021/06/08,41801,41801,41801,79.59,79.59,79.59,52518,52518,52518,POINT (-82.420978 28.260731)
HI,2021/06/08,1693,1693,1693,68.18,68.18,68.18,2483,2483,2483,POINT (-157.854309 21.361013)
IA,2021/06/08,4913,4913,4913,64.13,64.13,64.13,7661,7661,7661,POINT (-93.500061 42.074659)
ID,2021/06/08,2012,2012,2012,61.21,61.21,61.21,3287,3287,3287,POINT (-114.659366 44.389073)
IL,2021/06/08,20021,20006,20036,70.51,70.51,70.51,28396,28345,28447,POINT (-89.148632 40.124144)
KS,2021/06/08,4608,4608,4608,57.77,57.77,57.77,7976,7976,7976,POINT (-98.38018 38.484729)
KY,2021/06/08,7350,7350,7350,60.17,60.17,60.17,12216,12216,12216,POINT (-85.290484 37.526683)
LA,2021/06/08,8681,8681,8681,68.81,68.81,68.81,12615,12615,12615,POINT (-91.840238 30.921314)
MA,2021/06/08,13709,13709,13709,82.02,82.02,82.02,16715,16715,16715,POINT (-71.481104 42.151077)
MD,2021/06/08,7919,7919,7919,81.63,81.63,81.63,9701,9701,9701,POINT (-76.687282 38.946466)
