state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,0,0,68,0,0,68,3,67,9204,68,5130,68,223,67,8,68,16,67,3,67,14,67,485,68,42,67,39,68,195,67,150,68,28,67,0,67,677,68,0.5573663624511083,68,5130,9204,0.04444001594260662,67,223,5018,0.024728321135506763,67,223,9018,0.06501547987616099,67,42,646,0.7163958641063516,68,485,677,2021-02-12
RI,3,11,1,3,11,1,5,14,2330,15,2321,15,248,14,22,15,0,14,1,14,0,14,130,15,31,14,31,15,246,14,208,15,2,14,2,14,179,15,0.996137339055794,15,2321,2330,0.10891523935002195,14,248,2277,0.10978308986277113,14,248,2259,0.19135802469135801,14,31,162,0.7262569832402235,15,130,179,2021-02-12
SC,22,45,2,23,44,2,11,67,10004,69,7973,69,1148,67,157,69,121,67,4,67,7,67,1025,69,279,67,271,69,1130,67,1065,69,18,67,11,67,1330,69,0.7969812075169932,69,7973,10004,0.14564831261101244,67,1148,7882,0.11682100335809505,67,1148,9827,0.21627906976744185,67,279,1290,0.7706766917293233,69,1025,1330,2021-02-12
SD,2,58,3,2,58,3,17,60,2581,63,1367,63,93,60,7,63,12,60,1,60,0,60,128,63,11,60,11,63,89,60,75,63,4,60,3,60,243,63,0.5296396745447501,63,1367,2581,0.06924795234549516,60,93,1343,0.03702229299363057,60,93,2512,0.04741379310344827,60,11,232,0.5267489711934157,63,128,243,2021-02-12
TN,20,79,43,38,61,43,16,99,20317,142,12870,127,1076,99,85,99,44,99,1,99,1,99,1631,139,295,99,285,99,1063,99,991,99,13,99,12,99,2357,142,0.6754487246772332,127,12870,19054,0.09509500662836942,99,1076,11315,0.06383483626008543,99,1076,16856,0.1385627054955378,99,295,2129,0.7091304347826087,139,1631,2300,2021-02-12
TX,133,451,5,167,360,62,108,584,67634,589,47264,589,8173,584,598,589,459,584,18,584,60,584,6354,589,2429,584,2355,589,8043,584,7536,589,130,584,98,584,7795,589,0.698820120057959,589,47264,67634,0.17471514996045234,584,8173,46779,0.12230452674897119,584,8173,66825,0.31952117863720075,584,2429,7602,0.8151379089159718,589,6354,7795,2021-02-12
UT,0,52,1,0,52,1,0,52,5485,53,2902,53,287,52,32,53,2,52,3,52,0,52,387,53,111,52,108,53,275,52,258,53,12,52,0,52,624,53,0.5290793072014586,53,2902,5485,0.10041987403778867,52,287,2858,0.05322700296735905,52,287,5392,0.18316831683168316,52,111,606,0.6201923076923077,53,387,624,2021-02-12
VA,23,64,9,25,62,9,51,93,17427,96,12483,96,1771,93,185,96,237,93,5,93,15,93,1461,96,349,93,342,96,1743,93,1545,96,28,93,16,93,2021,96,0.7163022895506972,96,12483,17427,0.14355191699764935,93,1771,12337,0.10318708850434073,93,1771,17163,0.17897435897435898,93,349,1950,0.722909450766947,96,1461,2021,2021-02-12
VI,2,0,0,2,0,0,0,2,168,2,96,2,1,2,0,2,0,2,0,2,0,2,9,2,0,2,0,2,1,2,1,2,0,2,0,2,20,2,0.5714285714285714,2,96,168,0.010416666666666666,2,1,96,0.005952380952380952,2,1,168,0.0,2,0,20,0.45,2,9,20,2021-02-12
VT,2,14,1,2,14,1,4,16,1312,17,854,17,42,16,5,17,10,16,0,16,0,16,60,17,13,16,12,17,42,16,37,17,0,16,0,16,105,17,0.6509146341463414,17,854,1312,0.050119331742243436,16,42,838,0.032915360501567396,16,42,1276,0.13131313131313133,16,13,99,0.5714285714285714,17,60,105,2021-02-12
