state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,26,192,6,31,187,6,9,218,29399,224,24224,224,451,218,28,224,254,218,2,215,32,214,2654,224,73,218,53,224,419,218,237,224,32,217,9,217,3540,224,0.823973604544372,224,24224,29399,0.018825395500271,218,451,23957,0.015539399786376,218,451,29023,0.021258008153757,218,73,3434,0.749717514124294,224,2654,3540,2021/07/11,,0,219,3,216,6,215,1,215,3,215,7,216,3,215,2,217,3,208,2,211,26,211,27,209,18,210,27,209,41,208,54,210,49,211,10,201,3,218
PR,1,10,55,1,10,55,0,65,9189,66,5874,66,74,65,4,66,15,65,0,65,3,65,461,66,11,65,8,66,60,65,35,66,14,65,2,65,660,66,0.639242572641201,66,5874,9189,0.012874043145442,65,74,5748,0.008220395467674,65,74,9002,0.017488076311606,65,11,629,0.698484848484848,66,461,660,2021/07/11,,0,66,0,66,1,66,0,66,2,66,0,66,1,66,0,66,0,66,0,65,3,65,0,65,0,65,4,65,4,65,1,65,3,65,0,65,1,65
RI,4,8,2,4,8,2,3,13,2275,14,2059,14,68,13,0,14,0,13,0,13,0,13,130,14,3,13,3,14,67,13,28,14,1,13,1,13,159,14,0.905054945054945,14,2059,2275,0.033932135728543,13,68,2004,0.030797101449275,13,68,2208,0.020689655172414,13,3,145,0.817610062893082,14,130,159,2021/07/11,,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,13
SC,19,63,5,19,63,5,1,85,10706,87,8416,87,191,85,23,87,22,85,0,85,0,85,842,87,50,85,46,87,189,85,174,87,2,85,2,85,1164,87,0.786101251634597,87,8416,10706,0.022981590662977,85,191,8311,0.018109414999526,85,191,10547,0.044523597506679,85,50,1123,0.723367697594502,87,842,1164,2021/07/11,,0,87,2,87,4,87,3,87,4,87,5,87,4,87,1,87,0,82,0,85,3,85,1,85,2,85,4,85,1,85,4,85,3,85,4,80,3,85
SD,1,61,3,1,61,3,1,62,2813,65,1708,65,26,62,7,65,5,62,0,62,1,62,123,65,8,62,6,65,25,62,15,65,1,62,0,62,235,65,0.607180945609669,65,1708,2813,0.015531660692951,62,26,1674,0.009468317552804,62,26,2746,0.035714285714286,62,8,224,0.523404255319149,65,123,235,2021/07/11,,0,65,1,65,1,65,0,65,2,65,1,65,1,65,1,65,0,65,0,62,0,62,1,62,2,62,0,62,1,62,0,62,1,62,0,62,0,62
TN,5,88,49,25,68,49,1,94,20427,142,13314,130,375,94,41,94,29,94,0,94,1,94,1676,139,116,94,112,94,366,94,308,94,9,94,5,94,2399,142,0.684982250347276,130,13314,19437,0.031693711967546,94,375,11832,0.022318771574813,94,375,16802,0.053678852383156,94,116,2161,0.708967851099831,139,1676,2364,2021/07/11,,0,94,5,94,4,94,9,94,5,94,5,94,3,94,5,94,5,94,0,94,0,94,2,94,3,94,3,94,13,94,3,94,3,94,2,94,2,94
TX,86,439,70,102,424,69,48,590,68937,595,51595,595,3047,590,400,595,404,590,9,590,62,590,5915,595,857,590,805,595,2981,590,2536,595,66,590,37,590,6973,595,0.748436978690689,595,51595,68937,0.059788473990935,590,3047,50963,0.044677419354839,590,3047,68200,0.12569668524494,590,857,6818,0.848271905922845,595,5915,6973,2021/07/11,,1,595,33,595,50,595,62,595,61,595,80,595,58,595,29,595,26,595,6,590,34,590,49,590,46,590,66,590,65,590,65,590,36,590,37,590,21,590
UT,0,51,9,1,50,9,0,59,6260,60,4017,60,286,59,46,60,3,59,1,59,0,59,441,60,112,59,113,60,279,59,265,60,7,59,0,59,639,60,0.641693290734824,60,4017,6260,0.071931589537223,59,286,3976,0.046300793265339,59,286,6177,0.180354267310789,59,112,621,0.690140845070422,60,441,639,2021/07/11,,0,60,7,60,5,60,5,60,9,60,9,60,8,60,3,60,0,60,0,59,0,59,0,59,0,59,2,59,1,59,0,59,0,59,0,59,0,59
VA,15,68,20,17,66,20,19,100,18018,103,13483,103,274,100,43,103,97,100,0,100,18,100,1303,103,61,100,57,103,267,100,193,103,7,100,3,100,1931,103,0.748307248307248,103,13483,18018,0.020582932692308,100,274,13312,0.015433141827194,100,274,17754,0.03258547008547,100,61,1872,0.67477990678405,103,1303,1931,2021/07/11,,1,103,4,103,5,103,5,103,5,103,7,103,9,103,7,103,0,103,1,100,6,100,7,100,10,100,10,100,20,100,20,100,21,100,2,100,4,100
VI,2,0,0,2,0,0,0,2,168,2,90,2,12,2,1,2,0,2,0,2,0,2,7,2,2,2,2,2,12,2,12,2,0,2,0,2,20,2,0.535714285714286,2,90,168,0.133333333333333,2,12,90,0.071428571428571,2,12,168,0.1,2,2,20,0.35,2,7,20,2021/07/11,,0,2,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2
