state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,18,193,29621,198,24363,213,1161,208,2702,192,249,187,208,186,1130,197,783,196,30,197,16,190,3265,180,0.7552412140035786,198,22371,29621,0.04808648111332008,207,1161,24144,0.035642278645388374,192,1043,29263,0.07502374169040836,166,237,3159,0.7925222188170395,176,2586,3263,2020-10-07
PR,1,68,9755,69,5558,69,368,68,472,69,53,67,47,68,336,67,204,68,32,67,8,67,692,69,0.5697590978985135,69,5558,9755,0.06802218114602587,68,368,5410,0.03845751907200334,68,368,9569,0.08018154311649017,67,53,661,0.6820809248554913,69,472,692,2020-10-07
RI,4,14,2230,15,1959,14,114,14,156,15,12,14,13,15,113,14,112,15,1,14,1,14,187,15,0.87847533632287,14,1959,2230,0.059344091618948464,13,114,1921,0.05314685314685315,14,114,2145,0.06976744186046512,14,12,172,0.8342245989304813,15,156,187,2020-10-07
SC,6,78,10277,85,7998,85,699,83,982,83,177,81,151,83,696,81,545,83,3,81,3,81,1393,82,0.7782426778242678,85,7998,10277,0.08851462580726858,83,699,7897,0.06908479936746392,83,699,10118,0.13140311804008908,79,177,1347,0.7027997128499641,82,979,1393,2020-10-07
SD,1,59,2207,60,1539,64,266,61,133,57,62,53,66,55,248,57,247,60,2,57,2,57,170,58,0.5926597190756683,60,1308,2207,0.17792642140468226,61,266,1495,0.09296838131193959,57,197,2119,0.2564102564102564,51,40,156,0.6688311688311688,55,103,154,2020-10-07
TN,11,120,19790,133,13816,131,1238,123,1612,123,316,118,296,118,1161,121,1011,120,77,121,72,120,2072,126,0.7176274886936632,130,13805,19237,0.09061512456823693,122,1233,13607,0.06567593480345159,121,1233,18774,0.1549225387306347,114,310,2001,0.8084252758274825,122,1612,1994,2020-10-07
TX,86,561,69640,579,50855,581,4322,578,5314,546,1184,549,1082,554,4208,568,3517,570,114,568,59,565,6574,520,0.7326062212745112,578,50848,69407,0.08529282606092059,575,4273,50098,0.0628148018749818,573,4315,68694,0.1648978298748614,511,1041,6313,0.7780651049589291,519,5115,6574,2020-10-07
UT,4,54,5610,54,3487,56,277,55,370,46,92,44,89,45,269,52,255,52,8,52,8,51,560,43,0.6106951871657754,54,3426,5610,0.08040638606676342,55,277,3445,0.05028135777818116,53,277,5509,0.16051660516605165,41,87,542,0.6410714285714286,42,359,560,2020-10-07
VA,23,101,17914,99,11731,99,913,100,1361,100,208,96,159,99,902,97,585,99,11,97,4,96,1918,100,0.6548509545606788,99,11731,17914,0.07828655834564253,95,901,11509,0.05136244441910843,95,901,17542,0.11249323958896701,96,208,1849,0.7095933263816475,100,1361,1918,2020-10-07
VI,0,2,188,2,93,2,1,2,8,2,1,2,1,2,1,2,1,2,0,2,0,2,20,2,0.4946808510638298,2,93,188,0.010752688172043012,2,1,93,0.005319148936170213,2,1,188,0.05,2,1,20,0.4,2,8,20,2020-10-07
