state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,5,68,9602,68,5489,68,456,68,485,68,69,67,52,67,408,67,252,67,48,67,6,67,707,68,0.5716517392209957,68,5489,9602,0.08307524139187465,68,456,5489,0.04749010622786919,68,456,9602,0.09759547383309759,67,69,707,0.685997171145686,68,485,707,2020-09-15
RI,3,13,2224,13,1959,13,87,13,141,13,6,13,6,13,85,13,81,13,2,13,2,13,167,13,0.8808453237410072,13,1959,2224,0.0444104134762634,13,87,1959,0.03911870503597122,13,87,2224,0.03592814371257485,13,6,167,0.844311377245509,13,141,167,2020-09-15
SC,7,76,10316,82,8313,82,833,82,925,78,202,78,180,78,828,80,655,80,5,80,1,80,1315,77,0.8058355951919348,82,8313,10316,0.10020449897750511,82,833,8313,0.08074835207444746,82,833,10316,0.1520912547528517,76,200,1315,0.7011406844106464,77,922,1315,2020-09-15
SD,1,55,2313,55,1502,58,149,58,99,40,25,37,25,35,120,50,109,48,29,50,26,48,94,33,0.6372676178123649,55,1474,2313,0.09920106524633822,58,149,1502,0.06441850410722005,55,149,2313,0.1595744680851064,29,15,94,0.6428571428571429,30,54,84,2020-09-15
TN,6,117,18094,117,12263,117,1034,121,1518,117,295,116,267,116,948,119,782,118,13,119,6,118,2022,118,0.6947722478764039,114,12187,17541,0.07885892286252971,112,962,12199,0.055584445600046224,109,962,17307,0.1450381679389313,110,285,1965,0.766412213740458,115,1506,1965,2020-09-15
TX,82,566,64109,569,47583,569,3937,569,5768,561,1226,563,1093,563,3888,564,3134,564,49,564,36,564,7078,560,0.7422202810837792,569,47583,64109,0.08273963390286447,569,3937,47583,0.06141103433215305,569,3937,64109,0.1732127719694829,560,1226,7078,0.8149194687764906,560,5768,7078,2020-09-15
UT,4,56,5741,55,3695,56,183,56,370,46,51,45,50,45,159,52,129,51,7,52,7,51,551,43,0.6343842536143529,55,3642,5741,0.04952638700947226,56,183,3695,0.0318759797944609,55,183,5741,0.0925589836660617,42,51,551,0.6442831215970962,42,355,551,2020-09-15
VA,17,94,16926,90,11229,91,1039,97,1026,88,178,87,137,86,891,89,593,88,14,89,5,88,1428,84,0.6602268699042892,90,11175,16926,0.08825112107623319,90,984,11150,0.05560180780209324,89,935,16816,0.11484593837535013,83,164,1428,0.7023809523809523,84,1003,1428,2020-09-15
VI,0,2,188,2,101,2,3,2,9,2,0,2,0,2,3,2,3,2,0,2,0,2,20,2,0.5372340425531915,2,101,188,0.0297029702970297,2,3,101,0.015957446808510637,2,3,188,0.0,2,0,20,0.45,2,9,20,2020-09-15
VT,0,16,1254,16,761,16,5,16,74,16,1,16,0,16,5,16,3,16,0,16,0,16,105,16,0.6068580542264753,16,761,1254,0.006570302233902759,16,5,761,0.003987240829346092,16,5,1254,0.009523809523809525,16,1,105,0.7047619047619048,16,74,105,2020-09-15
