state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,25,197,6,28,194,6,36,222,34084,228,26788,228,3246,222,287,228,453,222,5,221,16,221,2874,228,583,222,555,228,3184,222,2653,228,62,221,33,221,3820,228,0.7859406172984391,228,26788,34084,0.12226449207126446,222,3246,26549,0.09632047477744807,222,3246,33700,0.15701589011580933,222,583,3713,0.7523560209424084,228,2874,3820,2021-02-07
PR,5,62,2,6,61,2,5,68,9093,69,5414,69,260,68,218,69,830,68,1,68,6,68,507,69,44,68,42,69,237,68,184,69,23,68,6,68,686,69,0.5954030572968217,69,5414,9093,0.04891815616180621,68,260,5315,0.029193801931282282,68,260,8906,0.06717557251908397,68,44,655,0.739067055393586,69,507,686,2021-02-07
RI,4,10,1,4,10,1,7,14,2312,15,2357,15,272,14,17,15,2,14,0,14,0,14,141,15,41,14,42,15,271,14,235,15,1,14,1,14,170,15,1.0194636678200693,15,2357,2312,0.11749460043196544,14,272,2315,0.12083518436250555,14,272,2251,0.25625,14,41,160,0.8294117647058824,15,141,170,2021-02-07
SC,25,60,2,22,63,2,17,85,11565,87,9357,87,1374,85,156,87,114,85,2,85,3,85,1157,87,311,85,303,87,1355,85,1261,87,19,85,12,85,1434,87,0.8090791180285344,87,9357,11565,0.14865303472898408,85,1374,9243,0.12064272543682501,85,1374,11389,0.22293906810035843,85,311,1395,0.8068340306834031,87,1157,1434,2021-02-07
SD,2,60,3,2,60,3,13,62,2841,65,1579,65,84,62,8,65,14,62,0,62,1,62,118,65,13,62,10,65,83,62,66,65,1,62,0,62,241,65,0.5557902147131292,65,1579,2841,0.05398457583547558,62,84,1556,0.030303030303030304,62,84,2772,0.05652173913043478,62,13,230,0.4896265560165975,65,118,241,2021-02-07
TN,21,84,38,39,66,38,16,105,20483,143,12979,128,1232,105,131,105,70,105,4,105,0,105,1687,139,323,105,309,105,1215,105,1117,105,17,105,15,105,2378,143,0.6752861602497399,128,12979,19220,0.09995132240791822,105,1232,12326,0.0688883918586446,105,1232,17884,0.14285714285714285,105,323,2261,0.7312527091460772,139,1687,2307,2021-02-07
TX,119,471,5,153,437,5,106,590,70370,595,52137,595,9380,590,989,595,585,590,19,590,61,590,6620,595,2657,590,2590,595,9224,590,8575,595,156,590,130,590,7982,595,0.7408981099900526,595,52137,70370,0.18196279268269025,590,9380,51549,0.1348398596975447,590,9380,69564,0.3410783055198973,590,2657,7790,0.8293660736657479,595,6620,7982,2021-02-07
UT,0,57,1,0,57,1,2,57,5872,58,3490,58,348,57,39,58,5,57,4,57,2,57,431,58,127,57,123,58,331,57,298,58,17,57,0,57,632,58,0.5943460490463215,58,3490,5872,0.10095735422106179,57,348,3447,0.060176379042019716,57,348,5783,0.20684039087947884,57,127,614,0.6819620253164557,58,431,632,2021-02-07
VA,22,76,8,23,75,8,65,103,18382,106,13706,106,2016,103,184,106,248,103,5,103,9,103,1499,106,397,103,391,106,1998,103,1787,106,18,103,12,103,2022,106,0.7456207159177456,106,13706,18382,0.14905730129390019,103,2016,13525,0.11127055966442212,103,2016,18118,0.20348539210661198,103,397,1951,0.7413452027695351,106,1499,2022,2021-02-07
VI,2,0,0,2,0,0,0,2,168,2,101,2,5,2,0,2,0,2,0,2,0,2,11,2,1,2,1,2,5,2,5,2,0,2,0,2,20,2,0.6011904761904762,2,101,168,0.04950495049504951,2,5,101,0.02976190476190476,2,5,168,0.05,2,1,20,0.55,2,11,20,2021-02-07
