state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2021-01-08,"132,751","132,651","132,851",18.86,18.79,18.93,"707,985","707,493","708,477"
CW,2021-01-09,"131,478","131,352","131,603",18.74,18.65,18.83,"705,632","705,149","706,114"
CW,2021-01-10,"132,114","132,010","132,219",18.88,18.81,18.95,"703,710","703,265","704,155"
CW,2021-01-11,"133,566","133,468","133,663",19.07,19.01,19.13,"704,398","704,012","704,785"
CW,2021-01-12,"133,366","133,280","133,453",18.96,18.91,19.01,"707,602","707,292","707,912"
CW,2021-01-13,"131,698","131,626","131,770",18.65,18.63,18.67,"710,107","709,979","710,236"
CW,2021-01-14,"129,640","129,561","129,718",18.37,18.34,18.40,"709,598","709,447","709,749"
CW,2021-01-15,"128,688","128,614","128,762",18.25,18.23,18.26,"709,331","709,291","709,371"
CW,2021-01-16,"125,852","125,757","125,947",17.92,17.85,17.98,"706,458","706,059","706,857"
CW,2021-01-17,"125,471","125,395","125,547",17.93,17.89,17.97,"703,706","703,483","703,930"
CW,2021-01-18,"126,670","126,604","126,737",18.08,18.02,18.13,"703,975","703,749","704,201"
CW,2021-01-19,"125,794","125,714","125,873",17.87,17.81,17.93,"707,144","706,906","707,382"
CW,2021-01-20,"122,858","122,786","122,929",17.39,17.33,17.46,"709,578","709,230","709,926"
CW,2021-01-21,"119,010","118,922","119,097",16.87,16.80,16.94,"708,572","708,281","708,863"
CW,2021-01-22,"116,863","116,810","116,917",16.58,16.54,16.63,"707,984","707,733","708,234"
CW,2021-01-23,"112,719","112,660","112,777",16.07,16.02,16.12,"704,572","704,319","704,824"
CW,2021-01-24,"111,969","111,930","112,008",16.04,16.01,16.07,"701,326","701,095","701,558"
CW,2021-01-25,"111,880","111,860","111,900",16.00,15.98,16.02,"702,598","702,341","702,856"
CW,2021-01-26,"110,708","110,692","110,724",15.75,15.74,15.76,"706,182","705,931","706,433"
CW,2021-01-27,"107,398","107,368","107,427",15.23,15.18,15.28,"708,381","707,888","708,874"
CW,2021-01-28,"104,274","104,255","104,294",14.82,14.80,14.83,"707,040","706,773","707,307"
