state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
GA,33,127,9,40,119,10,15,166,22471,169,17372,169,1262,166,231,169,92,166,9,166,23,166,2220,169,335,166,310,169,1236,166,1077,169,26,166,10,166,2834,169,0.773085309955053,169,17372,22471,0.073359297796896,166,1262,17203,0.056882718831696,166,1262,22186,0.120330459770115,166,335,2784,0.783345095271701,169,2220,2834,2021/03/29,POINT (-83.426574 32.638481)
HI,1,25,0,1,25,0,0,26,2628,26,1910,26,46,26,5,26,12,26,0,26,0,26,153,26,11,26,10,26,46,26,37,26,0,26,0,26,226,26,0.726788432267884,26,1910,2628,0.024083769633508,26,46,1910,0.017503805175038,26,46,2628,0.048672566371681,26,11,226,0.676991150442478,26,153,226,2021/03/29,POINT (-157.854309 21.361013)
IA,3,52,71,3,52,71,0,124,8044,126,4988,126,214,124,30,126,6,124,2,124,2,124,416,126,44,124,43,126,205,124,197,126,9,124,3,124,671,126,0.620089507707608,126,4988,8044,0.04354018311292,124,214,4915,0.026925012581782,124,214,7948,0.067484662576687,124,44,652,0.619970193740686,126,416,671,2021/03/29,POINT (-93.500061 42.074659)
PR,1,23,44,1,23,44,7,67,9119,68,5331,68,266,67,221,68,830,67,3,67,5,67,487,68,31,67,25,68,245,67,207,68,21,67,10,67,702,68,0.584603574953394,68,5331,9119,0.051065463620657,67,266,5209,0.029777230493675,67,266,8933,0.046199701937407,67,31,671,0.693732193732194,68,487,702,2021/03/29,POINT (-66.414655 18.215692)
RI,3,10,2,3,10,2,6,14,2612,15,2353,15,169,14,14,15,0,14,1,14,0,14,141,15,14,14,18,15,166,14,131,15,3,14,3,14,182,15,0.900842266462481,15,2353,2612,0.073510221835581,14,169,2299,0.066692975532755,14,169,2534,0.085889570552147,14,14,163,0.774725274725275,15,141,182,2021/03/29,POINT (-71.534637 41.572574)
SC,21,64,2,21,64,2,3,85,11541,87,8677,87,501,85,75,87,36,85,1,85,3,85,917,87,119,85,115,87,497,85,462,87,4,85,2,85,1340,87,0.751841261589117,87,8677,11541,0.058378000466092,85,501,8582,0.044028473503823,85,501,11379,0.091538461538462,85,119,1300,0.684328358208955,87,917,1340,2021/03/29,POINT (-80.864614 33.878572)
SD,0,62,3,0,62,3,21,62,2830,65,1640,65,104,62,3,65,18,62,1,62,2,62,132,65,16,62,16,65,99,62,70,65,5,62,2,62,234,65,0.579505300353357,65,1640,2830,0.064636420136731,62,104,1609,0.037640246109301,62,104,2763,0.071748878923767,62,16,223,0.564102564102564,65,132,234,2021/03/29,POINT (-100.230491 44.43614)
TN,8,89,45,27,70,45,17,97,20336,142,12832,127,789,97,88,97,45,97,4,97,5,97,1635,138,244,97,233,97,772,97,700,97,17,97,13,97,2422,142,0.672501441224254,127,12832,19081,0.069785954360517,97,789,11306,0.047564504461056,97,789,16588,0.113594040968343,97,244,2148,0.70292347377472,138,1635,2326,2021/03/29,POINT (-86.343226 35.842998)
TX,97,495,0,118,474,0,73,592,69334,592,48533,592,3419,592,356,592,505,592,10,592,46,592,6100,592,951,592,876,592,3329,592,2803,592,90,592,54,592,7439,592,0.699988461649407,592,48533,69334,0.070446912410113,592,3419,48533,0.049312025845905,592,3419,69334,0.12783976340906,592,951,7439,0.820002688533405,592,6100,7439,2021/03/29,POINT (-99.317341 31.447238)
UT,0,58,1,0,58,1,0,58,6193,59,3549,59,132,58,20,59,3,58,1,58,0,58,348,59,48,58,47,59,127,58,119,59,5,58,0,58,624,59,0.57306636525109,59,3549,6193,0.037681986868399,58,132,3503,0.02156158118262,58,132,6122,0.079207920792079,58,48,606,0.557692307692308,59,348,624,2021/03/29,POINT (-111.678222 39.323779)
VA,15,81,9,20,76,9,24,102,18064,105,13235,105,1022,102,108,105,196,102,4,102,13,102,1303,105,223,102,223,105,997,102,831,105,25,102,15,102,1996,105,0.732672719220549,105,13235,18064,0.078290179255401,102,1022,13054,0.057406055159243,102,1022,17803,0.115723923196679,102,223,1927,0.652805611222445,105,1303,1996,2021/03/29,POINT (-78.666382 37.510861)
VI,1,1,0,1,1,0,0,2,168,2,75,2,5,2,0,2,0,2,0,2,0,2,9,2,4,2,4,2,5,2,5,2,0,2,0,2,20,2,0.446428571428571,2,75,168,0.066666666666667,2,5,75,0.029761904761905,2,5,168,0.2,2,4,20,0.45,2,9,20,2021/03/29,POINT (-64.840836 18.060868)
VT,1,15,1,1,15,1,0,16,1301,17,811,17,36,16,4,17,4,16,0,16,2,16,57,17,2,16,2,17,35,16,35,17,1,16,0,16,101,17,0.62336664104535,17,811,1301,0.045918367346939,16,36,784,0.028481012658228,16,36,1264,0.021276595744681,16,2,94,0.564356435643564,17,57,101,2021/03/29,POINT (-72.662695 44.075252)
WA,9,93,2,8,94,2,13,102,14600,104,9739,104,442,102,45,104,48,102,0,102,0,102,894,104,134,102,123,104,438,102,373,104,4,102,2,102,1395,104,0.667054794520548,104,9739,14600,0.045793617903025,102,442,9652,0.030537515545115,102,442,14474,0.097810218978102,102,134,1370,0.640860215053763,104,894,1395,2021/03/29,POINT (-120.592492 47.411715)
WI,9,120,21,12,117,21,0,147,13471,150,8614,150,301,147,60,150,42,147,2,147,3,147,855,150,76,147,74,150,295,147,266,150,6,147,3,147,1594,150,0.639447702471977,150,8614,13471,0.035671960180137,147,301,8438,0.022778870894506,147,301,13214,0.049286640726329,147,76,1542,0.536386449184442,150,855,1594,2021/03/29,POINT (-89.732969 44.639954)
WV,13,46,4,15,44,4,1,59,6167,63,4736,63,301,59,35,63,62,59,0,59,0,59,507,63,81,59,80,63,295,59,267,63,6,59,3,59,659,63,0.767958488730339,63,4736,6167,0.064856711915535,59,301,4641,0.050351288056206,59,301,5978,0.130856219709208,59,81,619,0.769347496206373,63,507,659,2021/03/29,POINT (-80.613729 38.642579)
ID,4,39,8,4,39,8,1,50,3634,51,2181,51,158,50,15,51,5,50,1,50,0,50,221,51,39,50,37,51,158,50,145,51,0,50,0,50,303,51,0.600165107319758,51,2181,3634,0.073694029850746,50,158,2144,0.043962159154146,50,158,3594,0.131313131313131,50,39,297,0.729372937293729,51,221,303,2021/03/29,POINT (-114.659366 44.389073)
IL,7,173,23,9,171,23,5,198,31497,203,21353,203,1499,198,214,203,295,198,1,198,32,198,2097,203,311,198,277,203,1465,198,1271,203,34,198,18,198,3469,203,0.677937581356955,203,21353,31497,0.071049388567637,198,1499,21098,0.048135898012267,198,1499,31141,0.091282653360728,198,311,3407,0.604496973191121,203,2097,3469,2021/03/29,POINT (-89.148632 40.124144)
IN,11,150,2,12,149,2,1,161,18870,163,12169,163,725,161,79,163,104,161,3,161,3,161,1450,163,152,161,129,163,703,161,507,163,22,161,8,161,2228,163,0.644886062533121,163,12169,18870,0.06003146476774,161,725,12077,0.038710021891185,161,725,18729,0.069756769160165,161,152,2179,0.6508078994614,163,1450,2228,2021/03/29,POINT (-86.2818 39.919991)
KS,11,132,4,12,131,4,1,144,8765,147,5070,147,183,144,17,147,41,144,2,144,1,144,579,147,30,144,28,147,179,144,141,147,4,144,3,144,836,147,0.57843696520251,147,5070,8765,0.036475981662348,144,183,5017,0.021080520677341,144,183,8681,0.036764705882353,144,30,816,0.692583732057416,147,579,836,2021/03/29,POINT (-98.38018 38.484729)
KY,0,25,93,3,113,2,2,116,14362,118,8410,118,401,116,102,118,56,116,1,116,4,116,1026,118,85,116,83,118,385,116,329,118,16,116,5,116,1834,118,0.585573039966578,118,8410,14362,0.048359864930053,116,401,8292,0.028279266572638,116,401,14180,0.047539149888143,116,85,1788,0.559432933478735,118,1026,1834,2021/03/29,POINT (-85.290484 37.526683)
LA,42,174,6,46,170,6,0,216,14115,222,8899,222,321,222,57,217,10,217,1,217,0,217,1114,222,105,222,98,222,312,222,389,222,9,222,2,222,1817,222,0.630464045341835,222,8899,14115,0.036071468704349,222,321,8899,0.022741764080765,222,321,14115,0.057787561915245,222,105,1817,0.613098514034122,222,1114,1817,2021/03/29,POINT (-91.840238 30.921314)
MA,10,90,1,9,91,1,10,100,19212,101,15993,101,639,100,116,101,81,100,2,100,1,100,1124,101,173,100,160,101,628,100,556,101,11,100,8,100,1414,101,0.832448469706434,101,15993,19212,0.040231694264308,100,639,15883,0.033495832678094,100,639,19077,0.124819624819625,100,173,1386,0.794908062234795,101,1124,1414,2021/03/29,POINT (-71.481104 42.151077)
MD,3,53,5,2,54,5,14,60,11799,61,9835,61,1335,60,159,61,271,60,4,60,14,60,983,61,278,60,249,61,1318,60,1044,61,17,60,7,60,1357,61,0.833545215696245,61,9835,11799,0.136530987932092,60,1335,9778,0.114151346729372,60,1335,11695,0.21076573161486,60,278,1319,0.724392041267502,61,983,1357,2021/03/29,POINT (-76.687282 38.946466)
ME,3,28,8,2,29,8,0,38,3314,39,2282,39,96,38,8,39,15,38,1,38,2,38,234,39,28,38,24,39,92,38,74,39,4,38,3,38,328,39,0.688593844296922,39,2282,3314,0.042685638061361,38,96,2249,0.029304029304029,38,96,3276,0.088050314465409,38,28,318,0.713414634146341,39,234,328,2021/03/29,POINT (-69.06137 45.117911)
MI,3,158,3,3,158,3,9,161,23282,164,18418,164,2801,161,461,164,78,161,7,161,7,160,1946,164,550,161,534,164,2764,161,2597,164,37,161,27,161,2521,164,0.791083240271454,164,18418,23282,0.152834615594478,161,2801,18327,0.120983068417415,161,2801,23152,0.220617729643,161,550,2493,0.771915906386355,164,1946,2521,2021/03/29,POINT (-85.730977 44.874798)
MN,16,110,14,16,110,14,8,139,10054,140,7627,140,532,139,65,140,32,139,2,139,1,139,676,140,119,139,112,140,521,139,437,140,11,139,8,139,942,140,0.758603540879252,140,7627,10054,0.070999599626318,139,532,7493,0.053884331003748,139,532,9873,0.131346578366446,139,119,906,0.717622080679406,140,676,942,2021/03/29,POINT (-94.198308 46.349153)
MO,23,97,19,26,94,19,9,135,17087,139,13448,139,763,135,49,139,177,135,2,135,23,135,1360,139,170,135,128,139,721,135,474,139,42,135,13,135,1761,139,0.787031076256804,139,13448,17087,0.057628398791541,135,763,13240,0.045400452219445,135,763,16806,0.100235849056604,135,170,1696,0.77228847245883,139,1360,1761,2021/03/29,POINT (-92.477244 38.3675)
MS,9,97,2,12,94,2,1,106,8659,108,5487,108,254,106,16,108,26,106,0,106,7,106,577,108,82,106,56,108,244,106,184,108,10,106,6,106,827,108,0.6336759441044,108,5487,8659,0.046691176470588,106,254,5440,0.029583042161659,106,254,8586,0.101610904584882,106,82,807,0.69770253929867,108,577,827,2021/03/29,POINT (-89.65344 32.713378)
MT,6,60,1,8,58,1,5,66,3185,67,1992,67,53,66,11,67,3,66,0,66,3,66,116,67,7,66,7,67,49,66,44,67,4,66,0,66,238,67,0.625431711145997,67,1992,3185,0.026754164563352,66,53,1981,0.016793409378961,66,53,3156,0.030172413793103,66,7,232,0.487394957983193,67,116,238,2021/03/29,POINT (-109.645127 47.033521)
NC,2,126,4,4,124,4,15,128,24315,132,18186,132,1011,128,107,132,106,128,2,128,4,128,1857,132,235,128,239,132,989,128,910,132,22,128,16,128,2489,132,0.74793337446021,132,18186,24315,0.056247913653054,128,1011,17974,0.04206715765822,128,1011,24033,0.096747632770688,128,235,2429,0.746082764162314,132,1857,2489,2021/03/29,POINT (-79.130883 35.52603)
ND,12,37,1,12,37,1,19,49,2439,50,1637,50,93,49,14,50,11,49,1,49,2,49,104,50,12,49,9,50,88,49,57,50,5,49,1,49,198,50,0.671176711767118,50,1637,2439,0.057656540607564,49,93,1613,0.038541234977207,49,93,2413,0.061855670103093,49,12,194,0.525252525252525,50,104,198,2021/03/29,POINT (-100.46931 47.446305)
NE,10,90,1,16,84,1,1,100,4390,101,2871,101,143,100,14,101,15,100,0,100,4,100,371,101,50,100,46,101,139,100,124,101,4,100,2,100,575,101,0.653986332574032,101,2871,4390,0.050691244239631,100,143,2821,0.033178654292343,100,143,4310,0.089445438282648,100,50,559,0.645217391304348,101,371,575,2021/03/29,POINT (-99.810595 41.527099)
NH,4,25,1,5,24,1,0,30,3131,30,2248,30,94,30,9,30,15,30,0,30,3,30,163,30,16,30,15,30,93,30,83,30,1,30,0,30,282,30,0.717981475566912,30,2248,3131,0.041814946619217,30,94,2248,0.030022357074417,30,94,3131,0.056737588652482,30,16,282,0.578014184397163,30,163,282,2021/03/29,POINT (-71.57139 43.680429)
NJ,7,78,9,8,77,9,62,93,24359,94,17306,94,2424,93,346,94,167,93,7,93,6,93,1435,94,378,93,367,94,2396,93,2231,94,28,93,14,93,3037,94,0.710456094256743,94,17306,24359,0.140367131854769,93,2424,17269,0.099814700432366,93,2424,24285,0.125124131082423,93,378,3021,0.472505762265394,94,1435,3037,2021/03/29,POINT (-74.655514 40.110253)
NM,17,36,1,17,36,1,2,52,4358,54,2958,53,116,52,17,54,17,53,0,52,0,53,344,53,41,52,28,53,109,52,95,53,7,52,1,52,434,54,0.6803127874885,53,2958,4348,0.040277777777778,52,116,2880,0.02737140160453,52,116,4238,0.099033816425121,52,41,414,0.792626728110599,53,344,434,2021/03/29,POINT (-106.108388 34.421369)
NV,0,11,52,0,11,52,39,63,8811,63,6330,63,277,63,33,63,38,63,2,63,2,63,597,63,66,63,68,63,272,63,236,63,5,63,6,63,841,63,0.718420156622404,63,6330,8811,0.043759873617694,63,277,6330,0.0314379752582,63,277,8811,0.078478002378121,63,66,841,0.70986920332937,63,597,841,2021/03/29,POINT (-114.916992 39.283294)
NY,5,188,13,5,188,13,172,197,53283,206,39500,206,5314,197,554,206,188,197,8,197,23,197,3695,206,1006,197,949,206,5212,197,4700,206,102,197,48,197,5567,206,0.741324625114952,206,39500,53283,0.135699693564862,197,5314,39160,0.10090192727618,197,5314,52665,0.184858507901507,197,1006,5442,0.663732710616131,206,3695,5567,2021/03/29,POINT (-75.59655 42.921241)
OH,9,211,10,17,203,10,20,227,32481,230,22589,230,1381,227,183,230,147,227,5,227,88,227,2686,230,260,227,233,230,1275,227,1024,230,106,227,20,227,4116,230,0.695452726209168,230,22589,32481,0.061500779336451,227,1381,22455,0.042862906980353,227,1381,32219,0.064039408866995,227,260,4060,0.652575315840622,230,2686,4116,2021/03/29,POINT (-82.70936 40.415534)
OK,30,106,12,35,101,12,8,146,10741,148,7364,148,318,146,42,148,58,146,0,146,6,146,779,148,81,146,73,148,285,146,237,148,33,146,30,146,1030,148,0.68559724420445,148,7364,10741,0.043959082112248,146,318,7234,0.030170777988615,146,318,10540,0.082991803278689,146,81,976,0.75631067961165,148,779,1030,2021/03/29,POINT (-97.508297 35.583449)
OR,3,55,7,4,54,7,11,63,7032,65,5162,65,221,63,23,65,29,63,1,63,4,63,523,65,54,63,39,65,213,63,161,65,8,63,5,63,806,65,0.734072810011377,65,5162,7032,0.043719090009891,63,221,5055,0.032159487776484,63,221,6872,0.06861499364676,63,54,787,0.648883374689826,65,523,806,2021/03/29,POINT (-120.605279 43.940449)
PA,20,202,6,26,196,6,29,222,32094,228,25329,228,2616,222,325,228,427,222,4,220,34,220,2862,228,488,222,460,228,2567,222,2188,228,49,220,29,220,3727,228,0.78921293699757,228,25329,32094,0.104210652113293,222,2616,25103,0.082495033269213,222,2616,31711,0.134806629834254,222,488,3620,0.76790984706198,228,2862,3727,2021/03/29,POINT (-77.838886 40.896694)
WY,4,25,2,5,24,2,0,29,1733,31,735,31,30,29,9,31,8,29,0,29,1,29,42,31,5,29,5,31,30,29,22,31,0,29,0,29,138,31,0.424120023081362,31,735,1733,0.041608876560333,29,30,721,0.017751479289941,29,30,1690,0.039370078740157,29,5,127,0.304347826086957,31,42,138,2021/03/29,POINT (-107.55145 42.999627)
