state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/06/25,16360,16312,16408,2.38,2.29,2.47,690939,689747,692131,
CW,2021/06/26,16264,16214,16315,2.38,2.29,2.47,686595,685392,687798,
CW,2021/06/27,15983,15915,16051,2.35,2.21,2.48,684118,682888,685348,
CW,2021/06/28,16382,16324,16440,2.4,2.29,2.51,684789,683888,685691,
CW,2021/06/29,16800,16772,16828,2.44,2.39,2.5,690722,689749,691694,
CW,2021/06/30,16825,16796,16853,2.44,2.39,2.48,693021,692276,693766,
CW,2021/07/01,16867,16834,16901,2.45,2.39,2.5,692737,691958,693516,
CW,2021/07/02,16726,16691,16762,2.43,2.37,2.49,690908,690077,691739,
CW,2021/07/03,16615,16586,16644,2.43,2.38,2.48,686205,685363,687048,
CW,2021/07/04,16783,16760,16805,2.47,2.43,2.5,683628,682786,684470,
CW,2021/07/05,17342,17314,17370,2.55,2.5,2.6,682292,681392,683192,
CW,2021/07/06,18096,18057,18136,2.65,2.58,2.73,684762,683832,685692,
CW,2021/07/07,18840,18818,18863,2.74,2.7,2.77,691099,690318,691881,
CW,2021/07/08,19153,19131,19175,2.77,2.72,2.82,693204,692452,693957,
CW,2021/07/09,19396,19373,19418,2.81,2.76,2.86,692528,691833,693222,
CW,2021/07/10,19771,19751,19792,2.88,2.83,2.93,688594,687853,689334,
CW,2021/07/11,20280,20257,20302,2.97,2.92,3.02,685718,684963,686474,
CW,2021/07/12,21443,21424,21461,3.13,3.07,3.18,687999,687127,688871,
CW,2021/07/13,22344,22324,22363,3.23,3.18,3.28,694361,693481,695241,
CW,2021/07/14,23158,23145,23170,3.35,3.31,3.39,694513,693898,695127,
CW,2021/07/15,23856,23844,23867,3.45,3.42,3.47,695104,694747,695462,
CW,2021/07/16,24656,24645,24666,3.56,3.54,3.59,694474,694183,694765,
CW,2021/07/17,25335,25301,25369,3.68,3.62,3.74,691412,690759,692064,
CW,2021/07/18,26331,26303,26359,3.84,3.78,3.9,688846,688142,689550,
CW,2021/07/19,28179,28150,28208,4.11,4.05,4.16,688862,688215,689509,
CW,2021/07/20,29971,29940,30003,4.35,4.28,4.41,692155,691409,692902,
CW,2021/07/21,31148,31117,31180,4.49,4.42,4.56,696605,695789,697422,
CW,2021/07/22,32540,32505,32576,4.7,4.63,4.77,695056,694155,695958,
CW,2021/07/23,33700,33553,33847,4.86,4.61,5.12,695755,693088,698422,
CW,2021/07/24,34574,34298,34849,5.03,4.53,5.52,690498,685192,695803,
CW,2021/07/25,35565,35217,35913,5.18,4.54,5.81,689869,682957,696781,
AL,2021/06/25,225,225,225,1.63,1.63,1.63,13783,13783,13783,POINT (-86.844516 32.756889)
CT,2021/06/25,78,78,78,1,1,1,7789,7789,7789,POINT (-72.738288 41.575155)
DC,2021/06/25,50,50,50,1.82,1.82,1.82,2747,2747,2747,POINT (-77.016275 38.904785)
ID,2021/06/25,95,95,95,2.89,2.89,2.89,3290,3290,3290,POINT (-114.659366 44.389073)
AL,2021/06/26,270,270,270,1.96,1.96,1.96,13765,13765,13765,POINT (-86.844516 32.756889)
CT,2021/06/26,76,74,77,0.97,0.97,0.97,7783,7783,7783,POINT (-72.738288 41.575155)
DC,2021/06/26,50,50,50,1.82,1.82,1.82,2742,2742,2742,POINT (-77.016275 38.904785)
ID,2021/06/26,83,83,83,2.54,2.54,2.54,3271,3271,3271,POINT (-114.659366 44.389073)
AL,2021/06/27,264,262,267,1.92,1.92,1.92,13794,13794,13794,POINT (-86.844516 32.756889)
CT,2021/06/27,76,75,76,0.97,0.97,0.97,7774,7774,7774,POINT (-72.738288 41.575155)
DC,2021/06/27,58,58,58,2.14,2.14,2.14,2713,2713,2713,POINT (-77.016275 38.904785)
ID,2021/06/27,98,98,98,3,3,3,3264,3264,3264,POINT (-114.659366 44.389073)
AL,2021/06/28,257,250,263,1.86,1.86,1.86,13792,13792,13792,POINT (-86.844516 32.756889)
CT,2021/06/28,70,70,70,0.9,0.9,0.9,7775,7775,7775,POINT (-72.738288 41.575155)
