state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,24,194,6,30,188,6,11,218,30810,224,25355,224,701,218,51,224,289,218,2,216,22,216,2691,224,124,218,108,224,673,218,430,224,28,217,9,217,3715,224,0.822947095098994,224,25355,30810,0.027903829312953,218,701,25122,0.023037991323781,218,701,30428,0.034368070953437,218,124,3608,0.72436069986541,224,2691,3715,2021/06/13,,1,220,6,219,8,220,2,219,8,219,7,219,7,219,10,220,2,211,1,212,29,213,28,212,24,213,38,212,51,213,55,213,49,212,14,204
PR,0,7,59,0,7,59,0,65,9387,66,6019,66,73,65,3,66,6,65,1,65,13,65,483,66,10,65,10,66,43,65,30,66,30,65,2,65,669,66,0.641205923085118,66,6019,9387,0.012410744644679,65,73,5882,0.007928749864234,65,73,9207,0.015649452269171,65,10,639,0.721973094170404,66,483,669,2021/06/13,,0,66,0,66,2,66,0,66,0,66,0,66,0,66,0,66,1,66,0,65,1,65,0,65,1,65,2,65,2,65,0,65,0,65,0,65
RI,5,8,2,4,9,2,6,14,2525,15,2338,15,82,14,3,15,0,14,0,14,0,14,120,15,9,14,9,15,82,14,45,15,0,14,0,14,160,15,0.925940594059406,15,2338,2525,0.035901926444834,14,82,2284,0.033374033374033,14,82,2457,0.063380281690141,14,9,142,0.75,15,120,160,2021/06/13,,0,15,0,15,0,15,0,15,2,15,0,15,1,15,0,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
SC,19,63,5,19,63,5,0,85,10702,87,8489,87,134,85,14,87,21,85,0,85,0,85,818,87,34,85,35,87,132,85,113,87,2,85,2,85,1168,87,0.793216221267053,87,8489,10702,0.016009557945042,85,134,8370,0.012715885367242,85,134,10538,0.0301685891748,85,34,1127,0.700342465753425,87,818,1168,2021/06/13,,0,87,0,87,5,87,1,87,2,87,2,87,4,87,0,87,0,82,0,85,1,85,0,85,3,85,7,85,2,85,5,85,2,85,1,80
SD,0,62,3,1,61,3,3,62,2836,65,1671,65,31,62,4,65,6,62,0,62,0,62,133,65,8,62,7,65,29,62,21,65,2,62,0,62,239,65,0.589210155148096,65,1671,2836,0.018765133171913,62,31,1652,0.011219688744119,62,31,2763,0.035087719298246,62,8,228,0.556485355648536,65,133,239,2021/06/13,,0,65,2,65,0,65,0,65,1,65,1,65,0,65,0,65,0,65,1,62,0,62,0,62,0,62,2,62,1,62,0,62,2,62,0,62
TN,10,78,55,18,70,55,2,89,20295,143,13535,129,270,89,16,89,27,89,1,89,1,89,1664,140,82,89,77,89,264,89,209,89,6,89,5,89,2379,143,0.703701778101279,129,13535,19234,0.023700842696629,89,270,11392,0.016968325791855,89,270,15912,0.039556198745779,89,82,2073,0.709897610921502,140,1664,2344,2021/06/13,,0,89,3,89,0,89,2,89,5,89,3,89,1,89,0,89,2,89,0,89,3,89,2,89,1,89,5,89,4,89,3,89,0,89,9,89
TX,87,459,49,104,442,49,51,590,68195,595,50148,595,2002,590,180,595,379,590,5,590,39,590,5302,595,529,590,481,595,1947,590,1462,595,55,590,34,590,6859,595,0.735361830046191,595,50148,68195,0.040413420000807,590,2002,49538,0.029679925281307,590,2002,67453,0.07889634601044,590,529,6705,0.772998979443068,595,5302,6859,2021/06/13,,4,595,10,595,22,595,28,595,38,595,34,595,22,595,10,595,12,595,1,589,24,588,38,589,38,588,69,589,81,589,64,589,49,589,15,590
UT,1,50,9,1,50,9,0,59,6249,60,3806,60,181,59,41,60,4,59,0,59,0,59,403,60,65,59,66,60,180,59,169,60,1,59,0,59,635,60,0.609057449191871,60,3806,6249,0.048215237080448,59,181,3754,0.029345006485084,59,181,6168,0.105348460291734,59,65,617,0.634645669291339,60,403,635,2021/06/13,,1,60,3,60,5,60,8,60,9,60,5,60,3,60,6,60,1,60,0,59,0,59,1,59,0,59,0,59,3,59,0,59,0,59,0,59
VA,15,70,20,17,68,20,23,102,17805,105,13083,105,306,102,25,105,126,102,2,102,18,102,1319,105,62,102,54,105,290,102,195,105,16,102,11,102,1876,105,0.734793597304128,105,13083,17805,0.023684210526316,102,306,12920,0.017434903994074,102,306,17551,0.033972602739726,102,62,1825,0.703091684434968,105,1319,1876,2021/06/13,,2,105,2,105,2,105,2,105,7,105,6,105,3,105,1,105,0,105,2,102,11,102,11,102,14,102,21,102,21,102,30,102,16,102,0,102
VI,2,0,0,2,0,0,0,2,168,2,78,2,5,2,1,2,0,2,0,2,0,2,6,2,0,2,0,2,5,2,5,2,0,2,0,2,20,2,0.464285714285714,2,78,168,0.064102564102564,2,5,78,0.029761904761905,2,5,168,0,2,0,20,0.3,2,6,20,2021/06/13,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
