state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/05,44439,44424,44454,6.34,6.32,6.35,703781,703513,704049,
CW,2021/03/06,43217,43173,43260,6.2,6.14,6.25,699546,699278,699813,
CW,2021/03/07,42471,42449,42493,6.12,6.08,6.15,696722,696478,696967,
CW,2021/03/08,42942,42925,42958,6.18,6.16,6.2,697250,697129,697370,
CW,2021/03/09,42780,42745,42815,6.12,6.08,6.16,701167,701078,701256,
CW,2021/03/10,41704,41694,41714,5.95,5.93,5.96,703380,703077,703684,
CW,2021/03/11,40978,40954,41002,5.85,5.82,5.88,702723,702642,702804,
CW,2021/03/12,40690,40665,40714,5.82,5.79,5.85,701894,701764,702025,
CW,2021/03/13,39609,39582,39636,5.69,5.65,5.72,698927,698781,699073,
CW,2021/03/14,39232,39217,39247,5.66,5.64,5.69,695259,695010,695508,
CW,2021/03/15,39951,39930,39973,5.76,5.73,5.79,695718,695457,695980,
CW,2021/03/16,40291,40273,40309,5.78,5.75,5.8,700143,700027,700259,
CW,2021/03/17,39778,39763,39793,5.69,5.67,5.71,701680,701532,701829,
CW,2021/03/18,39371,39352,39390,5.63,5.61,5.65,702118,702009,702227,
CW,2021/03/19,39117,39099,39135,5.6,5.57,5.63,701905,701547,702264,
CW,2021/03/20,37923,37914,37933,5.46,5.44,5.47,697822,697642,698001,
CW,2021/03/21,37912,37899,37925,5.48,5.46,5.5,694952,694714,695190,
CW,2021/03/22,38970,38947,38994,5.63,5.6,5.66,695608,695556,695661,
CW,2021/03/23,39558,39543,39573,5.67,5.65,5.69,700216,700048,700385,
CW,2021/03/24,39462,39436,39487,5.64,5.61,5.68,702130,701781,702480,
CW,2021/03/25,39399,39362,39435,5.62,5.58,5.67,702902,702715,703088,
CW,2021/03/26,39435,39420,39451,5.64,5.62,5.66,701474,701348,701601,
CW,2021/03/27,38732,38694,38770,5.56,5.51,5.61,698705,698384,699026,
CW,2021/03/28,39140,39120,39160,5.65,5.61,5.69,695182,694807,695556,
CW,2021/03/29,40178,40143,40214,5.8,5.75,5.85,695558,695142,695974,
CW,2021/03/30,40653,40628,40677,5.83,5.78,5.87,700141,699651,700631,
CW,2021/03/31,40483,40456,40509,5.79,5.74,5.83,701879,701431,702327,
CW,2021/04/01,40320,40277,40362,5.77,5.7,5.84,701424,700712,702135,
CW,2021/04/02,40134,39959,40309,5.78,5.52,6.03,697077,694931,699223,
CW,2021/04/03,39892,39441,40342,5.76,5.13,6.39,694453,689810,699096,
CW,2021/04/04,40233,39660,40806,5.84,5.03,6.65,691767,685660,697874,
AL,2021/03/05,594,594,594,4.28,4.28,4.28,13871,13871,13871,POINT (-86.844516 32.756889)
AZ,2021/03/05,930,929,931,6.59,6.46,6.72,14126,14091,14161,POINT (-111.664616 34.293239)
CA,2021/03/05,4441,4441,4441,7.47,7.45,7.5,59415,59393,59437,POINT (-119.662127 37.211164)
CT,2021/03/05,474,474,474,6.09,6.09,6.09,7782,7782,7782,POINT (-72.738288 41.575155)
DC,2021/03/05,205,205,205,7.53,7.53,7.53,2723,2723,2723,POINT (-77.016275 38.904785)
GA,2021/03/05,2054,2054,2054,10.64,10.64,10.64,19312,19312,19312,POINT (-83.426574 32.638481)
ID,2021/03/05,142,142,142,4.41,4.41,4.41,3220,3220,3220,POINT (-114.659366 44.389073)
IN,2021/03/05,634,634,634,3.75,3.75,3.75,16909,16909,16909,POINT (-86.2818 39.919991)
KS,2021/03/05,268,268,268,3.41,3.34,3.49,7853,7837,7869,POINT (-98.38018 38.484729)
LA,2021/03/05,482,482,482,3.81,3.81,3.81,12666,12666,12666,POINT (-91.840238 30.921314)
MD,2021/03/05,1021,1021,1021,10.27,10.27,10.27,9944,9944,9944,POINT (-76.687282 38.946466)
MI,2021/03/05,866,866,866,4.11,4.11,4.11,21050,21050,21050,POINT (-85.730977 44.874798)
AL,2021/03/06,598,598,598,4.33,4.33,4.33,13822,13822,13822,POINT (-86.844516 32.756889)
AZ,2021/03/06,951,951,951,6.77,6.68,6.87,14067,14042,14092,POINT (-111.664616 34.293239)
CA,2021/03/06,4229,4221,4237,7.18,7.02,7.35,58878,58736,59020,POINT (-119.662127 37.211164)
CT,2021/03/06,477,477,477,6.12,6.12,6.12,7788,7788,7788,POINT (-72.738288 41.575155)
