state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/05/31,463480,463187,463773,67.32,67.22,67.43,688448,688325,688571,
CW,2021/06/01,475487,475325,475649,68.99,68.92,69.06,689241,689072,689410,
CW,2021/06/02,502387,502250,502525,72.34,72.29,72.39,694488,694366,694611,
CW,2021/06/03,510628,510471,510784,73.4,73.29,73.51,695668,695267,696070,
CW,2021/06/04,509953,509642,510264,73.39,73.23,73.55,694873,694381,695364,
CW,2021/06/05,492175,491795,492555,71.06,70.88,71.25,692588,692048,693127,
CW,2021/06/06,478017,477762,478271,69.34,69.23,69.45,689358,689092,689624,
CW,2021/06/07,485031,484967,485095,70.31,70.25,70.38,689823,689571,690075,
CW,2021/06/08,510086,509718,510455,73.47,73.3,73.64,694299,693840,694759,
CW,2021/06/09,518674,518307,519040,74.45,74.32,74.59,696663,696425,696901,
CW,2021/06/10,517711,517434,517989,74.37,74.27,74.48,696104,695884,696324,
CW,2021/06/11,512182,511845,512519,73.58,73.45,73.72,696044,695759,696328,
CW,2021/06/12,492872,492310,493434,70.95,70.7,71.2,694686,694003,695368,
CW,2021/06/13,478208,477798,478617,69.22,69.04,69.39,690891,690441,691342,
CW,2021/06/14,485526,485030,486023,70.33,70.13,70.53,690318,689871,690764,
CW,2021/06/15,509590,509175,510005,73.44,73.27,73.61,693898,693480,694316,
CW,2021/06/16,516738,516418,517058,74.26,74.12,74.4,695807,695428,696185,
CW,2021/06/17,514420,513970,514869,74.09,73.89,74.29,694326,693765,694887,
CW,2021/06/18,509487,509112,509862,73.69,73.49,73.89,691383,690733,692033,
CW,2021/06/19,489485,488827,490144,71.11,70.83,71.39,688369,687683,689055,
CW,2021/06/20,474725,474390,475059,69.36,69.22,69.51,684402,684051,684754,
CW,2021/06/21,480214,479862,480567,70.11,69.87,70.36,684905,684041,685769,
CW,2021/06/22,507781,507502,508060,73.63,73.5,73.75,689676,689321,690030,
CW,2021/06/23,516842,516523,517161,74.6,74.46,74.75,692789,692382,693196,
CW,2021/06/24,515174,514960,515389,74.31,74.21,74.4,693299,693012,693585,
CW,2021/06/25,507796,507120,508471,73.43,73.13,73.73,691526,690705,692347,
CW,2021/06/26,487442,486527,488357,70.95,70.54,71.37,687008,685901,688115,
CW,2021/06/27,475142,474146,476137,69.42,68.97,69.87,684473,683303,685644,
CW,2021/06/28,481990,481064,482915,70.38,70,70.76,684793,683960,685627,
CW,2021/06/29,506535,505586,507483,73.36,72.9,73.81,690519,689212,691826,
CW,2021/06/30,515249,512327,518171,74.34,72.99,75.7,693056,689295,696817,
