state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,26,195,6,30,191,6,18,221,30308,227,23849,227,1399,221,133,227,276,221,2,216,19,216,2573,227,326,221,289,227,1344,221,1106,227,55,219,36,219,3477,227,0.786887950376138,227,23849,30308,0.05920189581482,221,1399,23631,0.046739275691568,221,1399,29932,0.096649866587607,221,326,3373,0.740005752085131,227,2573,3477,2021/05/18,,3,224,7,223,13,224,22,223,20,222,26,223,16,222,17,223,9,205,5,216,18,216,25,216,18,216,37,215,64,216,50,216,56,214,4,198
PR,0,17,49,0,17,49,56,65,9343,66,5773,66,246,65,11,66,14,65,0,65,7,65,498,66,45,65,29,66,226,65,194,66,20,65,6,65,674,66,0.617895750829498,66,5773,9343,0.043555240793201,65,246,5648,0.026811989100817,65,246,9175,0.069984447900467,65,45,643,0.738872403560831,66,498,674,2021/05/18,,0,66,1,66,0,66,1,66,2,66,3,66,4,66,0,66,0,66,0,65,0,65,1,65,1,65,5,65,4,65,3,65,0,65,0,65
RI,4,10,1,4,10,1,5,14,2563,15,2250,15,122,14,6,15,1,14,0,14,0,14,134,15,13,14,14,15,119,14,82,15,3,14,3,14,169,15,0.877877487319547,15,2250,2563,0.055228610230874,14,122,2209,0.048995983935743,14,122,2490,0.086092715231788,14,13,151,0.792899408284024,15,134,169,2021/05/18,,0,15,2,15,1,15,1,15,1,15,0,15,0,15,1,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,14,0,14
SC,19,66,2,19,66,2,1,85,10693,87,8041,87,281,85,22,87,27,85,0,85,1,85,784,87,76,85,61,87,275,85,229,87,6,85,3,85,1188,87,0.751987281399046,87,8041,10693,0.035359255064804,85,281,7947,0.026678059432261,85,281,10533,0.066259808195292,85,76,1147,0.65993265993266,87,784,1188,2021/05/18,,0,87,2,87,0,87,2,87,2,87,5,87,6,87,3,87,2,82,0,85,3,85,3,85,2,85,5,85,4,85,4,85,5,85,1,80
SD,0,62,3,0,62,3,7,62,2831,65,1609,65,53,62,2,65,11,62,0,62,4,62,122,65,14,62,9,65,50,62,37,65,3,62,1,62,237,65,0.568350406216884,65,1609,2831,0.033608116677235,62,53,1577,0.01917510853835,62,53,2764,0.061946902654867,62,14,226,0.514767932489452,65,122,237,2021/05/18,,0,65,0,65,0,65,2,65,0,65,0,65,0,65,0,65,0,65,0,62,0,62,3,62,1,62,1,62,3,62,2,62,1,62,0,62
TN,6,55,82,8,53,82,4,61,20164,143,12602,126,374,61,23,61,30,61,1,61,6,61,1684,139,128,61,121,61,367,61,298,61,7,61,3,61,2428,143,0.669713556890046,126,12602,18817,0.058574784651527,61,374,6385,0.037954130302415,61,374,9854,0.094464944649446,61,128,1355,0.711449091677229,139,1684,2367,2021/05/18,,0,61,1,61,2,61,8,61,6,61,1,61,4,61,1,61,0,61,0,61,3,61,5,61,3,61,5,61,5,61,6,61,3,61,0,61
TX,95,487,13,118,464,13,53,590,67386,595,49003,595,2605,590,296,595,495,590,10,590,45,590,5482,595,767,590,687,595,2535,590,2035,595,70,590,41,590,7190,595,0.72719852788413,595,49003,67386,0.053836774340215,590,2605,48387,0.03910061090014,590,2605,66623,0.109305971212769,590,767,7017,0.762447844228094,595,5482,7190,2021/05/18,,5,595,22,595,39,595,43,595,56,595,42,595,45,595,25,594,19,595,5,589,44,589,53,589,50,589,66,590,113,589,71,589,69,590,24,590
UT,1,58,1,4,55,1,2,59,6250,60,3779,60,131,59,31,60,3,59,2,59,0,59,380,60,45,59,45,60,128,59,124,60,3,59,0,59,625,60,0.60464,60,3779,6250,0.03515834675255,59,131,3726,0.021221448242346,59,131,6173,0.074135090609555,59,45,607,0.608,60,380,625,2021/05/18,,0,60,4,60,3,60,6,60,4,60,5,60,4,60,4,60,1,60,0,59,0,59,0,59,0,59,1,59,0,59,2,59,0,59,0,59
VA,16,77,9,22,71,9,27,99,18022,102,12599,102,558,99,55,102,144,99,2,99,20,99,1247,102,146,99,134,102,551,99,418,102,7,99,5,99,1934,102,0.699090001109755,102,12599,18022,0.044822877339545,99,558,12449,0.031413612565445,99,558,17763,0.077742279020234,99,146,1878,0.644777662874871,102,1247,1934,2021/05/18,,0,102,2,102,9,102,10,102,13,102,10,102,5,102,6,102,0,102,3,99,5,99,16,99,12,99,18,99,30,99,32,99,24,99,4,99
VI,2,0,0,2,0,0,0,2,168,2,103,2,1,2,0,2,0,2,0,2,0,2,9,2,0,2,0,2,1,2,1,2,0,2,0,2,20,2,0.613095238095238,2,103,168,0.009708737864078,2,1,103,0.005952380952381,2,1,168,0,2,0,20,0.45,2,9,20,2021/05/18,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
