state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/06,43160,43140,43180,6.19,6.16,6.22,699274,699047,699501,
CW,2021/03/07,42473,42451,42496,6.12,6.08,6.15,696722,696484,696961,
CW,2021/03/08,42943,42926,42960,6.18,6.16,6.2,697250,697132,697367,
CW,2021/03/09,42780,42746,42815,6.12,6.08,6.16,701167,701079,701255,
CW,2021/03/10,41704,41695,41714,5.95,5.94,5.96,703380,703087,703674,
CW,2021/03/11,40978,40954,41002,5.85,5.82,5.88,702723,702643,702803,
CW,2021/03/12,40690,40666,40713,5.82,5.79,5.85,701894,701766,702022,
CW,2021/03/13,39609,39582,39635,5.69,5.65,5.72,698927,698782,699072,
CW,2021/03/14,39232,39217,39247,5.66,5.64,5.69,695259,695015,695502,
CW,2021/03/15,39951,39930,39972,5.76,5.73,5.79,695718,695464,695973,
CW,2021/03/16,40291,40273,40309,5.78,5.75,5.8,700143,700030,700256,
CW,2021/03/17,39778,39763,39793,5.69,5.67,5.71,701680,701536,701825,
CW,2021/03/18,39371,39352,39390,5.63,5.61,5.65,702118,702013,702222,
CW,2021/03/19,39117,39099,39136,5.6,5.57,5.63,701905,701563,702247,
CW,2021/03/20,37923,37913,37933,5.46,5.44,5.47,697822,697647,697996,
CW,2021/03/21,37912,37898,37926,5.48,5.46,5.5,694946,694715,695177,
CW,2021/03/22,38970,38947,38994,5.63,5.6,5.65,695602,695551,695654,
CW,2021/03/23,39558,39543,39573,5.67,5.65,5.69,700210,700047,700374,
CW,2021/03/24,39462,39436,39487,5.64,5.61,5.68,702124,701783,702466,
CW,2021/03/25,39399,39362,39435,5.62,5.58,5.67,702896,702713,703078,
CW,2021/03/26,39435,39420,39451,5.64,5.62,5.66,701468,701341,701596,
CW,2021/03/27,38729,38691,38768,5.56,5.51,5.61,698691,698379,699003,
CW,2021/03/28,39137,39121,39154,5.65,5.62,5.68,695149,694896,695402,
CW,2021/03/29,40178,40144,40211,5.8,5.75,5.84,695524,695147,695900,
CW,2021/03/30,40653,40630,40675,5.83,5.79,5.86,700130,699744,700516,
CW,2021/03/31,40471,40450,40492,5.79,5.75,5.82,701894,701607,702181,
CW,2021/04/01,40336,40311,40360,5.77,5.73,5.81,701379,700872,701887,
CW,2021/04/02,40055,40012,40099,5.75,5.67,5.83,698921,698104,699738,
