state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,13,190,30266,186,24071,197,1642,190,2839,196,337,185,346,191,1622,190,1326,196,21,191,8,167,3704,189,0.7190246481200027,186,21762,30266,0.0689076335557514,189,1642,23829,0.04831791984988607,178,1442,29844,0.09093437152391547,179,327,3596,0.7435205183585313,189,2754,3704,2020-10-23
PR,3,68,9550,69,5306,69,427,68,477,69,55,68,49,69,389,68,268,69,38,68,8,68,673,69,0.5556020942408377,69,5306,9550,0.0823053199691596,68,427,5188,0.04560504111929937,68,427,9363,0.08566978193146417,68,55,642,0.7087667161961367,69,477,673,2020-10-23
RI,7,14,2251,15,1929,14,163,14,139,15,16,14,16,15,162,14,160,15,1,14,1,13,176,15,0.8569524655708574,14,1929,2251,0.08638049814520403,13,163,1887,0.0752539242843952,14,163,2166,0.09937888198757763,14,16,161,0.7897727272727273,15,139,176,2020-10-23
SC,3,71,9599,75,7607,75,737,73,965,74,174,73,174,75,733,73,647,75,3,72,2,57,1334,73,0.792478383164913,75,7607,9599,0.09812275329516709,73,737,7511,0.07810512929207292,73,737,9436,0.13498836307214895,71,174,1289,0.7233883058470765,73,965,1334,2020-10-23
SD,63,60,2748,63,1791,63,395,60,152,61,75,59,77,62,389,60,385,63,4,60,2,53,215,62,0.6517467248908297,63,1791,2748,0.2245594087549744,60,395,1759,0.14871987951807228,60,395,2656,0.3768844221105528,58,75,199,0.7069767441860465,61,152,215,2020-10-23
TN,13,112,18109,123,12853,122,1471,111,1699,120,393,111,394,114,1467,111,1339,114,4,112,3,109,2156,121,0.7137779752318543,122,12853,18007,0.11984683069903862,111,1471,12274,0.086371910046386,111,1471,17031,0.19532803180914513,110,393,2012,0.7928138124125058,120,1699,2143,2020-10-23
TX,86,581,68903,587,47609,589,5899,581,5642,578,1609,578,1556,583,5822,581,5272,586,72,579,43,569,7382,571,0.6909568523866886,587,47609,68903,0.12598509279627534,581,5899,46823,0.08699820074919623,579,5899,67806,0.22377037759509544,566,1606,7177,0.7638851259821187,571,5639,7382,2020-10-23
UT,0,53,5538,54,2893,55,310,54,378,52,109,51,110,52,298,53,294,53,0,52,0,30,614,50,0.5133622246298303,54,2843,5538,0.1085814360770578,54,310,2855,0.056912061685331375,53,310,5447,0.17549668874172186,49,106,604,0.5977198697068404,50,367,614,2020-10-23
VA,18,94,18177,97,11488,97,1027,93,1293,96,176,93,183,96,1005,93,703,96,22,93,8,89,2054,96,0.6320074819827254,97,11488,18177,0.09216548505788387,93,1027,11143,0.05800621293419938,93,1027,17705,0.08853118712273642,93,176,1988,0.6295034079844206,96,1293,2054,2020-10-23
VI,0,2,168,2,96,2,4,2,12,2,1,2,1,2,2,2,2,2,2,2,0,2,20,2,0.5714285714285714,2,96,168,0.041666666666666664,2,4,96,0.023809523809523808,2,4,168,0.05,2,1,20,0.6,2,12,20,2020-10-23
VT,0,16,1289,17,813,17,9,16,72,17,2,16,1,17,9,16,3,17,0,16,0,16,109,17,0.630721489526765,17,813,1289,0.011406844106463879,16,9,789,0.00718849840255591,16,9,1252,0.0196078431372549,16,2,102,0.6605504587155964,17,72,109,2020-10-23
WA,6,92,11115,88,8400,95,426,93,873,90,101,91,92,93,423,93,326,94,2,91,1,71,1113,79,0.6066576698155646,88,6743,11115,0.05116502522219553,93,426,8326,0.030578813250819074,86,336,10988,0.06976744186046512,77,75,1075,0.6262353998203055,79,697,1113,2020-10-23
WI,13,141,13157,144,8171,142,1589,138,1027,138,347,136,361,139,1568,138,1472,141,18,136,6,115,1624,143,0.6232646834477498,142,8171,13110,0.20025204788909892,138,1589,7935,0.12490174500864644,138,1589,12722,0.22474093264248704,135,347,1544,0.635519801980198,138,1027,1616,2020-10-23
MS,6,101,8367,103,5123,103,613,99,635,96,163,93,165,95,607,99,569,101,6,99,2,88,757,92,0.6122863630931039,103,5123,8367,0.12284569138276553,99,613,4990,0.07527938106349011,99,613,8143,0.22116689280868385,89,163,737,0.8388375165125496,92,635,757,2020-10-23
MT,425,66,2932,66,2046,67,380,66,157,67,82,66,83,67,378,66,361,67,3,66,0,65,204,66,0.6517735334242838,66,1911,2932,0.18673218673218672,66,380,2035,0.12409513960703206,65,360,2901,0.3888888888888889,65,77,198,0.6911764705882353,66,141,204,2020-10-23
NC,16,121,23078,125,17140,125,1632,120,1883,122,378,120,339,124,1595,120,1163,124,37,120,12,120,2448,122,0.7426986740618771,125,17140,23078,0.0963343368160085,120,1632,16941,0.07172365298409071,120,1632,22754,0.1582251988279615,118,378,2389,0.7691993464052288,122,1883,2448,2020-10-23
ND,8,46,1945,47,1383,47,292,47,60,45,41,47,42,48,292,47,273,48,0,47,0,47,83,45,0.7110539845758355,47,1383,1945,0.2143906020558003,46,292,1362,0.1521625846795206,46,292,1919,0.3291139240506329,44,26,79,0.7228915662650602,45,60,83,2020-10-23
NE,2,90,5180,91,3220,92,450,91,395,90,132,90,128,91,449,91,422,92,1,90,16,88,639,89,0.6204633204633204,91,3214,5180,0.1411543287327478,91,450,3188,0.08725490196078431,90,445,5100,0.21187800963081863,88,132,623,0.6181533646322379,89,395,639,2020-10-23
NH,2,29,3208,29,2041,29,51,29,143,29,9,29,9,29,50,29,26,29,1,29,1,28,282,29,0.6362219451371571,29,2041,3208,0.024987751102400785,29,51,2041,0.015897755610972567,29,51,3208,0.031914893617021274,29,9,282,0.5070921985815603,29,143,282,2020-10-23
NJ,38,76,19426,77,13691,77,935,76,1275,77,160,76,149,77,911,76,785,77,7,76,1,63,2108,77,0.704777102851848,77,13691,19426,0.06869443832194548,76,935,13611,0.04849585062240664,76,935,19280,0.07707129094412331,76,160,2076,0.6048387096774194,77,1275,2108,2020-10-23
NM,1,48,3646,49,2415,49,363,47,311,48,108,47,116,48,358,47,309,48,5,47,1,47,393,48,0.6623697202413604,49,2415,3646,0.15433673469387754,47,363,2352,0.10260033917467495,47,363,3538,0.29110512129380056,47,108,371,0.7913486005089059,48,311,393,2020-10-23
NV,16,60,8456,60,6101,60,583,60,598,60,144,59,135,59,578,60,485,60,5,60,3,60,848,60,0.7214995269631032,60,6101,8456,0.09555810522865105,60,583,6101,0.06894512771996215,60,583,8456,0.16981132075471697,59,144,848,0.7051886792452831,60,598,848,2020-10-23
NY,51,156,56147,177,39041,177,2302,168,3874,172,298,167,283,176,2120,168,1341,177,172,167,17,151,6714,171,0.6953354587066094,177,39041,56147,0.059349782143501686,168,2302,38787,0.04148420464579842,168,2302,55491,0.04485327656986468,161,295,6577,0.5737265415549598,170,3852,6714,2020-10-23
OH,36,196,31504,203,20454,203,1714,199,2705,201,375,198,379,201,1662,199,1328,202,52,199,5,199,3881,200,0.6492508887760284,203,20454,31504,0.08449176772158139,199,1714,20286,0.054957034756957804,199,1714,31188,0.09788566953797964,196,375,3831,0.6969853130636434,200,2705,3881,2020-10-23
OK,13,143,10955,145,6775,145,880,143,802,145,263,143,273,145,864,143,823,145,6,143,4,119,1213,145,0.6184390689183021,145,6775,10955,0.13435114503816795,143,880,6550,0.0827300930713547,143,880,10637,0.2298951048951049,143,263,1144,0.6611706512778236,145,802,1213,2020-10-23
OR,0,60,6650,62,4585,62,237,60,476,62,39,60,35,62,229,60,134,62,8,60,0,52,764,60,0.6894736842105263,62,4585,6650,0.05276046304541407,60,237,4492,0.0365684307977164,60,237,6481,0.04755434782608696,58,35,736,0.5968586387434555,60,456,764,2020-10-23
