state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-09-27,"34,731","34,613","34,849",4.81,4.66,4.95,"709,202","703,563","714,841"
CW,2020-09-28,"35,742","35,647","35,837",4.94,4.82,5.06,"710,156","704,553","715,760"
CW,2020-09-29,"36,898","36,801","36,995",5.08,4.95,5.20,"713,698","708,232","719,164"
CW,2020-09-30,"36,428","36,351","36,506",5.00,4.91,5.10,"716,362","711,117","721,608"
CW,2020-10-01,"36,290","36,173","36,406",4.99,4.67,5.31,"719,079","713,876","724,282"
CW,2020-10-02,"35,984","35,857","36,112",4.95,4.63,5.27,"719,022","714,021","724,023"
CW,2020-10-03,"35,908","35,788","36,029",4.95,4.63,5.27,"717,576","712,521","722,631"
CW,2020-10-04,"36,678","36,550","36,806",5.08,4.74,5.41,"714,496","709,341","719,651"
CW,2020-10-05,"38,127","38,018","38,236",5.28,4.97,5.58,"716,072","711,297","720,847"
CW,2020-10-06,"39,944","39,844","40,044",5.49,5.21,5.77,"720,311","715,957","724,664"
CW,2020-10-07,"40,248","40,141","40,354",5.52,5.29,5.75,"724,153","720,508","727,797"
CW,2020-10-08,"40,427","40,291","40,563",5.53,5.35,5.72,"725,305","722,887","727,723"
CW,2020-10-09,"40,322","40,232","40,413",5.49,5.37,5.61,"729,244","727,200","731,288"
CW,2020-10-10,"39,869","39,741","39,997",5.44,5.24,5.64,"729,182","726,787","731,577"
CW,2020-10-11,"40,157","40,003","40,310",5.50,5.26,5.73,"726,924","724,128","729,720"
CW,2020-10-12,"41,588","41,437","41,740",5.69,5.47,5.92,"729,111","726,743","731,480"
CW,2020-10-13,"42,920","42,786","43,054",5.85,5.64,6.07,"733,487","731,099","735,875"
CW,2020-10-14,"42,746","42,609","42,882",5.81,5.60,6.03,"735,495","733,139","737,851"
CW,2020-10-15,"42,810","42,675","42,945",5.83,5.60,6.05,"734,723","732,239","737,208"
CW,2020-10-16,"42,983","42,826","43,140",5.85,5.61,6.09,"734,316","731,854","736,779"
CW,2020-10-17,"42,517","42,335","42,700",5.81,5.54,6.08,"731,747","729,041","734,453"
CW,2020-10-18,"42,671","42,506","42,837",5.85,5.60,6.09,"729,852","727,535","732,168"
CW,2020-10-19,"43,973","43,843","44,103",6.01,5.81,6.20,"732,194","730,326","734,062"
CW,2020-10-20,"45,786","45,686","45,886",6.14,6.01,6.26,"746,478","745,595","747,360"
CW,2020-10-21,"46,489","46,411","46,566",6.21,6.10,6.31,"748,701","747,667","749,734"
CW,2020-10-22,"46,354","46,275","46,432",6.18,6.07,6.29,"750,241","749,090","751,393"
CW,2020-10-23,"46,655","46,567","46,744",6.22,6.14,6.30,"749,813","748,986","750,641"
CW,2020-10-24,"46,576","46,458","46,694",6.22,6.08,6.35,"749,457","748,077","750,838"
CW,2020-10-25,"47,185","47,073","47,297",6.32,6.19,6.45,"746,673","745,251","748,095"
CW,2020-10-26,"48,763","48,685","48,841",6.50,6.42,6.57,"750,765","749,821","751,709"
CW,2020-10-27,"50,086","49,869","50,303",6.64,6.36,6.92,"754,921","752,197","757,645"
AK,2020-09-27,49,49,49,3.26,3.03,3.49,"1,503","1,494","1,512"
AL,2020-09-27,888,884,892,6.37,6.09,6.65,"13,936","13,880","13,992"
AR,2020-09-27,481,475,487,6.23,5.52,6.94,"7,715","7,659","7,771"
CA,2020-09-27,"3,114","3,111","3,117",5.30,5.23,5.36,"58,808","58,738","58,878"
CT,2020-09-27,185,181,189,2.27,1.55,3.00,"8,132","8,107","8,157"
DC,2020-09-27,149,149,149,5.36,5.36,5.36,"2,778","2,778","2,778"
DE,2020-09-27,115,107,123,5.15,5.15,5.15,"2,235","2,095","2,375"
FL,2020-09-27,"2,456","2,449","2,463",3.31,3.12,3.49,"75,297","74,979","75,615"
GA,2020-09-27,"2,017","1,985","2,049",10.87,8.93,12.82,"18,553","18,092","19,014"
ID,2020-09-27,143,143,143,3.98,3.98,3.98,"3,595","3,595","3,595"
IN,2020-09-27,960,960,960,5.95,5.95,5.95,"16,141","16,141","16,141"
KS,2020-09-27,373,340,406,4.86,-0.01,9.74,"7,138","6,590","7,686"
LA,2020-09-27,602,602,602,4.60,4.60,4.60,"12,742","12,488","12,996"
MA,2020-09-27,335,328,342,2.05,2.05,2.05,"16,372","16,372","16,372"
MD,2020-09-27,628,628,628,6.18,6.18,6.18,"10,170","10,170","10,170"
MI,2020-09-27,585,582,588,2.68,2.49,2.86,"21,861","21,847","21,875"
AK,2020-09-28,49,49,49,3.26,3.26,3.26,"1,503","1,503","1,503"
AL,2020-09-28,930,928,931,6.67,6.67,6.67,"13,944","13,926","13,962"
AR,2020-09-28,561,554,568,7.21,6.33,8.09,"7,769","7,676","7,862"
CA,2020-09-28,"3,226","3,205","3,246",5.35,4.99,5.71,"60,261","59,998","60,525"
CT,2020-09-28,208,206,211,2.56,2.22,2.90,"8,137","8,109","8,165"
DC,2020-09-28,143,143,143,5.01,5.01,5.01,"2,854","2,854","2,854"
DE,2020-09-28,105,98,112,4.46,0.44,8.48,"2,354","2,200","2,508"
FL,2020-09-28,"2,450","2,443","2,457",3.27,3.13,3.41,"75,945","75,765","76,125"
GA,2020-09-28,"2,061","2,061","2,061",11.74,11.66,11.82,"17,552","17,517","17,587"
ID,2020-09-28,135,135,135,3.78,3.78,3.78,"3,569","3,569","3,569"
IN,2020-09-28,952,948,955,5.90,5.72,6.08,"16,128","16,099","16,157"
KS,2020-09-28,362,340,384,4.81,1.65,7.96,"7,138","6,702","7,574"
LA,2020-09-28,638,638,638,4.90,4.90,4.90,"12,683","12,429","12,937"
MA,2020-09-28,338,338,338,2.06,2.01,2.11,"16,398","16,369","16,427"
MD,2020-09-28,672,652,691,6.65,3.32,9.97,"10,104","9,519","10,689"
MI,2020-09-28,690,688,693,3.16,3.01,3.31,"21,830","21,820","21,840"
AK,2020-09-29,53,53,53,3.51,3.51,3.51,"1,508","1,508","1,508"
AL,2020-09-29,932,932,932,6.68,6.63,6.72,"13,959","13,937","13,981"
AR,2020-09-29,597,594,599,7.60,7.34,7.86,"7,838","7,800","7,876"
CA,2020-09-29,"3,282","3,262","3,303",5.42,5.08,5.76,"60,564","60,339","60,789"
CT,2020-09-29,240,240,240,2.95,2.85,3.06,"8,127","8,102","8,152"
DC,2020-09-29,154,154,154,5.44,5.44,5.44,"2,833","2,833","2,833"
DE,2020-09-29,106,61,150,4.45,-17.99,26.89,"2,372","1,616","3,128"
FL,2020-09-29,"2,543","2,532","2,553",3.41,3.17,3.65,"75,614","75,245","75,982"
GA,2020-09-29,"2,134","2,134","2,135",12.19,12.19,12.19,"17,507","17,479","17,535"
ID,2020-09-29,148,147,150,4.16,3.73,4.58,"3,573","3,557","3,589"
IN,2020-09-29,968,946,991,5.98,4.74,7.22,"16,187","16,042","16,332"
KS,2020-09-29,360,358,362,4.69,4.33,5.05,"7,144","6,776","7,511"
LA,2020-09-29,632,631,634,4.83,4.67,4.99,"12,759","12,505","13,013"
MA,2020-09-29,352,350,354,2.15,2.15,2.15,"16,396","16,396","16,396"
MD,2020-09-29,667,667,667,6.44,6.44,6.44,"10,360","10,360","10,360"
MI,2020-09-29,696,686,706,3.16,2.61,3.70,"22,053","21,920","22,186"
AK,2020-09-30,42,42,42,2.79,2.40,3.17,"1,508","1,499","1,517"
AL,2020-09-30,914,912,915,6.55,6.46,6.64,"13,941","13,921","13,961"
AR,2020-09-30,550,545,556,6.97,6.40,7.53,"7,883","7,843","7,923"
CA,2020-09-30,"3,222","3,197","3,248",5.29,4.86,5.73,"60,861","60,554","61,168"
CT,2020-09-30,205,205,205,2.54,2.54,2.54,"8,077","8,077","8,077"
DC,2020-09-30,158,158,158,5.45,5.45,5.45,"2,901","2,901","2,901"
DE,2020-09-30,112,103,122,4.70,-0.60,10.00,"2,393","2,190","2,596"
FL,2020-09-30,"2,456","2,448","2,465",3.30,3.08,3.52,"75,386","75,018","75,755"
GA,2020-09-30,"2,106","2,106","2,106",11.99,11.91,12.08,"17,559","17,524","17,594"
ID,2020-09-30,142,142,142,3.96,3.96,3.96,"3,588","3,588","3,588"
IN,2020-09-30,922,918,927,5.70,5.44,5.96,"16,189","16,158","16,220"
KS,2020-09-30,377,374,379,4.88,4.43,5.33,"7,142","6,785","7,499"
LA,2020-09-30,582,582,582,4.48,4.48,4.48,"12,738","12,484","12,992"
MA,2020-09-30,353,353,353,2.15,2.15,2.15,"16,391","16,391","16,391"
MD,2020-09-30,677,677,677,6.57,6.05,7.08,"10,311","10,208","10,414"
MI,2020-09-30,722,721,724,3.26,3.17,3.36,"22,144","22,109","22,179"
AK,2020-10-01,41,41,41,2.72,2.72,2.72,"1,508","1,508","1,508"
AL,2020-10-01,881,881,881,6.30,5.42,7.17,"13,985","13,741","14,229"
AR,2020-10-01,601,599,603,7.59,7.36,7.82,"7,905","7,864","7,945"
CA,2020-10-01,"3,162","3,142","3,182",5.19,4.79,5.59,"60,938","60,570","61,307"
CT,2020-10-01,212,209,216,2.63,2.63,2.63,"8,085","8,085","8,085"
DC,2020-10-01,149,149,149,5.22,5.22,5.22,"2,857","2,760","2,954"
DE,2020-10-01,126,119,133,5.31,1.70,8.91,"2,375","2,244","2,506"
FL,2020-10-01,"2,436","2,432","2,441",3.27,3.20,3.34,"75,578","75,506","75,650"
GA,2020-10-01,"2,063","2,007","2,119",11.75,9.87,13.62,"17,563","17,518","17,608"
ID,2020-10-01,144,142,145,4.02,3.69,4.34,"3,572","3,565","3,579"
IN,2020-10-01,971,961,981,5.98,5.33,6.62,"16,239","16,099","16,379"
KS,2020-10-01,371,366,375,4.82,2.69,6.95,"7,548","7,189","7,907"
