state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/04/21,520328,519640,521016,74.38,74.33,74.43,699860,699141,700579,
CW,2021/04/22,519345,518679,520011,74.3,74.22,74.37,699314,698607,700020,
CW,2021/04/23,514260,513612,514908,73.64,73.58,73.7,698653,697986,699320,
CW,2021/04/24,494698,493907,495489,70.94,70.71,71.17,697620,696734,698507,
CW,2021/04/25,480842,480179,481506,69.32,69.21,69.44,693927,693271,694584,
CW,2021/04/26,487438,486733,488143,70.4,70.24,70.56,692651,691947,693355,
CW,2021/04/27,512693,512053,513334,73.6,73.35,73.86,696862,696167,697558,
CW,2021/04/28,521817,521199,522435,74.57,74.33,74.81,700076,699476,700676,
CW,2021/04/29,521580,520965,522196,74.55,74.31,74.78,699967,699370,700563,
CW,2021/04/30,515831,515157,516505,73.85,73.6,74.11,699083,698413,699753,
CW,2021/05/01,495185,494494,495876,71.26,71,71.52,695551,694873,696229,
CW,2021/05/02,480474,479890,481058,69.54,69.33,69.74,691591,691056,692126,
CW,2021/05/03,486979,486483,487474,70.41,70.26,70.57,692244,691828,692659,
CW,2021/05/04,512240,511555,512924,73.57,73.27,73.88,696880,695930,697829,
CW,2021/05/05,522303,521739,522867,74.53,74.32,74.73,701455,700881,702029,
CW,2021/05/06,520803,520192,521414,74.22,73.96,74.47,702380,701629,703132,
CW,2021/05/07,512680,512020,513341,73.55,73.27,73.82,697697,696896,698498,
CW,2021/05/08,491164,490447,491881,70.6,70.28,70.92,695682,694821,696543,
CW,2021/05/09,476681,475891,477471,68.83,68.46,69.2,692549,691543,693555,
CW,2021/05/10,479776,479008,480545,69.35,69,69.7,691832,690913,692750,
CW,2021/05/11,505092,504364,505820,72.53,72.2,72.87,696357,695446,697269,
CW,2021/05/12,514817,514076,515558,73.78,73.45,74.11,697805,696889,698720,
CW,2021/05/13,512043,511337,512749,73.39,73.17,73.61,697714,696825,698602,
CW,2021/05/14,506249,505441,507056,72.69,72.41,72.97,696445,695444,697445,
CW,2021/05/15,487381,486562,488200,70.29,69.99,70.58,693412,692326,694498,
CW,2021/05/16,474207,473412,475003,68.78,68.52,69.04,689448,688435,690462,
CW,2021/05/17,480475,479581,481369,69.74,69.44,70.04,688934,687883,689985,
CW,2021/05/18,504755,503934,505577,72.74,72.51,72.97,693909,692962,694856,
CW,2021/05/19,515888,514795,516980,74.05,73.65,74.44,696682,695394,697970,
CW,2021/05/20,516034,515084,516983,73.88,73.55,74.2,698509,697345,699672,
CW,2021/05/21,510001,507491,512511,73.34,72.23,74.44,695422,692247,698597,
AK,2021/04/21,866,866,866,58.51,58.51,58.51,1480,1480,1480,POINT (-151.631889 63.631126)
AL,2021/04/21,10448,10448,10448,74.8,74.8,74.8,13967,13967,13967,POINT (-86.844516 32.756889)
AR,2021/04/21,5454,5454,5454,70.57,70.57,70.57,7728,7728,7728,POINT (-92.439162 34.899825)
CA,2021/04/21,44843,44819,44867,75.67,75.41,75.93,59262,59180,59344,POINT (-119.662127 37.211164)
CO,2021/04/21,7022,7022,7022,69.05,69.05,69.05,10170,10170,10170,POINT (-105.547832 38.998552)
CT,2021/04/21,6508,6508,6508,83.37,83.37,83.37,7806,7806,7806,POINT (-72.738288 41.575155)
DC,2021/04/21,2210,2210,2210,80.6,80.6,80.6,2742,2742,2742,POINT (-77.016275 38.904785)
DE,2021/04/21,1956,1956,1956,74.57,74.57,74.57,2623,2623,2623,POINT (-75.452394 38.994926)
FL,2021/04/21,42955,42955,42955,81.41,81.41,81.41,52763,52763,52763,POINT (-82.420978 28.260731)
