state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2021-02-14,"61,209","60,997","61,421",71.08,70.33,71.83,"86,110","85,868","86,352"
CW,2021-02-15,"61,124","61,099","61,149",71.50,71.25,71.75,"85,487","85,361","85,613"
CW,2021-02-16,"62,447","62,432","62,461",72.75,72.48,73.02,"85,839","85,701","85,977"
CW,2021-02-17,"63,110","63,034","63,185",73.51,73.11,73.90,"85,857","85,688","86,026"
CW,2021-02-18,"62,980","62,960","63,000",73.35,73.02,73.68,"85,863","85,698","86,028"
CW,2021-02-19,"62,757","62,723","62,790",73.16,72.80,73.51,"85,785","85,610","85,960"
CW,2021-02-20,"61,474","61,424","61,524",71.85,71.46,72.23,"85,561","85,377","85,746"
CW,2021-02-21,"60,094","60,072","60,116",70.37,70.01,70.73,"85,396","85,215","85,576"
CW,2021-02-22,"60,483","60,467","60,499",70.63,70.57,70.68,"85,639","85,456","85,823"
CW,2021-02-23,"62,813","62,792","62,835",72.96,72.89,73.04,"86,088","85,902","86,274"
CW,2021-02-24,"63,127","63,003","63,250",73.30,72.88,73.72,"86,120","85,894","86,345"
CW,2021-02-25,"62,795","62,677","62,912",73.17,72.75,73.59,"85,818","85,588","86,048"
CW,2021-02-26,"62,169","62,042","62,296",72.61,72.14,73.07,"85,626","85,380","85,873"
CW,2021-02-27,"60,710","60,571","60,849",71.05,70.53,71.56,"85,450","85,183","85,717"
CW,2021-02-28,"59,085","58,932","59,237",69.29,68.73,69.85,"85,272","84,997","85,546"
CW,2021-03-01,"58,820","58,683","58,957",69.15,68.64,69.65,"85,064","84,801","85,327"
CW,2021-03-02,"61,004","60,878","61,131",71.59,71.13,72.06,"85,209","84,952","85,465"
CW,2021-03-03,"61,294","61,183","61,406",71.81,71.40,72.22,"85,357","85,104","85,610"
CW,2021-03-04,"60,975","60,964","60,986",71.67,71.63,71.70,"85,082","84,867","85,297"
CW,2021-03-05,"60,909","60,867","60,952",71.47,71.24,71.70,"85,221","84,984","85,458"
CW,2021-03-06,"59,538","59,481","59,596",70.15,69.93,70.38,"84,870","84,639","85,100"
CW,2021-03-07,"57,924","57,830","58,018",68.58,68.23,68.94,"84,460","84,214","84,705"
CW,2021-03-08,"57,658","57,631","57,685",68.35,68.25,68.45,"84,354","84,136","84,571"
CW,2021-03-09,"59,814","59,736","59,893",70.67,70.44,70.90,"84,640","84,421","84,858"
CW,2021-03-10,"60,151","60,104","60,198",71.05,70.85,71.25,"84,661","84,432","84,890"
CW,2021-03-11,"60,180","60,148","60,212",71.11,70.98,71.25,"84,626","84,404","84,847"
CW,2021-03-12,"59,747","59,703","59,792",70.65,70.46,70.85,"84,564","84,336","84,792"
CW,2021-03-13,"58,419","58,294","58,543",69.45,69.02,69.87,"84,141","83,892","84,390"
CW,2021-03-14,"56,572","56,458","56,686",67.29,66.92,67.67,"84,090","83,852","84,328"
CW,2021-03-15,"56,444","56,342","56,547",67.48,67.10,67.86,"83,670","83,420","83,921"
CW,2021-03-16,"58,254","57,896","58,612",69.17,67.82,70.52,"84,240","83,744","84,736"
AK,2021-02-14,79,79,79,63.20,63.20,63.20,125,125,125
AL,2021-02-14,"1,342","1,342","1,342",84.03,84.03,84.03,"1,597","1,597","1,597"
AR,2021-02-14,738,738,738,72.78,72.78,72.78,"1,014","1,014","1,014"
AZ,2021-02-14,"1,356","1,356","1,356",60.89,60.89,60.89,"2,227","2,227","2,227"
CA,2021-02-14,"6,314","6,297","6,331",82.50,81.81,83.20,"7,653","7,632","7,674"
CO,2021-02-14,754,754,754,57.82,57.82,57.82,"1,304","1,304","1,304"
CT,2021-02-14,616,616,616,58.78,58.78,58.78,"1,048","1,048","1,048"
DC,2021-02-14,254,254,254,81.94,81.94,81.94,310,310,310
DE,2021-02-14,139,139,139,74.73,74.73,74.73,186,186,186
FL,2021-02-14,"5,082","5,062","5,102",79.39,79.39,79.39,"6,401","6,401","6,401"
GA,2021-02-14,"2,379","2,379","2,379",85.76,85.76,85.76,"2,774","2,774","2,774"
HI,2021-02-14,147,147,147,65.33,65.33,65.33,225,225,225
IA,2021-02-14,396,396,396,60.27,60.27,60.27,657,657,657
ID,2021-02-14,165,165,165,55.18,55.18,55.18,299,299,299
IL,2021-02-14,"2,024","2,024","2,024",58.13,58.13,58.13,"3,482","3,482","3,482"
IN,2021-02-14,"1,312","1,312","1,312",60.46,60.46,60.46,"2,170","2,170","2,170"
KS,2021-02-14,536,536,536,67.25,67.25,67.25,797,797,797
KY,2021-02-14,"1,125","1,125","1,125",64.25,64.25,64.25,"1,751","1,751","1,751"
LA,2021-02-14,"1,221","1,221","1,221",68.67,68.67,68.67,"1,778","1,778","1,778"
MA,2021-02-14,"1,089","1,089","1,089",75.78,75.78,75.78,"1,437","1,437","1,437"
MD,2021-02-14,995,983,"1,007",77.19,77.19,77.19,"1,289","1,267","1,311"
ME,2021-02-14,214,214,214,64.85,64.85,64.85,330,330,330
MI,2021-02-14,"1,907","1,891","1,923",73.07,71.17,74.96,"2,610","2,591","2,629"
MN,2021-02-14,582,582,582,67.67,67.67,67.67,860,860,860
AK,2021-02-15,74,74,74,59.20,59.20,59.20,125,125,125
AL,2021-02-15,"1,394","1,394","1,394",87.40,87.40,87.40,"1,595","1,595","1,595"
AR,2021-02-15,755,754,756,73.61,73.04,74.17,"1,026","1,023","1,029"
AZ,2021-02-15,"1,298","1,283","1,313",59.71,56.88,62.53,"2,174","2,143","2,205"
CA,2021-02-15,"6,213","6,210","6,216",81.03,80.91,81.14,"7,668","7,665","7,671"
CO,2021-02-15,789,789,789,59.86,59.86,59.86,"1,318","1,318","1,318"
CT,2021-02-15,591,591,591,56.39,56.39,56.39,"1,048","1,048","1,048"
DC,2021-02-15,249,249,249,79.05,79.05,79.05,315,315,315
DE,2021-02-15,144,144,144,77.42,77.42,77.42,186,186,186
FL,2021-02-15,"5,082","5,070","5,094",79.57,79.57,79.57,"6,387","6,387","6,387"
GA,2021-02-15,"2,356","2,349","2,364",84.86,83.90,85.82,"2,777","2,765","2,789"
HI,2021-02-15,142,142,142,63.11,63.11,63.11,225,225,225
IA,2021-02-15,417,417,417,63.23,63.23,63.23,660,658,661
ID,2021-02-15,155,155,155,51.84,51.84,51.84,299,299,299
IL,2021-02-15,"1,994","1,992","1,995",57.28,57.28,57.28,"3,480","3,480","3,480"
IN,2021-02-15,"1,264","1,264","1,265",58.68,58.68,58.68,"2,155","2,155","2,155"
KS,2021-02-15,522,522,522,65.91,65.91,65.91,792,792,792
KY,2021-02-15,"1,128","1,128","1,128",64.09,64.09,64.09,"1,760","1,760","1,760"
LA,2021-02-15,"1,188","1,188","1,188",67.50,67.50,67.50,"1,760","1,760","1,760"
MA,2021-02-15,"1,096","1,096","1,096",76.70,76.70,76.70,"1,429","1,429","1,429"
MD,2021-02-15,987,975,999,76.93,76.93,76.93,"1,283","1,261","1,305"
ME,2021-02-15,228,226,229,68.94,68.15,69.73,330,330,330
MI,2021-02-15,"1,893","1,893","1,893",72.33,72.33,72.33,"2,617","2,617","2,617"
MN,2021-02-15,574,573,575,66.98,66.98,66.98,857,857,857
AK,2021-02-16,78,78,78,60.94,60.94,60.94,128,128,128
AL,2021-02-16,"1,393","1,393","1,393",87.83,87.83,87.83,"1,586","1,586","1,586"
AR,2021-02-16,748,747,749,73.52,72.87,74.17,"1,018","1,014","1,022"
AZ,2021-02-16,"1,303","1,303","1,303",60.44,60.44,60.44,"2,156","2,156","2,156"
CA,2021-02-16,"6,196","6,191","6,201",80.78,80.60,80.96,"7,670","7,666","7,675"
CO,2021-02-16,810,810,810,61.46,61.46,61.46,"1,318","1,318","1,318"
CT,2021-02-16,628,628,628,59.92,59.92,59.92,"1,048","1,048","1,048"
DC,2021-02-16,279,279,279,86.92,86.92,86.92,321,321,321
DE,2021-02-16,137,137,137,74.05,74.05,74.05,185,185,185
FL,2021-02-16,"5,188","5,188","5,188",80.96,80.96,80.96,"6,408","6,408","6,408"
GA,2021-02-16,"2,390","2,390","2,390",86.25,86.25,86.25,"2,771","2,771","2,771"
HI,2021-02-16,149,149,149,65.64,65.64,65.64,227,227,227
IA,2021-02-16,440,439,440,66.59,66.59,66.59,660,660,660
ID,2021-02-16,165,165,165,54.28,54.28,54.28,304,304,304
IL,2021-02-16,"2,071","2,070","2,072",59.48,59.48,59.48,"3,482","3,482","3,482"
IN,2021-02-16,"1,291","1,291","1,291",60.07,60.07,60.07,"2,149","2,149","2,149"
KS,2021-02-16,563,563,563,70.51,70.51,70.51,798,798,799
KY,2021-02-16,"1,162","1,162","1,162",66.02,66.02,66.02,"1,760","1,760","1,760"
LA,2021-02-16,"1,204","1,204","1,204",68.49,68.49,68.49,"1,758","1,758","1,758"
MA,2021-02-16,"1,086","1,086","1,086",75.47,75.47,75.47,"1,439","1,439","1,439"
MD,2021-02-16,"1,017","1,005","1,029",79.21,79.21,79.21,"1,284","1,262","1,306"
ME,2021-02-16,226,226,226,68.07,68.07,68.07,332,332,332
MI,2021-02-16,"1,928","1,927","1,929",71.59,71.59,71.59,"2,693","2,693","2,693"
MN,2021-02-16,602,601,604,70.06,70.06,70.06,860,860,860
AK,2021-02-17,87,87,87,67.97,67.97,67.97,128,128,128
AL,2021-02-17,"1,399","1,399","1,399",88.43,88.43,88.43,"1,582","1,582","1,582"
AR,2021-02-17,743,739,746,72.80,71.67,73.94,"1,020","1,015","1,025"
AZ,2021-02-17,"1,342","1,341","1,343",61.64,61.64,61.64,"2,177","2,177","2,177"
CA,2021-02-17,"6,266","6,245","6,286",81.70,81.70,81.70,"7,669","7,669","7,669"
CO,2021-02-17,825,824,826,63.12,63.12,63.12,"1,307","1,307","1,307"
CT,2021-02-17,642,642,642,61.38,61.38,61.38,"1,046","1,046","1,046"
DC,2021-02-17,275,275,275,85.14,85.14,85.14,323,323,323
DE,2021-02-17,142,142,142,74.74,74.74,74.74,190,190,190
FL,2021-02-17,"5,216","5,216","5,216",81.35,81.35,81.35,"6,412","6,412","6,412"
GA,2021-02-17,"2,394","2,394","2,394",86.83,86.83,86.83,"2,757","2,757","2,757"
HI,2021-02-17,153,153,153,67.40,67.40,67.40,227,227,227
IA,2021-02-17,447,446,448,67.32,67.32,67.32,664,664,664
ID,2021-02-17,177,177,177,59.00,59.00,59.00,300,300,300
IL,2021-02-17,"2,122","2,121","2,124",60.97,60.97,60.97,"3,481","3,481","3,481"
IN,2021-02-17,"1,331","1,331","1,331",61.73,61.73,61.73,"2,156","2,156","2,156"
KS,2021-02-17,580,580,580,72.68,72.68,72.68,798,798,798
KY,2021-02-17,"1,150","1,150","1,150",65.34,65.34,65.34,"1,760","1,760","1,760"
LA,2021-02-17,"1,206","1,206","1,206",68.95,68.95,68.95,"1,749","1,749","1,749"
MA,2021-02-17,"1,099","1,099","1,099",76.11,76.11,76.11,"1,444","1,444","1,444"
MD,2021-02-17,"1,007",995,"1,019",76.87,76.87,76.87,"1,310","1,289","1,331"
ME,2021-02-17,236,235,238,71.45,71.45,71.45,331,331,331
MI,2021-02-17,"1,979","1,966","1,992",74.74,73.38,76.09,"2,648","2,636","2,660"
MN,2021-02-17,628,627,629,71.77,71.77,71.77,875,875,875
AK,2021-02-18,86,86,86,65.15,65.15,65.15,132,132,132
AL,2021-02-18,"1,349","1,349","1,349",85.16,85.16,85.16,"1,584","1,584","1,584"
AR,2021-02-18,732,728,736,71.96,70.75,73.17,"1,017","1,012","1,022"
AZ,2021-02-18,"1,334","1,334","1,334",61.02,61.02,61.02,"2,186","2,186","2,186"
