state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,27,194,6,32,189,6,34,221,32064,227,26127,227,2394,221,236,227,369,221,8,219,40,219,2801,227,508,221,463,227,2348,220,1983,226,46,220,26,220,3616,227,0.814839071856288,227,26127,32064,0.092489568845619,221,2394,25884,0.075558641585658,221,2394,31684,0.144688123041868,221,508,3511,0.774612831858407,227,2801,3616,2021/05/02,POINT (-77.838886 40.896694),1,225,11,224,18,225,23,224,40,224,58,224,38,224,30,225,12,214,0,217,20,218,24,217,33,218,55,217,76,218,92,218,61,217,0,207
PR,3,63,1,6,60,1,9,66,9304,67,5503,67,389,66,25,67,21,66,0,66,7,66,502,67,82,66,60,67,360,66,323,67,29,66,7,66,687,67,0.5914660361135,67,5503,9304,0.072197475872309,66,389,5388,0.042616126205083,66,389,9128,0.125,66,82,656,0.730713245997089,67,502,687,2021/05/02,POINT (-66.414655 18.215692),0,67,1,67,5,67,4,67,6,67,3,67,3,67,3,67,0,67,1,66,2,66,0,66,2,66,5,66,3,66,3,66,5,66,0,66
RI,5,9,1,5,9,1,6,14,2757,15,2435,15,177,14,11,15,1,14,0,14,0,14,146,15,27,14,28,15,177,14,137,15,0,14,0,14,191,15,0.883206383750453,15,2435,2757,0.073873121869783,14,177,2396,0.066143497757848,14,177,2676,0.156976744186046,14,27,172,0.764397905759162,15,146,191,2021/05/02,POINT (-71.534637 41.572574),0,15,1,15,2,15,2,15,2,15,2,15,2,15,0,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,1,14,0,14,0,14
SC,19,65,2,19,65,2,0,84,10950,86,8558,86,353,84,45,86,51,84,0,84,1,84,831,86,85,84,74,86,351,84,311,86,2,84,1,84,1250,86,0.781552511415525,86,8558,10950,0.041750443524542,84,353,8455,0.032733679525223,84,353,10784,0.070306038047974,84,85,1209,0.6648,86,831,1250,2021/05/02,POINT (-80.864614 33.878572),1,86,2,86,5,86,7,86,11,86,6,86,4,86,7,86,2,81,0,84,3,84,4,84,8,84,7,84,7,84,10,84,10,84,2,79
SD,0,62,3,1,61,3,13,62,2830,65,1732,65,77,62,8,65,11,62,0,62,0,62,141,65,21,62,19,65,75,62,69,65,2,62,1,62,237,65,0.612014134275618,65,1732,2830,0.045320776927604,62,77,1699,0.027868259138617,62,77,2763,0.092920353982301,62,21,226,0.594936708860759,65,141,237,2021/05/02,POINT (-100.230491 44.43614),0,65,3,65,0,65,0,65,2,65,0,65,2,65,1,65,0,65,0,62,2,62,1,62,1,62,0,62,4,62,3,62,0,62,0,62
TN,10,86,46,30,66,46,15,96,20336,142,13375,128,768,96,76,96,39,96,1,96,4,96,1670,139,277,96,249,96,757,96,677,96,11,96,9,96,2402,142,0.696215709749623,128,13375,19211,0.064310835705912,96,768,11942,0.045315081425537,96,768,16948,0.12568058076225,96,277,2204,0.712153518123667,139,1670,2345,2021/05/02,POINT (-86.343226 35.842998),0,96,4,96,5,96,7,96,8,96,24,96,14,96,4,96,10,96,0,96,3,96,5,96,6,96,7,96,5,96,8,96,2,96,3,96
TX,103,478,13,127,454,13,74,589,68251,594,50882,594,3122,589,329,594,489,589,11,589,65,589,5639,594,911,589,841,594,3026,589,2524,594,96,589,55,589,7268,594,0.745512886258077,594,50882,68251,0.062133062670408,589,3122,50247,0.046263503400857,589,3122,67483,0.128472711888309,589,911,7091,0.775866813428729,594,5639,7268,2021/05/02,POINT (-99.317341 31.447238),5,594,31,594,46,594,43,594,59,594,61,594,39,594,28,594,16,594,11,588,48,588,61,588,46,588,81,589,93,588,74,587,56,589,16,589
UT,1,58,1,1,58,1,1,59,6244,60,3802,60,138,59,21,60,2,59,0,59,0,59,388,60,58,59,59,60,132,59,127,60,6,59,0,59,629,60,0.608904548366432,60,3802,6244,0.03673143465531,59,138,3757,0.022373540856031,59,138,6168,0.094926350245499,59,58,611,0.616852146263911,60,388,629,2021/05/02,POINT (-111.678222 39.323779),0,60,3,60,5,60,6,60,4,60,1,60,1,60,1,60,0,60,0,59,0,59,1,59,0,59,1,59,0,59,0,59,0,59,0,59
VA,14,81,9,23,72,9,27,101,17999,104,13490,104,842,101,58,104,152,101,3,101,16,101,1348,104,216,101,198,104,825,101,663,104,17,101,4,101,1951,104,0.749486082560142,104,13490,17999,0.06315157878947,101,842,13333,0.047460684290626,101,842,17741,0.113984168865435,101,216,1895,0.690927729369554,104,1348,1951,2021/05/02,POINT (-78.666382 37.510861),0,104,5,104,5,104,10,104,14,104,12,104,10,104,2,104,0,104,1,101,9,101,10,101,16,101,28,101,33,101,26,101,28,101,1,101
VI,2,0,0,2,0,0,0,2,168,2,85,2,4,2,1,2,0,2,0,2,0,2,13,2,2,2,2,2,4,2,4,2,0,2,0,2,20,2,0.505952380952381,2,85,168,0.047058823529412,2,4,85,0.023809523809524,2,4,168,0.1,2,2,20,0.65,2,13,20,2021/05/02,POINT (-64.840836 18.060868),0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
VT,1,15,1,1,15,1,0,16,1299,17,874,17,20,16,5,17,6,16,0,16,0,16,68,17,5,16,5,17,20,16,20,17,0,16,0,16,103,17,0.672825250192456,17,874,1299,0.023640661938534,16,20,846,0.015873015873016,16,20,1260,0.052631578947368,16,5,95,0.660194174757282,17,68,103,2021/05/02,POINT (-72.662695 44.075252),0,17,1,17,1,17,0,17,1,17,1,17,0,17,1,17,0,17,1,16,0,16,0,16,1,16,1,16,0,16,2,16,1,16,0,16
WA,9,92,2,10,91,2,7,101,13316,103,9919,103,797,101,75,103,158,101,4,101,12,101,939,103,199,101,174,103,785,101,579,103,12,101,3,101,1263,103,0.744893361369781,103,9919,13316,0.081243628950051,101,797,9810,0.060456648714253,101,797,13183,0.160743134087237,101,199,1238,0.743467933491686,103,939,1263,2021/05/02,POINT (-120.592492 47.411715),2,103,6,103,11,103,9,103,14,103,11,103,13,103,9,103,0,103,2,101,17,101,23,101,11,101,17,101,21,101,34,101,18,101,15,101
WI,6,121,21,10,117,21,1,145,13158,148,8836,148,384,145,87,148,57,145,1,145,14,145,933,148,111,145,102,148,369,145,342,148,15,145,6,145,1620,148,0.671530627754978,148,8836,13158,0.044300876788186,145,384,8668,0.029769749592992,145,384,12899,0.070790816326531,145,111,1568,0.575925925925926,148,933,1620,2021/05/02,POINT (-89.732969 44.639954),0,148,1,148,5,148,5,148,16,148,11,148,14,148,8,148,27,148,1,145,5,145,3,145,2,145,12,145,10,145,15,145,9,145,0,145
AK,1,23,0,1,23,0,0,24,1694,24,1137,24,48,24,3,24,0,24,0,24,0,24,89,24,16,24,16,24,47,24,46,24,1,24,1,24,137,24,0.671192443919717,24,1137,1694,0.04221635883905,24,48,1137,0.028335301062574,24,48,1694,0.116788321167883,24,16,137,0.64963503649635,24,89,137,2021/05/02,POINT (-151.631889 63.631126),0,24,0,24,0,24,0,24,1,24,1,24,1,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
AL,29,75,13,29,74,14,3,113,15538,117,11800,117,462,113,61,115,89,113,2,113,4,113,1352,117,150,113,138,115,444,113,371,115,18,113,9,113,1633,117,0.759428497876174,117,11800,15538,0.039605657951136,113,462,11665,0.030148786217698,113,462,15324,0.094043887147335,113,150,1595,0.827924066135946,117,1352,1633,2021/05/02,POINT (-86.844516 32.756889),0,115,2,115,4,115,9,115,16,115,14,115,13,115,2,115,1,115,1,113,6,113,11,113,18,113,9,113,19,113,13,113,12,113,0,113
