state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AK,4,20,0,3,21,0,2,24,1621,24,984,24,135,24,13,24,3,24,1,24,0,24,96,24,24,24,23,24,119,24,114,24,16,24,15,24,126,24,0.6070326958667489,24,984,1621,0.13719512195121952,24,135,984,0.08328192473781616,24,135,1621,0.19047619047619047,24,24,126,0.7619047619047619,24,96,126,2020-12-15
AL,35,74,6,40,68,7,20,111,15475,115,11689,115,2590,111,344,111,135,111,4,111,4,111,1296,115,624,111,605,111,2569,111,2329,111,21,111,15,111,1447,115,0.7553473344103393,115,11689,15475,0.23375451263537905,111,2590,11080,0.17528424472116946,111,2590,14776,0.4450784593437946,111,624,1402,0.8956461644782309,115,1296,1447,2020-12-15
AR,38,69,0,43,64,0,11,107,9157,107,6633,107,1126,107,154,107,261,107,1,107,9,107,791,107,314,107,289,107,1086,107,957,107,40,107,26,107,984,107,0.7243638746314295,107,6633,9157,0.16975727423488618,107,1126,6633,0.12296603691165228,107,1126,9157,0.31910569105691056,107,314,984,0.8038617886178862,107,791,984,2020-12-15
AZ,41,79,0,46,74,0,81,120,16371,120,12717,120,4074,120,517,120,284,120,3,120,6,120,1574,120,891,120,818,120,4037,120,3413,120,37,120,21,120,2224,120,0.776800439802089,120,12717,16371,0.3203585751356452,120,4074,12717,0.2488546820597398,120,4074,16371,0.4006294964028777,120,891,2224,0.7077338129496403,120,1574,2224,2020-12-15
CA,144,256,8,159,241,8,151,408,67728,408,53145,408,17489,407,2338,408,636,408,26,407,23,407,6747,407,3583,407,3489,407,17315,407,16468,407,174,407,143,407,7906,407,0.7846828490432317,408,53145,67728,0.3290808166337379,407,17489,53145,0.2582240727616348,407,17489,67728,0.4532001011889704,407,3583,7906,0.8534024791297748,407,6747,7906,2020-12-15
CO,10,81,11,17,74,11,28,102,11716,102,7944,102,1523,102,194,102,82,102,1,102,11,102,925,102,433,102,415,102,1499,102,1342,102,24,102,16,102,1481,102,0.6780471150563332,102,7944,11716,0.19171701913393757,102,1523,7944,0.1299931717309662,102,1523,11716,0.2923700202565834,102,433,1481,0.62457798784605,102,925,1481,2020-12-15
CT,2,37,0,3,36,0,39,39,8634,39,6577,39,1378,39,98,39,79,39,3,39,1,39,673,39,267,39,250,39,1366,39,1178,39,12,39,8,39,1101,39,0.7617558489691916,39,6577,8634,0.2095180173331306,39,1378,6577,0.1596015751679407,39,1378,8634,0.24250681198910082,39,267,1101,0.6112624886466849,39,673,1101,2020-12-15
DC,0,12,1,0,12,1,8,13,3429,13,2722,13,318,13,28,13,73,13,1,13,4,13,267,13,73,13,63,13,290,13,252,13,28,13,11,13,314,13,0.7938174394867308,13,2722,3429,0.11682586333578251,13,318,2722,0.09273840769903761,13,318,3429,0.23248407643312102,13,73,314,0.8503184713375797,13,267,314,2020-12-15
DE,1,14,0,3,12,0,7,15,3249,15,2319,15,483,15,38,15,13,15,1,15,0,15,162,15,57,15,56,15,465,15,442,15,18,15,11,15,193,15,0.7137580794090489,15,2319,3249,0.20827943078913325,15,483,2319,0.14866112650046168,15,483,3249,0.29533678756476683,15,57,193,0.8393782383419689,15,162,193,2020-12-15
FL,11,247,5,23,235,5,73,263,57257,263,44321,263,5689,263,790,263,263,263,5,263,7,263,5062,263,1143,263,1077,263,5655,263,5120,263,34,263,20,263,6098,263,0.7740712925930454,263,44321,57257,0.12835901717019021,263,5689,44321,0.09935903033690204,263,5689,57257,0.1874385044276812,263,1143,6098,0.830108232207281,263,5062,6098,2020-12-15
