state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
PA,32,174,6,37,169,6,36,206,28626,212,24432,212,3391,206,358,212,376,206,5,205,30,205,2906,212,664,206,651,212,3285,206,2864,212,106,206,40,206,3470,212,0.853489834416265,212,24432,28626,0.140268872802482,206,3391,24175,0.120031149339846,206,3391,28251,0.197442759440975,206,664,3363,0.837463976945245,212,2906,3470,2021/11/12,,0,211,8,210,16,210,45,210,61,210,76,210,75,210,58,210,21,205,5,202,22,202,24,201,36,202,48,203,76,202,85,203,73,203,7,198,54,206,5903,4078,3804,1058,182,341,3,205,6,205,0,205,0,205,28,1,205,205
PR,0,8,57,0,8,57,0,64,9203,65,5556,65,62,64,6,65,5,64,0,64,1,64,451,65,7,64,4,65,60,64,47,65,2,64,1,64,655,65,0.603716179506682,65,5556,9203,0.011401250459728,64,62,5438,0.006870567375887,64,62,9024,0.011182108626198,64,7,626,0.688549618320611,65,451,655,2021/11/12,,0,65,1,65,3,65,1,65,0,65,0,65,1,65,0,65,0,65,0,64,0,64,0,64,1,64,0,64,0,64,0,64,4,64,0,64,1,64,0,32,18,0,0,0,2,64,3,64,0,64,1,64,11,0,64,64
RI,7,5,2,6,6,2,1,13,2396,14,2114,14,103,13,15,14,7,13,0,13,0,13,132,14,21,13,21,14,101,13,88,14,2,13,0,13,146,14,0.882303839732888,14,2114,2396,0.049975739932072,13,103,2061,0.044017094017094,13,103,2340,0.152173913043478,13,21,138,0.904109589041096,14,132,146,2021/11/12,,0,14,0,14,1,14,1,14,4,14,4,14,1,14,4,14,0,14,0,13,2,13,1,13,0,13,1,13,1,13,1,13,1,13,0,13,3,13,12,0,0,0,0,3,0,5,0,5,0,5,0,5,0,0,5,5
SC,27,44,5,27,44,5,3,74,10622,76,8087,76,458,74,48,76,33,74,0,74,4,74,971,76,122,74,118,76,453,74,421,76,5,74,3,74,1319,76,0.761344379589531,76,8087,10622,0.057300137620418,74,458,7993,0.043794224517116,74,458,10458,0.095461658841941,74,122,1278,0.736163760424564,76,971,1319,2021/11/12,,0,76,1,76,1,76,10,76,6,76,11,76,13,76,6,76,0,71,0,74,2,74,0,74,10,74,5,74,5,74,7,74,3,74,1,69,8,74,3967,2477,2029,211,0,192,1,74,3,74,0,74,0,74,14,1,74,74
SD,1,60,3,1,60,3,41,61,2586,64,1721,64,238,61,40,64,17,61,3,61,1,61,179,64,66,61,67,64,234,61,233,64,4,61,4,61,250,64,0.665506573859242,64,1721,2586,0.141078838174274,61,238,1687,0.094481937276697,61,238,2519,0.276150627615063,61,66,239,0.716,64,179,250,2021/11/12,,1,64,3,64,4,64,4,64,4,64,10,64,6,64,8,64,0,64,0,61,2,61,1,61,2,61,2,61,2,61,3,61,4,61,1,61,2,61,724,109,490,254,0,218,0,61,0,61,0,61,0,61,1,0,61,61
TN,28,79,13,40,67,13,32,117,15627,120,11676,120,732,117,70,120,52,117,0,117,0,117,1417,120,215,117,210,120,729,117,652,120,3,117,3,117,1855,120,0.747168362449606,120,11676,15627,0.064058808086112,117,732,11427,0.047830632514375,117,732,15304,0.122159090909091,117,215,1760,0.763881401617251,120,1417,1855,2021/11/12,,0,120,3,120,6,120,5,120,14,120,13,120,13,120,10,120,6,120,0,117,1,117,4,117,2,117,11,117,10,117,15,117,1,117,8,117,8,117,270,4,108,269,0,13,4,66,1,68,1,117,1,117,23,3,66,69
TX,14,73,420,14,73,420,62,502,61517,507,45497,507,3325,502,305,507,325,502,11,502,89,502,5598,507,1005,502,944,507,3210,502,2723,507,115,502,75,502,6661,507,0.739584179982769,507,45497,61517,0.073972724643485,502,3325,44949,0.054711796356935,502,3325,60773,0.154544056589266,502,1005,6503,0.840414352199369,507,5598,6661,2021/11/12,,4,507,17,507,28,507,30,507,60,507,63,507,42,507,53,507,8,507,5,502,34,502,36,502,39,502,52,502,57,502,47,502,40,502,15,502,37,502,1286,316,544,217,0,39,3,123,4,123,0,123,0,123,87,5,123,123
UT,1,43,9,1,43,9,1,52,5575,53,3580,53,563,52,83,53,5,52,7,52,2,52,472,53,197,52,200,53,546,52,527,53,17,52,0,52,624,53,0.642152466367713,53,3580,5575,0.159354656099632,52,563,3533,0.102382251318422,52,563,5499,0.320846905537459,52,197,614,0.756410256410256,53,472,624,2021/11/12,,1,53,6,53,8,53,9,53,14,53,22,53,11,53,11,53,1,53,0,52,1,52,0,52,0,52,1,52,0,52,2,52,1,52,0,52,2,52,468,268,89,160,0,39,0,51,0,51,0,51,0,51,2,0,51,51
VA,17,65,20,21,61,20,27,99,17276,102,13157,102,938,99,76,102,166,99,2,99,15,99,1373,102,199,99,189,102,921,99,762,102,17,99,8,99,1925,102,0.761576753878213,102,13157,17276,0.072192719156469,99,938,12993,0.055027572451015,99,938,17046,0.105963791267306,99,199,1878,0.713246753246753,102,1373,1925,2021/11/12,,1,102,7,102,3,102,7,102,11,102,19,102,13,102,14,102,1,102,0,99,9,99,10,99,10,99,27,99,33,99,35,99,41,99,1,99,4,99,2815,3316,871,494,10,38,6,94,4,94,0,94,0,94,41,9,94,94
VI,1,1,0,1,1,0,0,2,168,2,89,2,2,2,1,2,0,2,0,2,0,2,4,2,0,2,0,2,1,2,1,2,1,2,1,2,20,2,0.529761904761905,2,89,168,0.02247191011236,2,2,89,0.011904761904762,2,2,168,0,2,0,20,0.2,2,4,20,2021/11/12,,0,2,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,180,17,96,17,0,3,0,2,0,2,0,2,0,2,0,0,2,2
