state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
AK,1,21,1,1,21,1,0,23,1585,23,1021,23,13,23,0,23,1,23,0,23,0,23,87,23,9,23,9,23,13,23,12,23,0,23,0,23,133,23,0.64416403785489,23,1021,1585,0.012732615083252,23,13,1021,0.008201892744479,23,13,1585,0.067669172932331,23,9,133,0.654135338345865,23,87,133,2021/06/22,,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,1,23,0,23,0,23
AL,29,76,12,29,76,12,2,114,15370,117,11687,117,234,114,26,116,73,114,0,114,5,114,1338,117,82,114,76,116,229,114,181,116,5,114,3,114,1636,117,0.760377358490566,117,11687,15370,0.020214236351071,114,234,11576,0.015394736842105,114,234,15200,0.051314142678348,114,82,1598,0.817848410757946,117,1338,1636,2021/06/22,,0,116,1,116,7,116,5,116,4,116,4,116,3,116,2,116,0,116,1,114,1,114,5,114,10,114,17,114,15,114,10,114,14,114,0,114
AR,16,89,2,19,86,2,2,105,9329,107,6649,107,308,105,58,107,57,105,1,105,10,105,693,107,116,105,107,107,295,105,261,107,13,105,5,105,967,107,0.712723764604995,107,6649,9329,0.046413502109705,105,308,6636,0.033146792940164,105,308,9292,0.121465968586387,105,116,955,0.71664943123061,107,693,967,2021/06/22,,2,107,1,107,6,107,4,107,14,107,9,107,9,107,3,107,10,107,3,105,5,105,3,105,8,105,10,105,10,105,11,105,7,105,0,105
AZ,22,97,3,27,92,3,3,119,17112,122,11867,122,519,119,57,122,75,119,3,119,4,119,1094,122,120,119,80,122,507,119,344,122,12,119,6,119,2200,122,0.6934899485741,122,11867,17112,0.044427324088341,119,519,11682,0.030852455118297,119,519,16822,0.056206088992974,119,120,2135,0.497272727272727,122,1094,2200,2021/06/22,,1,122,4,122,10,122,4,122,8,122,11,122,11,122,7,122,1,122,0,119,10,119,4,119,2,119,15,119,23,119,11,119,9,119,1,119
CA,52,328,35,73,306,36,45,407,63314,415,47922,415,1222,406,134,415,329,407,7,405,10,406,4731,414,304,405,278,413,1186,406,958,414,36,406,28,405,6878,414,0.756894209811416,415,47922,63314,0.02583400279058,406,1222,47302,0.019557632598188,406,1222,62482,0.04531226710389,405,304,6709,0.687845303867403,414,4731,6878,2021/06/22,,0,414,15,412,21,412,21,413,26,412,19,413,18,411,13,411,1,414,4,406,25,405,33,405,37,405,54,404,68,404,55,405,52,405,1,406
CO,6,80,20,6,80,20,5,104,11661,106,7991,106,340,104,37,106,44,104,2,104,9,104,881,106,118,104,113,106,328,104,271,106,12,104,7,104,1284,106,0.685275705342595,106,7991,11661,0.043081601621896,104,340,7892,0.02942703825515,104,340,11554,0.094324540367706,104,118,1251,0.68613707165109,106,881,1284,2021/06/22,,1,105,2,105,3,105,5,105,5,104,6,106,7,105,8,105,0,106,1,103,8,103,5,103,5,103,8,103,12,104,4,103,1,103,0,104
CT,4,34,1,4,34,1,6,38,8159,39,6333,39,82,38,13,39,25,38,0,38,0,38,515,39,10,38,5,39,81,38,41,39,1,38,0,38,1052,39,0.776198063488173,39,6333,8159,0.013057324840764,38,82,6280,0.010159831495478,38,82,8071,0.009708737864078,38,10,1030,0.489543726235741,39,515,1052,2021/06/22,,0,39,1,39,5,39,0,39,2,39,2,39,2,39,0,39,1,39,0,38,1,38,3,38,2,38,5,38,4,38,5,38,5,38,0,38
DC,0,13,1,0,13,1,0,12,3470,14,2576,14,56,13,6,14,33,13,0,13,3,13,260,14,8,12,6,13,52,13,33,14,4,13,1,13,344,14,0.742363112391931,14,2576,3470,0.022453889334403,13,56,2494,0.016731401254855,13,56,3347,0.024691358024691,12,8,324,0.755813953488372,14,260,344,2021/06/22,,0,14,0,14,0,14,1,14,4,14,0,14,1,14,0,14,0,14,0,13,4,13,9,13,1,13,7,13,5,13,3,13,4,13,0,13
DE,1,13,2,1,13,2,0,15,3420,16,2589,16,24,15,2,16,41,15,0,15,0,15,143,16,4,15,4,16,21,15,20,16,3,15,2,15,190,16,0.757017543859649,16,2589,3420,0.009313154831199,15,24,2577,0.007083825265643,15,24,3388,0.021978021978022,15,4,182,0.752631578947368,16,143,190,2021/06/22,,0,16,0,16,0,16,0,16,1,16,0,16,0,16,1,16,0,16,0,15,4,15,1,15,1,15,5,15,9,15,13,15,8,15,0,15
FL,6,200,58,6,200,58,57,258,57075,264,43492,264,1838,258,246,264,150,258,5,258,14,258,4688,264,415,258,396,264,1808,258,1565,264,30,258,22,258,6326,264,0.762014892685064,264,43492,57075,0.04290182531161,258,1838,42842,0.032767011926622,258,1838,56093,0.067655689598957,258,415,6134,0.741068605754031,264,4688,6326,2021/06/22,,2,264,17,263,29,263,40,263,53,262,38,262,34,263,22,263,11,264,0,258,10,257,9,257,14,257,34,257,27,257,27,257,29,257,0,258
