state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
PA,33,188,6,36,185,6,82,220,30358,227,24701,227,5938,221,658,227,446,221,43,219,44,218,2932,227,1029,221,1008,227,5702,221,5258,227,236,221,165,221,3676,227,0.813657026154556,227,24701,30358,0.242585178527657,221,5938,24478,0.197906945740568,221,5938,30004,0.288073908174692,221,1029,3572,0.797606093579978,227,2932,3676,2021/12/28,,5,224,42,222,47,220,49,221,95,222,118,222,150,221,109,222,43,216,9,216,27,215,31,214,41,214,62,214,94,214,86,214,82,214,14,208,78,221,4795,3477,3359,1150,68,360,8,214,13,214,0,215,0,214,85,13,214,215
PR,0,5,61,0,5,61,3,65,9293,66,4893,66,480,65,64,66,52,65,13,65,18,65,428,66,50,65,30,66,387,65,283,66,93,65,67,65,676,66,0.526525341655009,66,4893,9293,0.100565681961031,65,480,4773,0.052677787532924,65,480,9112,0.077399380804954,65,50,646,0.633136094674556,66,428,676,2021/12/28,,0,66,9,66,7,66,6,66,3,66,12,66,13,66,12,66,2,66,7,65,3,65,4,65,3,65,9,65,9,65,2,65,7,65,8,65,4,65,0,12,90,0,0,0,1,58,3,58,0,58,0,58,13,3,58,58
RI,6,7,2,7,6,2,6,14,2259,15,1919,15,333,14,49,15,8,14,3,14,8,14,122,15,51,14,50,15,315,14,308,15,18,14,7,14,133,15,0.849490925188136,15,1919,2259,0.1735278791037,14,333,1919,0.147410358565737,14,333,2259,0.383458646616541,14,51,133,0.917293233082707,15,122,133,2021/12/28,,1,15,3,15,6,15,7,15,12,15,7,15,1,15,12,15,0,15,0,14,1,14,2,14,1,14,0,14,1,14,2,14,1,14,0,14,7,14,7,0,0,3,0,0,1,6,1,6,0,6,0,6,2,2,6,6
SC,28,53,5,28,53,5,14,84,11557,86,8804,86,1104,84,207,86,68,84,1,84,2,84,1010,86,215,84,208,86,1086,84,1020,86,18,84,16,84,1305,86,0.761789391710652,86,8804,11557,0.12679453313426,84,1104,8707,0.096910112359551,84,1104,11392,0.170094936708861,84,215,1264,0.773946360153257,86,1010,1305,2021/12/28,,4,86,21,86,28,86,19,86,32,86,33,86,38,86,30,86,2,81,1,84,6,84,7,84,8,84,9,84,9,84,14,84,14,84,0,79,14,84,1615,2367,1450,679,0,499,4,84,9,84,0,84,0,84,43,1,84,84
SD,2,59,3,1,60,3,55,61,2715,64,1629,64,230,61,35,64,15,61,0,61,0,61,167,64,68,61,68,64,225,61,200,64,5,61,2,61,250,64,0.6,64,1629,2715,0.143570536828964,61,230,1602,0.086629001883239,61,230,2655,0.284518828451883,61,68,239,0.668,64,167,250,2021/12/28,,1,64,3,64,3,64,4,64,2,64,9,64,7,64,6,64,0,64,0,61,1,61,0,61,3,61,3,61,3,61,1,61,4,61,0,61,0,61,554,102,1262,246,0,223,0,61,5,61,0,61,0,61,17,2,61,61
TN,25,105,10,44,86,10,62,137,18906,140,13203,140,1838,137,283,140,81,137,9,137,0,137,1552,139,409,137,412,140,1745,137,1638,140,93,137,89,137,1948,140,0.698349730244367,140,13203,18906,0.141799105076377,137,1838,12962,0.098865042224732,137,1838,18591,0.21989247311828,137,409,1860,0.798353909465021,139,1552,1944,2021/12/28,,6,140,28,140,21,140,19,140,38,140,62,140,44,140,46,140,19,140,3,137,8,137,7,137,11,137,8,137,15,137,9,137,9,137,11,137,29,137,140,2,61,136,0,251,9,83,12,83,0,137,0,137,94,8,83,84
TX,14,87,491,14,87,491,154,587,66955,592,49520,592,6766,587,1287,592,612,587,96,587,154,587,5660,592,1352,587,1326,592,6456,587,5996,592,310,587,228,587,6489,592,0.739601224703159,592,49520,66955,0.138276348327236,587,6766,48931,0.102177655622338,587,6766,66218,0.213451215661509,587,1352,6334,0.872245338264756,592,5660,6489,2021/12/28,,11,592,153,591,170,591,121,591,178,591,225,591,198,591,174,591,57,592,10,587,56,586,61,586,74,586,89,586,104,586,99,586,73,586,46,587,54,587,1124,1711,673,55,0,135,6,137,8,137,0,137,0,137,119,10,137,137
UT,1,47,9,1,47,9,0,56,6187,57,3826,57,460,56,78,57,7,56,5,56,0,56,418,57,162,56,162,57,445,56,418,57,15,56,0,56,615,57,0.618393405527719,57,3826,6187,0.121564482029598,56,460,3784,0.075286415711948,56,460,6110,0.267768595041322,56,162,605,0.679674796747968,57,418,615,2021/12/28,,1,57,8,57,5,57,19,57,13,57,11,57,13,57,8,57,0,57,0,56,0,56,2,56,1,56,1,56,0,56,2,56,1,56,0,56,1,56,606,256,114,79,0,54,0,55,1,55,0,55,0,55,38,1,55,55
VA,19,68,20,21,66,20,66,104,17865,107,12952,107,2482,104,353,107,288,104,22,104,7,104,1433,107,455,104,446,107,2400,104,2114,107,82,104,50,104,1919,107,0.724993003078645,107,12952,17865,0.193800265479816,104,2482,12807,0.140702947845805,104,2482,17640,0.243576017130621,104,455,1868,0.746743095362168,107,1433,1919,2021/12/28,,3,107,37,107,36,107,41,107,58,107,57,107,63,107,53,107,5,107,2,104,17,104,26,104,21,104,37,104,62,104,63,104,60,104,0,104,26,104,1004,2920,530,625,10,103,6,98,13,98,0,98,0,98,57,8,98,98
VI,2,0,0,2,0,0,0,2,168,2,96,2,9,2,1,2,0,2,0,2,0,2,7,2,0,2,0,2,8,2,8,2,1,2,1,2,20,2,0.571428571428571,2,96,168,0.09375,2,9,96,0.053571428571429,2,9,168,0,2,0,20,0.35,2,7,20,2021/12/28,,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,146,17,76,0,0,34,0,2,0,2,0,2,0,2,0,0,2,2
