state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-10-28,"518,204","517,005","519,403",70.80,70.23,71.36,"728,361","726,387","730,335"
CW,2020-10-29,"516,800","515,716","517,884",71.11,70.34,71.89,"723,325","720,247","726,403"
CW,2020-10-30,"511,527","510,463","512,590",71.59,71.11,72.07,"712,910","711,372","714,448"
CW,2020-10-31,"491,805","490,068","493,542",69.20,68.42,69.98,"709,748","707,523","711,973"
CW,2020-11-01,"475,973","474,776","477,169",67.19,66.61,67.76,"707,510","705,721","709,299"
CW,2020-11-02,"483,341","482,405","484,278",67.96,67.51,68.42,"710,265","708,810","711,719"
CW,2020-11-03,"505,696","504,790","506,602",70.83,70.40,71.27,"713,042","711,637","714,447"
CW,2020-11-04,"514,548","513,470","515,627",71.78,71.26,72.30,"715,962","714,287","717,637"
CW,2020-11-05,"516,793","515,768","517,819",72.21,71.79,72.64,"715,550","713,967","717,134"
CW,2020-11-06,"515,688","514,737","516,639",72.05,71.68,72.43,"715,725","714,253","717,197"
CW,2020-11-07,"501,234","499,683","502,784",70.35,69.78,70.93,"712,496","710,902","714,090"
CW,2020-11-08,"490,129","488,578","491,679",69.03,68.45,69.62,"710,019","708,357","711,682"
CW,2020-11-09,"495,673","494,704","496,643",69.82,69.45,70.19,"709,909","708,468","711,350"
CW,2020-11-10,"522,367","521,647","523,088",73.10,72.88,73.32,"714,604","713,458","715,750"
CW,2020-11-11,"533,605","532,365","534,846",74.50,74.12,74.89,"716,219","715,133","717,306"
CW,2020-11-12,"533,906","532,586","535,227",74.64,74.22,75.06,"715,286","714,126","716,447"
CW,2020-11-13,"529,811","528,577","531,045",73.95,73.53,74.37,"716,449","715,012","717,885"
CW,2020-11-14,"510,550","509,449","511,651",71.41,71.09,71.73,"714,953","713,737","716,169"
CW,2020-11-15,"495,796","494,686","496,907",69.73,69.37,70.08,"711,057","709,727","712,387"
CW,2020-11-16,"502,248","501,160","503,337",70.36,70.04,70.67,"713,860","712,681","715,039"
CW,2020-11-17,"524,942","523,905","525,978",73.19,72.90,73.49,"717,189","716,086","718,293"
CW,2020-11-18,"532,310","531,200","533,420",73.99,73.75,74.22,"719,571","718,335","720,807"
CW,2020-11-19,"529,626","528,512","530,740",73.71,73.49,73.93,"718,661","717,477","719,846"
CW,2020-11-20,"526,673","525,603","527,742",73.89,73.57,74.20,"712,847","711,706","713,988"
CW,2020-11-21,"510,320","509,273","511,366",71.86,71.55,72.17,"710,418","709,269","711,567"
CW,2020-11-22,"496,404","495,355","497,454",70.22,69.91,70.52,"707,200","706,087","708,312"
CW,2020-11-23,"502,305","501,253","503,358",70.90,70.59,71.21,"708,706","707,570","709,841"
CW,2020-11-24,"518,292","517,323","519,260",73.15,72.89,73.40,"708,802","707,741","709,863"
CW,2020-11-25,"517,068","516,007","518,129",72.87,72.54,73.21,"709,807","708,555","711,059"
CW,2020-11-26,"489,397","486,662","492,132",69.33,68.13,70.53,"706,164","702,667","709,662"
CW,2020-11-27,"478,041","475,058","481,024",67.46,66.12,68.80,"708,909","704,940","712,878"
CT,2020-10-28,"6,077","6,077","6,077",74.55,74.55,74.55,"8,152","8,152","8,152"
DC,2020-10-28,"2,421","2,421","2,421",83.51,83.51,83.51,"2,899","2,899","2,899"
CT,2020-10-29,"6,079","6,079","6,079",74.27,74.27,74.27,"8,185","8,185","8,185"
DC,2020-10-29,"2,437","2,437","2,437",83.54,83.54,83.54,"2,917","2,917","2,917"
CT,2020-10-30,"6,077","6,077","6,077",74.15,74.15,74.15,"8,196","8,196","8,196"
DC,2020-10-30,"2,445","2,445","2,445",84.17,84.17,84.17,"2,905","2,905","2,905"
CT,2020-10-31,"5,836","5,836","5,836",71.46,71.46,71.46,"8,167","8,167","8,167"
DC,2020-10-31,"2,366","2,366","2,366",81.93,81.93,81.93,"2,888","2,888","2,888"
CT,2020-11-01,"5,604","5,604","5,604",68.68,68.68,68.68,"8,159","8,159","8,159"
DC,2020-11-01,"2,310","2,310","2,310",82.03,82.03,82.03,"2,816","2,816","2,816"
CT,2020-11-02,"5,503","5,503","5,503",67.69,67.69,67.69,"8,130","8,130","8,130"
DC,2020-11-02,"2,318","2,318","2,318",80.49,80.49,80.49,"2,880","2,880","2,880"
CT,2020-11-03,"5,780","5,780","5,780",70.97,70.97,70.97,"8,144","8,144","8,144"
DC,2020-11-03,"2,370","2,370","2,370",82.26,82.26,82.26,"2,881","2,881","2,881"
CT,2020-11-04,"5,856","5,856","5,856",71.89,71.89,71.89,"8,146","8,146","8,146"
DC,2020-11-04,"2,402","2,402","2,402",82.91,82.91,82.91,"2,897","2,897","2,897"
CT,2020-11-05,"5,812","5,812","5,812",71.37,71.37,71.37,"8,143","8,143","8,143"
DC,2020-11-05,"2,397","2,397","2,397",82.48,82.48,82.48,"2,906","2,906","2,906"
CT,2020-11-06,"5,841","5,841","5,841",71.77,71.77,71.77,"8,138","8,138","8,138"
DC,2020-11-06,"2,433","2,433","2,433",83.61,83.61,83.61,"2,910","2,910","2,910"
CT,2020-11-07,"5,780","5,780","5,780",71.09,71.09,71.09,"8,131","8,131","8,131"
DC,2020-11-07,"2,368","2,368","2,368",81.85,81.85,81.85,"2,893","2,893","2,893"
CT,2020-11-08,"5,712","5,712","5,712",70.24,70.24,70.24,"8,132","8,132","8,132"
DC,2020-11-08,"2,341","2,341","2,341",82.08,82.08,82.08,"2,852","2,852","2,852"
