state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
MO,18796,121,9927,103,936,136,1056,97,266,112,1831,99,0.6065351894818252,100,9411,15516,0.06074342701722575,103,603,9927,0.04250904447754841,121,799,18796,0.11053837342497136,90,193,1746,0.6479049405878674,89,1036,1599,2020-08-08
MS,7647,93,4518,87,1448,97,567,63,421,66,584,62,0.6760754716981132,85,4479,6625,0.199867197875166,87,903,4518,0.18896299202301556,93,1445,7647,0.6973451327433628,60,394,565,0.9911347517730497,61,559,564,2020-08-08
AK,1302,20,830,24,49,25,54,14,12,22,46,9,0.39946855624446415,19,451,1129,0.05421686746987952,24,45,830,0.019201228878648235,20,25,1302,0.1590909090909091,7,7,44,0.5869565217391305,9,27,46,2020-08-08
AL,12025,105,7756,91,1745,110,1055,88,471,89,1075,76,0.7772569798247402,90,7628,9814,0.17833074131674442,89,1376,7716,0.13426234979973298,103,1609,11984,0.34114339268978444,68,364,1067,0.906046511627907,76,974,1075,2020-08-08
AR,7976,84,5001,79,1644,86,712,74,361,70,924,69,0.6920731707317073,78,4994,7216,0.11777644471105779,79,589,5001,0.20611835506519557,84,1644,7976,0.3188720173535792,64,294,922,0.7462039045553145,68,688,922,2020-08-08
AZ,9674,79,7228,68,1453,90,947,63,496,69,976,53,0.8431555141678861,62,6338,7517,0.16104039845047038,68,1164,7228,0.13014265040314243,79,1259,9674,0.3831967213114754,51,374,976,0.8155737704918032,53,796,976,2020-08-08
CA,60653,383,43655,374,6916,397,5247,362,1872,367,7502,364,0.7244560978443054,374,43655,60259,0.1523307753980071,374,6650,43655,0.1099368539066493,383,6668,60653,0.2480671820847774,361,1861,7502,0.7012830793905372,360,5247,7482,2020-08-08
CO,9105,77,5411,72,402,95,532,64,92,76,946,57,0.6233781278962002,69,5381,8632,0.06449824431713178,72,349,5411,0.03898956617243273,77,355,9105,0.07585470085470085,54,71,936,0.5796460176991151,56,524,904,2020-08-08
CT,8111,30,5797,29,188,31,496,28,24,28,1039,29,0.7312058526740666,29,5797,7928,0.03225806451612903,29,187,5797,0.023178399704105537,30,188,8111,0.023099133782483156,28,24,1039,0.4773820981713186,28,496,1039,2020-08-08
DC,3305,12,2630,13,143,13,227,11,22,10,379,11,0.7957639939485628,12,2630,3305,0.054372623574144484,13,143,2630,0.043267776096822995,12,143,3305,0.05804749340369393,10,22,379,0.5989445910290238,11,227,379,2020-08-08
DE,2469,11,1523,8,72,12,103,7,11,7,142,6,0.7052165354330708,7,1433,2032,0.04202232435981615,8,64,1523,0.02916160388821385,11,72,2469,0.07746478873239436,6,11,142,0.7253521126760564,6,103,142,2020-08-08
FL,74438,259,41517,245,8424,261,4709,244,1916,255,5793,244,0.5965771927807794,245,41517,69592,0.1819977358672351,245,7556,41517,0.11304709959966684,259,8415,74438,0.3065326633165829,242,1769,5771,0.8128776109097187,244,4709,5793,2020-08-08
GA,13955,116,7940,96,4104,144,1131,86,647,93,1203,78,0.7864840366602881,95,7809,9929,0.2730478589420655,96,2168,7940,0.21812970261554998,116,3044,13955,0.4283319362950545,71,511,1193,0.8861180382377389,77,1066,1203,2020-08-08
HI,1698,16,1195,16,171,23,97,14,32,14,100,12,0.6660724896019014,14,1121,1683,0.11464435146443515,16,137,1195,0.071849234393404,16,122,1698,0.16,12,16,100,0.5,12,50,100,2020-08-08
IA,8367,120,5054,120,350,120,477,120,79,120,709,119,0.604039679694036,120,5054,8367,0.06925207756232687,120,350,5054,0.041831002748894466,120,350,8367,0.11142454160789844,119,79,709,0.6727785613540197,119,477,709,2020-08-08
MT,2756,64,1740,54,79,46,103,31,24,50,182,42,0.7276846397825102,52,1606,2207,0.05309734513274336,39,78,1469,0.040474905558553695,42,75,1853,0.12290502793296089,39,22,179,0.5945945945945946,24,88,148,2020-08-08
NC,18433,109,13690,102,1631,120,1315,99,354,108,1732,94,0.7717970765262253,101,13464,17445,0.09671292914536157,102,1324,13690,0.07872560213124559,108,1448,18393,0.17321016166281755,94,300,1732,0.7367205542725174,94,1276,1732,2020-08-08
ND,2485,48,1782,49,109,49,65,44,29,49,102,43,0.7146881287726358,48,1776,2485,0.060674157303370786,48,108,1780,0.04349577124446234,47,108,2483,0.10784313725490197,43,11,102,0.5,43,51,102,2020-08-08
NE,6913,131,3665,118,309,108,594,107,92,73,962,106,0.641142456632206,117,3659,5707,0.07345286292654714,92,254,3458,0.045085803432137285,105,289,6410,0.09989023051591657,69,91,911,0.6181061394380853,104,594,961,2020-08-08
NH,3345,30,2262,30,47,30,145,29,10,28,275,27,0.6762331838565022,30,2262,3345,0.020778072502210435,30,47,2262,0.014050822122571001,30,47,3345,0.03636363636363636,27,10,275,0.5127272727272727,27,141,275,2020-08-08
NJ,9313,40,6658,40,484,44,412,37,38,39,869,36,0.6940856560163154,38,6126,8826,0.06728747371583058,40,448,6658,0.04134006227853538,40,385,9313,0.04142692750287687,36,36,869,0.4533947065592635,36,394,869,2020-08-08
NM,3138,44,1858,42,134,43,220,39,35,40,347,38,0.6174808906613493,42,1858,3009,0.06884875846501129,41,122,1772,0.04438555813183173,43,134,3019,0.10086455331412104,38,35,347,0.6644951140065146,36,204,307,2020-08-08
NV,8356,61,5918,59,1114,61,641,58,270,57,849,58,0.7101884075363014,59,5918,8333,0.18790131801284218,59,1112,5918,0.13331737673528005,61,1114,8356,0.31802120141342755,57,270,849,0.7550058892815077,58,641,849,2020-08-08
NY,42356,145,31684,125,1949,160,2788,118,280,125,4850,110,0.6997749590834698,122,27364,39104,0.04718469890165383,125,1495,31684,0.03855415997733497,145,1633,42356,0.04856895056374675,103,224,4612,0.5583609271523179,107,2698,4832,2020-08-08
OH,30093,203,19426,193,1986,211,2478,186,445,191,3937,163,0.6700393673596243,192,19403,28958,0.09971172655204365,193,1937,19426,0.06509921627480407,202,1952,29985,0.11235668789808917,160,441,3925,0.6294132588265177,163,2478,3937,2020-08-08
OK,9038,114,5363,111,713,143,713,109,217,113,1187,135,0.6025842696629213,110,5363,8900,0.10143576356516874,111,544,5363,0.05687098915689312,114,514,9038,0.18995433789954339,110,208,1095,0.6829501915708812,108,713,1044,2020-08-08
OR,4158,50,3606,46,262,60,367,45,48,49,491,34,0.706680862390205,38,2655,3757,0.050748752079866885,46,183,3606,0.050745550745550747,50,211,4158,0.045548654244306416,33,22,483,0.5804480651731161,34,285,491,2020-08-08
PA,25763,180,18403,168,1213,209,2467,161,246,175,2908,146,0.7465960013788349,156,17327,23208,0.05298049231103624,168,975,18403,0.03970810852773357,180,1023,25763,0.06678200692041522,136,193,2890,0.7856650585802895,141,2280,2902,2020-08-08
WY,1757,30,597,30,34,30,52,30,10,30,119,30,0.3397837222538418,30,597,1757,0.05695142378559464,30,34,597,0.01935116676152533,30,34,1757,0.08403361344537816,30,10,119,0.4369747899159664,30,52,119,2020-08-08
