state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,24,195,6,30,189,6,10,219,31807,225,26107,225,868,219,72,225,287,219,0,218,34,218,2881,225,161,219,143,225,818,219,631,225,50,219,14,219,3868,225,0.820794164806489,225,26107,31807,0.033580934695141,219,868,25848,0.027616926503341,219,868,31430,0.042796384901648,219,161,3762,0.74482936918304,225,2881,3868,2021/07/31,,1,223,3,223,8,224,8,224,15,223,19,224,9,224,7,223,2,217,5,217,15,216,31,217,29,217,38,216,49,216,62,217,51,217,7,211,6,219
PR,5,59,1,5,59,1,9,64,9184,65,5567,65,241,64,41,65,27,64,1,64,4,64,464,65,43,64,32,65,219,64,173,65,22,64,14,64,641,65,0.606162891986063,65,5567,9184,0.044187752108544,64,241,5454,0.026756966803597,64,241,9007,0.070491803278689,64,43,610,0.72386895475819,65,464,641,2021/07/31,,0,65,1,65,6,65,7,65,8,65,13,65,1,65,1,65,4,65,1,64,2,64,3,64,2,64,3,64,7,64,1,64,5,64,3,64,3,64
RI,4,10,1,4,10,1,0,14,2494,15,2190,15,48,14,7,15,3,14,0,14,0,14,140,15,9,14,9,15,47,14,38,15,1,14,1,14,161,15,0.878107457898958,15,2190,2494,0.022492970946579,14,48,2134,0.019769357495881,14,48,2428,0.061224489795918,14,9,147,0.869565217391304,15,140,161,2021/07/31,,0,15,1,15,0,15,0,15,1,15,0,15,5,15,0,15,0,15,0,14,0,14,0,14,0,14,2,14,0,14,0,14,1,14,0,14,1,14
SC,19,62,5,19,62,5,3,84,11460,86,9186,86,948,84,138,86,43,84,5,84,1,84,985,86,244,84,241,86,940,84,901,86,8,84,7,84,1272,86,0.801570680628272,86,9186,11460,0.104474322239365,84,948,9074,0.083930942895086,84,948,11295,0.19821283509342,84,244,1231,0.77437106918239,86,985,1272,2021/07/31,,2,86,8,86,15,86,18,86,20,86,30,86,32,86,13,86,0,86,0,84,4,84,5,84,5,84,10,84,2,84,6,84,7,84,4,84,9,84
SD,0,61,3,0,61,3,9,61,2810,64,1699,64,40,61,5,64,7,61,0,61,2,61,126,64,11,61,11,64,39,61,35,64,1,61,0,61,238,64,0.604626334519573,64,1699,2810,0.02389486260454,61,40,1674,0.01458257382428,61,40,2743,0.048458149779736,61,11,227,0.529411764705882,64,126,238,2021/07/31,,0,64,0,64,0,64,2,64,1,64,1,64,1,64,0,64,0,64,0,61,1,61,0,61,0,61,1,61,1,61,2,61,2,61,0,61,0,61
TN,11,91,41,32,70,41,14,103,20354,143,13333,130,1418,103,216,103,70,103,3,103,0,103,1747,140,418,103,400,103,1400,103,1310,103,18,103,17,103,2415,143,0.692983367983368,130,13333,19240,0.12360529986053,103,1418,11472,0.085324026716409,103,1418,16619,0.193877551020408,103,418,2156,0.740882103477523,140,1747,2358,2021/07/31,,2,102,16,102,12,102,36,102,34,102,43,102,33,102,19,102,21,103,0,102,4,102,6,102,9,102,17,102,14,102,7,102,7,102,6,103,14,103
TX,15,112,408,15,112,408,55,530,65156,535,50844,535,8466,530,1318,535,556,530,40,530,105,530,6139,535,2172,530,2157,535,8265,530,7727,535,201,530,140,530,6908,535,0.780342562465468,535,50844,65156,0.168689102755694,530,8466,50187,0.131443298969072,530,8466,64408,0.32249443207127,530,2172,6735,0.888679791546034,535,6139,6908,2021/07/31,,7,535,98,535,170,535,199,535,258,535,240,535,176,535,94,535,76,535,8,530,56,530,50,530,58,530,89,530,111,530,69,530,64,530,51,530,67,530
UT,0,50,9,1,49,9,0,58,5906,59,3724,59,397,58,50,59,5,58,3,58,0,58,437,59,166,58,165,59,392,58,367,59,5,58,1,58,633,59,0.630545208262784,59,3724,5906,0.108027210884354,58,397,3675,0.068061032058975,58,397,5833,0.269918699186992,58,166,615,0.690363349131122,59,437,633,2021/07/31,,0,59,9,59,8,59,8,59,10,59,7,59,5,59,3,59,0,59,0,58,2,58,2,58,0,58,0,58,0,58,1,58,0,58,0,58,5,58
VA,13,72,20,16,69,20,27,102,18279,105,13613,105,658,102,71,105,122,102,4,102,16,102,1350,105,152,102,142,105,643,102,568,105,15,102,8,102,1954,105,0.744734394660539,105,13613,18279,0.048947407572714,102,658,13443,0.036525117957258,102,658,18015,0.080211081794195,102,152,1895,0.690890481064483,105,1350,1954,2021/07/31,,1,105,6,105,8,105,7,105,16,105,16,105,9,105,8,105,0,105,1,102,11,102,7,102,13,102,22,102,23,102,24,102,20,102,1,102,7,102
VI,2,0,0,2,0,0,8,2,168,2,128,2,27,2,0,2,0,2,0,2,0,2,11,2,7,2,7,2,27,2,27,2,0,2,0,2,20,2,0.761904761904762,2,128,168,0.2109375,2,27,128,0.160714285714286,2,27,168,0.35,2,7,20,0.55,2,11,20,2021/07/31,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2
