state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
CO,3,94,10938,96,7125,96,812,94,874,93,262,93,243,95,787,94,690,96,25,94,12,94,1260,94,0.6513987931980252,96,7125,10938,0.11563657077755625,94,812,7022,0.07508784908452007,94,812,10814,0.21266233766233766,91,262,1232,0.6936507936507936,93,874,1260,2020-10-29
CT,12,31,8347,32,6192,32,493,31,542,32,84,31,68,32,490,31,340,32,3,31,2,31,1067,32,0.7418234096082424,32,6192,8347,0.08031932225480612,31,493,6138,0.05969968515379026,31,493,8258,0.08038277511961722,31,84,1045,0.5079662605435802,32,542,1067,2020-10-29
DC,3,12,3334,14,2617,14,150,13,254,14,41,12,31,13,136,13,110,14,14,13,2,13,370,14,0.7849430113977205,14,2617,3334,0.058985450255603616,13,150,2543,0.046889653016567674,13,150,3199,0.11781609195402298,12,41,348,0.6864864864864865,14,254,370,2020-10-29
DE,2,11,2821,12,1938,12,154,11,141,12,27,11,27,12,150,11,131,12,4,11,3,11,178,12,0.6869904289259128,12,1938,2821,0.08029197080291971,11,154,1918,0.05521692362854069,11,154,2789,0.1569767441860465,11,27,172,0.7921348314606742,12,141,178,2020-10-29
FL,45,228,54080,236,38425,235,3115,230,4400,236,648,226,600,232,3079,230,2530,236,36,228,20,228,6242,236,0.7124712601053178,235,38425,53932,0.08256905052218629,229,3115,37726,0.058706017602382164,230,3115,53061,0.1094224924012158,226,648,5922,0.7049022749118872,236,4400,6242,2020-10-29
GA,8,155,19761,158,15083,158,1726,154,1985,158,451,154,401,157,1673,154,1413,157,53,154,4,154,2409,157,0.7632710895197612,158,15083,19761,0.11604921670140524,154,1726,14873,0.0886674201171273,154,1726,19466,0.1916702082447939,153,451,2353,0.8239933582399336,157,1985,2409,2020-10-29
HI,0,22,2431,21,1695,22,92,22,145,22,9,22,8,22,90,22,65,22,2,22,0,22,238,22,0.6935417523652818,21,1686,2431,0.054277286135693215,22,92,1695,0.03784450843274373,21,92,2431,0.037815126050420166,22,9,238,0.6092436974789915,22,145,238,2020-10-29
IA,1,120,8128,122,4908,122,745,120,524,122,158,120,153,122,739,120,716,122,6,120,2,120,692,122,0.6038385826771654,122,4908,8128,0.15446817333609786,120,745,4823,0.09276553355746482,120,745,8031,0.23476968796433878,120,158,673,0.7572254335260116,122,524,692,2020-10-29
ID,1,49,4078,50,2186,50,276,49,226,50,65,49,74,50,272,49,286,50,4,49,2,49,318,50,0.5360470819028936,50,2186,4078,0.13031161473087818,49,276,2118,0.06917293233082707,49,276,3990,0.2152317880794702,49,65,302,0.710691823899371,50,226,318,2020-10-29
IL,63,187,30431,190,19707,192,3392,187,2227,192,705,187,590,192,3326,187,2639,192,66,187,34,187,3808,191,0.6368834412276955,190,19381,30431,0.17477328936521022,187,3392,19408,0.1104376207287018,185,3316,30026,0.1875,186,702,3744,0.5821953781512605,191,2217,3808,2020-10-29
IN,4,142,17532,144,10723,144,1751,142,1506,144,476,142,417,144,1740,142,1420,144,11,142,1,142,2210,137,0.6116244581336984,144,10723,17532,0.16517309687765305,142,1751,10601,0.1008756769213043,142,1751,17358,0.2205746061167748,135,476,2158,0.681447963800905,137,1506,2210,2020-10-29
KS,1,139,8427,141,4716,142,556,139,614,142,155,138,143,141,555,139,452,142,1,138,0,138,826,141,0.5589177643289427,141,4710,8427,0.11910882604970009,139,556,4668,0.06623392234643587,138,551,8319,0.19350811485642946,138,155,801,0.7433414043583535,141,614,826,2020-10-29
KY,21,103,12667,105,8455,105,1034,103,1162,105,325,103,253,105,1018,103,922,105,16,103,4,103,1583,105,0.6674824346727718,105,8455,12667,0.12408496339853595,103,1034,8333,0.08277960131294532,103,1034,12491,0.2111760883690708,103,325,1539,0.7340492735312697,105,1162,1583,2020-10-29
LA,11,208,14337,219,9008,219,595,219,1227,220,216,219,203,219,591,219,584,219,4,219,0,219,1868,220,0.6283043872497733,219,9008,14337,0.06605239786856128,219,595,9008,0.041501011369184625,219,595,14337,0.11563169164882227,219,216,1868,0.6568522483940042,220,1227,1868,2020-10-29
MA,14,79,19645,80,12676,80,580,79,946,80,134,79,96,80,573,79,381,80,7,79,4,79,1949,80,0.6452532451005345,80,12676,19645,0.046123260437375746,79,580,12575,0.029722250691811006,79,580,19514,0.06964656964656965,79,134,1924,0.4853771164699846,80,946,1949,2020-10-29
MD,1,53,10612,54,8207,54,852,53,1005,54,184,53,147,54,848,53,518,54,4,53,1,53,1299,53,0.773369770071617,54,8207,10612,0.1044501655020228,53,852,8157,0.08122795309371723,53,852,10489,0.14603174603174604,52,184,1260,0.7705927636643572,53,1001,1299,2020-10-29
ME,0,36,3043,37,2007,37,39,36,228,37,11,36,10,37,38,36,28,37,1,36,1,36,336,37,0.6595465001643115,37,2007,3043,0.019687026754164564,36,39,1981,0.012965425531914893,36,39,3008,0.03374233128834356,36,11,326,0.6785714285714286,37,228,336,2020-10-29
MI,17,155,24362,159,17956,159,1863,155,2008,157,401,153,380,157,1840,155,1627,159,23,155,17,155,2597,157,0.7370495033248502,159,17956,24362,0.1044106932690691,155,1863,17843,0.07707902358295407,155,1863,24170,0.15633528265107213,153,401,2565,0.7731998459761263,157,2008,2597,2020-10-29
MN,28,129,11628,130,7955,130,840,129,756,130,201,129,209,130,836,129,814,130,4,36,2,36,1055,130,0.684124527003784,130,7955,11628,0.10916179337231968,129,840,7695,0.07449450159631076,129,840,11276,0.199207135777998,129,201,1009,0.7165876777251184,130,756,1055,2020-10-29
MO,19,125,19261,129,12172,129,1652,125,1637,129,510,125,468,129,1617,125,1437,129,35,125,11,124,2302,129,0.6319505736981466,129,12172,19261,0.13801169590643275,125,1652,11970,0.08698399326032014,125,1652,18992,0.22798390701832813,125,510,2237,0.711120764552563,129,1637,2302,2020-10-29
MS,7,100,8332,102,4967,102,619,100,649,102,171,99,150,101,611,100,524,102,8,100,3,100,759,102,0.5961353816610657,102,4967,8332,0.12599226541827804,100,619,4913,0.07501211827435773,100,619,8252,0.2313937753721245,99,171,739,0.855072463768116,102,649,759,2020-10-29
WY,0,27,1585,29,673,29,125,27,50,29,23,27,23,29,124,27,118,29,1,27,0,27,121,29,0.4246056782334385,29,673,1585,0.19083969465648856,27,125,655,0.08074935400516796,27,125,1548,0.20175438596491227,27,23,114,0.4132231404958678,29,50,121,2020-10-29
