state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/05/17,479622,479470,479774,69.61,69.58,69.65,688979,688772,689186,
CW,2021/05/18,504123,503958,504288,72.64,72.59,72.68,694016,693795,694236,
CW,2021/05/19,515453,515147,515760,73.97,73.85,74.09,696847,696507,697187,
CW,2021/05/20,515639,515491,515786,73.93,73.86,74,697499,697167,697832,
CW,2021/05/21,510225,510004,510446,73.11,72.97,73.25,697922,697372,698472,
CW,2021/05/22,492409,492224,492593,70.84,70.74,70.94,695096,694760,695432,
CW,2021/05/23,477640,477250,478029,69.1,68.92,69.27,691255,690805,691706,
CW,2021/05/24,483378,482761,483996,70.08,69.78,70.37,689782,688947,690616,
CW,2021/05/25,508973,508591,509356,73.31,73.12,73.5,694283,693706,694861,
CW,2021/05/26,517327,516982,517671,74.33,74.15,74.51,695984,695427,696540,
CW,2021/05/27,515815,515518,516113,74.07,73.92,74.23,696358,695871,696846,
CW,2021/05/28,508513,508197,508829,73.18,73.04,73.32,694875,694532,695218,
CW,2021/05/29,485282,484922,485643,70.17,70.01,70.34,691532,691092,691973,
CW,2021/05/30,468480,468177,468783,68,67.84,68.15,688948,688483,689414,
CW,2021/05/31,463279,462938,463620,67.31,67.18,67.43,688302,688174,688429,
CW,2021/06/01,475468,475305,475630,68.98,68.91,69.05,689272,689099,689445,
CW,2021/06/02,502394,502257,502531,72.34,72.28,72.39,694509,694376,694642,
CW,2021/06/03,510633,510474,510791,73.4,73.29,73.51,695684,695283,696085,
CW,2021/06/04,509959,509651,510267,73.39,73.24,73.54,694876,694419,695333,
CW,2021/06/05,492146,491762,492530,71.06,70.88,71.25,692549,692005,693092,
CW,2021/06/06,477986,477727,478245,69.34,69.23,69.45,689336,689058,689615,
CW,2021/06/07,484989,484930,485049,70.31,70.24,70.38,689792,689527,690057,
CW,2021/06/08,510066,509700,510431,73.47,73.3,73.64,694246,693780,694713,
CW,2021/06/09,518660,518280,519041,74.45,74.31,74.59,696618,696348,696888,
CW,2021/06/10,517669,517389,517949,74.37,74.26,74.49,696041,695769,696314,
CW,2021/06/11,512134,511725,512543,73.59,73.41,73.76,695968,695512,696424,
CW,2021/06/12,492828,492261,493395,70.95,70.69,71.21,694613,693884,695342,
CW,2021/06/13,478202,477672,478732,69.22,68.98,69.46,690821,690187,691455,
CW,2021/06/14,485416,484857,485975,70.34,70.11,70.58,690067,689495,690640,
CW,2021/06/15,509444,508480,510408,73.46,73.04,73.89,693454,692314,694595,
CW,2021/06/16,515653,512772,518534,74.44,73.13,75.75,692681,689099,696263,
AK,2021/05/17,944,944,944,64.75,64.75,64.75,1458,1458,1458,POINT (-151.631889 63.631126)
AL,2021/05/17,9962,9962,9962,71.71,71.71,71.71,13893,13893,13893,POINT (-86.844516 32.756889)
AR,2021/05/17,5047,5047,5047,65.91,65.91,65.91,7657,7657,7657,POINT (-92.439162 34.899825)
AZ,2021/05/17,8993,8984,9002,65.06,64.88,65.24,13823,13799,13847,POINT (-111.664616 34.293239)
CA,2021/05/17,41818,41747,41889,71.86,71.86,71.86,58190,58190,58190,POINT (-119.662127 37.211164)
CO,2021/05/17,6260,6260,6260,62.96,62.96,62.96,9943,9943,9943,POINT (-105.547832 38.998552)
CT,2021/05/17,5827,5827,5827,75.16,75.16,75.16,7753,7753,7753,POINT (-72.738288 41.575155)
DC,2021/05/17,2079,2079,2079,76.01,76.01,76.01,2735,2735,2735,POINT (-77.016275 38.904785)
DE,2021/05/17,1940,1940,1940,71.32,71.32,71.32,2720,2720,2720,POINT (-75.452394 38.994926)
FL,2021/05/17,39897,39897,39897,76.29,76.29,76.29,52296,52296,52296,POINT (-82.420978 28.260731)
GA,2021/05/17,14285,14285,14285,74.21,74.21,74.21,19249,19249,19249,POINT (-83.426574 32.638481)
HI,2021/05/17,1735,1735,1735,69.68,69.68,69.68,2490,2490,2490,POINT (-157.854309 21.361013)
IA,2021/05/17,4521,4521,4521,59,59,59,7663,7663,7663,POINT (-93.500061 42.074659)
ID,2021/05/17,1903,1903,1903,58.59,58.59,58.59,3248,3248,3248,POINT (-114.659366 44.389073)
IL,2021/05/17,18715,18715,18715,65.3,65.3,65.3,28661,28661,28661,POINT (-89.148632 40.124144)
IN,2021/05/17,10383,10379,10387,61.8,61.8,61.8,16802,16802,16802,POINT (-86.2818 39.919991)
KS,2021/05/17,4341,4338,4344,54.62,54.62,54.62,7933,7933,7933,POINT (-98.38018 38.484729)
KY,2021/05/17,6958,6958,6958,56.86,56.86,56.86,12236,12236,12236,POINT (-85.290484 37.526683)
LA,2021/05/17,7993,7989,7997,64.03,64.03,64.03,12484,12484,12484,POINT (-91.840238 30.921314)
MA,2021/05/17,12868,12868,12868,77.57,77.57,77.57,16589,16589,16589,POINT (-71.481104 42.151077)
MD,2021/05/17,7696,7696,7696,78.88,78.88,78.88,9756,9756,9756,POINT (-76.687282 38.946466)
ME,2021/05/17,1891,1891,1891,66.26,66.26,66.26,2854,2854,2854,POINT (-69.06137 45.117911)
