state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,37,162,6,39,160,6,70,198,35025,205,27453,205,6657,199,712,205,657,199,6,197,33,197,3170,205,1289,198,1239,204,6584,199,6015,205,73,196,40,196,3899,205,0.7838115631691649,205,27453,35025,0.24436531825857133,199,6657,27242,0.19222106722106722,199,6657,34632,0.3407348665080624,198,1289,3783,0.8130289817902027,205,3170,3899,2021-01-02
PR,0,1,68,0,1,68,4,68,9360,69,4491,69,440,68,30,69,53,68,0,68,4,68,429,69,69,68,63,69,415,68,323,69,25,68,4,68,659,69,0.4798076923076923,69,4491,9360,0.1008711600183402,68,440,4362,0.0479668592608743,68,440,9173,0.10987261146496816,68,69,628,0.6509863429438544,69,429,659,2021-01-02
RI,5,9,1,5,9,1,21,14,2370,15,2147,15,382,14,29,15,0,14,0,14,0,14,130,15,49,14,51,15,379,14,350,15,3,14,3,14,153,15,0.9059071729957806,15,2147,2370,0.18268770923003347,14,382,2091,0.16587060356057318,14,382,2303,0.34265734265734266,14,49,143,0.8496732026143791,15,130,153,2021-01-02
SC,19,48,2,21,46,2,14,67,9888,69,8427,69,2351,67,312,69,158,67,3,67,6,67,1107,69,465,67,460,69,2332,67,2213,69,19,67,12,67,1313,69,0.852245145631068,69,8427,9888,0.28298025999037074,67,2351,8308,0.241847546548709,67,2351,9721,0.3652788688138256,67,465,1273,0.8431073876618431,69,1107,1313,2021-01-02
SD,2,58,3,2,58,3,44,60,2601,63,1506,63,260,60,28,63,18,60,1,60,1,60,151,63,56,60,53,63,259,60,235,63,1,60,0,60,249,63,0.5790080738177624,63,1506,2601,0.1757944557133198,60,260,1479,0.10333863275039745,60,260,2516,0.23529411764705882,60,56,238,0.606425702811245,63,151,249,2021-01-02
TN,0,4,140,0,4,140,0,4,20375,144,12092,124,2,4,0,4,0,4,0,4,0,4,1772,140,0,4,0,4,1,4,0,4,1,4,0,4,2465,144,0.6433283677378165,124,12092,18796,0.0136986301369863,4,2,146,0.010810810810810811,4,2,185,,4,0,0,0.7479949345715492,140,1772,2369,2021-01-02
TX,152,432,5,175,409,5,222,584,66070,589,49492,589,13860,584,1809,589,686,584,27,584,74,584,6872,589,3414,584,3381,589,13679,584,13210,589,181,584,128,584,8009,589,0.7490843045255032,589,49492,66070,0.28344717575360956,584,13860,48898,0.21234545203842442,584,13860,65271,0.43668457405986183,584,3414,7818,0.858034710950181,589,6872,8009,2021-01-02
UT,0,52,1,2,50,1,1,52,5515,53,3123,53,576,52,94,53,34,52,2,52,2,52,450,53,187,52,176,53,559,52,481,53,17,52,0,52,647,53,0.5662737987307344,53,3123,5515,0.1871345029239766,52,576,3078,0.1061555473645411,52,576,5426,0.2972972972972973,52,187,629,0.6955177743431221,53,450,647,2021-01-02
VA,25,65,8,33,57,8,55,95,17492,98,13060,98,2836,95,307,98,292,95,2,95,21,95,1532,98,511,95,485,98,2812,95,2494,98,24,95,10,95,2024,98,0.7466270294991997,98,13060,17492,0.2196576562621021,95,2836,12911,0.16456798003829862,95,2836,17233,0.2615148413510747,95,511,1954,0.7569169960474308,98,1532,2024,2021-01-02
VI,0,1,0,0,1,0,0,1,56,1,41,1,1,1,0,1,0,1,0,1,0,1,4,1,1,1,1,1,1,1,1,1,0,1,0,1,12,1,0.7321428571428571,1,41,56,0.024390243902439025,1,1,41,0.017857142857142856,1,1,56,0.08333333333333333,1,1,12,0.3333333333333333,1,4,12,2021-01-02
