state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AK,1,23,0,1,23,0,0,24,1667,24,974,24,44,24,6,24,1,24,0,24,0,24,74,24,13,24,12,24,43,24,40,24,1,24,1,24,125,24,0.5842831433713257,24,974,1667,0.045174537987679675,24,44,974,0.026394721055788842,24,44,1667,0.104,24,13,125,0.592,24,74,125,2021-01-31
AL,33,75,9,35,72,10,23,113,15561,117,12061,117,1934,113,206,115,124,113,1,113,7,113,1452,117,581,113,553,115,1905,113,1748,115,29,113,20,113,1642,117,0.7750787224471435,117,12061,15561,0.16484827821343334,113,1934,11732,0.12799470549305095,113,1934,15110,0.3622194513715711,113,581,1604,0.8842874543239951,117,1452,1642,2021-01-31
AR,21,84,2,23,82,2,6,105,9200,107,6708,107,903,105,112,107,196,105,4,105,32,105,785,107,237,105,223,107,887,105,775,107,16,105,8,105,1009,107,0.7291304347826087,107,6708,9200,0.13499775751233367,105,903,6689,0.09859154929577464,105,903,9159,0.23891129032258066,105,237,992,0.777998017839445,107,785,1009,2021-01-31
AZ,27,90,3,32,85,3,65,117,17717,120,13251,120,3311,117,356,120,309,117,5,117,4,117,1644,120,800,117,732,120,3254,117,2773,120,57,117,36,117,2357,120,0.74792572105887,120,13251,17717,0.2540864093315939,117,3311,13031,0.1908247363264365,117,3311,17351,0.3516483516483517,117,800,2275,0.697496817988969,120,1644,2357,2021-01-31
CA,136,264,14,156,245,13,86,406,66885,414,53326,414,13670,405,1249,414,550,406,22,405,8,404,7087,413,3510,405,3459,413,13532,405,12910,413,138,405,122,405,8421,413,0.7972789115646258,414,53326,66885,0.2594174020305532,405,13670,52695,0.2073851568663147,405,13670,65916,0.4292527821939587,405,3510,8177,0.841586509915687,413,7087,8421,2021-01-31
CO,6,85,13,6,85,13,9,102,11731,104,8049,104,625,102,98,104,81,102,7,102,13,102,847,104,160,102,158,104,607,102,535,104,18,102,11,102,1351,104,0.6861307646406956,104,8049,11731,0.07840923347133358,102,625,7971,0.05378657487091222,102,625,11620,0.12139605462822459,102,160,1318,0.6269430051813472,104,847,1351,2021-01-31
CT,4,34,1,4,34,1,27,38,8167,39,6508,39,942,38,125,39,55,38,2,38,2,38,645,39,175,38,171,39,932,38,826,39,10,38,5,38,1073,39,0.7968654340639157,39,6508,8167,0.14568512217754406,38,942,6466,0.11665634674922601,38,942,8075,0.16634980988593157,38,175,1052,0.6011183597390494,39,645,1073,2021-01-31
DC,0,13,1,0,13,1,8,13,3490,14,2677,14,351,13,41,14,93,13,3,13,8,13,288,14,72,13,67,14,329,13,286,14,22,13,8,13,344,14,0.7670487106017192,14,2677,3490,0.13468917881811204,13,351,2606,0.10430906389301635,13,351,3365,0.22018348623853212,13,72,327,0.8372093023255814,14,288,344,2021-01-31
DE,0,14,1,0,14,1,0,14,3175,15,2346,15,311,14,35,15,23,14,1,14,0,14,151,15,38,14,41,15,306,14,296,15,5,14,4,14,198,15,0.7388976377952756,15,2346,3175,0.1338209982788296,14,311,2324,0.09895004772510341,14,311,3143,0.2,14,38,190,0.7626262626262627,15,151,198,2021-01-31
FL,9,242,15,28,223,15,100,260,58425,266,46480,266,6247,260,775,266,272,260,13,260,12,260,5346,266,1313,260,1270,266,6186,260,5752,266,61,260,46,260,6464,266,0.7955498502353444,266,46480,58425,0.13648678173476075,260,6247,45770,0.1087891611375233,260,6247,57423,0.2102145373038745,260,1313,6246,0.8270420792079208,266,5346,6464,2021-01-31
