state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used
VT,1,15,1,1,15,1,0,16,1269,17,926,17,43,16,9,17,4,16,0,16,1,16,79,17,11,16,12,17,42,16,43,17,1,16,1,16,103,17,0.729708431836092,17,926,1269,0.0479375696767,16,43,897,0.034874290348743,16,43,1233,0.11340206185567,16,11,97,0.766990291262136,17,79,103,2021/09/12,,0,17,0,17,1,17,1,17,1,17,0,17,4,17,2,17,0,17,0,16,0,16,0,16,1,16,0,16,1,16,1,16,0,16,1,16,0,16,,,,,,
WA,20,79,4,17,82,4,11,101,13173,103,10234,103,1827,101,152,103,173,101,3,101,9,101,1028,103,445,101,429,103,1802,101,1583,103,25,101,16,101,1281,103,0.776892127837243,103,10234,13173,0.180426624530911,101,1827,10126,0.140182613366071,101,1827,13033,0.35289452815226,101,445,1261,0.802498048399688,103,1028,1281,2021/09/12,,2,103,8,103,19,103,18,103,25,103,30,103,29,103,21,103,0,103,1,101,11,101,24,101,20,101,19,101,35,101,23,101,24,101,16,101,27,101,551,61,131,422,0,15
WI,34,92,23,39,87,23,4,146,13082,149,9579,149,1149,146,214,149,55,146,5,146,8,146,990,149,316,146,326,149,1122,146,1098,149,27,146,13,146,1477,149,0.732227488151659,149,9579,13082,0.122494669509595,146,1149,9380,0.089590643274854,146,1149,12825,0.221754385964912,146,316,1425,0.670277589708869,149,990,1477,2021/09/12,,1,149,11,146,12,146,15,146,32,146,38,146,33,146,27,146,45,149,1,146,1,143,4,143,6,143,10,143,8,143,7,143,9,143,9,146,12,146,3038,3649,1193,915,30,31
MS,11,95,2,12,94,2,8,106,8888,108,6262,108,1139,106,83,108,22,106,2,106,2,106,803,108,390,106,387,108,1113,106,1053,108,26,106,15,106,883,108,0.704545454545455,108,6262,8888,0.18347293814433,106,1139,6208,0.129475957712857,106,1139,8797,0.455075845974329,106,390,857,0.909399773499434,108,803,883,2021/09/12,,0,108,1,108,7,108,11,108,12,108,22,108,18,108,11,108,1,108,0,106,3,106,3,106,3,106,5,106,6,106,1,106,1,106,0,106,29,106,10935,865,1030,3958,0,195
MT,8,57,1,9,56,1,1,65,3018,66,2222,66,388,65,86,66,26,65,2,65,5,65,189,66,104,65,104,66,369,65,368,66,19,65,4,65,240,66,0.736249171636846,66,2222,3018,0.175804259175351,65,388,2207,0.129809300769488,65,388,2989,0.444444444444444,65,104,234,0.7875,66,189,240,2021/09/12,,0,66,8,66,13,66,13,66,15,66,17,66,8,66,11,66,1,66,0,65,4,65,8,65,5,65,1,65,1,65,6,65,1,65,0,65,6,65,380,970,222,292,0,31
NC,12,67,52,13,66,52,41,127,23798,131,19063,131,3458,127,339,131,209,127,12,127,13,127,2160,131,957,127,962,131,3393,127,3315,131,65,127,49,127,2455,131,0.80103370031095,131,19063,23798,0.183574879227053,127,3458,18837,0.147098859962566,127,3458,23508,0.399749373433584,127,957,2394,0.879837067209776,131,2160,2455,2021/09/12,,1,131,25,131,28,131,42,131,74,131,72,131,59,131,38,131,0,131,2,127,15,127,22,127,16,127,37,127,39,127,42,127,36,127,0,127,74,127,5040,1525,1214,3297,0,63
ND,13,36,1,12,37,1,56,49,2319,50,1824,50,219,49,28,50,9,49,0,49,4,49,137,50,49,49,48,50,217,49,198,50,2,49,1,49,200,50,0.786545924967658,50,1824,2319,0.121599111604664,49,219,1801,0.095508068033144,49,219,2293,0.25,49,49,196,0.685,50,137,200,2021/09/12,,1,50,0,50,1,50,7,50,3,50,5,50,9,50,2,50,0,50,0,49,0,49,2,49,1,49,2,49,1,49,3,49,3,49,0,49,0,49,946,249,274,396,27,16
NE,18,81,1,22,77,1,5,99,4275,100,3181,100,440,99,42,100,24,99,1,99,6,99,389,100,126,99,126,100,428,99,405,100,12,99,7,99,474,100,0.744093567251462,100,3181,4275,0.14030612244898,99,440,3136,0.104290116141266,99,440,4219,0.272727272727273,99,126,462,0.820675105485232,100,389,474,2021/09/12,,0,100,0,100,8,100,6,100,8,100,8,100,9,100,3,100,0,100,1,99,2,99,3,99,5,99,2,99,6,99,3,99,2,99,0,99,5,99,1138,675,475,609,10,83
NH,5,21,4,4,22,4,1,30,3030,30,2400,30,118,30,10,30,4,30,0,30,1,30,182,30,25,30,24,30,118,30,112,30,0,30,0,30,264,30,0.792079207920792,30,2400,3030,0.049166666666667,30,118,2400,0.038943894389439,30,118,3030,0.09469696969697,30,25,264,0.689393939393939,30,182,264,2021/09/12,,0,30,0,30,0,30,2,30,1,30,3,30,2,30,2,30,0,30,0,30,0,30,0,30,0,30,1,30,0,30,1,30,2,30,0,30,1,30,370,105,268,50,0,0
NJ,8,76,11,9,75,11,97,94,24492,95,17910,95,1202,94,139,95,108,94,3,94,5,94,1371,95,227,94,220,95,1178,94,1076,95,24,94,7,94,2936,95,0.731259186673199,95,17910,24492,0.067308769179079,94,1202,17858,0.049225980833811,94,1202,24418,0.077739726027397,94,227,2920,0.466961852861035,95,1371,2936,2021/09/12,,0,95,6,95,13,95,21,95,24,95,24,95,22,95,19,95,10,94,1,94,4,94,4,94,5,94,2,94,10,94,11,94,15,94,56,93,24,94,1289,274,1114,478,0,143
NM,20,34,1,23,31,1,1,53,4324,55,3177,54,401,53,56,55,18,54,0,53,0,54,390,54,132,53,132,54,394,53,385,54,7,53,7,53,474,55,0.742116327960757,54,3177,4281,0.129396579541788,53,401,3099,0.096070915189267,53,401,4174,0.292035398230088,53,132,452,0.822784810126582,54,390,474,2021/09/12,,0,54,2,54,5,54,6,54,11,54,14,54,9,54,3,54,6,54,0,53,1,53,2,53,1,53,0,53,5,53,3,53,0,53,6,53,6,53,511,22,77,84,0,0
NV,2,15,45,2,15,45,35,60,8534,62,6907,62,1048,60,103,62,69,60,1,60,10,60,754,62,237,60,239,62,1038,60,980,62,10,60,8,60,864,62,0.809350831966253,62,6907,8534,0.154344624447717,60,1048,6790,0.124791617051679,60,1048,8398,0.285198555956679,60,237,831,0.872685185185185,62,754,864,2021/09/12,,1,62,3,62,10,62,14,62,17,62,20,62,22,62,16,62,0,62,2,60,6,60,4,60,7,60,8,60,11,60,14,60,17,60,0,60,18,60,820,456,456,57,0,6
NY,8,178,9,7,179,9,100,186,44377,195,36028,195,2424,186,268,195,126,186,12,186,25,186,3240,195,526,186,494,195,2380,186,2110,195,44,186,29,186,4381,195,0.811862000585889,195,36028,44377,0.06794864607277,186,2424,35674,0.055356368037635,186,2424,43789,0.123213867416257,186,526,4269,0.739557178726318,195,3240,4381,2021/09/12,,1,195,18,195,23,195,30,195,39,195,57,194,47,195,47,195,6,194,2,186,10,186,10,186,14,186,16,186,25,186,23,186,19,186,7,185,26,186,5391,4817,4993,1505,0,551
OH,27,192,15,30,189,15,35,231,32146,234,25193,234,4022,231,525,234,228,231,21,231,120,231,3261,234,968,231,941,234,3752,231,3471,234,270,231,100,231,4107,234,0.783705593230884,234,25193,32146,0.160912182436487,231,4022,24995,0.126097316277903,231,4022,31896,0.238953344853123,231,968,4051,0.794010226442659,234,3261,4107,2021/09/12,,4,233,30,233,50,233,63,233,119,233,126,234,71,233,55,233,6,234,3,230,10,230,11,230,18,230,37,230,43,231,35,230,28,230,1,231,63,231,865,835,1085,298,2,13
OK,44,101,3,49,96,3,3,146,10259,148,7869,148,1446,146,287,148,96,146,2,146,13,146,889,148,383,146,391,148,1404,146,1361,148,42,146,40,146,991,148,0.76703382395945,148,7869,10259,0.187378514966956,146,1446,7717,0.143594836146971,146,1446,10070,0.407013815090329,146,383,941,0.8970736629667,148,889,991,2021/09/12,,1,148,14,148,23,148,24,148,54,148,67,148,56,148,34,148,14,148,2,146,15,146,13,146,7,146,8,146,17,146,18,146,16,146,0,146,23,146,4136,2736,1588,1821,2,91
OR,7,51,7,9,49,7,23,63,7134,65,5628,65,1165,63,105,65,76,63,1,63,8,63,669,65,266,63,258,65,1151,63,1063,65,14,63,6,63,855,65,0.788898233809924,65,5628,7134,0.211433756805808,63,1165,5510,0.167192881745121,63,1165,6968,0.320481927710843,63,266,830,0.782456140350877,65,669,855,2021/09/12,,1,65,8,65,9,65,14,65,17,65,22,65,17,65,15,65,2,65,0,63,5,63,5,63,7,63,11,63,21,63,13,63,14,63,0,63,15,63,1559,125,137,347,0,0
AK,6,17,1,6,17,1,4,24,1591,24,1176,24,217,24,19,24,5,24,0,24,0,24,108,24,49,24,49,24,211,24,204,24,6,24,0,24,127,24,0.739157762413576,24,1176,1591,0.18452380952381,24,217,1176,0.136392206159648,24,217,1591,0.385826771653543,24,49,127,0.850393700787402,24,108,127,2021/09/12,,0,24,4,24,3,24,2,24,2,24,5,24,3,24,0,24,0,24,0,24,0,24,0,24,0,24,1,24,2,24,1,24,1,24,0,24,5,24,344,279,233,127,0,3
AL,38,66,13,41,60,16,9,112,15262,116,12339,116,2445,112,251,114,161,112,11,112,12,112,1613,116,744,112,744,114,2378,112,2266,114,67,112,53,112,1607,116,0.808478574236666,116,12339,15262,0.20537589248215,111,2445,11905,0.165426251691475,111,2445,14780,0.474187380497132,111,744,1569,1.003733665214686,116,1613,1607,2021/09/12,,1,114,18,114,21,114,30,114,42,114,63,114,51,114,25,114,0,114,0,112,6,112,16,112,12,112,27,112,27,112,18,112,55,112,0,112,53,112,6121,1685,753,4306,0,49
AR,20,88,2,21,87,2,7,108,9508,110,7190,110,1087,108,136,110,79,108,5,108,15,108,911,110,388,108,382,110,1064,108,992,110,23,108,14,108,980,110,0.756205300799327,110,7190,9508,0.151582763910194,108,1087,7171,0.114904862579281,108,1087,9460,0.40458811261731,108,388,959,0.929591836734694,110,911,980,2021/09/12,,0,110,3,110,11,110,15,110,20,110,33,110,28,110,14,110,12,110,2,108,7,108,5,108,9,108,8,108,17,108,12,108,19,108,0,108,12,108,4571,588,672,1720,0,95
AS,0,1,0,0,1,0,0,1,150,1,78,1,0,1,0,1,0,1,0,1,0,1,4,1,0,1,0,1,0,1,0,1,0,1,0,1,7,1,0.52,1,78,150,0,1,0,78,0,1,0,150,0,1,0,7,0.571428571428571,1,4,7,2021/09/12,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,30,0,0,0,0,0
AZ,33,83,3,33,83,3,19,116,17158,119,12654,119,2041,116,196,119,125,116,5,116,7,116,1426,119,530,116,532,119,1990,116,1752,119,51,116,30,116,2171,119,0.737498542953724,119,12654,17158,0.163988430017676,116,2041,12446,0.12090515964694,116,2041,16881,0.251661918328585,116,530,2106,0.656840165822202,119,1426,2171,2021/09/12,,1,119,14,119,21,119,23,119,27,119,44,119,43,119,21,119,2,119,1,116,6,116,10,116,9,116,23,116,28,116,29,116,19,116,0,116,75,116,1999,1113,728,222,2,7
CA,104,271,35,128,246,36,43,402,65079,410,52230,410,6972,402,761,410,414,402,17,402,19,402,5822,410,1824,402,1805,410,6865,402,6509,410,107,402,87,402,7229,410,0.802563038768266,410,52230,65079,0.13506131225664,402,6972,51621,0.108474787235698,402,6972,64273,0.258907026259759,402,1824,7045,0.805367270715175,410,5822,7229,2021/09/12,,1,410,55,410,92,410,99,410,119,410,122,410,102,410,170,410,1,410,3,402,24,402,41,402,41,402,72,402,71,402,79,402,81,402,2,402,96,402,11993,9963,3644,2575,0,192
CO,12,73,20,11,74,20,7,103,11843,105,8550,105,1006,103,136,105,82,103,5,103,27,103,1017,105,349,103,346,105,971,103,878,105,35,103,11,103,1341,105,0.721945453010217,105,8550,11843,0.118996924532766,103,1006,8454,0.08571915473756,103,1006,11736,0.266819571865443,103,349,1308,0.758389261744966,105,1017,1341,2021/09/12,,1,105,14,105,19,104,18,104,26,104,27,105,16,104,11,104,4,105,2,103,10,102,10,102,4,102,15,102,14,103,12,102,15,102,0,103,13,103,681,1013,268,343,0,3
CT,1,33,5,0,34,5,8,38,8416,39,7095,39,403,38,46,39,34,38,0,38,0,38,629,39,97,38,97,39,400,38,337,39,3,38,3,38,1052,39,0.843037072243346,39,7095,8416,0.057333902404325,38,403,7029,0.048385160283347,38,403,8329,0.094174757281553,38,97,1030,0.597908745247148,39,629,1052,2021/09/12,,1,39,2,39,4,39,11,39,7,39,10,39,3,39,7,39,1,39,0,38,0,38,5,38,5,38,2,38,8,38,5,38,9,38,0,38,6,38,1087,624,638,104,0,0
DC,0,12,2,0,12,2,0,12,3462,14,2857,14,151,13,16,14,49,13,0,13,1,13,270,14,28,12,24,13,133,13,111,14,18,13,16,13,353,14,0.82524552281918,14,2857,3462,0.054591467823572,13,151,2766,0.045250224752772,13,151,3337,0.084592145015106,12,28,331,0.764872521246459,14,270,353,2021/09/12,,0,14,2,14,1,14,2,14,2,14,5,14,2,14,2,14,0,14,0,13,2,13,18,13,6,13,8,13,8,13,6,13,1,13,0,13,1,12,291,258,148,65,0,0
DE,3,12,1,4,11,1,2,15,3523,16,2807,16,277,15,25,16,49,15,3,15,0,15,172,16,43,15,40,16,269,15,246,16,8,15,5,15,199,16,0.796764121487369,16,2807,3523,0.09960445882776,15,277,2781,0.079278763594734,15,277,3494,0.221649484536082,15,43,194,0.864321608040201,16,172,199,2021/09/12,,0,16,0,16,2,16,3,16,5,16,10,16,3,16,2,16,0,16,0,15,4,15,6,15,4,15,4,15,10,15,12,15,9,15,0,15,1,15,403,51,136,78,0,0
FL,46,156,59,44,158,59,134,255,59005,261,48725,261,9585,255,1003,261,235,255,40,255,23,255,5957,261,2443,255,2461,261,9442,255,9122,261,143,255,134,255,6668,261,0.825777476485044,261,48725,59005,0.199791558103179,255,9585,47975,0.165133347115981,255,9585,58044,0.377064361784226,255,2443,6479,0.893371325734853,261,5957,6668,2021/09/12,,4,261,57,260,93,260,119,260,181,260,169,260,179,260,144,260,57,261,2,255,12,254,27,254,28,254,35,254,51,254,36,254,42,254,2,255,174,255,11812,2463,3107,3387,0,4
GA,49,108,14,48,108,15,13,168,23249,171,20661,171,5657,168,701,171,168,168,65,168,47,168,2708,171,1561,168,1541,171,5535,168,5205,171,122,168,80,168,2794,171,0.88868338423158,171,20661,23249,0.276598865636613,168,5657,20452,0.246610575875147,168,5657,22939,0.571167215514087,168,1561,2733,0.969219756621331,171,2708,2794,2021/09/12,,4,171,52,171,43,171,66,171,103,171,109,171,87,171,49,171,82,171,2,168,6,168,13,168,9,168,23,168,17,168,17,168,12,168,77,168,88,168,7281,4015,1438,6805,2,170
HI,5,17,4,5,17,4,5,26,2607,26,2066,26,372,26,38,26,13,26,2,26,1,26,194,26,72,26,72,26,365,26,346,26,7,26,3,26,231,26,0.792481779823552,26,2066,2607,0.180058083252662,26,372,2066,0.142692750287687,26,372,2607,0.311688311688312,26,72,231,0.83982683982684,26,194,231,2021/09/12,,0,26,5,26,7,26,0,26,8,26,5,26,3,26,2,26,8,26,0,26,1,26,2,26,1,26,2,26,3,26,2,26,1,26,1,26,12,26,246,0,10,89,0,92
IA,3,30,93,5,27,94,0,124,7919,126,5485,126,640,124,93,126,32,124,1,124,14,124,498,126,152,124,144,126,623,124,573,126,17,124,11,124,638,126,0.6926379593383,126,5485,7919,0.118386977432482,124,640,5406,0.081820506264383,124,640,7822,0.245557350565428,124,152,619,0.780564263322884,126,498,638,2021/09/12,,0,126,8,126,11,126,11,126,11,126,21,126,14,126,17,126,0,126,0,124,4,124,4,124,2,124,4,124,6,124,7,124,5,124,0,124,13,124,40,5,35,12,0,0
