state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,24,195,6,29,190,6,12,219,31766,225,26335,225,504,219,34,225,276,219,0,216,25,216,2783,225,79,219,61,225,480,219,267,225,24,218,7,218,3764,225,0.82903103947617,225,26335,31766,0.019301470588235,219,504,26112,0.016060161876235,219,504,31382,0.021602406343998,219,79,3657,0.739373007438895,225,2783,3764,2021/07/04,,0,222,3,221,4,222,4,221,5,221,6,222,4,221,7,222,1,211,5,213,20,215,35,214,14,215,31,214,49,214,60,214,58,215,4,204,3,219
PR,0,9,57,0,9,57,0,65,9135,66,5787,66,37,65,1,66,10,65,0,65,2,65,441,66,6,65,6,66,26,65,13,66,11,65,0,65,640,66,0.633497536945813,66,5787,9135,0.006553312079348,65,37,5646,0.004137776783717,65,37,8942,0.009852216748768,65,6,609,0.6890625,66,441,640,2021/07/04,,0,66,0,66,0,66,0,66,1,66,0,66,0,66,0,66,0,66,0,65,1,65,0,65,1,65,1,65,2,65,2,65,3,65,0,65,0,65
RI,4,9,1,4,9,1,3,13,2245,14,1992,14,80,13,6,14,0,13,0,13,0,13,132,14,3,13,3,14,80,13,42,14,0,13,0,13,163,14,0.887305122494432,14,1992,2245,0.041109969167523,13,80,1946,0.03666361136572,13,80,2182,0.02027027027027,13,3,148,0.809815950920245,14,132,163,2021/07/04,,0,14,2,14,1,14,1,14,1,14,0,14,0,14,1,14,0,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
SC,19,63,5,19,63,5,0,85,10661,87,8319,87,155,85,23,87,34,85,1,85,1,85,770,87,37,85,32,87,154,85,129,87,1,85,0,85,1154,87,0.780320795422568,87,8319,10661,0.018888618084329,85,155,8206,0.014763310791504,85,155,10499,0.033243486073675,85,37,1113,0.667244367417678,87,770,1154,2021/07/04,,0,87,4,87,3,87,2,87,3,87,5,87,4,87,2,87,0,82,0,85,2,85,3,85,5,85,7,85,6,85,4,85,2,85,5,80,3,85
SD,1,61,3,1,61,3,1,62,2813,65,1697,65,28,62,3,65,8,62,0,62,3,62,135,65,4,62,3,65,25,62,10,65,3,62,0,62,234,65,0.603270529683612,65,1697,2813,0.016816816816817,62,28,1665,0.010196649672251,62,28,2746,0.017937219730942,62,4,223,0.576923076923077,65,135,234,2021/07/04,,0,65,1,65,0,65,0,65,1,65,0,65,1,65,0,65,0,65,1,62,1,62,0,62,0,62,2,62,2,62,1,62,1,62,0,62,0,62
TN,8,90,44,28,70,44,1,98,20156,142,12948,129,295,98,22,98,24,98,1,98,5,98,1586,139,86,98,80,98,288,98,223,98,7,98,6,98,2397,142,0.677763819095477,129,12948,19104,0.02481702700429,98,295,11887,0.017004842056721,98,295,17348,0.038273253226524,98,86,2247,0.671464860287892,139,1586,2362,2021/07/04,,0,98,0,98,4,98,4,98,5,98,3,98,2,98,0,98,4,98,2,98,0,98,3,98,3,98,3,98,1,98,4,98,3,98,5,98,4,98
TX,74,408,59,86,396,59,85,536,62285,541,45208,541,2186,536,261,541,376,536,11,536,48,536,5174,541,631,536,585,541,2133,536,1726,541,53,536,37,536,6600,541,0.725824837440796,541,45208,62285,0.049020047540028,536,2186,44594,0.035518726135348,536,2186,61545,0.097874980611137,536,631,6447,0.783939393939394,541,5174,6600,2021/07/04,,1,541,26,541,45,541,30,541,33,541,48,541,29,541,25,541,24,541,6,536,26,536,38,536,45,536,55,536,87,536,63,536,51,536,5,536,16,536
UT,1,50,9,1,50,9,0,59,6246,60,3865,60,235,59,32,60,3,59,1,59,0,59,413,60,99,59,101,60,231,59,227,60,4,59,0,59,632,60,0.618796029458854,60,3865,6246,0.06171218487395,59,235,3808,0.038118410381184,59,235,6165,0.161237785016287,59,99,614,0.653481012658228,60,413,632,2021/07/04,,0,60,3,60,2,60,5,60,7,60,6,60,7,60,2,60,0,60,0,59,0,59,2,59,0,59,0,59,1,59,0,59,0,59,0,59,0,59
VA,18,66,20,18,66,20,18,101,17773,104,13149,104,278,101,29,104,121,101,1,101,20,101,1286,104,62,101,52,104,270,101,167,104,8,101,2,101,1902,104,0.739830079333821,104,13149,17773,0.021401077752117,101,278,12990,0.015866674276582,101,278,17521,0.033459255261738,101,62,1853,0.676130389064143,104,1286,1902,2021/07/04,,0,104,1,104,4,104,3,104,5,104,4,104,10,104,2,104,0,104,2,101,11,101,8,101,13,101,13,101,25,101,29,101,20,101,0,101,2,101
VI,2,0,0,2,0,0,0,2,168,2,95,2,5,2,1,2,0,2,0,2,0,2,6,2,1,2,1,2,5,2,5,2,0,2,0,2,20,2,0.56547619047619,2,95,168,0.052631578947368,2,5,95,0.029761904761905,2,5,168,0.05,2,1,20,0.3,2,6,20,2021/07/04,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,2
