state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2021-01-20,"536,206","535,849","536,563",75.57,75.43,75.71,"709,267","708,968","709,566"
CW,2021-01-21,"533,884","533,667","534,101",75.34,75.26,75.43,"708,305","708,081","708,530"
CW,2021-01-22,"532,271","532,118","532,424",75.18,75.12,75.24,"707,713","707,560","707,865"
CW,2021-01-23,"516,370","516,153","516,587",73.29,73.22,73.35,"704,278","704,134","704,421"
CW,2021-01-24,"504,581","504,422","504,740",71.91,71.88,71.94,"701,346","701,269","701,422"
CW,2021-01-25,"508,497","508,447","508,546",72.34,72.32,72.36,"702,618","702,560","702,677"
CW,2021-01-26,"527,731","527,674","527,789",74.70,74.68,74.71,"706,209","706,165","706,253"
CW,2021-01-27,"532,616","532,369","532,862",75.16,75.06,75.26,"708,372","708,111","708,633"
CW,2021-01-28,"529,824","529,726","529,923",74.90,74.86,74.94,"707,085","706,984","707,186"
CW,2021-01-29,"523,615","523,546","523,684",74.19,74.16,74.21,"705,524","705,487","705,562"
CW,2021-01-30,"504,145","503,988","504,302",71.69,71.63,71.76,"702,891","702,738","703,045"
CW,2021-01-31,"490,517","490,316","490,718",70.17,70.07,70.26,"698,768","698,479","699,057"
CW,2021-02-01,"493,824","493,714","493,934",70.59,70.55,70.64,"699,221","699,092","699,349"
CW,2021-02-02,"514,767","514,720","514,813",73.23,73.22,73.25,"702,605","702,579","702,632"
CW,2021-02-03,"521,688","521,547","521,830",73.97,73.81,74.14,"704,832","704,200","705,464"
CW,2021-02-04,"521,069","520,989","521,150",73.91,73.88,73.94,"704,602","704,548","704,655"
CW,2021-02-05,"517,353","517,223","517,483",73.51,73.47,73.56,"703,368","703,302","703,434"
CW,2021-02-06,"501,849","501,705","501,992",71.63,71.58,71.68,"700,214","700,150","700,278"
CW,2021-02-07,"487,520","487,082","487,957",69.99,69.80,70.17,"696,150","695,702","696,599"
CW,2021-02-08,"490,059","489,960","490,158",70.24,70.20,70.29,"697,227","697,128","697,325"
CW,2021-02-09,"512,271","512,186","512,357",72.97,72.94,73.01,"701,575","701,492","701,658"
CW,2021-02-10,"520,519","520,396","520,641",73.98,73.93,74.03,"703,210","703,074","703,347"
CW,2021-02-11,"518,082","517,899","518,265",73.69,73.62,73.76,"702,648","702,523","702,773"
CW,2021-02-12,"510,720","510,615","510,825",72.86,72.81,72.91,"700,500","700,355","700,645"
