state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,26,191,6,30,187,6,27,217,30787,223,25292,223,1746,217,163,223,360,217,11,216,43,216,2868,223,383,217,344,223,1683,217,1368,223,63,217,46,217,3772,223,0.821515574755579,223,25292,30787,0.069617224880383,217,1746,25080,0.057409660342617,217,1746,30413,0.104416575790622,217,383,3668,0.76033934252386,223,2868,3772,2021/05/15,POINT (-77.838886 40.896694),0,222,10,222,11,223,19,222,25,221,29,222,33,221,20,223,17,212,2,215,25,214,34,215,30,215,57,214,78,215,63,215,62,214,9,206
PR,6,58,2,7,57,2,13,65,9298,66,5682,66,298,65,14,66,13,65,0,65,5,65,482,66,57,65,47,66,275,65,229,66,23,65,3,65,679,66,0.611099161109916,66,5682,9298,0.05358748426542,65,298,5561,0.032639649507119,65,298,9130,0.087962962962963,65,57,648,0.709867452135493,66,482,679,2021/05/15,POINT (-66.414655 18.215692),0,66,0,66,0,66,2,66,2,66,4,66,4,66,2,66,0,66,0,65,0,65,2,65,2,65,0,65,3,65,3,65,3,65,0,65
RI,4,9,2,4,9,2,5,14,2505,15,2284,15,123,14,5,15,0,14,0,14,0,14,132,15,16,14,18,15,122,14,85,15,1,14,1,14,166,15,0.911776447105788,15,2284,2505,0.054545454545455,14,123,2255,0.05055487053021,14,123,2433,0.108843537414966,14,16,147,0.795180722891566,15,132,166,2021/05/15,POINT (-71.534637 41.572574),0,15,0,15,0,15,1,15,1,15,0,15,2,15,1,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
SC,19,64,2,19,64,2,0,83,10740,85,8384,85,311,83,38,85,30,83,0,83,2,83,818,85,83,83,70,85,303,83,258,85,8,83,4,83,1189,85,0.780633147113594,85,8384,10740,0.037537718768859,83,311,8285,0.029408983451537,83,311,10575,0.072299651567944,83,83,1148,0.687973086627418,85,818,1189,2021/05/15,POINT (-80.864614 33.878572),0,85,1,85,7,85,6,85,2,85,10,85,5,85,5,85,2,85,0,83,2,83,3,83,1,83,4,83,5,83,7,83,4,83,4,83
SD,2,60,3,2,60,3,8,62,2831,65,1745,65,57,62,7,65,17,62,0,62,4,62,138,65,19,62,15,65,52,62,38,65,5,62,1,62,239,65,0.616389968209113,65,1745,2831,0.033216783216783,62,57,1716,0.020622286541245,62,57,2764,0.083333333333333,62,19,228,0.577405857740586,65,138,239,2021/05/15,POINT (-100.230491 44.43614),0,65,0,65,0,65,1,65,0,65,2,65,3,65,1,65,0,65,0,62,0,62,2,62,2,62,3,62,5,62,1,62,4,62,0,62
TN,7,97,38,28,76,38,4,104,20379,142,13609,128,594,104,52,104,46,104,1,104,4,104,1698,138,221,104,196,104,588,104,511,104,6,104,5,104,2385,142,0.706777460399896,128,13609,19255,0.049013945044971,104,594,12119,0.034678031408722,104,594,17129,0.100729261622607,104,221,2194,0.730636833046472,138,1698,2324,2021/05/15,POINT (-86.343226 35.842998),0,104,3,104,0,104,5,104,15,104,11,104,7,104,6,104,5,104,0,104,7,104,1,104,4,104,7,104,9,104,11,104,2,104,5,104
TX,97,491,5,115,465,13,49,588,68147,593,49680,593,2710,588,249,593,484,588,10,588,52,588,5493,593,785,588,711,593,2641,588,2087,593,69,588,47,588,7234,592,0.729012282272147,593,49680,68147,0.055267773381735,588,2710,49034,0.040220246664391,588,2710,67379,0.111237069576307,587,785,7057,0.759330937240807,592,5493,7234,2021/05/15,POINT (-99.317341 31.447238),3,593,28,593,29,593,45,593,41,593,40,593,32,593,19,593,12,593,5,587,38,587,50,587,56,587,71,588,93,587,79,587,67,588,25,588
UT,1,57,1,4,54,1,2,58,5898,59,3553,59,136,58,23,59,5,58,1,58,0,58,403,59,56,58,54,59,132,58,127,59,4,58,0,58,631,59,0.602407595795185,59,3553,5898,0.03875748076375,58,136,3509,0.023351648351648,58,136,5824,0.091353996737357,58,56,613,0.638668779714738,59,403,631,2021/05/15,POINT (-111.678222 39.323779),0,59,3,59,3,59,2,59,2,59,3,59,8,59,1,59,1,59,0,58,0,58,0,58,0,58,2,58,0,58,3,58,0,58,0,58
VA,17,78,9,23,72,9,35,101,17992,104,13028,104,617,101,58,104,174,101,1,101,18,101,1339,104,173,101,159,104,604,101,458,104,13,101,5,101,1861,104,0.724099599822143,104,13028,17992,0.047963308457711,101,617,12864,0.034793887103141,101,617,17733,0.09584487534626,101,173,1805,0.719505642127888,104,1339,1861,2021/05/15,POINT (-78.666382 37.510861),0,104,10,104,5,104,4,104,13,104,8,104,12,104,6,104,0,104,0,101,10,101,20,101,14,101,25,101,30,101,47,101,26,101,2,101
VI,2,0,0,2,0,0,0,2,168,2,116,2,1,2,0,2,0,2,0,2,0,2,10,2,0,2,0,2,1,2,1,2,0,2,0,2,20,2,0.69047619047619,2,116,168,0.008620689655172,2,1,116,0.005952380952381,2,1,168,0,2,0,20,0.5,2,10,20,2021/05/15,POINT (-64.840836 18.060868),0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
