state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,31,188,6,38,181,6,19,219,30078,225,25348,225,2581,219,290,225,378,219,12,218,47,218,2881,225,544,219,538,225,2457,219,2135,225,124,219,47,219,3616,225,0.842742203603963,225,25348,30078,0.102853271698414,219,2581,25094,0.086896505285839,219,2581,29702,0.154985754985755,219,544,3510,0.796736725663717,225,2881,3616,2021/09/06,,4,222,17,222,28,222,33,222,59,222,60,222,47,223,34,222,11,215,6,215,29,215,27,215,22,215,63,215,84,214,69,215,68,215,10,209,22,219
PR,0,10,55,0,10,55,8,64,9249,65,5790,65,393,64,30,65,12,64,1,64,7,64,468,65,105,64,73,65,364,64,326,65,29,64,10,64,654,65,0.626013623094389,65,5790,9249,0.069520608526446,64,393,5653,0.043334435990738,64,393,9069,0.168269230769231,64,105,624,0.715596330275229,65,468,654,2021/09/06,,0,65,1,65,2,65,5,65,4,65,3,65,5,65,8,65,2,65,0,64,0,64,0,64,0,64,3,64,3,64,5,64,1,64,0,64,14,64
RI,7,6,2,6,7,2,2,14,2458,15,2196,15,119,14,12,15,4,14,1,14,1,14,129,15,16,14,16,15,111,14,111,15,8,14,4,14,149,15,0.893409275834011,15,2196,2458,0.055529631357909,14,119,2143,0.049500831946755,14,119,2404,0.112676056338028,14,16,142,0.865771812080537,15,129,149,2021/09/06,,0,15,0,15,1,15,2,15,1,15,1,15,4,15,3,15,0,15,0,14,0,14,1,14,0,14,1,14,0,14,1,14,1,14,0,14,3,14
SC,30,52,5,30,52,5,10,85,11498,87,9769,87,2582,85,341,87,71,85,6,85,5,85,1192,87,596,85,601,87,2540,85,2492,87,42,85,39,85,1396,87,0.849626021916855,87,9769,11498,0.267620232172471,85,2582,9648,0.228071725112623,85,2582,11321,0.439852398523985,85,596,1355,0.853868194842407,87,1192,1396,2021/09/06,,2,87,15,87,26,87,49,86,64,87,78,87,69,86,37,87,1,82,0,85,5,85,4,85,7,85,7,85,22,85,13,84,9,85,4,80,59,85
SD,1,60,3,1,60,3,27,61,2854,64,1760,63,194,61,28,64,15,61,1,61,4,61,149,64,62,61,66,64,190,61,188,64,4,61,3,61,249,64,0.61841180604357,63,1760,2846,0.111433546140453,60,192,1723,0.069583931133429,61,194,2788,0.260504201680672,61,62,238,0.598393574297189,64,149,249,2021/09/06,,0,64,0,64,3,64,3,64,6,64,4,64,8,64,4,64,0,64,2,61,2,61,0,61,3,61,1,61,3,61,2,61,2,61,0,61,0,61
TN,28,77,38,47,58,38,42,106,19935,143,13968,131,3803,106,401,106,65,106,12,106,2,106,1931,140,1028,106,1008,106,3730,106,3556,106,73,106,69,106,2433,143,0.737253246067772,131,13968,18946,0.291999385749386,106,3803,13024,0.21719017704169,106,3803,17510,0.437633035334185,106,1028,2349,0.805254378648874,140,1931,2398,2021/09/06,,3,106,16,106,37,106,62,106,70,106,86,106,60,106,41,106,26,106,0,106,7,106,9,106,7,106,9,106,9,106,13,106,6,106,5,106,65,106
TX,30,106,460,27,109,460,95,591,70062,596,56008,596,14165,591,1576,596,667,591,54,591,166,591,7366,596,3847,591,3820,596,13794,591,13197,596,371,591,291,591,8000,596,0.799406240187263,596,56008,70062,0.255875286764573,591,14165,55359,0.204536922055044,591,14165,69254,0.493965074473549,591,3847,7788,0.92075,596,7366,8000,2021/09/06,,13,596,98,596,199,596,225,596,276,596,291,596,232,596,145,596,97,596,13,591,45,591,73,591,80,591,80,591,123,591,92,591,65,591,96,591,229,591
UT,1,49,9,2,48,9,0,58,6266,59,4115,59,535,58,95,59,2,58,4,58,0,58,462,59,195,58,198,59,523,58,506,59,12,58,2,58,612,59,0.656718799872327,59,4115,6266,0.132066156504567,58,535,4051,0.086318167150694,58,535,6198,0.323920265780731,58,195,602,0.754901960784314,59,462,612,2021/09/06,,1,59,11,59,11,59,16,59,18,59,15,59,15,59,8,59,0,59,0,58,0,58,0,58,0,58,0,58,1,58,0,58,1,58,0,58,7,58
VA,21,66,20,22,65,20,45,104,18345,107,14073,107,2045,104,211,107,205,104,16,104,15,104,1509,107,488,104,479,107,1992,104,1787,107,53,104,33,104,1972,107,0.767130008176615,107,14073,18345,0.147069399496584,104,2045,13905,0.112995911150403,104,2045,18098,0.254299114121938,104,488,1919,0.765212981744422,107,1509,1972,2021/09/06,,0,107,13,107,23,107,31,107,37,107,37,107,38,107,24,107,8,107,1,104,19,104,12,104,20,104,29,104,43,104,44,104,36,104,1,104,25,104
VI,2,0,0,2,0,0,0,2,168,2,113,2,6,2,2,2,0,2,0,2,0,2,7,2,1,2,1,2,6,2,6,2,0,2,0,2,20,2,0.672619047619048,2,113,168,0.053097345132743,2,6,113,0.035714285714286,2,6,168,0.05,2,1,20,0.35,2,7,20,2021/09/06,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2
