state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AK,5,18,0,6,17,0,2,23,1582,22,973,23,164,23,17,23,3,23,0,23,0,23,96,23,32,23,31,23,159,23,149,23,5,23,4,23,127,22,0.6106194690265486,22,966,1582,0.1685508735868448,23,164,973,0.10240202275600506,22,162,1582,0.25196850393700787,22,32,127,0.7480314960629921,22,95,127,2020-12-01
AL,34,76,6,37,72,7,29,111,15398,116,11617,116,2089,111,293,113,99,111,0,111,12,111,1312,116,526,111,503,113,2055,111,1870,113,34,111,21,111,1486,116,0.7544486296921679,116,11617,15398,0.18572190611664297,111,2089,11248,0.14006034193764666,111,2089,14915,0.3645183645183645,111,526,1443,0.882907133243607,116,1312,1486,2020-12-01
AR,38,70,2,44,64,2,13,108,9170,110,6444,110,1164,108,130,110,213,108,2,108,19,108,818,110,314,108,303,110,1137,108,960,110,27,108,17,108,1026,110,0.7027262813522356,110,6444,9170,0.18111093822934496,108,1164,6427,0.12750575090371344,108,1164,9129,0.311199207135778,108,314,1009,0.797270955165692,110,818,1026,2020-12-01
AZ,31,89,3,37,83,3,50,120,16489,123,12519,123,3076,120,277,123,113,120,0,120,2,120,1506,123,701,120,656,123,3051,120,2560,123,25,120,14,120,2105,123,0.7592334283461701,123,12519,16489,0.25030515094800226,120,3076,12289,0.1898531045549932,120,3076,16202,0.3449803149606299,120,701,2032,0.7154394299287411,123,1506,2105,2020-12-01
CA,88,267,59,107,247,60,54,406,67077,414,50419,414,10670,404,1438,414,583,406,14,404,20,403,6151,412,2376,404,2319,412,10542,404,9811,412,128,404,86,404,7636,412,0.7516585416759843,414,50419,67077,0.21454136003538826,404,10670,49734,0.16171812243289532,404,10670,65979,0.3241473396998636,404,2376,7330,0.8055264536406496,412,6151,7636,2020-12-01
CO,13,78,13,17,74,13,51,102,11830,104,8227,104,1883,102,240,104,94,102,5,102,9,102,1067,104,480,102,465,104,1850,102,1711,104,33,102,20,102,1475,104,0.6954353338968724,104,8227,11830,0.23235439289239881,102,1883,8104,0.1611054072553046,102,1883,11688,0.331720801658604,102,480,1447,0.7233898305084746,104,1067,1475,2020-12-01
CT,3,30,1,4,29,1,20,33,8379,34,6433,34,1337,33,145,34,90,33,3,33,1,33,637,34,213,33,202,34,1321,33,1162,34,16,33,12,33,1124,34,0.7677527151211362,34,6433,8379,0.20985716528017578,33,1337,6371,0.16125919671933422,33,1337,8291,0.19328493647912887,33,213,1102,0.5667259786476868,34,637,1124,2020-12-01
DC,0,12,2,0,12,2,5,13,3660,14,3003,14,228,13,21,14,86,13,2,13,6,13,281,14,55,13,45,14,212,13,195,14,16,13,7,13,360,14,0.8204918032786885,14,3003,3660,0.07856650585802895,13,228,2902,0.06462585034013606,13,228,3528,0.16176470588235295,13,55,340,0.7805555555555556,14,281,360,2020-12-01
DE,2,13,1,3,12,1,3,15,3248,16,2350,16,367,15,50,16,13,15,12,15,5,15,149,16,40,15,40,16,355,15,335,16,12,15,10,15,181,16,0.7235221674876847,16,2350,3248,0.15717344753747323,15,367,2335,0.11411691542288557,15,367,3216,0.22988505747126436,15,40,174,0.8232044198895028,16,149,181,2020-12-01
FL,7,256,6,26,237,6,101,263,58522,269,44621,269,4988,263,721,269,348,263,13,263,22,263,5031,269,958,263,921,269,4941,263,4491,269,47,263,30,263,6290,269,0.7624653976282424,269,44621,58522,0.11364516643503224,263,4988,43891,0.0868097251953567,263,4988,57459,0.1574621959237344,263,958,6084,0.7998410174880763,269,5031,6290,2020-12-01
GA,39,120,13,45,114,13,12,169,22981,172,18210,172,2833,169,537,172,159,168,10,169,37,169,2288,172,670,169,625,172,2784,169,2438,172,49,169,14,169,2636,172,0.792393716548453,172,18210,22981,0.1573189693469569,169,2833,18008,0.12488428476967159,169,2833,22685,0.2595893064703603,169,670,2581,0.8679817905918058,172,2288,2636,2020-12-01
HI,1,25,0,3,23,0,0,26,2627,26,1834,26,52,26,5,26,17,26,0,26,1,26,139,26,18,26,14,26,52,26,47,26,0,26,0,26,221,26,0.6981347544727826,26,1834,2627,0.028353326063249727,26,52,1834,0.0197944423296536,26,52,2627,0.08144796380090498,26,18,221,0.6289592760180995,26,139,221,2020-12-01
IA,4,79,43,8,75,43,12,124,8449,126,5118,126,973,124,147,126,29,124,1,124,5,124,503,126,196,124,194,126,961,124,934,126,12,124,6,124,691,126,0.6057521600189372,126,5118,8449,0.1933240611961057,124,973,5033,0.11659676452965848,124,973,8345,0.2916666666666667,124,196,672,0.7279305354558611,126,503,691,2020-12-01
MT,19,47,1,17,49,1,8,66,3241,67,2227,67,382,66,53,67,26,66,0,66,2,66,178,67,77,66,80,67,378,66,379,67,4,66,3,66,244,67,0.6871336007405122,67,2227,3241,0.17339990921470722,66,382,2203,0.1193004372267333,66,382,3202,0.33771929824561403,66,77,228,0.7295081967213115,67,178,244,2020-12-01
NC,7,121,4,9,119,4,31,128,23150,132,18079,132,2553,128,284,132,264,128,2,128,11,128,2014,132,555,128,536,132,2525,128,2125,132,28,128,13,128,2535,132,0.780950323974082,132,18079,23150,0.14304123711340205,128,2553,17848,0.11176290329641465,128,2553,22843,0.22433306386418755,128,555,2474,0.7944773175542407,132,2014,2535,2020-12-01
ND,22,27,1,21,28,1,76,49,2436,50,1795,50,394,49,35,50,11,48,1,49,1,49,149,50,67,49,66,50,385,49,350,50,9,49,5,49,158,50,0.736863711001642,50,1795,2436,0.22209695603156707,49,394,1774,0.16348547717842324,49,394,2410,0.43506493506493504,49,67,154,0.9430379746835443,50,149,158,2020-12-01
NE,16,83,1,29,70,1,38,99,5201,100,3480,100,822,99,92,100,37,99,4,99,0,99,394,100,197,99,190,100,812,99,799,100,10,99,10,99,565,100,0.6691020957508171,100,3480,5201,0.23972003499562555,99,822,3429,0.1605155243116579,99,822,5121,0.3588342440801457,99,197,549,0.6973451327433628,100,394,565,2020-12-01
NH,5,24,1,7,22,1,14,30,3118,30,2192,30,206,30,33,30,27,30,0,30,0,30,167,30,42,30,37,30,205,30,158,30,1,30,1,30,282,30,0.7030147530468249,30,2192,3118,0.09397810218978102,30,206,2192,0.06606799230275817,30,206,3118,0.14893617021276595,30,42,282,0.5921985815602837,30,167,282,2020-12-01
NJ,13,81,2,13,80,3,114,95,23109,96,17879,96,3410,95,424,96,204,95,5,95,8,95,1597,96,604,95,592,96,3373,95,3104,96,37,95,27,95,2356,96,0.7736812497295426,96,17879,23109,0.19184247538677918,95,3410,17775,0.14851269544009407,95,3410,22961,0.25989672977624784,95,604,2324,0.6778438030560272,96,1597,2356,2020-12-01
