state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,18,204,6,18,204,6,106,222,35955,228,27483,228,6822,222,633,228,543,222,5,222,18,222,3079,228,1247,222,1237,228,6755,222,6111,228,67,222,40,222,3929,228,0.764372131831456,228,27483,35955,0.2502567865003668,222,6822,27260,0.19182319199190193,222,6822,35564,0.3270390768423813,222,1247,3813,0.7836599643675235,228,3079,3929,2020-12-27
PR,8,55,6,9,54,6,8,68,9352,69,4682,69,460,68,42,69,27,68,1,68,12,68,411,69,77,68,71,69,423,68,342,69,37,68,3,68,677,69,0.5006415739948674,69,4682,9352,0.10141093474426807,68,460,4536,0.050190943807965085,68,460,9165,0.11919504643962849,68,77,646,0.6070901033973413,69,411,677,2020-12-27
RI,5,9,1,5,9,1,21,14,2610,15,2367,15,484,14,40,15,0,14,1,14,0,14,147,15,57,14,60,15,481,14,438,15,3,14,3,14,175,15,0.906896551724138,15,2367,2610,0.20835126990959965,14,484,2323,0.19025157232704404,14,484,2544,0.34545454545454546,14,57,165,0.84,15,147,175,2020-12-27
SC,19,66,2,19,66,2,14,85,11250,87,9302,87,2023,85,268,87,147,85,3,85,3,85,1082,87,402,85,395,87,2007,85,1878,87,16,85,12,85,1307,87,0.8268444444444445,87,9302,11250,0.22017849368741838,85,2023,9188,0.18244949494949494,85,2023,11088,0.31728492501973166,85,402,1267,0.827850038255547,87,1082,1307,2020-12-27
SD,1,61,3,1,61,3,49,62,2851,65,1687,65,297,62,26,65,17,62,0,62,0,62,146,65,62,62,60,65,293,62,276,65,4,62,1,62,250,65,0.5917222027358822,65,1687,2851,0.17870036101083034,62,297,1662,0.10741410488245931,62,297,2765,0.2594142259414226,62,62,239,0.584,65,146,250,2020-12-27
TN,0,17,127,2,15,127,10,17,19732,144,12441,125,523,17,71,17,8,17,1,17,0,17,1735,139,119,17,119,17,502,17,463,17,21,17,9,17,2281,144,0.6831585305584537,125,12441,18211,0.23316986179224253,17,523,2243,0.16958495460440987,17,523,3084,0.347953216374269,17,119,342,0.7984353428439944,139,1735,2173,2020-12-27
TX,142,452,0,169,425,0,215,594,71837,594,52044,594,13041,594,1809,594,686,594,36,594,86,594,6806,594,3216,594,3091,594,12860,594,12081,594,181,594,131,594,7669,594,0.7244734607514234,594,52044,71837,0.2505764353239566,594,13041,52044,0.18153597728190207,594,13041,71837,0.41935063241622117,594,3216,7669,0.8874690311644282,594,6806,7669,2020-12-27
UT,1,57,1,3,55,1,4,58,6245,59,3638,59,565,58,95,59,23,58,1,58,0,58,423,59,154,58,149,59,554,58,493,59,11,58,1,58,643,59,0.5825460368294636,59,3638,6245,0.15725020873921514,58,565,3593,0.091869918699187,58,565,6150,0.2464,58,154,625,0.6578538102643857,59,423,643,2020-12-27
VA,25,76,8,32,69,8,62,106,18426,109,13490,109,2679,106,279,109,327,106,5,106,16,106,1472,109,538,106,516,109,2643,106,2299,109,36,106,23,106,2001,109,0.7321176598285032,109,13490,18426,0.20059902658180456,106,2679,13355,0.1474164970010455,106,2679,18173,0.27774909654104285,106,538,1937,0.735632183908046,109,1472,2001,2020-12-27
VI,0,2,0,1,1,0,0,2,168,2,95,2,4,2,0,2,0,2,0,2,0,2,9,2,3,2,3,2,3,2,3,2,1,2,0,2,20,2,0.5654761904761905,2,95,168,0.042105263157894736,2,4,95,0.023809523809523808,2,4,168,0.15,2,3,20,0.45,2,9,20,2020-12-27
VT,1,15,1,1,15,1,0,16,1304,17,778,17,14,16,1,17,9,16,0,16,1,16,66,17,2,16,1,17,14,16,22,17,0,16,0,16,110,17,0.5966257668711656,17,778,1304,0.01834862385321101,16,14,763,0.011049723756906077,16,14,1267,0.019417475728155338,16,2,103,0.6,17,66,110,2020-12-27
WA,10,90,2,13,87,2,43,100,13703,102,9632,102,1126,100,89,102,100,100,2,100,15,100,975,102,251,100,244,102,1109,100,1018,102,17,100,15,100,1349,102,0.7029117711450047,102,9632,13703,0.11785639522713,100,1126,9554,0.0830199808301998,100,1126,13563,0.18914845516201959,100,251,1327,0.7227575982209044,102,975,1349,2020-12-27
WI,33,109,7,42,100,7,12,146,14008,149,8839,149,1220,146,243,149,76,146,3,146,4,146,991,149,285,146,276,149,1201,146,1154,149,19,146,12,146,1648,149,0.6309965733866362,149,8839,14008,0.1402782568701851,146,1220,8697,0.08881123971755114,146,1220,13737,0.17857142857142858,146,285,1596,0.6013349514563107,149,991,1648,2020-12-27
AK,1,22,0,1,22,0,1,23,1520,23,911,23,71,23,7,23,0,23,0,23,0,23,84,23,12,23,12,23,70,23,63,23,1,23,1,23,133,23,0.5993421052631579,23,911,1520,0.07793633369923161,23,71,911,0.04671052631578947,23,71,1520,0.09022556390977443,23,12,133,0.631578947368421,23,84,133,2020-12-27
AL,38,75,4,43,69,5,17,114,15747,117,12335,117,3100,114,420,116,150,114,3,114,6,114,1397,117,767,114,752,116,3074,114,2898,116,26,114,23,114,1504,117,0.783323807709405,117,12335,15747,0.2552280586201219,114,3100,12146,0.2001291155584248,114,3100,15490,0.5231923601637107,114,767,1466,0.9288563829787234,117,1397,1504,2020-12-27
AR,17,89,2,20,86,2,14,106,9117,108,6578,108,1228,106,181,108,273,106,1,106,9,106,773,108,340,106,331,108,1209,106,1118,108,19,106,5,106,1023,108,0.7215092683996929,108,6578,9117,0.18728076864419704,106,1228,6557,0.13530189510797708,106,1228,9076,0.3379721669980119,106,340,1006,0.7556207233626588,108,773,1023,2020-12-27
AZ,32,90,3,36,86,3,81,122,17196,125,13450,125,4765,122,524,125,314,122,7,122,2,122,1701,125,1001,122,960,125,4726,122,4207,125,39,122,32,122,2240,125,0.7821586415445453,125,13450,17196,0.36103955144718897,122,4765,13198,0.28215300805305543,122,4765,16888,0.4621421975992613,122,1001,2166,0.759375,125,1701,2240,2020-12-27
CA,160,241,12,175,226,12,161,405,69321,413,54948,413,21652,404,2355,413,644,405,31,404,18,404,7668,412,4493,404,4520,412,21487,404,20853,412,165,404,134,404,8701,412,0.7926602328298784,413,54948,69321,0.3986595964059508,404,21652,54312,0.31669787034870117,404,21652,68368,0.5318418560606061,404,4493,8448,0.8812780140213768,412,7668,8701,2020-12-27
CO,5,85,13,5,85,13,18,101,11760,103,7794,103,1241,101,158,103,95,101,8,101,15,101,910,103,320,101,300,103,1205,101,1072,103,36,101,21,101,1389,103,0.6627551020408163,103,7794,11760,0.1608346293416278,101,1241,7716,0.1067159686989423,101,1241,11629,0.2359882005899705,101,320,1356,0.6551475881929446,103,910,1389,2020-12-27
CT,6,32,1,6,32,1,25,38,8465,39,6594,39,1335,38,144,39,91,38,0,38,1,38,673,39,238,38,223,39,1323,38,1167,39,12,38,6,38,1097,39,0.7789722386296515,39,6594,8465,0.2040660348517273,38,1335,6542,0.15946010511227904,38,1335,8372,0.2213953488372093,38,238,1075,0.6134913400182316,39,673,1097,2020-12-27
