state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
GA,14123,117,7642,95,3610,144,1094,86,621,93,1179,79,0.7546908947264468,95,7642,10126,0.23540957864433396,95,1799,7642,0.18728315513701055,117,2645,14123,0.40804106073567153,72,477,1169,0.8744698897370653,78,1031,1179,2020-08-13
HI,1464,14,1039,14,165,21,87,13,43,14,64,11,0.6783505154639176,13,987,1455,0.11357074109720885,14,118,1039,0.06830601092896176,14,100,1464,0.359375,11,23,64,0.640625,11,41,64,2020-08-13
IA,8346,119,4871,119,326,119,464,119,89,118,698,118,0.5836328780254014,119,4871,8346,0.06692670909464175,119,326,4871,0.03906062784567457,119,326,8346,0.12750716332378223,117,89,698,0.664756446991404,118,464,698,2020-08-13
ID,3830,45,1777,33,186,47,171,31,40,46,284,40,0.48607954545454546,32,1711,3520,0.10354530106921778,33,184,1777,0.04856396866840731,45,186,3830,0.13380281690140844,40,38,284,0.5956678700361011,27,165,277,2020-08-13
IL,28551,175,15642,152,1819,183,1729,134,358,141,3063,120,0.6104614160700079,148,15347,25140,0.10152154455951924,152,1588,15642,0.06157402542818115,175,1758,28551,0.10533202486097482,117,322,3057,0.519774011299435,115,1564,3009,2020-08-13
IN,16842,133,9706,130,942,134,1401,126,183,125,2272,126,0.591540711847879,130,9706,16408,0.091901916340408,130,892,9706,0.05438783992399952,133,916,16842,0.08061674008810572,125,183,2270,0.616637323943662,126,1401,2272,2020-08-13
KS,7362,115,3723,101,329,125,466,72,83,82,653,66,0.562390158172232,98,3520,6259,0.06088611035607502,100,224,3679,0.03388904072150861,114,248,7318,0.1150855365474339,61,74,643,0.755700325732899,63,464,614,2020-08-13
KY,12765,106,8102,107,577,108,1042,98,554,101,1512,102,0.6337641989815903,106,8090,12765,0.07121698346087386,107,577,8102,0.045201723462593026,106,577,12765,0.37032085561497324,100,554,1496,0.6891534391534392,98,1042,1512,2020-08-13
LA,13952,175,8765,173,1117,206,2408,89,409,203,3356,84,0.6374026352187523,172,8756,13737,0.1256446319737459,167,1072,8532,0.07914674512688488,169,1076,13595,0.1145083932853717,80,382,3336,0.701430274135876,84,2354,3356,2020-08-13
MA,17007,80,10980,79,339,80,870,76,56,75,1864,76,0.6479787547949247,79,10980,16945,0.03087431693989071,79,339,10980,0.01993296877756218,80,339,17007,0.030042918454935622,75,56,1864,0.4667381974248927,76,870,1864,2020-08-13
MD,10046,50,6798,44,895,50,700,44,147,49,1040,41,0.770224337185588,44,6798,8826,0.11708111308466548,42,791,6756,0.08785271162697618,48,878,9994,0.12596153846153846,41,131,1040,0.6451923076923077,41,671,1040,2020-08-13
ME,2878,30,1685,30,29,31,189,28,7,28,302,28,0.6253731343283582,29,1676,2680,0.016023738872403562,30,27,1685,0.010076441973592773,30,29,2878,0.020066889632107024,26,6,299,0.6140939597315436,27,183,298,2020-08-13
MI,22377,140,13737,123,659,145,1568,122,166,141,2199,120,0.7068237501954856,122,13559,19183,0.04018344616728543,123,552,13737,0.029181749117397328,140,653,22377,0.06321055025011368,120,139,2199,0.7130513869940882,120,1568,2199,2020-08-13
MN,11229,125,6624,118,465,128,575,119,104,120,863,108,0.6463926584008591,117,6621,10243,0.06310386473429952,118,418,6624,0.04141063318193962,125,465,11229,0.11935110081112399,108,103,863,0.6616454229432214,108,571,863,2020-08-13
MO,18761,120,9435,104,915,133,979,97,283,113,1837,101,0.5787115209767503,100,8911,15398,0.06295707472178061,104,594,9435,0.04344118117371142,120,815,18761,0.11312217194570136,93,200,1768,0.6043613707165109,91,970,1605,2020-08-13
MS,7572,90,4125,85,1386,95,538,61,396,66,586,58,0.6205581820954705,82,4069,6557,0.20557575757575758,85,848,4125,0.1814580031695721,90,1374,7572,0.6313993174061433,58,370,586,0.8993174061433447,58,527,586,2020-08-13
MT,3021,66,1800,50,81,40,93,23,29,50,213,46,0.7493755203996669,50,1800,2402,0.060211554109031735,30,74,1229,0.045711060948081264,38,81,1772,0.14356435643564355,42,29,202,0.6326530612244898,21,93,147,2020-08-13
NC,17624,108,12904,103,1204,119,1286,102,342,112,1736,97,0.7450323339212228,102,12673,17010,0.06610353378797272,103,853,12904,0.05628517823639775,107,990,17589,0.15610599078341014,97,271,1736,0.7223502304147466,97,1254,1736,2020-08-13
ND,2483,45,1684,46,74,46,68,42,22,46,103,40,0.6766008860249698,45,1680,2483,0.043942992874109264,46,74,1684,0.029802658074909383,45,74,2483,0.10679611650485436,40,11,103,0.46601941747572817,40,48,103,2020-08-13
NE,4744,83,2108,75,197,81,297,63,51,55,627,64,0.5796143250688706,74,2104,3630,0.07118967988533206,70,149,2093,0.03802363050483351,78,177,4655,0.08225806451612903,52,51,620,0.5,60,297,594,2020-08-13
NH,3344,30,2078,30,32,30,138,29,7,28,275,27,0.6214114832535885,30,2078,3344,0.015399422521655439,30,32,2078,0.009569377990430622,30,32,3344,0.025454545454545455,27,7,275,0.48727272727272725,27,134,275,2020-08-13
NJ,7037,31,4516,30,460,34,286,27,22,29,682,27,0.6841301359401253,29,4479,6547,0.09233835252435783,30,417,4516,0.059542418644308655,31,419,7037,0.03225806451612903,27,22,682,0.41935483870967744,27,286,682,2020-08-13
NM,3362,46,2007,45,130,45,280,42,42,42,369,41,0.5969660916121357,45,2007,3362,0.06739243131156039,44,130,1929,0.040086339808818996,45,130,3243,0.11382113821138211,41,42,369,0.7154471544715447,40,264,369,2020-08-13
NV,8375,61,6008,60,1064,62,651,58,260,57,849,58,0.7185743332137304,60,6008,8361,0.16977363515312915,60,1020,6008,0.1217910447761194,61,1020,8375,0.30624263839811544,57,260,849,0.7667844522968198,58,651,849,2020-08-13
NY,42513,144,26184,126,1914,159,2714,119,247,126,4827,113,0.6596075037544226,124,25914,39287,0.051672777268560954,126,1353,26184,0.03751793569025945,144,1595,42513,0.0419474027385351,105,193,4601,0.5433152852977926,108,2609,4802,2020-08-13
OH,30344,206,19300,198,1540,207,2527,192,429,190,4154,166,0.6554370712490661,198,19300,29446,0.07932642487046632,198,1531,19300,0.05093266305066808,205,1540,30236,0.10357315306615161,163,429,4142,0.6083293211362543,166,2527,4154,2020-08-13
OK,8771,112,5134,112,537,132,689,111,202,113,1120,112,0.5853380458328583,112,5134,8771,0.08258667705492793,112,424,5134,0.04834112415916087,112,424,8771,0.17410714285714285,111,195,1120,0.6445275958840038,110,689,1069,2020-08-13
OR,4228,49,2565,36,168,50,286,35,42,40,488,33,0.6702377841651425,36,2565,3827,0.045224171539961014,36,116,2565,0.03949858088930937,49,167,4228,0.06263048016701461,32,30,479,0.5778688524590164,33,282,488,2020-08-13
PA,26087,175,16582,164,1042,202,2275,156,230,171,3061,144,0.6914843109327118,156,16021,23169,0.04969243758292124,164,824,16582,0.03323494460842565,175,867,26087,0.06121112929623568,136,187,3055,0.6962938668415874,139,2123,3049,2020-08-13
PR,8349,61,4491,60,454,61,447,60,64,59,679,59,0.5379087315846209,60,4491,8349,0.10109107103095079,60,454,4491,0.054377769792789556,61,454,8349,0.09361069836552749,58,63,673,0.6450662739322534,59,438,679,2020-08-13
RI,1683,13,1880,13,82,13,130,13,11,13,163,13,1.1170528817587642,13,1880,1683,0.043617021276595745,13,82,1880,0.0487225193107546,13,82,1683,0.06748466257668712,13,11,163,0.7975460122699386,13,130,163,2020-08-13
SC,10303,81,7487,77,1126,81,904,71,275,75,1221,69,0.772174092409241,77,7487,9696,0.1433150794710832,77,1073,7487,0.1092885567310492,81,1126,10303,0.20675453047775946,68,251,1214,0.7223587223587223,69,882,1221,2020-08-13
SD,2263,50,777,42,77,53,84,37,11,32,95,28,0.4917091836734694,41,771,1568,0.047619047619047616,42,37,777,0.034025629695095004,50,77,2263,0.06451612903225806,24,6,93,0.6,28,57,95,2020-08-13
TN,17913,111,11637,115,1210,122,1513,88,370,119,2004,92,0.6418660287081339,104,10732,16720,0.09847898943026553,115,1146,11637,0.06185451906436666,111,1108,17913,0.17564870259481039,92,352,2004,0.780373831775701,87,1503,1926,2020-08-13
TX,65013,540,43399,527,7731,553,5340,489,2425,498,6434,460,0.7103235747303543,522,43334,61006,0.1616642039157739,526,7002,43312,0.1163711429143623,539,7554,64913,0.32789713031205897,449,2091,6377,0.7856698787690395,459,5055,6434,2020-08-13
UT,5379,52,2883,48,178,53,324,44,67,43,544,40,0.5469550369948777,48,2883,5271,0.05966007630939993,48,172,2883,0.03234802007808143,52,174,5379,0.11029411764705882,39,60,544,0.5735294117647058,39,312,544,2020-08-13
VA,15637,79,7936,71,1127,87,770,72,219,72,1432,74,0.5680481962691443,66,7826,13777,0.11164314516129033,71,886,7936,0.06836349683443116,79,1069,15637,0.15268329554043839,67,202,1323,0.5752078609221466,69,761,1323,2020-08-13
VI,188,2,98,2,6,2,10,2,3,2,20,2,0.5212765957446809,2,98,188,0.061224489795918366,2,6,98,0.031914893617021274,2,6,188,0.15,2,3,20,0.5,2,10,20,2020-08-13
VT,585,11,181,7,17,14,32,7,9,9,48,6,0.5261627906976745,7,181,344,0.055248618784530384,7,10,181,0.018803418803418803,11,11,585,0.16666666666666666,6,8,48,0.6666666666666666,6,32,48,2020-08-13
WA,9756,81,5510,74,354,82,573,64,85,68,907,65,0.5919813932882932,73,5345,9029,0.05821854912764004,73,317,5445,0.036425549478897944,80,353,9691,0.0804851157662624,60,73,907,0.6130099228224918,61,556,907,2020-08-13
WI,11857,130,6765,124,664,136,799,119,170,130,1469,126,0.582686775346526,123,6684,11471,0.09608277900960828,124,650,6765,0.052627140086025134,130,624,11857,0.11572498298162015,126,170,1469,0.5517955801104972,119,799,1448,2020-08-13
WV,6438,60,4446,60,197,60,442,60,60,60,613,60,0.6905871388630009,60,4446,6438,0.04430949167791273,60,197,4446,0.030599565082323702,60,197,6438,0.09787928221859707,60,60,613,0.7210440456769984,60,442,613,2020-08-13
WY,1711,29,470,24,17,29,45,29,6,29,111,29,0.35311795642374155,24,470,1331,0.023404255319148935,24,11,470,0.009935710111046173,29,17,1711,0.05405405405405406,29,6,111,0.40540540540540543,29,45,111,2020-08-13
