state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AK,1283,19,754,23,37,24,58,13,8,22,46,8,0.35855855855855856,18,398,1110,0.03713527851458886,23,28,754,0.0171473109898675,19,22,1283,0.045454545454545456,6,2,44,0.5869565217391305,8,27,46,2020-08-13
AL,11680,103,8438,97,1576,110,1216,93,471,91,1253,82,0.7449922253727248,95,8145,10933,0.16370619299087855,96,1364,8332,0.1243163469051133,102,1432,11519,0.3227642276422764,75,397,1230,0.8895116092874299,81,1111,1249,2020-08-13
AR,8065,87,4310,78,670,89,553,71,343,72,900,68,0.6472979075718802,77,4300,6643,0.11206496519721577,78,483,4310,0.08307501549907005,87,670,8065,0.31,65,279,900,0.676923076923077,64,528,780,2020-08-13
AZ,9643,75,6900,66,1271,86,861,62,433,67,890,53,0.7955473587142669,60,6039,7591,0.15188405797101448,66,1048,6900,0.11365757544332676,75,1096,9643,0.3832199546485261,50,338,882,0.8078651685393259,53,719,890,2020-08-13
CA,62115,383,43002,376,6612,396,5254,364,1803,367,7118,364,0.6955888775658756,376,43002,61821,0.14820240919027022,376,6373,43002,0.10272880946631248,383,6381,62115,0.2524585557740939,361,1797,7118,0.7381286878336611,362,5254,7118,2020-08-13
CO,9042,77,5164,73,373,95,485,64,91,76,938,56,0.5916109702696474,70,5134,8678,0.06235476374903176,73,322,5164,0.036385755363857554,77,329,9042,0.07004310344827586,54,65,928,0.5357142857142857,55,480,896,2020-08-13
CT,8080,30,5766,29,136,31,511,28,21,29,1039,29,0.7301506901354945,29,5766,7897,0.023413111342351717,29,135,5766,0.016831683168316833,30,136,8080,0.02021174205967276,28,21,1039,0.4918190567853705,28,511,1039,2020-08-13
DC,3191,12,2566,13,138,13,222,11,29,10,311,11,0.8041366342839236,12,2566,3191,0.05378020265003897,13,138,2566,0.04324663115010968,12,138,3191,0.0932475884244373,10,29,311,0.7138263665594855,11,222,311,2020-08-13
DE,2187,10,1177,7,54,12,66,6,9,7,112,5,0.6211428571428571,6,1087,1750,0.026338147833474938,7,31,1177,0.015546410608139003,10,34,2187,0.044642857142857144,5,5,112,0.5892857142857143,5,66,112,2020-08-13
FL,77098,259,41529,255,7324,261,4807,254,1739,257,6055,254,0.5538676980528141,255,41529,74980,0.1723374027787811,255,7157,41529,0.09486627409271317,259,7314,77098,0.28476711420520473,252,1718,6033,0.793889347646573,254,4807,6055,2020-08-13
