state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,0,10,58,0,10,58,2,67,9348,68,5617,68,151,67,7,68,14,67,0,67,4,67,471,68,26,67,20,68,134,67,95,68,17,67,3,67,702,68,0.6008771929824561,68,5617,9348,0.027479526842584166,67,151,5495,0.016475722858701584,67,151,9165,0.038748137108792845,67,26,671,0.6709401709401709,68,471,702,2021-03-03
RI,3,11,1,3,11,1,4,14,2457,15,2232,15,179,14,13,15,0,14,0,14,0,14,139,15,20,14,20,15,179,14,141,15,0,14,0,14,172,15,0.9084249084249084,15,2232,2457,0.0818847209515096,14,179,2186,0.07524169819251786,14,179,2379,0.12903225806451613,14,20,155,0.8081395348837209,15,139,172,2021-03-03
SC,23,62,2,25,60,2,8,85,11470,87,8284,87,575,85,65,87,42,85,2,85,3,85,886,87,129,85,124,87,566,85,526,87,9,85,6,85,1338,87,0.7222319093286835,87,8284,11470,0.07018186256560478,85,575,8193,0.05090748118636565,85,575,11295,0.09938366718027734,85,129,1298,0.6621823617339312,87,886,1338,2021-03-03
SD,0,62,3,0,62,3,7,62,2833,65,1466,65,67,62,3,65,11,62,0,62,1,62,107,65,11,62,12,65,64,62,48,65,3,62,3,62,238,65,0.5174726438404518,65,1466,2833,0.046463245492371706,62,67,1442,0.024257784214337438,62,67,2762,0.048458149779735685,62,11,227,0.4495798319327731,65,107,238,2021-03-03
TN,6,79,58,28,57,58,8,85,20238,143,12199,126,593,85,50,85,40,85,1,85,0,85,1615,140,163,85,148,85,581,85,504,85,12,85,8,85,2398,143,0.6480556736081597,126,12199,18824,0.06277789540546264,85,593,9446,0.04130389357108031,85,593,14357,0.08320571720265442,85,163,1959,0.6898761213156771,140,1615,2341,2021-03-03
TX,106,483,6,142,447,6,97,589,68576,595,50412,595,5423,589,505,594,501,589,15,589,53,589,6123,595,1565,589,1484,594,5304,589,4707,594,119,589,85,589,7869,595,0.7351259916005599,595,50412,68576,0.10879945429740791,589,5423,49844,0.07997817302303631,589,5423,67806,0.2034845923807047,589,1565,7691,0.7781166603126192,595,6123,7869,2021-03-03
UT,0,57,1,0,57,1,1,57,6155,58,3635,58,201,57,30,58,4,57,1,57,0,57,379,58,80,57,79,58,199,57,183,58,2,57,0,57,624,58,0.5905767668562144,58,3635,6155,0.05583333333333333,57,201,3600,0.033037475345167655,57,201,6084,0.132013201320132,57,80,606,0.6073717948717948,58,379,624,2021-03-03
VA,15,80,9,22,73,9,41,101,18218,104,12449,104,1190,101,101,104,193,101,4,101,11,101,1282,104,237,101,225,104,1166,101,956,104,24,101,17,101,1986,104,0.6833351630255791,104,12449,18218,0.09674796747967479,101,1190,12300,0.06626573115046219,101,1190,17958,0.1237597911227154,101,237,1915,0.6455186304128903,104,1282,1986,2021-03-03
VI,2,0,0,2,0,0,0,2,168,2,90,2,5,2,0,2,0,2,0,2,0,2,7,2,3,2,3,2,5,2,5,2,0,2,0,2,20,2,0.5357142857142857,2,90,168,0.05555555555555555,2,5,90,0.02976190476190476,2,5,168,0.15,2,3,20,0.35,2,7,20,2021-03-03
VT,2,14,1,2,14,1,0,16,1302,17,810,17,26,16,5,17,7,16,0,16,0,16,63,17,4,16,4,17,26,16,26,17,0,16,0,16,105,17,0.6221198156682027,17,810,1302,0.03299492385786802,16,26,788,0.020553359683794466,16,26,1265,0.04081632653061224,16,4,98,0.6,17,63,105,2021-03-03
WA,7,96,2,9,94,2,18,103,14002,105,9388,105,399,103,28,105,66,103,0,103,15,103,871,105,90,103,84,105,380,103,330,105,19,103,4,103,1359,105,0.6704756463362377,105,9388,14002,0.042958656330749356,103,399,9288,0.0287816489937243,103,399,13863,0.0677710843373494,103,90,1328,0.6409124356144223,105,871,1359,2021-03-03
WI,9,119,22,15,113,22,6,147,13861,150,7762,149,299,146,48,150,46,147,0,147,8,147,806,149,76,146,76,149,290,146,272,149,9,146,1,146,1599,150,0.5678958150424349,149,7762,13668,0.03933175480136806,146,299,7602,0.022300119331742245,146,299,13408,0.0491273432449903,146,76,1547,0.5040650406504065,149,806,1599,2021-03-03
