state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,13,187,29561,189,24638,212,1164,216,2856,178,213,186,149,178,1064,195,575,188,89,195,58,188,3576,167,0.7437134352868726,188,21738,29229,0.045417647536326,212,1119,24638,0.0324413923750888,189,959,29561,0.05592841163310962,159,200,3576,0.764041772509173,160,2707,3543,2020-09-11
PR,4,68,9486,68,4984,68,428,68,449,68,62,67,40,67,392,67,216,67,36,67,4,67,691,68,0.5254058612692388,68,4984,9486,0.08587479935794542,68,428,4984,0.0451191229179844,68,428,9486,0.08972503617945007,67,62,691,0.6497829232995659,68,449,691,2020-09-11
RI,3,14,1970,14,2048,14,81,14,141,14,7,14,7,14,80,14,79,14,1,14,1,14,163,14,1.0395939086294417,14,2048,1970,0.03955078125,14,81,2048,0.04111675126903553,14,81,1970,0.04294478527607362,14,7,163,0.8650306748466258,14,141,163,2020-09-11
SC,8,76,10271,82,7971,82,753,82,916,77,209,78,185,78,750,80,618,80,3,80,2,80,1295,76,0.7760685424982962,82,7971,10271,0.09446744448626271,82,753,7971,0.0733132119559926,82,753,10271,0.16061776061776062,76,208,1295,0.705019305019305,76,913,1295,2020-09-11
SD,1,55,2314,55,1454,58,132,58,82,40,25,37,25,35,98,50,87,47,29,50,29,47,94,32,0.6188418323249784,55,1432,2314,0.0907840440165062,58,132,1454,0.05704407951598963,55,132,2314,0.18085106382978725,28,17,94,0.6428571428571429,30,54,84,2020-09-11
TN,0,26,19890,127,12004,125,74,28,1451,119,0,23,0,23,70,26,32,26,2,26,2,26,2313,121,0.6165899570771061,124,11923,19337,0.04654346338124572,27,68,1461,0.03887935963407661,26,68,1749,0.0,20,0,10,0.6431737588652482,118,1451,2256,2020-09-11
TX,91,540,65964,557,45012,563,4320,565,4881,502,1280,514,1150,513,4239,547,3470,542,73,547,47,542,6247,473,0.6817434961204929,556,44811,65730,0.09564830272676683,562,4297,44925,0.06536423941588111,556,4306,65877,0.17745066321578776,461,1097,6182,0.7492384159050826,472,4673,6237,2020-09-11
UT,4,54,5324,53,2938,54,192,54,345,45,52,43,47,43,168,50,119,49,7,50,5,49,554,41,0.5422614575507138,53,2887,5324,0.0653505786249149,54,192,2938,0.03606311044327573,53,192,5324,0.09205776173285199,40,51,554,0.5974729241877257,40,331,554,2020-09-11
VA,17,94,16892,90,10738,91,1088,97,794,84,172,85,125,81,830,85,525,83,5,85,0,83,1349,82,0.6324887520719867,90,10684,16892,0.09812382739212007,90,1046,10660,0.059766416398522225,89,1003,16782,0.12008895478131949,81,162,1349,0.5810306198655714,81,778,1339,2020-09-11
VI,0,2,188,2,84,2,2,2,8,2,0,2,0,2,2,2,2,2,0,2,0,2,20,2,0.44680851063829785,2,84,188,0.023809523809523808,2,2,84,0.010638297872340425,2,2,188,0.0,2,0,20,0.4,2,8,20,2020-09-11
