state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
PA,39,182,6,48,173,6,216,220,30846,227,26525,227,7417,221,784,227,392,220,44,219,45,219,3176,227,1156,220,1136,226,7157,221,6813,227,260,220,139,220,3748,227,0.859917007067367,227,26525,30846,0.282369513077245,221,7417,26267,0.243363848147784,221,7417,30477,0.317408017572762,220,1156,3642,0.847385272145144,227,3176,3748,2022/01/16,,8,225,45,218,46,216,68,216,109,216,152,217,167,217,157,216,38,220,4,214,26,211,25,208,36,208,54,207,80,206,78,206,82,208,7,214,114,208,5221,2654,3452,292,14,104,4,219,6,220,0,204,1,204,54,7,204,220
PR,0,9,57,5,47,14,9,65,8649,66,5139,65,887,65,66,66,61,65,15,65,4,65,472,66,171,65,108,66,825,65,707,66,62,65,39,65,680,66,0.602885969028625,65,5139,8524,0.172351524879615,64,859,4984,0.104734915574448,65,887,8469,0.263076923076923,65,171,650,0.694117647058824,66,472,680,2022/01/16,,0,66,4,66,4,66,6,66,7,66,12,66,12,66,14,66,7,66,3,65,5,65,8,65,8,65,7,65,5,65,11,65,11,65,3,65,1,8,305,58,742,97,0,1,1,60,3,60,0,6,0,6,19,1,6,60
RI,1,1,13,8,5,2,34,14,2334,15,2051,15,451,14,48,15,9,14,2,14,2,14,117,15,45,14,47,15,431,14,432,15,20,14,13,14,134,15,0.878748928877464,15,2051,2334,0.219892735251097,14,451,2051,0.193230505569837,14,451,2334,0.335820895522388,14,45,134,0.873134328358209,15,117,134,2022/01/16,,0,15,6,15,3,15,3,15,5,15,11,15,12,15,8,15,0,15,0,14,0,14,0,14,1,14,3,14,1,14,4,14,0,14,0,14,0,2,7,0,0,0,0,0,0,8,0,8,0,2,0,2,1,0,2,8
SC,26,55,5,27,54,5,32,84,11628,86,9526,86,2568,84,390,86,71,84,16,82,1,82,1108,86,437,84,435,86,2504,84,2442,86,64,84,64,84,1325,86,0.819229446164431,86,9526,11628,0.272872170863883,84,2568,9411,0.224064217782043,84,2568,11461,0.340342679127726,84,437,1284,0.83622641509434,86,1108,1325,2022/01/16,,5,80,34,80,40,79,28,80,59,80,75,81,78,78,66,80,5,81,0,82,1,76,4,76,3,76,19,76,12,75,19,74,12,75,1,79,20,65,1043,1595,1363,151,0,90,3,84,2,84,0,63,0,63,24,4,63,84
SD,0,62,3,6,56,3,80,62,2515,65,1734,65,397,62,58,65,20,62,3,62,2,62,161,65,80,62,78,65,385,62,354,65,12,62,8,62,251,65,0.689463220675944,65,1734,2515,0.233392122281011,62,397,1701,0.162040816326531,62,397,2450,0.330578512396694,62,80,242,0.641434262948207,65,161,251,2022/01/16,,0,57,5,49,5,48,3,47,8,50,16,51,12,49,8,49,1,65,0,59,1,46,1,45,3,44,5,45,4,46,2,45,3,43,1,62,1,20,371,8,1115,108,0,165,3,62,1,62,0,14,0,14,23,1,14,62
TN,32,96,10,53,75,10,193,135,18173,138,13439,138,3139,135,387,138,64,135,10,135,4,135,1640,138,621,135,631,138,3064,135,3012,138,75,135,69,135,2101,138,0.739503659274748,138,13439,18173,0.238308533252354,135,3139,13172,0.175874047512326,135,3139,17848,0.30849478390462,135,621,2013,0.780580675868634,138,1640,2101,2022/01/16,,3,137,27,137,31,137,30,137,50,137,80,138,81,137,57,137,28,138,1,135,4,134,10,134,6,134,5,134,12,134,9,134,11,134,6,135,44,126,393,90,567,136,0,215,4,79,5,80,0,127,0,127,51,21,72,83
TX,19,103,470,28,94,470,355,587,68732,592,53753,592,14522,587,2208,592,501,587,149,586,208,586,6526,592,2654,587,2660,592,13956,587,13342,592,566,587,487,587,7034,592,0.782066577431182,592,53753,68732,0.273659216824332,587,14522,53066,0.213728549141966,587,14522,67946,0.387671633070406,587,2654,6846,0.927779357406881,592,6526,7034,2022/01/16,,14,589,170,582,200,582,167,582,315,584,394,583,444,582,350,582,154,592,5,585,41,577,50,577,50,577,75,577,98,578,83,577,68,577,31,587,180,567,4500,36,2673,314,0,42,7,156,13,156,1,118,1,118,112,23,118,156
UT,0,48,9,3,44,10,2,56,5893,57,3631,57,761,56,161,57,10,56,14,56,1,56,445,57,203,56,206,57,758,56,723,57,3,56,2,56,285,57,0.616154759884609,57,3631,5893,0.213045912653975,56,761,3572,0.130845942228336,56,761,5816,0.738181818181818,56,203,275,1.56140350877193,57,445,285,2022/01/16,,2,55,36,56,27,56,15,56,18,56,24,56,26,56,13,55,0,57,0,55,2,54,0,54,2,55,2,55,1,54,2,53,1,53,0,56,2,47,493,30,207,26,0,2,1,56,1,56,0,46,0,46,15,0,47,56
VA,17,67,20,23,61,20,138,101,17696,104,13868,104,3838,101,508,104,258,101,14,101,7,101,1515,104,617,101,621,104,3734,101,3527,104,104,101,78,101,1895,104,0.78367992766727,104,13868,17696,0.279798789822848,101,3838,13717,0.219464775846295,101,3838,17488,0.334598698481562,101,617,1844,0.799472295514512,104,1515,1895,2022/01/16,,5,102,48,102,51,102,32,103,70,103,86,104,102,102,107,102,7,104,3,99,17,98,17,99,16,99,33,99,53,100,63,100,56,100,0,101,43,77,1166,2188,812,219,10,154,7,100,11,100,0,76,0,76,59,21,76,100
VI,0,2,0,1,1,0,0,2,168,2,110,2,31,2,5,2,0,2,2,2,0,2,8,2,3,2,3,2,29,2,29,2,2,2,2,2,20,2,0.654761904761905,2,110,168,0.281818181818182,2,31,110,0.18452380952381,2,31,168,0.15,2,3,20,0.4,2,8,20,2022/01/16,,0,1,2,1,,0,1,1,1,1,1,1,,0,,0,0,2,0,2,,0,,0,,0,,0,,0,,0,,0,0,2,,0,146,,86,0,,30,0,2,0,2,,0,,0,0,,0,2
