state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
MS,9,84,2,12,81,2,7,93,7790,95,4944,95,429,93,59,95,24,93,1,93,7,93,602,95,130,93,94,95,404,93,330,95,25,93,6,93,817,95,0.634659820282413,95,4944,7790,0.087443946188341,93,429,4906,0.055591551120902,93,429,7717,0.163111668757842,93,130,797,0.736842105263158,95,602,817,2021/07/15,,0,95,9,95,7,95,10,95,9,95,12,95,6,95,6,95,0,95,1,93,3,93,4,93,2,93,3,93,5,93,4,93,2,93,0,93,5,93
MT,5,59,1,5,59,1,0,64,2910,65,1785,65,61,64,10,65,9,64,1,64,1,64,141,65,16,64,16,65,61,64,59,65,0,64,0,64,225,65,0.61340206185567,65,1785,2910,0.034424379232506,64,61,1772,0.021173203748698,64,61,2881,0.073059360730594,64,16,219,0.626666666666667,65,141,225,2021/07/15,,0,65,1,65,1,65,1,65,2,65,1,65,3,65,1,65,0,65,0,64,2,64,1,64,1,64,2,64,1,64,2,64,0,64,0,64,0,64
NC,4,103,12,4,103,12,12,115,21706,119,16133,119,596,115,86,119,86,115,0,115,4,115,1771,119,200,115,186,119,585,115,535,119,11,115,8,115,2358,119,0.74325071408827,119,16133,21706,0.037268634317159,115,596,15992,0.027798507462687,115,596,21440,0.0871839581517,115,200,2294,0.751060220525869,119,1771,2358,2021/07/15,,0,119,6,119,9,119,15,119,15,119,16,119,21,119,4,119,0,119,0,115,2,115,6,115,7,115,23,115,15,115,16,115,17,115,0,115,10,115
ND,9,36,1,10,35,1,10,45,2040,46,1330,46,33,45,4,46,3,45,0,45,3,45,117,46,9,45,6,46,33,45,18,46,0,45,0,45,199,46,0.651960784313726,46,1330,2040,0.025037936267071,45,33,1318,0.016385302879841,45,33,2014,0.046153846153846,45,9,195,0.587939698492462,46,117,199,2021/07/15,,0,46,0,46,0,46,0,46,0,46,1,46,2,46,1,46,0,46,0,45,1,45,0,45,1,45,0,45,0,45,0,45,1,45,0,45,0,45
NE,10,87,0,14,83,0,0,97,4281,97,2630,97,101,97,10,97,11,97,0,97,0,97,354,97,36,97,35,97,99,97,92,97,2,97,1,97,572,97,0.614342443354356,97,2630,4281,0.038403041825095,97,101,2630,0.023592618547068,97,101,4281,0.062937062937063,97,36,572,0.618881118881119,97,354,572,2021/07/15,,0,97,1,97,2,97,1,97,0,97,2,97,6,97,0,97,0,97,0,97,0,97,1,97,4,97,0,97,4,97,1,97,1,97,0,97,1,97
NH,2,22,4,2,22,4,0,28,2908,28,1971,28,29,28,6,28,5,28,0,28,0,28,175,28,10,28,6,28,28,28,23,28,1,28,0,28,284,28,0.677785419532325,28,1971,2908,0.014713343480467,28,29,1971,0.009972489683631,28,29,2908,0.035211267605634,28,10,284,0.616197183098592,28,175,284,2021/07/15,,0,28,0,28,1,28,0,28,3,28,1,28,1,28,0,28,0,28,0,28,0,28,1,28,0,28,0,28,3,28,1,28,0,28,0,28,0,28
NJ,7,60,11,7,59,12,23,77,21533,78,14316,78,364,77,45,78,76,77,0,77,1,77,1213,78,57,77,46,78,358,77,298,78,6,77,3,77,3046,78,0.664840013003297,78,14316,21533,0.025491981231179,77,364,14279,0.016962579803346,77,364,21459,0.018811881188119,77,57,3030,0.39822718319107,78,1213,3046,2021/07/15,,1,78,0,78,5,78,4,78,10,78,10,78,8,78,5,78,2,78,0,77,5,77,4,77,2,77,9,77,11,77,6,77,8,77,31,77,3,77
NM,15,35,1,16,34,1,1,50,4184,51,2900,51,106,50,15,51,28,50,1,50,1,50,324,51,36,50,37,51,102,50,96,51,4,50,2,50,436,51,0.693116634799235,51,2900,4184,0.037310806054206,50,106,2841,0.025999509443218,50,106,4077,0.08695652173913,50,36,414,0.743119266055046,51,324,436,2021/07/15,,0,51,1,50,1,50,2,50,2,50,2,50,3,50,3,50,1,51,1,50,4,49,2,49,3,49,3,49,3,49,6,49,6,49,0,50,0,50
NV,0,1,59,0,1,59,27,60,8690,60,6799,60,862,60,105,60,89,60,1,60,2,60,690,60,206,60,207,60,859,60,809,60,3,60,11,60,887,60,0.782393555811277,60,6799,8690,0.12678335049272,60,862,6799,0.099194476409666,60,862,8690,0.232243517474634,60,206,887,0.777903043968433,60,690,887,2021/07/15,,1,60,6,60,17,60,12,60,22,60,26,60,14,60,7,60,0,60,1,60,2,60,5,60,13,60,18,60,25,60,13,60,12,60,0,60,6,60
NY,4,164,9,4,164,9,62,168,48049,177,34623,177,807,168,71,177,93,168,0,168,13,168,3155,177,145,168,107,177,780,168,439,177,27,168,6,168,5277,177,0.72057691106995,177,34623,48049,0.023522210563134,168,807,34308,0.017004150951347,168,807,47459,0.028073572120039,168,145,5165,0.597877581959447,177,3155,5277,2021/07/15,,0,177,9,177,6,177,9,177,8,177,10,177,17,177,11,176,1,176,1,168,4,168,11,168,4,168,24,168,21,168,14,168,12,168,2,167,5,168
