state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/06/10,58276,58201,58351,70.63,70.41,70.85,82513,82485,82541,
CW,2021/06/11,57409,57370,57448,69.66,69.55,69.77,82417,82393,82441,
CW,2021/06/12,56320,56260,56380,68.37,68.14,68.59,82384,82309,82459,
CW,2021/06/13,54209,54146,54273,66.18,65.94,66.41,81922,81850,81994,
CW,2021/06/14,54507,54461,54554,66.42,66.24,66.59,82070,82016,82124,
CW,2021/06/15,57033,56994,57072,69.33,69.18,69.49,82262,82207,82317,
CW,2021/06/16,57400,57368,57432,69.86,69.74,69.98,82168,82130,82207,
CW,2021/06/17,57082,57026,57137,69.64,69.45,69.84,81965,81911,82020,
CW,2021/06/18,56743,56700,56787,69.24,69.06,69.41,81961,81903,82018,
CW,2021/06/19,55145,55057,55234,67.52,67.2,67.85,81673,81576,81770,
CW,2021/06/20,53307,53258,53356,65.61,65.43,65.79,81252,81199,81305,
CW,2021/06/21,53721,53677,53765,65.79,65.63,65.96,81657,81607,81708,
CW,2021/06/22,56376,56342,56410,68.75,68.6,68.89,82009,81957,82061,
CW,2021/06/23,57230,57187,57273,69.62,69.46,69.77,82209,82163,82255,
CW,2021/06/24,56883,56817,56950,69.36,69.17,69.55,82014,81997,82032,
CW,2021/06/25,56019,55900,56138,68.5,68.05,68.94,81790,81655,81924,
CW,2021/06/26,54710,54571,54849,67.12,66.59,67.66,81511,81340,81682,
CW,2021/06/27,53364,53230,53499,65.62,65.09,66.14,81332,81164,81499,
CW,2021/06/28,53617,53534,53700,65.91,65.63,66.2,81348,81276,81421,
CW,2021/06/29,56398,56341,56456,69.17,68.98,69.35,81545,81494,81596,
CW,2021/06/30,57219,57177,57262,69.87,69.73,70.01,81898,81856,81940,
CW,2021/07/01,56767,56727,56806,69.45,69.31,69.59,81742,81694,81790,
CW,2021/07/02,56265,56221,56310,68.67,68.5,68.84,81940,81880,81999,
CW,2021/07/03,54595,54540,54649,67,66.8,67.2,81488,81420,81556,
CW,2021/07/04,53076,53005,53146,65.27,64.99,65.54,81327,81234,81419,
CW,2021/07/05,52843,52737,52949,65.05,64.66,65.45,81234,81116,81353,
CW,2021/07/06,54029,53943,54115,66.35,66.04,66.67,81430,81331,81529,
CW,2021/07/07,56612,56510,56714,69.33,68.94,69.72,81660,81531,81790,
CW,2021/07/08,57155,57026,57284,69.97,69.46,70.47,81704,81535,81872,
CW,2021/07/09,57152,56799,57504,69.69,68.33,71.04,82024,81589,82459,
CW,2021/07/10,56257,55651,56863,68.99,66.6,71.37,81559,80782,82336,
AK,2021/06/10,94,94,94,72.31,72.31,72.31,130,130,130,POINT (-151.631889 63.631126)
AL,2021/06/10,1305,1305,1305,81.56,81.56,81.56,1600,1600,1600,POINT (-86.844516 32.756889)
AR,2021/06/10,681,681,681,68.3,68.3,68.3,997,997,997,POINT (-92.439162 34.899825)
AZ,2021/06/10,1064,1064,1064,49.42,49.42,49.42,2153,2153,2153,POINT (-111.664616 34.293239)
CA,2021/06/10,4705,4693,4717,69.76,69.76,69.76,6745,6745,6745,POINT (-119.662127 37.211164)
CO,2021/06/10,923,923,923,71.55,71.55,71.55,1290,1290,1290,POINT (-105.547832 38.998552)
CT,2021/06/10,579,579,579,56.21,56.21,56.21,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/06/10,268,268,268,81.71,81.71,81.71,328,328,328,POINT (-77.016275 38.904785)
DE,2021/06/10,148,148,148,82.22,82.22,82.22,180,180,180,POINT (-75.452394 38.994926)
FL,2021/06/10,4952,4952,4952,77.36,77.36,77.36,6401,6401,6401,POINT (-82.420978 28.260731)
GA,2021/06/10,2099,2099,2099,78,78,78,2691,2691,2691,POINT (-83.426574 32.638481)
HI,2021/06/10,134,134,134,60.63,60.63,60.63,221,221,221,POINT (-157.854309 21.361013)
IA,2021/06/10,452,452,452,69.11,69.11,69.11,654,654,654,POINT (-93.500061 42.074659)
ID,2021/06/10,198,198,198,65.35,65.35,65.35,303,303,303,POINT (-114.659366 44.389073)
IL,2021/06/10,2155,2149,2161,64.16,63.5,64.81,3359,3346,3372,POINT (-89.148632 40.124144)
IN,2021/06/10,1558,1558,1558,69.18,69.18,69.18,2252,2252,2252,POINT (-86.2818 39.919991)
KS,2021/06/10,605,605,605,74.6,74.6,74.6,811,811,811,POINT (-98.38018 38.484729)
KY,2021/06/10,1086,1086,1086,61.67,61.67,61.67,1761,1761,1761,POINT (-85.290484 37.526683)
LA,2021/06/10,1163,1163,1163,65.04,65.04,65.04,1788,1788,1788,POINT (-91.840238 30.921314)
MA,2021/06/10,1226,1226,1226,90.88,90.88,90.88,1349,1349,1349,POINT (-71.481104 42.151077)
MD,2021/06/10,889,889,889,68.91,68.91,68.91,1290,1290,1290,POINT (-76.687282 38.946466)
ME,2021/06/10,238,238,238,75.32,75.32,75.32,316,316,316,POINT (-69.06137 45.117911)
MI,2021/06/10,1950,1950,1950,77.35,77.35,77.35,2521,2521,2521,POINT (-85.730977 44.874798)
TX,2021/06/10,5295,5230,5360,85.67,83.38,87.95,6181,6181,6181,POINT (-99.317341 31.447238)
AK,2021/06/11,91,91,91,69.47,69.47,69.47,131,131,131,POINT (-151.631889 63.631126)
AL,2021/06/11,1262,1262,1262,78.97,78.97,78.97,1598,1598,1598,POINT (-86.844516 32.756889)
AR,2021/06/11,680,676,684,68.18,67.17,69.19,997,997,997,POINT (-92.439162 34.899825)
AZ,2021/06/11,1057,1057,1057,49.35,49.35,49.35,2142,2142,2142,POINT (-111.664616 34.293239)
CA,2021/06/11,4653,4639,4667,68.67,68.11,69.22,6776,6766,6786,POINT (-119.662127 37.211164)
CO,2021/06/11,890,888,891,70.48,70.48,70.48,1262,1262,1262,POINT (-105.547832 38.998552)
CT,2021/06/11,563,552,574,54.66,54.66,54.66,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/06/11,281,281,281,85.15,85.15,85.15,330,330,330,POINT (-77.016275 38.904785)
DE,2021/06/11,147,147,147,80.77,80.77,80.77,182,182,182,POINT (-75.452394 38.994926)
FL,2021/06/11,4859,4859,4859,76.1,76.1,76.1,6385,6385,6385,POINT (-82.420978 28.260731)
GA,2021/06/11,2083,2083,2083,77.55,77.55,77.55,2686,2686,2686,POINT (-83.426574 32.638481)
HI,2021/06/11,138,138,138,63.01,63.01,63.01,219,219,219,POINT (-157.854309 21.361013)
IA,2021/06/11,442,442,442,67.38,67.38,67.38,656,656,656,POINT (-93.500061 42.074659)
ID,2021/06/11,182,182,182,60.07,60.07,60.07,303,303,303,POINT (-114.659366 44.389073)
IL,2021/06/11,2116,2113,2119,64.02,63.81,64.24,3305,3298,3312,POINT (-89.148632 40.124144)
IN,2021/06/11,1519,1519,1519,67.72,67.72,67.72,2243,2243,2243,POINT (-86.2818 39.919991)
KS,2021/06/11,585,585,585,72.31,72.31,72.31,809,809,809,POINT (-98.38018 38.484729)
KY,2021/06/11,1074,1072,1077,61.02,61.02,61.02,1761,1761,1761,POINT (-85.290484 37.526683)
LA,2021/06/11,1148,1148,1148,64.46,64.46,64.46,1781,1781,1781,POINT (-91.840238 30.921314)
MA,2021/06/11,1003,998,1008,73.8,72.96,74.65,1359,1357,1361,POINT (-71.481104 42.151077)
MD,2021/06/11,861,861,861,67.69,67.69,67.69,1272,1268,1276,POINT (-76.687282 38.946466)
ME,2021/06/11,226,226,226,71.97,71.97,71.97,314,313,315,POINT (-69.06137 45.117911)
MI,2021/06/11,1936,1936,1936,77.63,77.63,77.63,2494,2494,2494,POINT (-85.730977 44.874798)
TX,2021/06/11,5258,5256,5261,85.11,84.99,85.23,6178,6176,6181,POINT (-99.317341 31.447238)
AK,2021/06/12,92,92,92,70.23,70.23,70.23,131,131,131,POINT (-151.631889 63.631126)
AL,2021/06/12,1250,1250,1251,78.3,78.3,78.3,1597,1597,1597,POINT (-86.844516 32.756889)
AR,2021/06/12,686,681,692,69.48,68.21,70.76,988,988,988,POINT (-92.439162 34.899825)
AZ,2021/06/12,1042,1042,1042,48.81,48.81,48.81,2135,2135,2135,POINT (-111.664616 34.293239)
CA,2021/06/12,4616,4603,4630,68.49,67.93,69.04,6740,6729,6752,POINT (-119.662127 37.211164)
CO,2021/06/12,883,883,883,70.14,70.14,70.14,1259,1259,1259,POINT (-105.547832 38.998552)
CT,2021/06/12,562,562,562,54.56,54.56,54.56,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/06/12,260,260,260,79.75,79.75,79.75,326,326,326,POINT (-77.016275 38.904785)
DE,2021/06/12,130,130,130,74.29,74.29,74.29,175,175,175,POINT (-75.452394 38.994926)
FL,2021/06/12,4778,4777,4779,74.74,74.74,74.74,6393,6393,6393,POINT (-82.420978 28.260731)
GA,2021/06/12,2063,2062,2064,76.35,75.97,76.74,2702,2696,2708,POINT (-83.426574 32.638481)
HI,2021/06/12,137,137,137,61.43,61.43,61.43,223,223,223,POINT (-157.854309 21.361013)
IA,2021/06/12,421,421,421,63.88,63.88,63.88,659,658,660,POINT (-93.500061 42.074659)
ID,2021/06/12,182,181,184,60.23,58.32,62.14,303,300,306,POINT (-114.659366 44.389073)
IL,2021/06/12,2021,2018,2024,61.13,61.13,61.13,3306,3299,3313,POINT (-89.148632 40.124144)
IN,2021/06/12,1504,1504,1504,66.84,66.84,66.84,2250,2250,2250,POINT (-86.2818 39.919991)
KS,2021/06/12,568,568,568,71.27,71.27,71.27,797,797,797,POINT (-98.38018 38.484729)
KY,2021/06/12,1082,1082,1083,61.47,61.47,61.47,1761,1761,1761,POINT (-85.290484 37.526683)
LA,2021/06/12,1086,1086,1086,60.87,60.87,60.87,1784,1784,1784,POINT (-91.840238 30.921314)
