state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/05/06,519047,518476,519618,74.21,74.17,74.24,700106,699365,700847,
CW,2021/05/07,510912,510353,511472,73.56,73.51,73.62,695145,694400,695889,
CW,2021/05/08,489408,488824,489993,70.61,70.46,70.76,693128,692386,693870,
CW,2021/05/09,474905,474273,475536,68.83,68.61,69.04,689988,689135,690841,
CW,2021/05/10,478947,478362,479532,69.34,69.08,69.61,690710,689997,691422,
CW,2021/05/11,504260,503743,504777,72.53,72.29,72.77,695233,694544,695923,
CW,2021/05/12,514125,513597,514654,73.77,73.53,74.02,696901,696224,697578,
CW,2021/05/13,512057,511596,512518,73.4,73.18,73.61,697649,697029,698269,
CW,2021/05/14,506090,505528,506652,72.66,72.4,72.92,696503,695788,697219,
CW,2021/05/15,487017,486522,487512,70.23,70,70.46,693443,692807,694078,
CW,2021/05/16,473663,473286,474041,68.7,68.52,68.87,689494,689003,689985,
CW,2021/05/17,480385,480102,480669,69.73,69.63,69.83,688952,688862,689043,
CW,2021/05/18,504698,504393,505002,72.72,72.61,72.83,694028,693914,694141,
CW,2021/05/19,516029,515625,516434,74.05,73.9,74.2,696847,696574,697121,
CW,2021/05/20,516215,515887,516542,74.01,73.88,74.14,697499,697210,697788,
CW,2021/05/21,510276,509904,510647,73.18,73,73.35,697334,696812,697857,
CW,2021/05/22,492331,491972,492689,70.91,70.77,71.05,694300,694002,694598,
CW,2021/05/23,477007,476519,477495,69.15,68.99,69.3,690466,690070,690863,
CW,2021/05/24,483243,482564,483922,70.14,69.86,70.42,689582,688793,690371,
CW,2021/05/25,508834,508317,509352,73.38,73.19,73.56,694072,693514,694631,
CW,2021/05/26,517187,516688,517686,74.4,74.23,74.57,695776,695233,696318,
CW,2021/05/27,515661,515198,516124,74.14,74,74.28,696156,695704,696609,
CW,2021/05/28,508395,507905,508885,73.25,73.12,73.39,694664,694324,695004,
CW,2021/05/29,485122,484586,485658,70.25,70.07,70.43,691206,690715,691697,
CW,2021/05/30,468740,468251,469228,68.06,67.91,68.22,689298,688819,689776,
CW,2021/05/31,463211,462462,463960,67.38,67.09,67.66,688116,687419,688814,
CW,2021/06/01,475305,474861,475749,69.04,68.94,69.15,689034,688763,689306,
CW,2021/06/02,501961,501350,502572,72.37,72.14,72.59,694275,693634,694916,
CW,2021/06/03,510418,509590,511247,73.47,73.12,73.83,695327,694283,696370,
CW,2021/06/04,509056,507048,511064,73.63,72.72,74.54,692002,689474,694531,
CW,2021/06/05,496701,492338,501064,72.05,70.03,74.08,689998,684390,695606,
AL,2021/05/06,10527,10527,10527,75.45,75.45,75.45,13953,13953,13953,POINT (-86.844516 32.756889)
AR,2021/05/06,5468,5468,5468,70.68,70.68,70.68,7736,7736,7736,POINT (-92.439162 34.899825)
CA,2021/05/06,44141,43699,44583,76.29,76.28,76.3,57860,57125,58595,POINT (-119.662127 37.211164)
CT,2021/05/06,6386,6386,6386,81.96,81.96,81.96,7792,7792,7792,POINT (-72.738288 41.575155)
DC,2021/05/06,2191,2191,2191,79.33,79.33,79.33,2762,2762,2762,POINT (-77.016275 38.904785)
GA,2021/05/06,15376,15022,15730,81.85,81.85,81.85,19419,19419,19419,POINT (-83.426574 32.638481)
ID,2021/05/06,1943,1943,1943,59.51,59.51,59.51,3265,3265,3265,POINT (-114.659366 44.389073)
