state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-08-25,"489,792","487,950","491,634",67.42,66.93,67.91,"708,334","705,746","710,922"
CW,2020-08-26,"500,824","498,905","502,743",68.33,67.61,69.05,"714,447","711,803","717,092"
CW,2020-08-27,"502,416","500,538","504,295",68.36,67.60,69.13,"717,065","714,424","719,705"
CW,2020-08-28,"493,576","491,851","495,301",67.47,66.78,68.15,"714,259","711,860","716,658"
CW,2020-08-29,"478,002","476,072","479,932",65.43,64.65,66.22,"713,135","710,509","715,761"
CW,2020-08-30,"464,027","461,952","466,103",63.69,62.77,64.61,"711,036","707,896","714,176"
CW,2020-08-31,"467,057","465,500","468,613",64.12,63.51,64.72,"711,054","708,901","713,206"
CW,2020-09-01,"487,265","485,314","489,216",66.50,65.78,67.22,"715,471","713,383","717,560"
CW,2020-09-02,"497,034","495,202","498,866",67.50,66.90,68.09,"718,946","717,388","720,503"
CW,2020-09-03,"495,006","493,257","496,755",67.53,66.97,68.10,"715,843","714,322","717,364"
CW,2020-09-04,"489,192","487,503","490,882",66.80,66.24,67.36,"714,766","713,176","716,356"
CW,2020-09-05,"471,216","469,528","472,905",64.52,63.92,65.12,"712,950","711,116","714,784"
CW,2020-09-06,"455,642","453,876","457,408",62.81,62.10,63.52,"708,329","706,029","710,629"
CW,2020-09-07,"452,022","450,571","453,473",62.23,61.70,62.77,"709,303","707,436","711,171"
CW,2020-09-08,"461,636","460,495","462,777",63.42,63.05,63.80,"710,522","708,944","712,099"
CW,2020-09-09,"490,477","489,328","491,625",66.97,66.57,67.37,"714,915","713,251","716,580"
CW,2020-09-10,"500,480","499,378","501,581",68.27,67.91,68.63,"715,936","714,378","717,494"
CW,2020-09-11,"501,329","500,213","502,446",68.25,67.78,68.73,"716,962","715,385","718,540"
CW,2020-09-12,"483,271","481,996","484,546",66.06,65.51,66.61,"714,013","712,218","715,808"
CW,2020-09-13,"467,904","466,119","469,688",64.51,63.78,65.24,"708,086","706,110","710,063"
CW,2020-09-14,"472,326","471,208","473,444",64.81,64.32,65.31,"712,400","710,730","714,070"
CW,2020-09-15,"494,456","493,295","495,618",67.96,67.48,68.44,"711,343","709,819","712,867"
CW,2020-09-16,"501,229","500,183","502,274",68.85,68.38,69.32,"711,851","710,210","713,492"
CW,2020-09-17,"503,170","502,105","504,234",68.90,68.45,69.34,"713,264","711,727","714,800"
CW,2020-09-18,"499,278","498,316","500,239",68.31,67.92,68.69,"713,360","711,975","714,745"
CW,2020-09-19,"481,266","479,945","482,588",66.08,65.53,66.64,"710,554","708,812","712,295"
CW,2020-09-20,"464,636","463,249","466,023",64.02,63.43,64.60,"708,111","706,253","709,970"
CW,2020-09-21,"467,451","466,503","468,399",64.34,63.97,64.70,"708,049","706,739","709,359"
CW,2020-09-22,"494,014","493,100","494,928",67.53,67.16,67.90,"712,982","711,549","714,416"
CW,2020-09-23,"504,656","503,736","505,575",68.86,68.51,69.22,"713,846","712,427","715,264"
CW,2020-09-24,"505,192","504,250","506,135",68.85,68.49,69.20,"714,656","713,271","716,042"
CW,2020-09-25,"502,672","500,471","504,873",68.33,67.36,69.30,"716,602","713,646","719,558"
DC,2020-08-25,"2,264","2,264","2,264",82.27,82.27,82.27,"2,752","2,752","2,752"
DC,2020-08-26,"2,282","2,282","2,282",83.22,83.22,83.22,"2,742","2,742","2,742"
DC,2020-08-27,"2,323","2,323","2,323",85.72,85.72,85.72,"2,710","2,710","2,710"
DC,2020-08-28,"2,304","2,304","2,304",84.43,84.43,84.43,"2,729","2,729","2,729"
DC,2020-08-29,"2,257","2,257","2,257",79.47,79.47,79.47,"2,840","2,840","2,840"
DC,2020-08-30,"2,183","2,080","2,286",81.06,69.21,92.92,"2,693","2,569","2,817"
DC,2020-08-31,"2,161","2,161","2,161",78.70,78.70,78.70,"2,746","2,746","2,746"
DC,2020-09-01,"2,263","2,263","2,263",81.58,81.58,81.58,"2,774","2,774","2,774"
DC,2020-09-02,"2,320","2,320","2,320",83.33,83.33,83.33,"2,784","2,784","2,784"
