state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,1,68,9743,69,5600,69,444,68,482,69,59,68,63,69,408,68,293,69,36,68,9,68,668,69,0.5747716309145027,69,5600,9743,0.08124428179322964,68,444,5465,0.046458093543999164,68,444,9557,0.09262166405023547,68,59,637,0.7215568862275449,69,482,668,2020-10-18
RI,7,14,2312,15,2014,14,136,14,140,15,15,14,15,15,136,14,135,15,0,1,0,1,176,15,0.8711072664359861,14,2014,2312,0.06861755802219979,13,136,1982,0.061068702290076333,14,136,2227,0.09316770186335403,14,15,161,0.7954545454545454,15,140,176,2020-10-18
SC,1,77,10353,85,8625,85,714,83,1019,83,175,83,166,85,712,83,609,85,2,57,1,57,1377,82,0.8330918574326283,85,8625,10353,0.08386187455954898,83,714,8514,0.07006181925228143,83,714,10191,0.13148009015777612,80,175,1331,0.7400145243282498,82,1019,1377,2020-10-18
SD,69,61,2776,64,1792,64,289,61,172,62,74,60,78,63,285,61,288,64,4,60,3,60,222,63,0.6455331412103746,64,1792,2776,0.16542644533485976,61,289,1747,0.10759493670886076,61,289,2686,0.3557692307692308,59,74,208,0.7747747747747747,62,172,222,2020-10-18
TN,37,121,19974,144,14675,144,1303,118,1743,139,358,118,355,121,1291,118,1217,121,12,90,4,90,2217,140,0.7380233494363929,143,14666,19872,0.10250157331655128,118,1303,12712,0.07527440785673022,118,1303,17310,0.1883219358232509,116,358,1901,0.7908348457350273,139,1743,2204,2020-10-18
TX,114,581,69731,587,51175,590,5204,575,5969,569,1446,574,1407,579,5145,574,4698,579,59,486,53,486,7522,565,0.7335761712868022,587,51153,69731,0.10408624517471048,575,5204,49997,0.07622884770346494,572,5203,68255,0.19696762737330967,559,1442,7321,0.7930071789417708,564,5965,7522,2020-10-18
UT,2,55,5913,57,3500,57,301,55,409,52,102,51,103,52,289,55,291,56,12,47,12,47,603,49,0.5919161170302722,57,3500,5913,0.08724637681159421,55,301,3450,0.05204011065006916,55,301,5784,0.17200674536256325,48,102,593,0.6451077943615257,49,389,603,2020-10-18
VA,23,105,18619,109,12858,109,793,105,1406,107,216,105,201,108,780,105,664,108,13,76,6,76,1946,106,0.6905848864063591,109,12858,18619,0.06339435606363418,105,793,12509,0.04368905294474134,105,793,18151,0.1148936170212766,103,216,1880,0.7225077081192189,106,1406,1946,2020-10-18
VI,0,2,188,2,96,2,4,2,11,2,1,2,1,2,4,2,4,2,0,2,0,2,20,2,0.5106382978723404,2,96,188,0.041666666666666664,2,4,96,0.02127659574468085,2,4,188,0.05,2,1,20,0.55,2,11,20,2020-10-18
VT,0,16,1300,17,853,17,3,16,69,17,0,16,0,17,3,16,1,17,0,16,0,16,109,17,0.6561538461538462,17,853,1300,0.0036809815950920245,16,3,815,0.002390438247011952,16,3,1255,0.0,16,0,102,0.6330275229357798,17,69,109,2020-10-18
