state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
WA,9,94,2,9,94,2,12,103,13319,105,9556,105,686,103,81,105,124,103,0,103,9,103,958,105,143,103,112,105,638,103,401,105,48,103,30,103,1324,105,0.71747128162775,105,9556,13319,0.072546531302876,103,686,9456,0.052028820629503,103,686,13185,0.110510046367852,103,143,1294,0.72356495468278,105,958,1324,2021/04/06,POINT (-120.592492 47.411715)
WI,10,117,21,13,114,21,0,145,13194,148,8312,147,349,144,79,148,66,145,3,145,11,145,878,147,97,144,95,147,345,144,318,147,4,144,2,144,1616,148,0.639286263651746,147,8312,13002,0.042895771878073,144,349,8136,0.027387585340972,144,349,12743,0.062020460358056,144,97,1564,0.543316831683168,147,878,1616,2021/04/06,POINT (-89.732969 44.639954)
WV,12,47,4,15,44,4,1,59,6137,63,4769,63,297,59,40,63,70,59,1,59,0,59,488,63,78,59,77,63,292,59,272,63,5,59,3,59,642,63,0.777089783281734,63,4769,6137,0.063515825491873,59,297,4676,0.049983170649613,59,297,5942,0.130434782608696,59,78,598,0.7601246105919,63,488,642,2021/04/06,POINT (-80.613729 38.642579)
AK,2,20,0,1,21,0,0,22,1640,22,937,22,52,22,7,22,2,22,0,22,0,22,92,22,15,22,15,22,47,22,44,22,5,22,0,22,129,22,0.571341463414634,22,937,1640,0.055496264674493,22,52,937,0.031707317073171,22,52,1640,0.116279069767442,22,15,129,0.713178294573644,22,92,129,2021/04/06,POINT (-151.631889 63.631126)
AL,27,75,15,28,74,15,4,111,15474,117,10683,117,450,111,52,113,78,111,1,111,8,111,1277,117,120,111,109,113,436,111,328,113,14,111,6,111,1617,117,0.690383869716944,117,10683,15474,0.043672360248447,111,450,10304,0.030108390204737,111,450,14946,0.076045627376426,111,120,1578,0.789734075448361,117,1277,1617,2021/04/06,POINT (-86.844516 32.756889)
AR,16,89,2,19,86,2,3,105,9186,107,6294,107,199,105,24,107,44,105,3,105,8,105,659,107,48,105,40,107,193,105,137,107,6,105,0,105,969,107,0.685173089483997,107,6294,9186,0.031713147410359,105,199,6275,0.021760524876982,105,199,9145,0.050420168067227,105,48,952,0.680082559339525,107,659,969,2021/04/06,POINT (-92.439162 34.899825)
AZ,24,96,3,25,95,3,3,120,17101,123,11581,123,572,120,75,123,107,120,3,120,9,120,1089,123,117,120,95,123,552,120,362,123,20,120,8,120,2227,123,0.677211858955617,123,11581,17101,0.050272455616101,120,572,11378,0.034076015727392,120,572,16786,0.054418604651163,120,117,2150,0.488998652896273,123,1089,2227,2021/04/06,POINT (-111.664616 34.293239)
CA,69,308,39,82,295,39,30,408,62881,416,46563,416,2161,407,249,416,419,408,5,407,11,407,4833,415,474,407,446,415,2114,407,1831,415,47,407,34,407,7001,415,0.740493948887581,416,46563,62881,0.046998695084819,407,2161,45980,0.03483348915181,407,2161,62038,0.069470907225561,407,474,6823,0.690329952863877,415,4833,7001,2021/04/06,POINT (-119.662127 37.211164)
CO,7,83,13,7,83,13,6,101,11869,103,8023,103,514,101,91,103,45,101,3,101,11,101,853,103,137,101,135,103,490,101,438,103,24,101,9,101,1285,103,0.675962591625242,103,8023,11869,0.064915382672392,101,514,7918,0.043700051011733,101,514,11762,0.109424920127796,101,137,1252,0.663813229571984,103,853,1285,2021/04/06,POINT (-105.547832 38.998552)
CT,4,35,1,4,35,1,18,39,8466,40,6795,40,595,39,94,40,48,39,2,39,0,39,644,40,125,39,122,40,585,39,522,40,10,39,5,39,1058,40,0.802622253720766,40,6795,8466,0.08831824254119,39,595,6737,0.071027814253313,39,595,8377,0.120656370656371,39,125,1036,0.608695652173913,40,644,1058,2021/04/06,POINT (-72.738288 41.575155)
DC,0,12,2,0,12,2,2,12,3461,14,2519,14,189,13,13,14,94,13,2,13,11,13,273,14,55,12,37,13,166,13,125,14,23,13,6,13,345,14,0.727824328228836,14,2519,3461,0.077681874229346,13,189,2433,0.056620730976633,13,189,3338,0.169230769230769,12,55,325,0.791304347826087,14,273,345,2021/04/06,POINT (-77.016275 38.904785)
DE,0,14,2,0,14,2,4,15,3308,16,2432,16,198,15,20,16,45,15,2,15,3,15,156,16,18,15,17,16,189,15,143,16,9,15,5,15,194,16,0.735187424425635,16,2432,3308,0.082191780821918,15,198,2409,0.06043956043956,15,198,3276,0.096774193548387,15,18,186,0.804123711340206,16,156,194,2021/04/06,POINT (-75.452394 38.994926)
FL,10,242,15,29,223,15,65,261,58911,267,45229,267,3540,261,533,267,206,261,7,261,8,261,5077,267,753,261,728,267,3485,261,3135,267,55,261,39,261,6462,267,0.767751353736993,267,45229,58911,0.07950589556429,261,3540,44525,0.061093469556813,261,3540,57944,0.120537858171923,261,753,6247,0.785670071185392,267,5077,6462,2021/04/06,POINT (-82.420978 28.260731)
GA,31,128,10,36,122,11,12,166,22800,169,17357,169,1404,166,298,169,140,166,10,166,30,166,2098,169,361,166,322,169,1365,166,1077,169,39,166,11,166,2771,169,0.761271929824561,169,17357,22800,0.08173720672993,166,1404,17177,0.062369508240416,166,1404,22511,0.132671811833885,166,361,2721,0.757127390833634,169,2098,2771,2021/04/06,POINT (-83.426574 32.638481)
HI,1,20,4,1,20,4,1,25,2633,25,1829,25,58,25,9,25,13,25,0,25,1,25,135,25,14,25,12,25,56,25,45,25,2,25,0,25,222,25,0.69464489175845,25,1829,2633,0.031711317659923,25,58,1829,0.022028104823395,25,58,2633,0.063063063063063,25,14,222,0.608108108108108,25,135,222,2021/04/06,POINT (-157.854309 21.361013)
IA,2,43,81,2,42,82,0,124,8065,126,4982,126,225,124,38,126,5,124,0,124,1,124,436,126,57,124,53,126,219,124,207,126,6,124,5,124,712,126,0.617730936143831,126,4982,8065,0.04574100426916,124,225,4919,0.028237951807229,124,225,7968,0.082251082251082,124,57,693,0.612359550561798,126,436,712,2021/04/06,POINT (-93.500061 42.074659)
ID,4,40,8,4,40,8,1,51,3728,52,2130,52,155,51,12,52,7,51,0,51,0,51,192,52,41,51,40,52,155,51,136,52,0,51,0,51,303,52,0.571351931330472,52,2130,3728,0.073915116833572,51,155,2097,0.042062415196744,51,155,3685,0.138047138047138,51,41,297,0.633663366336634,52,192,303,2021/04/06,POINT (-114.659366 44.389073)
IL,11,168,23,13,166,23,65,197,31724,202,22048,202,1870,197,225,202,279,197,4,197,33,197,2223,202,396,197,363,202,1833,197,1588,202,37,197,17,197,3467,202,0.694994326062287,202,22048,31724,0.085807369338779,197,1870,21793,0.059620596205962,197,1870,31365,0.116367910667058,197,396,3403,0.6411883472743,202,2223,3467,2021/04/06,POINT (-89.148632 40.124144)
IN,11,151,2,12,150,2,1,162,19056,164,11992,164,832,162,117,164,104,162,3,162,8,162,1515,164,201,162,171,164,807,162,612,164,25,162,4,162,2220,164,0.629303106633081,164,11992,19056,0.070010097610232,162,832,11884,0.043995558140765,162,832,18911,0.092584062643943,162,201,2171,0.682432432432432,164,1515,2220,2021/04/06,POINT (-86.2818 39.919991)
KS,10,131,4,13,128,4,0,142,8694,145,5021,145,168,142,16,145,25,142,0,142,4,142,573,145,42,142,41,145,165,142,142,145,3,142,2,142,841,145,0.577524729698643,145,5021,8694,0.03370110330993,142,168,4985,0.019516728624535,142,168,8608,0.051219512195122,142,42,820,0.681331747919144,145,573,841,2021/04/06,POINT (-98.38018 38.484729)
KY,0,25,93,4,112,2,9,116,14448,118,8549,118,404,116,105,118,61,116,3,116,2,116,1115,118,92,116,86,118,393,116,333,118,11,116,4,116,1833,118,0.591708194905869,118,8549,14448,0.047986696757335,116,404,8419,0.028317095394967,116,404,14267,0.051454138702461,116,92,1788,0.608292416803055,118,1115,1833,2021/04/06,POINT (-85.290484 37.526683)
LA,41,175,6,45,171,6,0,216,14170,222,8964,222,262,222,48,217,5,217,5,217,0,217,1169,222,84,222,79,222,257,222,327,222,5,222,5,222,1825,222,0.632604093154552,222,8964,14170,0.029228023203927,222,262,8964,0.01848976711362,222,262,14170,0.046027397260274,222,84,1825,0.640547945205479,222,1169,1825,2021/04/06,POINT (-91.840238 30.921314)
MA,11,89,1,10,90,1,12,100,19083,101,15848,101,653,100,104,101,103,100,8,100,4,100,1052,101,176,100,169,101,631,100,535,101,22,100,13,100,1402,101,0.830477388251323,101,15848,19083,0.041489294110172,100,653,15739,0.034460921420655,100,653,18949,0.128093158660844,100,176,1374,0.750356633380884,101,1052,1402,2021/04/06,POINT (-71.481104 42.151077)
MD,5,51,5,4,52,5,13,60,11900,61,9817,61,1493,60,177,61,277,60,5,60,7,60,1037,61,332,60,310,61,1472,60,1213,61,21,60,13,60,1358,61,0.824957983193277,61,9817,11900,0.153128205128205,60,1493,9750,0.126568328246863,60,1493,11796,0.251515151515152,60,332,1320,0.763622974963181,61,1037,1358,2021/04/06,POINT (-76.687282 38.946466)
ME,4,26,9,1,29,9,0,38,3319,39,2328,39,86,38,9,39,17,38,0,38,0,38,237,39,38,38,34,39,84,38,68,39,2,38,1,38,326,39,0.701416089183489,39,2328,3319,0.037440139312146,38,86,2297,0.026211520877781,38,86,3281,0.120253164556962,38,38,316,0.726993865030675,39,237,326,2021/04/06,POINT (-69.06137 45.117911)
MI,15,144,4,17,142,4,21,159,23468,163,19060,163,3917,159,602,163,86,159,7,159,8,159,2126,163,779,159,761,163,3856,159,3667,163,61,159,48,159,2503,163,0.812169763081643,163,19060,23468,0.206810982048574,159,3917,18940,0.168371733149931,159,3917,23264,0.31628095818108,159,779,2463,0.84938074310827,163,2126,2503,2021/04/06,POINT (-85.730977 44.874798)
MN,14,111,15,14,111,15,12,139,10167,140,7834,140,719,139,105,140,41,139,3,139,2,139,713,140,153,139,143,140,706,139,617,140,13,139,10,139,948,140,0.77053211370119,140,7834,10167,0.093279709392839,139,719,7708,0.07200080112157,139,719,9986,0.167763157894737,139,153,912,0.75210970464135,140,713,948,2021/04/06,POINT (-94.198308 46.349153)
MO,25,95,19,27,93,19,11,135,17115,139,13637,139,793,135,68,139,162,135,2,135,30,135,1430,139,153,135,114,139,753,135,494,139,40,135,8,135,1763,139,0.796786444639205,139,13637,17115,0.059046909903202,135,793,13430,0.047101449275362,135,793,16836,0.090106007067138,135,153,1698,0.811117413499716,139,1430,1763,2021/04/06,POINT (-92.477244 38.3675)
MS,9,96,2,12,93,2,0,105,8619,107,5457,107,254,105,17,107,27,105,1,105,6,105,566,107,79,105,58,107,244,105,182,107,10,105,4,105,840,107,0.633136094674556,107,5457,8619,0.046898079763663,105,254,5416,0.029721507137842,105,254,8546,0.096341463414634,105,79,820,0.673809523809524,107,566,840,2021/04/06,POINT (-89.65344 32.713378)
MT,6,60,1,7,59,1,4,66,3191,67,2032,67,48,66,15,67,13,66,0,66,2,66,124,67,8,66,9,67,48,66,49,67,0,66,0,66,226,67,0.636790974616108,67,2032,3191,0.023880597014925,66,48,2010,0.015180265654649,66,48,3162,0.036363636363636,66,8,220,0.548672566371681,67,124,226,2021/04/06,POINT (-109.645127 47.033521)
NC,2,126,4,4,124,4,21,128,23386,132,17491,132,1046,128,107,132,118,128,3,128,8,128,1819,132,276,128,264,132,1012,128,930,132,34,128,26,128,2464,132,0.747926109638245,132,17491,23386,0.06045543867761,128,1046,17302,0.045269626936726,128,1046,23106,0.114760914760915,128,276,2405,0.738230519480519,132,1819,2464,2021/04/06,POINT (-79.130883 35.52603)
ND,12,37,1,12,37,1,26,49,2415,50,1628,50,96,49,12,50,5,49,0,49,4,49,117,50,14,49,11,50,91,49,64,50,5,49,0,49,201,50,0.674120082815735,50,1628,2415,0.059664387818521,49,96,1609,0.040184177480117,49,96,2389,0.071065989847716,49,14,197,0.582089552238806,50,117,201,2021/04/06,POINT (-100.46931 47.446305)
NE,9,91,1,16,84,1,3,100,4797,101,3106,101,186,100,12,101,24,100,1,100,0,100,378,101,52,100,52,101,185,100,168,101,1,100,1,100,574,101,0.647488013341672,101,3106,4797,0.060468140442133,100,186,3076,0.039431842272631,100,186,4717,0.093189964157706,100,52,558,0.658536585365854,101,378,574,2021/04/06,POINT (-99.810595 41.527099)
NH,4,25,1,5,24,1,2,30,3131,30,2256,30,121,30,14,30,25,30,0,30,1,30,177,30,27,30,23,30,119,30,101,30,2,30,1,30,282,30,0.720536569786011,30,2256,3131,0.05363475177305,30,121,2256,0.038645800063877,30,121,3131,0.095744680851064,30,27,282,0.627659574468085,30,177,282,2021/04/06,POINT (-71.57139 43.680429)
NJ,7,79,10,8,78,10,77,95,24501,96,16928,96,2393,95,309,96,161,95,3,95,3,95,1431,96,375,95,358,96,2363,95,2187,96,30,95,7,95,3060,96,0.690910575078568,96,16928,24501,0.141698247276172,95,2393,16888,0.097965366193147,95,2393,24427,0.123193166885677,95,375,3044,0.467647058823529,96,1431,3060,2021/04/06,POINT (-74.655514 40.110253)
NM,15,38,1,17,36,1,2,52,4361,54,2868,53,119,52,14,54,9,53,0,52,3,53,339,53,32,52,30,53,113,52,103,53,6,52,0,52,434,54,0.659310344827586,53,2868,4350,0.0425,52,119,2800,0.028046193730851,52,119,4243,0.077669902912621,52,32,412,0.78110599078341,53,339,434,2021/04/06,POINT (-106.108388 34.421369)
NV,1,17,44,2,16,44,26,60,8634,62,6167,62,297,60,45,62,59,60,2,60,2,60,580,62,55,60,50,62,292,60,258,62,5,60,3,60,866,62,0.714269168403984,62,6167,8634,0.049042272126816,60,297,6056,0.035073216816249,60,297,8468,0.06815365551425,60,55,807,0.669745958429561,62,580,866,2021/04/06,POINT (-114.916992 39.283294)
NY,4,190,13,4,190,13,168,198,52712,207,38735,207,4878,198,454,207,181,198,12,198,21,198,3669,207,974,198,909,207,4792,198,4299,207,86,198,46,198,5507,207,0.73484216117772,207,38735,52712,0.126905666267756,198,4878,38438,0.093643815630339,198,4878,52091,0.180973615756224,198,974,5382,0.666242963500999,207,3669,5507,2021/04/06,POINT (-75.59655 42.921241)
OH,11,205,12,16,200,12,25,224,32281,228,22765,228,1570,224,172,228,246,224,5,224,74,224,2792,228,322,224,292,228,1442,224,1152,228,128,224,19,224,4108,228,0.705213593135281,228,22765,32281,0.06959219858156,224,1570,22560,0.0491192941839,224,1570,31963,0.079722703639515,224,322,4039,0.679649464459591,228,2792,4108,2021/04/06,POINT (-82.70936 40.415534)
OK,26,109,13,29,106,13,7,146,10594,148,7113,148,278,146,39,148,66,146,1,146,5,146,753,148,61,146,58,148,249,146,200,148,29,146,28,146,1003,148,0.671417783651123,148,7113,10594,0.039822375017906,146,278,6981,0.026664108958373,146,278,10426,0.063674321503132,146,61,958,0.75074775672981,148,753,1003,2021/04/06,POINT (-97.508297 35.583449)
OR,3,54,7,2,55,7,11,62,6957,64,5082,64,250,62,37,64,46,62,3,62,5,62,549,64,58,62,43,64,237,62,175,64,13,62,9,62,808,64,0.730487278999569,64,5082,6957,0.050150451354062,62,250,4985,0.03690036900369,62,250,6775,0.073604060913706,62,58,788,0.679455445544554,64,549,808,2021/04/06,POINT (-120.605279 43.940449)
PA,17,203,7,23,197,7,26,221,31055,227,25050,227,2809,221,319,227,385,221,4,220,20,219,2746,227,545,221,527,227,2764,221,2409,227,45,219,26,219,3544,227,0.806633392368379,227,25050,31055,0.113156622623268,221,2809,24824,0.091584884744547,221,2809,30671,0.158568519057317,221,545,3437,0.774830699774266,227,2746,3544,2021/04/06,POINT (-77.838886 40.896694)
WY,3,26,2,4,25,2,0,29,1733,31,751,31,20,29,4,31,8,29,0,29,0,29,50,31,7,29,6,31,20,29,15,31,0,29,0,29,139,31,0.4333525678015,31,751,1733,0.02724795640327,29,20,734,0.011834319526627,29,20,1690,0.05511811023622,29,7,127,0.359712230215827,31,50,139,2021/04/06,POINT (-107.55145 42.999627)
