state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/04/17,497465,496750,498180,71.5,71.38,71.63,696018,695294,696742,
CW,2021/04/18,482642,481952,483332,69.76,69.65,69.87,692171,691465,692876,
CW,2021/04/19,488370,487703,489038,70.47,70.39,70.54,693346,692667,694025,
CW,2021/04/20,512071,511414,512728,73.48,73.41,73.54,697219,696540,697897,
CW,2021/04/21,520126,519478,520775,74.37,74.31,74.43,699683,699000,700366,
CW,2021/04/22,519227,518583,519871,74.29,74.22,74.36,699218,698530,699907,
CW,2021/04/23,514212,513571,514853,73.64,73.59,73.7,698558,697888,699228,
CW,2021/04/24,494646,493887,495404,70.95,70.72,71.17,697525,696670,698380,
CW,2021/04/25,480783,480142,481424,69.32,69.21,69.44,693832,693192,694472,
CW,2021/04/26,487371,486694,488049,70.4,70.25,70.56,692556,691876,693236,
CW,2021/04/27,512638,512023,513254,73.61,73.36,73.85,696768,696096,697439,
CW,2021/04/28,521768,521173,522364,74.57,74.34,74.8,699981,699398,700564,
CW,2021/04/29,521486,520892,522080,74.55,74.32,74.78,699825,699244,700406,
CW,2021/04/30,515179,514608,515750,73.84,73.63,74.04,698362,697817,698907,
CW,2021/05/01,494546,493953,495138,71.24,71.02,71.45,694861,694304,695417,
CW,2021/05/02,480387,479834,480940,69.54,69.34,69.73,691470,690961,691979,
CW,2021/05/03,486932,486448,487415,70.41,70.26,70.56,692160,691760,692561,
CW,2021/05/04,512194,511526,512861,73.57,73.28,73.87,696794,695881,697708,
CW,2021/05/05,522266,521726,522807,74.53,74.33,74.73,701361,700806,701916,
CW,2021/05/06,520775,520182,521368,74.22,73.98,74.46,702294,701565,703024,
CW,2021/05/07,512652,512014,513291,73.55,73.29,73.82,697606,696829,698382,
CW,2021/05/08,491151,490454,491847,70.61,70.3,70.92,695591,694751,696431,
CW,2021/05/09,476657,475892,477422,68.84,68.48,69.19,692459,691484,693433,
CW,2021/05/10,479754,479009,480499,69.36,69,69.72,691715,690684,692745,
CW,2021/05/11,505047,504334,505760,72.54,72.21,72.86,696241,695352,697131,
CW,2021/05/12,514493,513727,515259,73.74,73.4,74.09,697677,696715,698639,
CW,2021/05/13,511607,510830,512383,73.37,73.09,73.64,697327,696332,698322,
CW,2021/05/14,505895,505039,506751,72.68,72.36,72.99,696091,695017,697165,
CW,2021/05/15,487411,486037,488785,70.37,69.78,70.96,692627,690880,694374,
CW,2021/05/16,474410,472670,476150,68.93,68.18,69.69,688226,686086,690365,
CW,2021/05/17,479510,476896,482124,69.75,68.56,70.94,687488,684166,690810,
AK,2021/04/17,845,845,845,57.48,57.48,57.48,1470,1470,1470,POINT (-151.631889 63.631126)
AL,2021/04/17,9689,9689,9689,69.74,69.74,69.74,13894,13894,13894,POINT (-86.844516 32.756889)
AR,2021/04/17,5055,5055,5055,66.3,66.3,66.3,7625,7625,7625,POINT (-92.439162 34.899825)
AZ,2021/04/17,9380,9283,9477,66.87,64.79,68.94,14028,13924,14132,POINT (-111.664616 34.293239)
CA,2021/04/17,42980,42903,43057,73.34,72.94,73.75,58600,58486,58714,POINT (-119.662127 37.211164)
