state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PR,0,22,44,0,22,44,14,65,9187,66,5434,66,341,65,34,66,31,65,1,65,7,65,503,66,82,65,65,66,317,65,264,66,24,65,6,65,656,66,0.591487972134538,66,5434,9187,0.064303224589855,65,341,5303,0.037863646457917,65,341,9006,0.1312,65,82,625,0.766768292682927,66,503,656,2021/05/09,POINT (-66.414655 18.215692),0,66,0,66,3,66,5,66,5,66,11,66,6,66,3,66,1,66,0,65,4,65,5,65,4,65,5,65,3,65,7,65,3,65,0,65
RI,4,8,3,4,8,3,5,14,2582,15,2370,15,137,14,4,15,0,14,1,14,0,14,140,15,21,14,21,15,137,14,99,15,0,14,0,14,172,15,0.917893106119287,15,2370,2582,0.059128182995252,14,137,2317,0.054712460063898,14,137,2504,0.137254901960784,14,21,153,0.813953488372093,15,140,172,2021/05/09,POINT (-71.534637 41.572574),0,15,0,15,0,15,0,15,1,15,2,15,1,15,0,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
SC,18,64,2,18,64,2,1,82,10407,84,8189,84,349,82,35,84,32,82,3,82,3,82,819,84,94,82,85,84,335,82,295,84,14,82,11,82,1191,84,0.786874219275488,84,8189,10407,0.043155681958699,82,349,8087,0.034065397755002,82,349,10245,0.081739130434783,82,94,1150,0.687657430730479,84,819,1191,2021/05/09,POINT (-80.864614 33.878572),2,83,4,83,0,83,4,83,8,83,6,83,8,84,3,83,0,84,0,82,2,81,8,81,3,81,3,81,5,81,7,81,3,81,1,82
SD,1,61,3,1,61,3,12,62,2832,65,1680,65,68,62,6,65,7,62,1,62,2,62,138,65,20,62,18,65,67,62,60,65,1,62,1,62,239,65,0.593220338983051,65,1680,2832,0.041237113402062,62,68,1649,0.024593128390597,62,68,2765,0.087719298245614,62,20,228,0.577405857740586,65,138,239,2021/05/09,POINT (-100.230491 44.43614),0,65,0,65,2,65,2,65,2,65,0,65,0,65,0,65,0,65,0,62,0,62,1,62,2,62,1,62,1,62,0,62,2,62,0,62
TN,10,96,35,31,75,35,14,106,20374,141,13445,127,748,106,69,106,51,106,4,106,1,106,1695,137,269,106,250,106,735,106,664,106,13,106,10,106,2387,141,0.698477843004831,127,13445,19249,0.059592096876992,106,748,12552,0.04177137432289,106,748,17907,0.118189806678383,106,269,2276,0.72871883061049,137,1695,2326,2021/05/09,POINT (-86.343226 35.842998),1,106,4,106,5,106,7,106,15,106,16,106,10,106,5,106,6,106,1,106,4,106,2,106,5,106,6,106,10,106,10,106,1,106,12,106
TX,97,493,5,118,472,5,63,590,69146,595,49384,595,3011,590,310,595,393,590,11,590,57,590,5330,595,855,590,778,595,2932,590,2373,595,79,590,42,590,7002,594,0.714198941370434,595,49384,69146,0.061755235145723,590,3011,48757,0.044033987042806,590,3011,68379,0.125256372692646,589,855,6826,0.761211082547843,594,5330,7002,2021/05/09,POINT (-99.317341 31.447238),2,595,25,595,36,594,52,594,57,594,58,594,43,594,22,594,15,595,1,589,30,589,40,588,47,588,66,589,68,588,72,588,46,589,23,590
UT,1,58,1,1,58,1,0,59,6245,60,3765,60,151,59,25,60,1,59,0,59,0,59,397,60,53,59,51,60,145,59,135,60,6,59,0,59,633,60,0.602882305844676,60,3765,6245,0.040635091496233,59,151,3716,0.024469291848971,59,151,6171,0.086178861788618,59,53,615,0.627172195892575,60,397,633,2021/05/09,POINT (-111.678222 39.323779),0,60,4,60,3,60,6,60,3,60,3,60,3,60,3,60,0,60,0,59,0,59,0,59,0,59,1,59,0,59,0,59,0,59,0,59
VA,15,78,9,22,71,9,29,99,17831,102,13190,102,724,99,72,102,190,99,3,99,20,99,1351,102,188,99,169,102,716,99,578,102,8,99,5,99,1975,102,0.739722954405249,102,13190,17831,0.055658056580566,99,724,13008,0.041199567518352,99,724,17573,0.097967691505993,99,188,1919,0.684050632911392,102,1351,1975,2021/05/09,POINT (-78.666382 37.510861),3,102,6,102,6,102,9,102,11,102,12,102,16,102,6,102,3,102,0,99,13,99,14,99,14,99,28,99,39,99,36,99,42,99,4,99
VI,2,0,0,2,0,0,0,2,168,2,90,2,2,2,0,2,0,2,0,2,0,2,12,2,0,2,0,2,2,2,2,2,0,2,0,2,20,2,0.535714285714286,2,90,168,0.022222222222222,2,2,90,0.011904761904762,2,2,168,0,2,0,20,0.6,2,12,20,2021/05/09,POINT (-64.840836 18.060868),0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
VT,1,15,1,1,15,1,0,16,1306,17,869,17,15,16,0,17,4,16,0,16,1,16,65,17,3,16,3,17,13,16,12,17,2,16,1,16,103,17,0.665390505359878,17,869,1306,0.017688679245283,16,15,848,0.011829652996845,16,15,1268,0.031578947368421,16,3,95,0.631067961165049,17,65,103,2021/05/09,POINT (-72.662695 44.075252),0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,16,1,16,0,16,1,16,0,16,0,16,1,16,1,16,0,16
WA,7,93,2,8,92,2,10,100,13254,102,9953,102,841,100,68,102,182,100,6,100,0,100,967,102,197,100,172,102,837,100,592,102,4,100,3,100,1283,102,0.750943111513505,102,9953,13254,0.085294117647059,100,841,9860,0.064100609756098,100,841,13120,0.156597774244833,100,197,1258,0.753702260327358,102,967,1283,2021/05/09,POINT (-120.592492 47.411715),0,102,6,102,3,102,7,102,16,102,17,102,11,102,8,102,0,102,3,100,14,100,23,100,14,100,19,100,21,100,32,100,30,100,26,100
WI,12,112,22,11,113,22,1,143,13078,146,8753,146,391,143,82,146,52,143,0,143,10,143,923,146,119,143,110,146,385,143,356,146,6,143,2,143,1611,146,0.66929194066371,146,8753,13078,0.045650904845301,143,391,8565,0.030501599188704,143,391,12819,0.076330981398332,143,119,1559,0.572936064556176,146,923,1611,2021/05/09,POINT (-89.732969 44.639954),1,146,4,146,1,146,3,146,17,146,9,146,14,146,7,146,26,146,0,143,9,143,0,143,4,143,6,143,13,143,11,143,9,143,0,143
WV,11,48,4,10,49,4,3,59,6229,63,4895,63,303,59,44,63,72,59,0,59,1,59,518,63,89,59,85,63,298,59,277,63,5,59,3,59,669,63,0.785840423824049,63,4895,6229,0.06279792746114,59,303,4825,0.050198807157058,59,303,6036,0.1424,59,89,625,0.774289985052317,63,518,669,2021/05/09,POINT (-80.613729 38.642579),0,63,3,63,4,63,2,63,9,63,12,63,9,63,4,63,1,63,0,59,8,59,10,59,4,59,15,59,12,59,14,59,9,59,0,59
ID,4,40,8,4,40,8,5,51,3757,52,2386,52,88,51,11,52,2,51,0,51,0,51,165,52,26,51,25,52,85,51,84,52,3,51,3,51,301,52,0.635081181793984,52,2386,3757,0.037430880476393,51,88,2351,0.023675006725854,51,88,3717,0.089347079037801,51,26,291,0.548172757475083,52,165,301,2021/05/09,POINT (-114.659366 44.389073),0,52,2,52,1,52,0,52,1,52,1,52,5,52,1,52,0,52,0,51,0,51,0,51,0,51,0,51,0,51,1,51,1,51,0,51
