state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
PA,32,184,6,38,178,6,26,216,29937,222,24685,222,3105,216,279,222,334,216,5,211,19,212,2847,222,694,216,667,222,3051,216,2677,222,54,215,21,215,3593,222,0.824564919664629,222,24685,29937,0.127144670570411,216,3105,24421,0.105029936068735,216,3105,29563,0.199082042455536,216,694,3486,0.792374060673532,222,2847,3593,2021/10/20,,1,219,5,219,11,219,23,219,47,219,79,220,63,220,45,220,6,211,3,211,21,213,25,212,26,212,56,212,59,212,66,213,71,213,8,203,49,216,5028,4371,3776,978,17,206,0,211,7,212,0,212,0,212,34,3,212,212
PR,1,5,60,1,5,60,1,65,9444,66,6027,66,82,65,3,66,3,65,0,65,5,65,444,66,18,65,6,66,65,65,58,66,17,65,1,65,641,66,0.638182973316391,66,6027,9444,0.013863060016906,65,82,5915,0.008844784812857,65,82,9271,0.029556650246305,65,18,609,0.692667706708268,66,444,641,2021/10/20,,0,66,0,66,0,66,0,66,0,66,1,66,0,66,2,66,0,66,0,65,0,65,2,65,0,65,1,65,0,65,0,65,0,65,0,65,0,65,0,12,1064,0,0,19,2,65,4,65,0,65,0,65,31,1,65,65
RI,6,7,2,7,6,2,1,14,2479,15,2082,15,99,14,12,15,5,14,0,14,0,14,132,15,14,14,13,15,92,14,87,15,7,14,3,14,159,15,0.839854780153288,15,2082,2479,0.048816568047337,14,99,2028,0.040959867604468,14,99,2417,0.092715231788079,14,14,151,0.830188679245283,15,132,159,2021/10/20,,0,15,0,15,1,15,0,15,4,15,1,15,4,15,2,15,0,15,0,14,1,14,0,14,0,14,2,14,1,14,0,14,1,14,0,14,0,14,9,0,0,1,0,3,0,6,0,6,0,6,0,6,0,0,6,6
SC,29,54,5,29,54,5,9,86,11614,88,8997,88,768,86,56,88,39,86,2,86,1,86,1000,88,236,86,233,88,755,86,715,88,13,86,10,86,1345,88,0.774668503530222,88,8997,11614,0.086379484872343,86,768,8891,0.067080094331383,86,768,11449,0.180842911877395,86,236,1305,0.743494423791822,88,1000,1345,2021/10/20,,0,88,7,88,1,88,8,88,16,88,10,88,9,88,4,88,1,83,0,86,3,86,5,86,7,86,6,86,2,86,9,86,7,86,0,81,17,86,4440,3209,2433,669,10,116,0,86,2,86,0,86,0,86,7,0,86,86
SD,2,60,3,2,60,3,39,62,2838,65,1740,65,186,62,22,65,13,62,2,62,4,62,157,65,51,62,53,65,178,62,169,65,8,62,4,62,250,65,0.613107822410148,65,1740,2838,0.108644859813084,62,186,1712,0.067123782028149,62,186,2771,0.213389121338912,62,51,239,0.628,65,157,250,2021/10/20,,0,65,0,65,2,65,0,65,2,65,5,65,8,65,5,65,0,65,0,62,0,62,0,62,2,62,2,62,2,62,2,62,5,62,0,62,5,62,876,73,753,251,0,138,0,62,0,62,0,62,0,62,3,0,62,62
TN,23,112,7,41,94,7,30,139,19086,142,13108,140,1268,139,98,142,44,139,2,139,1,139,1551,140,377,139,367,142,1258,139,1158,142,10,139,8,139,2270,142,0.694905370301649,140,13108,18863,0.09798584648884,137,1260,12859,0.06764109676731,139,1268,18746,0.173413063477461,139,377,2174,0.693339293696916,140,1551,2237,2021/10/20,,0,142,5,142,7,142,9,142,16,142,17,142,17,142,11,142,16,142,0,139,3,139,2,139,5,139,6,139,5,139,6,139,14,139,3,139,27,139,383,66,108,271,0,189,3,84,3,86,0,139,0,139,22,4,84,88
TX,4,85,507,3,86,507,61,596,65900,596,48537,596,4751,596,383,596,402,596,16,596,79,596,5809,596,1534,596,1489,596,4607,596,4080,596,144,596,98,596,6534,596,0.736525037936267,596,48537,65900,0.097884088427385,596,4751,48537,0.072094081942337,596,4751,65900,0.234771962044689,596,1534,6534,0.88904193449648,596,5809,6534,2021/10/20,,3,596,26,596,27,596,52,596,53,596,75,596,62,596,46,596,39,596,6,596,31,596,32,596,58,596,53,596,71,596,63,596,40,596,48,596,73,596,131,1,80,6,0,0,2,124,2,124,0,124,0,124,58,4,124,124
UT,1,48,9,1,48,9,1,57,6218,58,4072,58,522,57,64,58,2,57,3,57,1,57,468,58,180,57,180,58,509,57,487,58,13,57,2,57,621,58,0.654872949501447,58,4072,6218,0.129625031040477,57,522,4027,0.085002442598925,57,522,6141,0.294599018003273,57,180,611,0.753623188405797,58,468,621,2021/10/20,,0,58,2,58,6,58,10,58,13,58,17,57,13,58,3,58,0,58,0,57,0,56,1,57,0,57,0,57,0,57,1,57,0,57,0,57,4,57,531,248,97,124,0,2,0,56,0,56,0,56,0,56,4,0,56,56
VA,19,67,20,21,65,20,36,103,18168,106,13031,106,1286,103,114,106,148,103,5,103,22,103,1381,106,283,103,279,106,1261,103,1126,106,25,103,15,103,1988,106,0.717250110083664,106,13031,18168,0.099782743637492,103,1286,12888,0.071711370099816,103,1286,17933,0.146328852119959,103,283,1934,0.69466800804829,106,1381,1988,2021/10/20,,1,106,2,105,8,105,15,105,21,105,21,105,25,105,18,105,3,106,1,103,10,102,15,102,11,102,15,102,31,102,37,102,27,102,1,103,13,103,2695,3229,1195,569,1,17,7,98,3,98,0,98,0,98,28,6,98,98
VI,2,0,0,2,0,0,0,2,168,2,94,2,7,2,1,2,0,2,0,2,0,2,7,2,3,2,3,2,7,2,7,2,0,2,0,2,20,2,0.55952380952381,2,94,168,0.074468085106383,2,7,94,0.041666666666667,2,7,168,0.15,2,3,20,0.35,2,7,20,2021/10/20,,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,185,17,105,13,0,5,0,2,0,2,0,2,0,2,0,0,2,2
