state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-11-17,"518,616","518,186","519,046",72.84,72.69,72.99,"712,168","711,666","712,670"
CW,2020-11-18,"527,693","527,220","528,167",73.86,73.69,74.03,"714,608","714,085","715,131"
CW,2020-11-19,"525,165","524,640","525,690",73.59,73.29,73.89,"713,811","712,696","714,926"
CW,2020-11-20,"520,457","519,995","520,919",73.52,73.35,73.70,"708,033","707,495","708,571"
CW,2020-11-21,"504,271","503,777","504,765",71.50,71.31,71.69,"705,452","704,873","706,031"
CW,2020-11-22,"490,536","490,038","491,035",69.86,69.69,70.04,"702,286","701,818","702,754"
CW,2020-11-23,"496,444","495,990","496,898",70.54,70.38,70.70,"703,885","703,418","704,351"
CW,2020-11-24,"512,354","512,025","512,682",72.77,72.69,72.85,"704,184","703,907","704,460"
CW,2020-11-25,"511,403","510,926","511,880",72.52,72.34,72.70,"705,317","704,784","705,851"
CW,2020-11-26,"483,055","482,730","483,380",68.84,68.74,68.93,"701,889","701,585","702,194"
CW,2020-11-27,"469,439","469,109","469,769",67.30,67.19,67.41,"697,661","697,327","697,995"
CW,2020-11-28,"472,462","471,932","472,992",67.77,67.56,67.98,"697,274","696,727","697,820"
CW,2020-11-29,"477,530","477,124","477,936",68.47,68.30,68.64,"697,595","697,063","698,127"
CW,2020-11-30,"492,307","491,860","492,754",70.31,70.12,70.50,"700,338","699,854","700,822"
CW,2020-12-01,"520,031","519,715","520,348",73.64,73.50,73.78,"706,302","705,906","706,697"
CW,2020-12-02,"531,193","530,823","531,562",75.04,74.89,75.20,"707,949","707,526","708,372"
CW,2020-12-03,"532,615","532,369","532,862",75.09,74.99,75.19,"709,269","709,012","709,526"
CW,2020-12-04,"529,347","529,107","529,586",74.67,74.58,74.76,"708,932","708,708","709,157"
CW,2020-12-05,"512,698","512,375","513,022",72.76,72.63,72.90,"704,626","704,268","704,984"
CW,2020-12-06,"499,444","499,187","499,701",71.28,71.17,71.39,"700,705","700,438","700,972"
CW,2020-12-07,"505,218","505,041","505,396",72.06,71.97,72.16,"701,095","700,777","701,413"
CW,2020-12-08,"526,614","526,364","526,864",74.67,74.57,74.78,"705,244","704,971","705,517"
CW,2020-12-09,"534,805","534,384","535,225",75.71,75.55,75.88,"706,363","705,970","706,756"
CW,2020-12-10,"534,643","534,352","534,934",75.55,75.44,75.66,"707,692","707,462","707,923"
CW,2020-12-11,"529,993","529,666","530,320",74.95,74.83,75.08,"707,116","706,857","707,375"
CW,2020-12-12,"514,042","513,592","514,492",72.95,72.77,73.13,"704,645","704,236","705,054"
CW,2020-12-13,"501,413","500,940","501,886",71.55,71.37,71.72,"700,832","700,462","701,202"
CW,2020-12-14,"506,428","505,951","506,905",72.06,71.88,72.23,"702,822","702,432","703,211"
CW,2020-12-15,"527,453","527,064","527,841",74.55,74.39,74.70,"707,562","707,122","708,003"
CW,2020-12-16,"533,205","532,598","533,813",75.21,74.96,75.45,"708,985","708,331","709,639"
CW,2020-12-17,"528,290","526,398","530,182",74.72,73.85,75.59,"707,053","704,528","709,578"
AL,2020-11-17,"10,702","10,702","10,702",75.60,75.60,75.60,"14,156","14,156","14,156"
AZ,2020-11-17,"10,047","10,043","10,051",74.24,74.10,74.37,"13,534","13,525","13,543"
CA,2020-11-17,"45,681","45,573","45,789",72.69,72.09,73.29,"62,920","62,736","63,104"
CT,2020-11-17,"5,989","5,989","5,989",73.18,73.18,73.18,"8,184","8,184","8,184"
DC,2020-11-17,"2,422","2,422","2,422",83.49,83.49,83.49,"2,901","2,901","2,901"
GA,2020-11-17,"14,820","14,811","14,829",78.25,78.11,78.40,"18,939","18,928","18,950"
ID,2020-11-17,"1,910","1,910","1,910",58.79,58.79,58.79,"3,249","3,249","3,249"
IN,2020-11-17,"11,089","11,089","11,089",67.50,67.50,67.50,"16,428","16,428","16,428"
KS,2020-11-17,"4,729","4,725","4,733",62.37,62.09,62.65,"7,582","7,570","7,594"
LA,2020-11-17,"8,645","8,645","8,645",67.71,67.71,67.71,"12,768","12,768","12,768"
MD,2020-11-17,"7,915","7,915","7,915",81.48,81.48,81.48,"9,714","9,714","9,714"
MI,2020-11-17,"17,166","17,122","17,210",79.25,78.64,79.86,"21,660","21,611","21,709"
AL,2020-11-18,"10,907","10,907","10,907",77.16,77.16,77.16,"14,136","14,136","14,136"
AZ,2020-11-18,"10,288","10,288","10,288",75.63,75.63,75.63,"13,603","13,603","13,603"
CA,2020-11-18,"46,556","46,504","46,608",73.91,73.90,73.92,"63,065","63,025","63,105"
CT,2020-11-18,"6,072","6,072","6,072",74.19,74.19,74.19,"8,184","8,184","8,184"
DC,2020-11-18,"2,449","2,449","2,449",83.53,83.53,83.53,"2,932","2,932","2,932"
GA,2020-11-18,"15,217","15,217","15,217",80.00,80.00,80.00,"19,022","19,022","19,022"
ID,2020-11-18,"1,970","1,970","1,970",60.24,60.24,60.24,"3,270","3,270","3,270"
IN,2020-11-18,"11,326","11,326","11,326",68.87,68.87,68.87,"16,445","16,445","16,445"
KS,2020-11-18,"4,790","4,787","4,794",62.79,62.55,63.04,"7,629","7,619","7,639"
LA,2020-11-18,"8,864","8,864","8,864",69.06,69.06,69.06,"12,836","12,836","12,836"
MD,2020-11-18,"8,119","8,031","8,207",83.72,83.72,83.72,"9,698","9,698","9,698"
MI,2020-11-18,"17,422","17,388","17,456",80.30,79.83,80.76,"21,697","21,660","21,734"
AL,2020-11-19,"11,018","11,008","11,027",77.83,77.64,78.03,"14,155","14,145","14,165"
AZ,2020-11-19,"10,161","10,161","10,161",74.54,74.54,74.54,"13,632","13,632","13,632"
CA,2020-11-19,"46,572","46,511","46,634",73.98,73.80,74.15,"63,034","62,975","63,093"
CT,2020-11-19,"6,005","6,005","6,005",73.23,73.23,73.23,"8,200","8,200","8,200"
DC,2020-11-19,"2,438","2,438","2,438",82.98,82.98,82.98,"2,938","2,938","2,938"
GA,2020-11-19,"15,058","15,030","15,087",79.67,79.16,80.17,"18,902","18,862","18,942"
ID,2020-11-19,"1,933","1,933","1,933",62.03,62.03,62.03,"3,116","3,116","3,116"
IN,2020-11-19,"11,371","11,371","11,371",69.13,69.13,69.13,"16,448","16,448","16,448"
KS,2020-11-19,"4,782","4,779","4,785",62.87,62.63,63.11,"7,606","7,596","7,616"
LA,2020-11-19,"8,892","8,892","8,892",69.12,69.12,69.12,"12,864","12,864","12,864"
MD,2020-11-19,"7,976","7,976","7,976",82.87,82.87,82.87,"9,625","9,625","9,625"
MI,2020-11-19,"17,161","17,159","17,163",79.22,79.11,79.33,"21,662","21,649","21,675"
AL,2020-11-20,"10,805","10,803","10,807",76.30,76.24,76.36,"14,161","14,157","14,165"
AZ,2020-11-20,"10,300","10,299","10,302",74.98,74.98,74.98,"13,737","13,737","13,737"
CA,2020-11-20,"46,255","45,999","46,510",73.72,72.45,74.98,"62,825","62,507","63,143"
