state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/06/03,22534,22523,22545,3.26,3.24,3.28,695000,694844,695156,
CW,2021/06/04,21649,21627,21671,3.13,3.09,3.17,694378,693991,694764,
CW,2021/06/05,20798,20780,20816,3.02,2.98,3.06,692235,691686,692785,
CW,2021/06/06,20478,20433,20523,2.98,2.91,3.06,689068,688824,689311,
CW,2021/06/07,20526,20477,20575,2.99,2.91,3.07,689599,689340,689859,
CW,2021/06/08,20457,20434,20481,2.96,2.91,3.01,694153,693683,694624,
CW,2021/06/09,19987,19937,20037,2.88,2.8,2.97,696512,696286,696737,
CW,2021/06/10,19264,19256,19273,2.78,2.76,2.8,695958,695744,696173,
CW,2021/06/11,18651,18637,18665,2.69,2.66,2.72,695915,695646,696184,
CW,2021/06/12,18154,18130,18178,2.63,2.57,2.68,694540,693843,695236,
CW,2021/06/13,17937,17908,17967,2.61,2.55,2.67,690745,690295,691196,
CW,2021/06/14,18351,18327,18375,2.67,2.62,2.72,690145,689696,690594,
CW,2021/06/15,18247,18234,18260,2.64,2.61,2.67,693729,693334,694123,
CW,2021/06/16,17847,17826,17869,2.58,2.53,2.62,695637,695277,695998,
CW,2021/06/17,17329,17294,17365,2.51,2.44,2.58,694165,693605,694724,
CW,2021/06/18,17036,17013,17059,2.47,2.42,2.53,691216,690557,691876,
CW,2021/06/19,16697,16659,16736,2.44,2.36,2.51,688204,687507,688901,
CW,2021/06/20,16482,16457,16507,2.42,2.37,2.47,684238,683886,684590,
CW,2021/06/21,16686,16652,16719,2.45,2.37,2.52,684772,683880,685664,
CW,2021/06/22,16798,16779,16817,2.45,2.41,2.48,689540,689197,689883,
CW,2021/06/23,16690,16670,16709,2.42,2.38,2.46,692700,692294,693106,
CW,2021/06/24,16370,16351,16389,2.37,2.34,2.4,693120,692843,693396,
CW,2021/06/25,16439,16394,16483,2.39,2.3,2.48,691397,690640,692153,
CW,2021/06/26,16298,16255,16341,2.38,2.29,2.47,686888,685926,687851,
CW,2021/06/27,15997,15945,16049,2.35,2.24,2.46,684352,683304,685401,
CW,2021/06/28,16453,16401,16505,2.41,2.31,2.52,684655,683982,685328,
CW,2021/06/29,16877,16835,16919,2.45,2.37,2.54,690508,689664,691352,
CW,2021/06/30,16891,16846,16937,2.45,2.36,2.54,692575,691932,693219,
CW,2021/07/01,16954,16901,17006,2.46,2.35,2.56,692268,691384,693151,
CW,2021/07/02,16878,16740,17016,2.46,2.16,2.75,689990,686949,693032,
CW,2021/07/03,16800,16553,17047,2.46,1.91,3,687396,681103,693689,
AK,2021/06/03,20,20,20,1.36,1.36,1.36,1471,1471,1471,POINT (-151.631889 63.631126)
AL,2021/06/03,321,321,321,2.31,2.31,2.31,13885,13885,13885,POINT (-86.844516 32.756889)
AR,2021/06/03,214,214,214,2.77,2.77,2.77,7738,7738,7738,POINT (-92.439162 34.899825)
CA,2021/06/03,1316,1306,1326,2.24,2,2.49,58678,58542,58814,POINT (-119.662127 37.211164)
CT,2021/06/03,125,125,125,1.6,1.6,1.6,7789,7789,7789,POINT (-72.738288 41.575155)
DC,2021/06/03,110,110,110,3.97,3.97,3.97,2772,2772,2772,POINT (-77.016275 38.904785)
DE,2021/06/03,57,57,57,2.08,2.08,2.08,2735,2735,2735,POINT (-75.452394 38.994926)
FL,2021/06/03,2288,2285,2291,4.43,4.37,4.49,52580,52575,52585,POINT (-82.420978 28.260731)
HI,2021/06/03,74,74,74,3,3,3,2466,2466,2466,POINT (-157.854309 21.361013)
IA,2021/06/03,205,205,205,2.71,2.71,2.71,7656,7656,7656,POINT (-93.500061 42.074659)
