state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
PA,7,92,126,34,185,6,15,219,31282,225,25184,225,739,219,84,225,374,219,6,219,29,218,2628,225,80,219,69,225,683,219,448,225,56,219,19,219,3600,225,0.805063614858385,225,25184,31282,0.029632302818878,219,739,24939,0.023901934148393,219,739,30918,0.022896393817974,219,80,3494,0.73,225,2628,3600,2022/04/18,,0,222,4,217,5,216,8,217,12,217,14,217,23,217,17,217,1,222,5,215,18,210,29,209,31,210,50,209,89,210,62,209,73,210,17,217,3,196,5280,9,3701,73,0,10,10,217,28,217,0,60,0,60,138,3,60,217
PR,0,13,54,3,11,53,3,61,9058,62,5795,65,198,64,22,67,13,60,23,60,10,60,470,66,15,64,11,61,150,64,135,61,48,64,35,60,638,62,0.610178847427688,62,5527,9058,0.034994697773065,64,198,5658,0.021192650208545,61,188,8871,0.02291325695581,61,14,611,0.691222570532915,62,441,638,2022/04/18,,0,66,6,67,1,67,2,67,5,67,2,67,3,67,3,66,0,67,0,59,3,60,1,60,0,60,1,60,1,60,0,60,5,59,2,60,0,7,60,0,66,0,0,0,2,60,27,60,0,6,0,6,78,0,6,60
RI,1,1,12,4,8,2,2,13,2000,14,1781,14,57,13,10,14,5,13,0,13,0,13,112,14,3,13,3,14,53,13,46,14,4,13,0,13,140,14,0.8905,14,1781,2000,0.032004491858506,13,57,1781,0.0285,13,57,2000,0.021428571428571,13,3,140,0.8,14,112,140,2022/04/18,,0,14,1,14,1,14,0,14,1,14,2,14,3,14,2,14,0,14,0,13,0,13,2,13,1,13,0,13,0,13,1,13,1,13,0,13,0,2,7,0,0,0,0,0,0,13,1,13,0,2,0,2,7,0,2,13
SC,22,60,5,24,58,5,8,85,11560,87,8628,87,111,85,13,87,20,85,1,85,0,85,837,87,14,85,8,87,107,85,80,87,4,85,2,85,1306,87,0.74636678200692,87,8628,11560,0.013003748828491,85,111,8536,0.009750527055517,85,111,11384,0.011067193675889,85,14,1265,0.640888208269525,87,837,1306,2022/04/18,,0,86,1,78,2,78,0,78,1,77,1,78,3,78,5,79,0,82,0,83,0,76,0,76,3,76,2,76,3,76,4,76,2,78,6,80,0,60,1609,1595,1732,0,0,0,3,85,2,85,0,53,0,53,30,0,53,85
SD,0,55,10,3,52,10,3,62,2421,65,1560,65,36,62,9,65,0,62,0,62,0,62,128,65,3,62,3,65,36,62,27,65,0,62,0,62,243,65,0.644361833952912,65,1560,2421,0.023452768729642,62,36,1535,0.015247776365947,62,36,2361,0.012931034482759,62,3,232,0.526748971193416,65,128,243,2022/04/18,,0,64,0,47,0,46,0,46,0,46,2,46,4,46,2,46,1,65,0,61,0,44,0,43,0,43,0,43,0,43,0,43,0,43,0,62,0,8,532,0,1209,34,0,77,0,62,0,62,0,5,0,5,6,0,5,62
TN,3,56,81,22,46,72,3,137,17498,140,12529,139,189,137,12,140,36,137,1,137,0,137,1285,140,30,137,27,140,185,137,140,140,4,137,2,137,1739,140,0.716106538637403,139,12529,17496,0.015419760137065,136,189,12257,0.011001804528785,137,189,17179,0.018105009052505,137,30,1657,0.738930419781484,140,1285,1739,2022/04/18,,0,140,1,140,0,140,0,140,2,139,4,139,2,139,3,139,0,140,0,137,1,137,1,137,2,137,6,136,6,137,13,136,5,136,2,137,0,60,8,0,212,68,0,0,2,137,5,137,0,59,0,59,41,5,59,137
TX,6,95,494,9,92,494,80,590,66883,595,49523,595,1208,590,114,595,247,590,14,590,67,590,5136,595,198,590,155,595,1098,590,690,595,110,590,56,590,6295,595,0.74044226485056,595,49523,66883,0.02469085334696,590,1208,48925,0.018264564024252,590,1208,66139,0.032216075496258,590,198,6146,0.815885623510723,595,5136,6295,2022/04/18,,0,594,9,588,11,588,9,588,14,588,26,588,20,588,20,588,5,595,5,588,16,583,24,583,17,584,28,583,41,583,54,583,45,582,17,590,4,570,75,0,108,0,0,0,26,590,52,590,0,94,0,94,232,5,94,590
UT,0,49,9,2,47,9,0,57,6043,58,4473,58,69,57,11,58,1,57,4,57,0,57,362,58,9,57,8,58,57,57,43,58,12,57,0,57,455,58,0.740195267251365,58,4473,6043,0.015593220338983,57,69,4425,0.011557788944724,57,69,5970,0.020224719101124,57,9,445,0.795604395604396,58,362,455,2022/04/18,,1,58,2,56,0,56,1,56,3,56,2,56,1,56,1,56,0,58,0,57,0,55,0,55,0,55,0,55,1,55,0,55,0,55,0,57,0,42,339,0,165,0,0,0,0,57,3,57,0,41,0,41,50,1,41,57
VA,10,73,23,17,69,20,25,103,17757,106,12882,106,300,103,36,106,130,103,0,103,4,103,1217,106,49,103,39,106,289,103,197,106,11,103,8,103,1877,106,0.725460381821254,106,12882,17757,0.023553427023632,103,300,12737,0.017096939647803,103,300,17547,0.026717557251908,103,49,1834,0.648375066595631,106,1217,1877,2022/04/18,,2,105,2,103,5,103,2,103,2,102,6,103,9,104,8,102,0,106,1,102,6,100,11,100,14,99,13,99,30,100,33,99,22,99,0,103,9,69,949,1428,375,96,0,133,3,103,4,103,0,69,0,69,47,2,69,103
VI,0,2,0,2,0,0,0,2,168,2,98,2,1,2,0,2,0,2,0,2,0,2,10,2,0,2,0,2,1,2,1,2,0,2,0,2,20,2,0.583333333333333,2,98,168,0.010204081632653,2,1,98,0.005952380952381,2,1,168,0,2,0,20,0.5,2,10,20,2022/04/18,,0,2,,0,,0,,0,,0,,0,,0,,0,0,2,0,2,,0,,0,,0,,0,,0,,0,,0,0,2,,0,146,,126,0,,30,0,2,0,2,,0,,0,0,,0,2
