state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-08-14,"485,690","483,563","487,817",68.27,67.82,68.73,"698,714","695,922","701,506"
CW,2020-08-15,"470,952","468,106","473,797",66.26,65.26,67.27,"698,260","694,509","702,011"
CW,2020-08-16,"458,313","455,784","460,843",64.78,63.97,65.60,"695,135","691,807","698,463"
CW,2020-08-17,"462,311","460,190","464,433",65.19,64.68,65.69,"697,103","694,359","699,847"
CW,2020-08-18,"489,009","486,852","491,166",68.04,67.47,68.61,"700,456","697,686","703,225"
CW,2020-08-19,"499,135","497,108","501,161",69.24,68.75,69.73,"702,540","699,877","705,203"
CW,2020-08-20,"499,366","497,436","501,296",68.83,68.43,69.23,"706,926","704,406","709,446"
CW,2020-08-21,"495,947","493,230","498,665",68.24,67.29,69.20,"708,060","704,622","711,499"
CW,2020-08-22,"478,998","476,756","481,239",66.22,65.52,66.93,"704,979","702,045","707,914"
CW,2020-08-23,"465,863","463,559","468,166",64.60,63.85,65.36,"702,938","699,959","705,916"
CW,2020-08-24,"470,943","469,047","472,838",64.76,64.15,65.37,"709,084","706,475","711,692"
CW,2020-08-25,"492,916","491,280","494,553",67.58,67.07,68.09,"711,513","709,176","713,850"
CW,2020-08-26,"504,029","502,277","505,780",68.53,67.79,69.26,"717,274","714,848","719,700"
CW,2020-08-27,"505,514","503,785","507,243",68.56,67.78,69.34,"719,748","717,281","722,215"
CW,2020-08-28,"496,315","494,747","497,884",67.68,66.97,68.38,"716,338","714,123","718,553"
CW,2020-08-29,"478,244","476,445","480,043",65.46,64.68,66.25,"713,468","710,980","715,956"
CW,2020-08-30,"464,209","462,237","466,181",63.71,62.78,64.64,"711,360","708,301","714,419"
CW,2020-08-31,"467,324","465,919","468,730",64.11,63.49,64.72,"711,840","709,833","713,848"
CW,2020-09-01,"480,129","478,758","481,500",65.46,64.88,66.05,"715,860","713,929","717,791"
CW,2020-09-02,"489,823","488,831","490,815",66.49,66.09,66.88,"719,010","717,527","720,493"
CW,2020-09-03,"488,350","487,421","489,278",66.56,66.21,66.91,"716,206","714,876","717,536"
CW,2020-09-04,"483,981","482,951","485,012",66.02,65.63,66.42,"715,256","713,883","716,629"
CW,2020-09-05,"466,604","465,417","467,791",63.75,63.24,64.25,"714,300","712,664","715,935"
CW,2020-09-06,"456,364","454,774","457,955",62.79,62.08,63.50,"709,656","707,516","711,796"
CW,2020-09-07,"452,974","451,723","454,226",62.24,61.68,62.79,"710,844","709,164","712,524"
CW,2020-09-08,"463,043","462,056","464,030",63.49,63.04,63.93,"712,116","710,648","713,585"
CW,2020-09-09,"491,905","490,950","492,859",67.02,66.60,67.45,"716,545","715,120","717,969"
CW,2020-09-10,"501,674","500,773","502,574",68.31,67.92,68.70,"717,228","715,923","718,533"
CW,2020-09-11,"502,057","501,141","502,973",68.30,67.91,68.70,"717,462","716,124","718,800"
CW,2020-09-12,"483,675","481,770","485,579",66.17,65.33,67.00,"713,490","711,017","715,963"
CW,2020-09-13,"468,280","466,500","470,061",64.56,63.82,65.29,"708,000","705,981","710,020"
CW,2020-09-14,"471,612","469,624","473,600",64.33,63.44,65.21,"715,892","713,191","718,593"
AL,2020-08-14,"10,260","10,203","10,317",72.50,71.03,73.97,"14,152","14,058","14,246"
AR,2020-08-14,"5,003","4,936","5,070",67.83,65.26,70.40,"7,357","7,264","7,450"
CT,2020-08-14,"5,901","5,889","5,913",73.03,72.58,73.48,"8,080","8,067","8,093"
DC,2020-08-14,"2,302","2,170","2,434",84.91,69.47,100.36,"2,711","2,546","2,876"
ID,2020-08-14,"1,675","1,646","1,704",48.42,46.50,50.35,"3,459","3,386","3,532"
AL,2020-08-15,"9,843","9,807","9,878",69.63,68.67,70.59,"14,136","14,072","14,200"
AR,2020-08-15,"4,782","4,583","4,982",65.53,57.62,73.44,"7,277","7,081","7,474"
CT,2020-08-15,"5,809","4,935","6,683",71.92,36.75,107.09,"8,077","6,924","9,229"
DC,2020-08-15,"2,212","2,118","2,306",78.30,67.91,88.69,"2,825","2,710","2,940"
ID,2020-08-15,"1,557","1,527","1,587",44.89,42.52,47.26,"3,469","3,389","3,549"
AL,2020-08-16,"9,752","9,719","9,784",69.03,68.19,69.87,"14,126","14,072","14,180"
AR,2020-08-16,"4,660","4,460","4,860",63.88,55.93,71.83,"7,272","7,078","7,467"
CT,2020-08-16,"5,675","4,801","6,549",70.29,35.08,105.50,"8,073","6,921","9,226"
DC,2020-08-16,"2,182","2,182","2,182",83.22,83.22,83.22,"2,622","2,622","2,622"
ID,2020-08-16,"1,557","1,530","1,584",44.88,43.63,46.14,"3,469","3,405","3,533"
AL,2020-08-17,"9,789","9,737","9,841",69.20,67.82,70.59,"14,145","14,054","14,236"
AR,2020-08-17,"4,750","4,686","4,815",64.45,62.46,66.43,"7,348","7,291","7,404"
CT,2020-08-17,"5,527","5,527","5,527",68.49,68.49,68.49,"8,070","8,070","8,070"
DC,2020-08-17,"2,162","2,162","2,162",82.61,82.61,82.61,"2,617","2,617","2,617"
ID,2020-08-17,"1,594","1,569","1,618",45.23,44.41,46.04,"3,524","3,460","3,588"
AL,2020-08-18,"10,381","10,348","10,414",73.43,72.59,74.27,"14,137","14,084","14,190"
AR,2020-08-18,"5,054","4,877","5,232",67.71,61.84,73.58,"7,446","7,365","7,527"
CT,2020-08-18,"5,815","5,815","5,815",72.03,72.03,72.03,"8,073","8,073","8,073"
DC,2020-08-18,"2,202","2,029","2,376",82.35,62.52,102.18,"2,674","2,473","2,876"
