state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/05/28,508157,507979,508335,73.02,72.93,73.1,695948,695709,696187,
CW,2021/05/29,485266,484900,485632,70.1,69.94,70.26,692249,691819,692679,
CW,2021/05/30,468476,468173,468779,67.96,67.81,68.12,689294,688818,689771,
CW,2021/05/31,463287,462945,463629,67.31,67.19,67.44,688276,688142,688411,
CW,2021/06/01,475479,475314,475645,68.99,68.92,69.06,689243,689065,689422,
CW,2021/06/02,502384,502244,502523,72.34,72.28,72.39,694488,694358,694618,
CW,2021/06/03,510627,510467,510788,73.4,73.29,73.51,695668,695267,696070,
CW,2021/06/04,509955,509643,510268,73.39,73.23,73.54,694873,694400,695345,
CW,2021/06/05,492184,491798,492570,71.06,70.88,71.25,692588,692047,693129,
CW,2021/06/06,478020,477760,478280,69.34,69.23,69.45,689358,689082,689635,
CW,2021/06/07,485024,484962,485086,70.31,70.24,70.38,689823,689561,690086,
CW,2021/06/08,510094,509720,510468,73.47,73.3,73.64,694299,693837,694762,
CW,2021/06/09,518681,518305,519057,74.45,74.31,74.59,696663,696417,696909,
CW,2021/06/10,517703,517430,517977,74.37,74.27,74.48,696104,695882,696327,
CW,2021/06/11,512167,511836,512497,73.58,73.45,73.71,696044,695758,696330,
CW,2021/06/12,492858,492292,493423,70.95,70.69,71.2,694685,693990,695380,
CW,2021/06/13,478177,477771,478583,69.21,69.04,69.39,690892,690442,691343,
CW,2021/06/14,485524,485019,486029,70.33,70.13,70.54,690314,689864,690764,
CW,2021/06/15,509598,509187,510010,73.44,73.27,73.61,693896,693483,694309,
CW,2021/06/16,516747,516440,517054,74.27,74.13,74.4,695806,695440,696171,
CW,2021/06/17,514530,514078,514981,74.09,73.89,74.3,694435,693879,694991,
CW,2021/06/18,509604,509228,509979,73.7,73.49,73.9,691502,690839,692164,
CW,2021/06/19,489621,488948,490294,71.12,70.83,71.4,688483,687779,689187,
CW,2021/06/20,474903,474403,475404,69.38,69.17,69.59,684540,684048,685032,
CW,2021/06/21,480174,479239,481109,70.13,69.65,70.61,684693,683257,686128,
CW,2021/06/22,507876,507455,508298,73.62,73.45,73.8,689820,689410,690230,
CW,2021/06/23,516914,516379,517449,74.59,74.35,74.83,692965,692310,693621,
CW,2021/06/24,515207,514382,516032,74.3,73.92,74.68,693440,692381,694499,
CW,2021/06/25,508875,506442,511307,73.43,72.32,74.53,693046,690025,696067,
CW,2021/06/26,494136,489793,498478,71.5,69.49,73.5,691122,685609,696636,
CW,2021/06/27,484980,479546,490414,70.34,67.82,72.86,689512,682614,696410,
AL,2021/05/28,10251,10251,10251,73.66,73.66,73.66,13917,13917,13917,POINT (-86.844516 32.756889)
AR,2021/05/28,5635,5635,5635,72.74,72.74,72.74,7747,7747,7747,POINT (-92.439162 34.899825)
CT,2021/05/28,6121,6121,6121,78.69,78.69,78.69,7779,7779,7779,POINT (-72.738288 41.575155)
DC,2021/05/28,2217,2217,2217,80.85,80.85,80.85,2742,2742,2742,POINT (-77.016275 38.904785)
FL,2021/05/28,41537,41536,41538,78.86,78.77,78.96,52669,52642,52696,POINT (-82.420978 28.260731)
HI,2021/05/28,1758,1758,1758,71.46,71.46,71.46,2460,2460,2460,POINT (-157.854309 21.361013)
IA,2021/05/28,4696,4696,4696,61.37,61.37,61.37,7652,7646,7658,POINT (-93.500061 42.074659)
KY,2021/05/28,7248,7248,7248,59.33,59.33,59.33,12217,12217,12217,POINT (-85.290484 37.526683)
