state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/09,501870,501545,502195,71.58,71.47,71.69,701113,701004,701222,
CW,2021/03/10,510260,510026,510494,72.54,72.43,72.65,703380,703044,703717,
CW,2021/03/11,509599,509549,509649,72.52,72.49,72.54,702723,702632,702814,
CW,2021/03/12,506214,506125,506303,72.12,72.08,72.16,701901,701768,702035,
CW,2021/03/13,487601,487209,487993,69.76,69.62,69.9,698925,698765,699086,
CW,2021/03/14,470658,470153,471162,67.69,67.51,67.88,695259,694990,695527,
CW,2021/03/15,475088,474690,475485,68.29,68.13,68.44,695718,695426,696011,
CW,2021/03/16,498749,498640,498858,71.23,71.19,71.28,700143,700012,700274,
CW,2021/03/17,508076,507942,508209,72.41,72.35,72.47,701680,701514,701847,
CW,2021/03/18,507139,507046,507232,72.23,72.19,72.27,702118,702003,702232,
CW,2021/03/19,503082,502786,503378,71.67,71.54,71.81,701903,701518,702288,
CW,2021/03/20,483856,483651,484061,69.34,69.25,69.42,697820,697621,698018,
CW,2021/03/21,469611,469373,469850,67.57,67.47,67.68,694944,694681,695207,
CW,2021/03/22,475821,475743,475898,68.4,68.37,68.43,695608,695547,695670,
CW,2021/03/23,501047,500852,501242,71.56,71.48,71.64,700204,700016,700393,
CW,2021/03/24,509871,509566,510175,72.62,72.48,72.75,702144,701755,702534,
CW,2021/03/25,509607,509455,509759,72.5,72.43,72.57,702916,702704,703127,
CW,2021/03/26,506011,505745,506276,72.13,72.03,72.23,701520,701372,701669,
CW,2021/03/27,487743,487613,487872,69.78,69.72,69.84,698964,698803,699125,
CW,2021/03/28,472829,472645,473013,68.02,67.94,68.09,695175,695017,695333,
CW,2021/03/29,479316,479163,479470,68.92,68.85,68.98,695487,695317,695656,
CW,2021/03/30,501272,500887,501657,71.6,71.43,71.77,700099,699675,700523,
CW,2021/03/31,508874,508619,509130,72.51,72.41,72.6,701843,701670,702016,
CW,2021/04/01,506527,506220,506834,72.23,72.1,72.37,701224,700888,701561,
CW,2021/04/02,497355,497039,497670,71.15,71.02,71.29,698988,698627,699349,
CW,2021/04/03,474128,473721,474535,68.14,67.9,68.39,695772,694935,696610,
CW,2021/04/04,459932,459223,460640,66.43,66.08,66.78,692352,691314,693391,
CW,2021/04/05,467451,467120,467782,67.45,67.3,67.6,693010,692593,693427,
CW,2021/04/06,497360,496779,497941,71.12,70.87,71.37,699398,698746,700051,
CW,2021/04/07,510555,509799,511311,72.95,72.61,73.29,699946,699008,700883,
CW,2021/04/08,512280,509740,514820,73.36,72.19,74.53,698407,695121,701693,
AK,2021/03/09,831,831,831,56.04,56.04,56.04,1483,1462,1504,POINT (-151.631889 63.631126)
AL,2021/03/09,10267,10267,10267,73.61,73.61,73.61,13947,13947,13947,POINT (-86.844516 32.756889)
AR,2021/03/09,5379,5379,5379,69.84,69.84,69.84,7702,7686,7718,POINT (-92.439162 34.899825)
AZ,2021/03/09,9680,9673,9687,68.5,68.26,68.73,14132,14115,14149,POINT (-111.664616 34.293239)
CA,2021/03/09,43597,43560,43634,73.98,73.79,74.17,58933,58893,58973,POINT (-119.662127 37.211164)
