state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,26,193,6,31,188,6,16,219,30490,225,24059,225,955,219,110,225,348,219,1,216,34,215,2644,225,209,219,183,225,934,219,721,225,21,218,15,218,3632,225,0.789078386356182,225,24059,30490,0.040105828993785,219,955,23812,0.031710718554921,219,955,30116,0.059273964832672,219,209,3526,0.727973568281938,225,2644,3632,2021/08/03,,1,221,7,220,10,221,15,222,21,220,25,221,16,220,10,221,5,210,2,214,29,214,34,214,32,214,49,213,63,213,70,214,62,214,8,204,4,219
PR,0,7,58,0,7,58,4,64,9196,65,5767,65,307,64,40,65,20,64,4,64,10,64,485,65,57,64,43,65,269,64,237,65,38,64,11,64,658,65,0.627120487168334,65,5767,9196,0.054442276999468,64,307,5639,0.034077034077034,64,307,9009,0.090909090909091,64,57,627,0.737082066869301,65,485,658,2021/08/03,,0,65,7,65,6,65,6,65,7,65,4,65,6,65,4,65,0,65,0,64,1,64,1,64,4,64,3,64,2,64,6,64,3,64,0,64,3,64
RI,4,8,2,4,8,2,0,13,2181,14,1969,14,66,13,6,14,6,13,0,13,2,13,124,14,13,13,11,14,60,13,49,14,6,13,1,13,157,14,0.902796882164145,14,1969,2181,0.03448275862069,13,66,1914,0.031205673758865,13,66,2115,0.090909090909091,13,13,143,0.789808917197452,14,124,157,2021/08/03,,0,13,0,13,1,13,1,13,1,13,0,13,1,13,2,14,0,13,0,12,1,12,1,12,0,12,0,12,1,12,1,12,2,12,0,11,2,13
SC,20,63,5,20,63,5,2,86,11405,88,8988,88,1060,86,182,88,38,86,6,86,4,86,951,88,271,86,273,88,1043,86,1022,88,17,86,12,86,1251,88,0.788075405523893,88,8988,11405,0.11946354107968,86,1060,8873,0.094314440786547,86,1060,11239,0.22396694214876,86,271,1210,0.760191846522782,88,951,1251,2021/08/03,,1,88,12,88,14,88,25,88,44,88,29,88,28,88,28,88,1,83,0,86,6,86,3,86,6,86,5,86,4,86,9,86,3,86,2,81,15,86
SD,0,62,3,0,62,3,9,62,2818,65,1598,65,56,62,9,65,6,62,0,62,3,62,132,65,11,62,14,65,51,62,44,65,5,62,0,62,239,65,0.567068843151171,65,1598,2818,0.035578144853875,62,56,1574,0.020356234096692,62,56,2751,0.048245614035088,62,11,228,0.552301255230126,65,132,239,2021/08/03,,0,65,0,65,2,65,2,65,2,65,0,65,2,65,1,65,0,65,0,62,0,62,0,62,0,62,2,62,3,62,0,62,1,62,0,62,0,62
TN,2,55,87,5,52,87,2,58,20261,144,12946,129,925,58,131,58,55,58,3,58,1,58,1751,141,273,58,264,58,915,58,844,58,10,58,9,58,2492,144,0.678831734046458,129,12946,19071,0.142857142857143,58,925,6475,0.092416824857628,58,925,10009,0.186348122866894,58,273,1465,0.722956234516928,141,1751,2422,2021/08/03,,1,57,7,57,10,57,17,57,30,57,35,57,20,57,11,57,0,58,2,57,10,57,7,57,6,57,7,57,9,57,8,57,6,57,0,58,15,58
TX,22,118,455,20,120,455,63,590,68164,595,53042,595,9360,590,1479,595,608,590,32,590,92,590,6300,595,2356,590,2338,595,9137,590,8621,595,223,590,157,590,7100,595,0.778152690569802,595,53042,68164,0.178516936222154,590,9360,52432,0.138855922145739,590,9360,67408,0.340167484839734,590,2356,6926,0.887323943661972,595,6300,7100,2021/08/03,,9,595,102,595,185,595,201,595,273,595,234,595,262,595,125,595,88,595,8,590,70,590,50,590,80,590,92,590,97,590,96,590,56,590,59,590,74,590
UT,0,50,9,1,49,9,0,58,6222,59,3873,59,370,58,70,59,4,58,3,58,0,58,423,59,150,58,150,59,366,58,352,59,4,58,0,58,628,59,0.622468659594986,59,3873,6222,0.09703645423551,58,370,3813,0.060201757240482,58,370,6146,0.245901639344262,58,150,610,0.673566878980892,59,423,628,2021/08/03,,0,59,9,59,9,59,13,59,11,59,8,59,12,59,8,59,0,59,0,58,0,58,0,58,0,58,2,58,1,58,1,58,0,58,0,58,4,58
VA,14,70,20,17,67,20,30,101,18035,104,13052,104,752,101,86,104,161,101,0,101,24,101,1312,104,158,101,151,104,738,101,611,104,14,101,8,101,1921,104,0.723703909065706,104,13052,18035,0.058281019917849,101,752,12903,0.042318514350028,101,752,17770,0.084991931145777,101,158,1859,0.682977615825091,104,1312,1921,2021/08/03,,1,104,9,104,11,104,13,104,21,104,15,104,9,104,6,104,1,104,0,101,17,101,12,101,10,101,21,101,27,101,38,101,36,101,0,101,7,101
VI,2,0,0,2,0,0,4,2,168,2,119,2,32,2,3,2,0,2,0,2,0,2,11,2,6,2,6,2,31,2,31,2,1,2,1,2,20,2,0.708333333333333,2,119,168,0.26890756302521,2,32,119,0.19047619047619,2,32,168,0.3,2,6,20,0.55,2,11,20,2021/08/03,,0,2,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,2
VT,2,14,1,1,15,1,0,16,1260,17,877,17,15,16,1,17,3,16,0,16,0,16,76,17,7,16,8,17,14,16,15,17,1,16,0,16,103,17,0.696031746031746,17,877,1260,0.017647058823529,16,15,850,0.012254901960784,16,15,1224,0.072164948453608,16,7,97,0.737864077669903,17,76,103,2021/08/03,,0,17,1,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,16,0,16,0,16,0,16,0,16,1,16,2,16,0,16,0,16,1,16
WA,15,86,2,14,87,2,9,101,13448,103,10063,103,956,101,110,103,147,101,2,101,7,101,932,103,248,101,214,103,940,101,719,103,16,101,7,101,1264,103,0.748289708506841,103,10063,13448,0.096051441776349,101,956,9953,0.071841887728263,101,956,13307,0.20032310177706,101,248,1238,0.737341772151899,103,932,1264,2021/08/03,,0,103,7,103,11,103,12,103,19,103,25,103,19,103,15,103,2,103,2,101,12,101,21,101,14,101,19,101,17,101,23,101,22,101,17,101,5,101
WI,9,116,23,15,110,23,2,145,13422,148,8918,148,491,145,98,148,39,145,1,145,10,145,939,148,147,145,143,148,477,145,457,148,14,145,4,145,1602,148,0.66443153032335,148,8918,13422,0.056287974320761,145,491,8723,0.037295860235473,145,491,13165,0.094838709677419,145,147,1550,0.586142322097378,148,939,1602,2021/08/03,,1,148,5,146,3,146,4,146,19,146,22,146,9,146,12,146,23,148,0,145,2,143,2,143,4,143,3,143,10,143,6,143,11,143,1,145,1,145
ID,4,40,9,5,39,9,0,52,3772,53,2343,53,235,52,30,53,2,52,0,52,1,52,245,53,81,52,77,53,231,52,232,53,4,52,2,52,312,53,0.621155885471898,53,2343,3772,0.101819757365685,52,235,2308,0.062968917470525,52,235,3732,0.268211920529801,52,81,302,0.78525641025641,53,245,312,2021/08/03,,0,53,4,52,4,52,1,52,6,52,5,52,6,52,4,52,0,53,0,52,0,51,0,51,1,51,0,51,1,51,0,51,0,51,0,52,6,52
IL,15,162,27,16,161,27,15,199,31197,204,21968,204,1385,199,209,204,254,199,2,199,41,199,2125,204,257,199,233,204,1337,199,1111,204,48,199,19,199,3318,204,0.704170272782639,204,21968,31197,0.063713313092281,199,1385,21738,0.044897562240664,199,1385,30848,0.078979717271051,199,257,3254,0.640446051838457,204,2125,3318,2021/08/03,,1,204,14,203,22,203,30,203,47,203,40,203,30,203,24,203,1,204,4,199,27,198,18,198,24,198,39,198,46,198,57,198,39,198,0,199,6,199
IN,16,145,3,14,147,3,0,162,18972,164,12605,164,1099,162,152,164,119,162,4,162,5,162,1551,164,290,162,269,164,1077,162,868,164,22,162,8,162,2296,164,0.664400168669618,164,12605,18972,0.087891874600128,162,1099,12504,0.058367411970896,162,1099,18829,0.129060970182466,162,290,2247,0.675522648083624,164,1551,2296,2021/08/03,,1,164,5,164,13,164,22,164,22,164,34,164,28,164,23,164,4,164,0,162,13,162,10,162,4,162,20,162,20,162,23,162,22,162,7,162,5,162
KS,12,128,8,18,122,8,7,145,9026,148,5445,148,578,145,100,148,62,145,3,145,4,145,651,148,178,145,170,148,566,145,511,148,12,145,7,145,856,148,0.60325725681365,148,5445,9026,0.10697760503424,145,578,5403,0.064559365575785,145,578,8953,0.213173652694611,145,178,835,0.760514018691589,148,651,856,2021/08/03,,1,148,4,146,12,146,8,146,16,146,27,146,18,146,14,146,0,148,0,145,4,143,6,143,9,142,6,143,10,143,15,143,12,143,0,145,11,145
KY,1,27,90,13,101,4,2,116,14229,118,9222,118,1101,116,261,118,92,116,1,116,20,116,1198,118,304,116,294,118,1067,116,919,118,34,116,6,116,1834,118,0.648113008644318,118,9222,14229,0.121135438442073,116,1101,9089,0.078246037950394,116,1101,14071,0.170212765957447,116,304,1786,0.653217011995638,118,1198,1834,2021/08/03,,3,118,9,118,13,118,23,118,42,118,34,118,36,118,12,118,69,118,3,116,11,116,10,116,7,116,15,116,23,116,23,116,10,116,5,116,9,116
LA,52,167,6,52,167,6,10,219,13394,225,9920,225,2344,225,430,220,24,220,7,220,1,220,1483,225,777,225,763,225,2317,225,2555,225,27,225,26,225,1781,225,0.740630132895326,225,9920,13394,0.236290322580645,225,2344,9920,0.175003733014783,225,2344,13394,0.436271757439641,225,777,1781,0.832678270634475,225,1483,1781,2021/08/03,,1,220,23,220,58,220,55,220,104,220,79,220,73,220,38,220,0,220,0,220,0,220,2,220,2,220,6,220,8,220,3,220,3,220,0,220,25,219
MA,12,89,1,11,90,1,3,101,19220,102,16124,102,282,101,49,102,68,101,0,101,3,101,983,102,77,101,67,102,279,101,240,102,3,101,1,101,1366,102,0.83891779396462,102,16124,19220,0.017625,101,282,16000,0.01477522791575,101,282,19086,0.057505601194922,101,77,1339,0.719619326500732,102,983,1366,2021/08/03,,0,102,4,102,2,102,9,102,7,102,8,102,10,102,9,102,3,102,1,101,6,101,5,101,7,101,10,101,14,101,16,101,9,101,1,101,3,101
MD,3,55,1,3,55,1,8,58,11308,59,9415,59,582,58,56,59,180,58,0,58,9,58,909,59,116,58,88,59,565,58,360,59,17,58,7,58,1261,59,0.832596391934913,59,9415,11308,0.062192776234238,58,582,9358,0.051945733666548,58,582,11204,0.094848732624693,58,116,1223,0.720856463124504,59,909,1261,2021/08/03,,0,59,7,59,7,59,8,59,15,59,10,59,5,59,4,59,0,59,3,58,19,58,17,58,13,58,21,58,35,58,42,58,26,58,4,58,0,58
ME,3,26,9,1,28,9,0,37,3303,38,2391,38,60,37,8,38,13,37,1,37,2,37,261,38,24,37,22,38,57,37,49,38,3,37,2,37,319,38,0.723887375113533,38,2391,3303,0.025445292620865,37,60,2358,0.018387986515477,37,60,3263,0.077669902912621,37,24,309,0.818181818181818,38,261,319,2021/08/03,,0,38,0,38,2,38,1,38,3,38,0,38,0,38,2,38,0,38,0,37,1,37,0,37,1,37,0,37,3,37,3,37,5,37,0,37,0,37
MI,4,155,4,4,155,4,5,159,23034,163,17700,163,625,159,88,163,19,159,1,159,1,159,1887,163,154,159,145,163,616,159,559,163,9,159,6,159,2536,163,0.768429278457932,163,17700,23034,0.035551763367463,159,625,17580,0.027378657788681,159,625,22828,0.061698717948718,159,154,2496,0.744085173501577,163,1887,2536,2021/08/03,,1,163,8,163,9,163,13,163,7,163,17,163,13,163,14,163,6,163,0,159,0,159,2,159,3,159,0,159,6,159,1,159,6,159,1,159,2,159
MN,16,108,16,16,108,16,4,139,10211,140,8107,140,366,139,42,140,28,139,1,139,2,139,703,140,92,139,87,140,355,139,298,140,11,139,7,139,942,140,0.793947703457056,140,8107,10211,0.045881910492666,139,366,7977,0.036490528414756,139,366,10030,0.101545253863135,139,92,906,0.746284501061571,140,703,942,2021/08/03,,1,140,5,140,5,140,6,140,5,140,6,140,11,140,3,140,0,140,0,139,1,139,4,139,3,139,8,139,5,139,4,139,3,139,0,139,0,139
MO,30,80,25,32,78,25,20,131,17056,135,14025,135,2203,131,245,135,192,131,3,131,21,131,1639,135,674,131,660,135,2143,131,1955,135,60,131,43,131,1888,135,0.822291275797373,135,14025,17056,0.159707119037263,131,2203,13794,0.131349868829001,131,2203,16772,0.370533260032985,131,674,1819,0.868114406779661,135,1639,1888,2021/08/03,,4,135,15,135,20,135,31,135,58,135,49,135,45,135,22,135,1,135,1,131,16,131,20,131,16,131,23,131,38,131,42,131,35,131,1,131,25,131
MS,14,92,2,15,91,2,6,106,8677,108,5883,108,1364,106,156,108,20,106,5,106,3,106,731,108,367,106,372,108,1329,106,1280,108,35,106,20,106,854,108,0.677999308516768,108,5883,8677,0.234283751288217,106,1364,5822,0.158623095708803,106,1364,8599,0.44270205066345,106,367,829,0.855971896955504,108,731,854,2021/08/03,,2,108,5,108,22,108,26,108,32,108,30,108,23,107,13,108,3,108,1,106,0,106,2,106,5,106,2,106,5,106,4,106,1,106,0,106,25,106
AK,2,21,1,2,21,1,1,24,1660,24,1136,24,107,24,12,24,5,24,2,24,1,24,100,24,25,24,25,24,103,24,98,24,4,24,3,24,130,24,0.68433734939759,24,1136,1660,0.09419014084507,24,107,1136,0.064457831325301,24,107,1660,0.192307692307692,24,25,130,0.769230769230769,24,100,130,2021/08/03,,0,24,1,24,1,24,1,24,5,24,2,24,0,24,2,24,0,24,0,24,1,24,1,24,0,24,0,24,0,24,3,24,0,24,0,24,3,24
AL,28,70,19,31,67,19,14,113,15178,117,11802,117,2176,113,380,115,92,113,10,113,11,113,1483,117,584,113,565,115,2119,113,2008,115,57,113,39,113,1613,117,0.777572802740809,117,11802,15178,0.190193164933135,113,2176,11441,0.147595469036153,113,2176,14743,0.370793650793651,113,584,1575,0.919404835709857,117,1483,1613,2021/08/03,,5,115,25,115,43,115,54,115,73,115,71,115,72,115,35,115,2,115,1,113,0,113,6,113,10,113,20,113,19,113,18,113,18,113,0,113,22,113
AR,16,91,2,16,91,2,10,107,9381,109,6712,109,1204,107,159,109,73,107,6,107,8,107,812,109,403,107,395,109,1177,107,1095,109,27,107,18,107,1049,109,0.715488753864194,109,6712,9381,0.1798356982823,107,1204,6695,0.128880325412117,107,1204,9342,0.388621022179364,107,403,1037,0.774070543374642,109,812,1049,2021/08/03,,1,109,8,109,10,109,21,109,30,109,35,109,22,109,20,109,12,109,0,107,1,107,6,107,5,107,16,107,19,107,16,107,10,107,0,107,25,107
AZ,28,87,3,29,86,3,14,115,17101,118,12362,118,1401,115,160,118,129,115,6,115,10,115,1256,118,341,115,300,118,1363,115,1087,118,38,115,20,115,2179,118,0.722881702824396,118,12362,17101,0.115223291389094,115,1401,12159,0.083343248066627,115,1401,16810,0.161305581835383,115,341,2114,0.576411197797155,118,1256,2179,2021/08/03,,1,118,8,118,18,118,23,118,28,118,29,118,29,118,17,118,7,118,0,115,15,115,12,115,15,115,22,115,20,115,26,115,18,115,1,115,26,115
