state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,21,200,6,24,197,6,17,221,32111,227,25164,227,1861,221,188,227,421,221,6,219,30,219,2641,227,348,221,321,227,1818,221,1424,227,43,220,19,220,3626,227,0.7836566908536016,227,25164,32111,0.07466998354933194,221,1861,24923,0.05865666467046995,221,1861,31727,0.0988917306052856,221,348,3519,0.7283507997793712,227,2641,3626,2021-03-07
PR,0,0,68,0,0,68,1,67,9425,68,5785,68,165,67,19,68,19,67,0,67,8,67,498,68,18,67,15,68,145,67,101,68,20,67,0,67,703,68,0.6137931034482759,68,5785,9425,0.029229406554472984,67,165,5645,0.017857142857142856,67,165,9240,0.026785714285714284,67,18,672,0.7083926031294452,68,498,703,2021-03-07
RI,4,10,1,4,10,1,6,14,2477,15,2363,15,184,14,16,15,0,14,0,14,0,14,161,15,22,14,23,15,182,14,146,15,2,14,2,14,188,15,0.9539765845781187,15,2363,2477,0.07951598962834917,14,184,2314,0.07666666666666666,14,184,2400,0.1286549707602339,14,22,171,0.8563829787234043,15,161,188,2021-03-07
SC,23,62,2,25,60,2,6,85,11510,87,9000,87,590,85,89,87,90,85,1,85,0,85,969,87,159,85,151,87,581,85,533,87,9,85,8,85,1334,87,0.7819287576020851,87,9000,11510,0.06638163816381638,85,590,8888,0.05204657727593508,85,590,11336,0.12287480680061824,85,159,1294,0.7263868065967016,87,969,1334,2021-03-07
SD,1,61,3,1,61,3,14,62,2836,65,1566,65,63,62,4,65,8,62,1,62,0,62,113,65,12,62,10,65,60,62,46,65,3,62,3,62,235,65,0.5521861777150917,65,1566,2836,0.040882543802725504,62,63,1541,0.02278481012658228,62,63,2765,0.05357142857142857,62,12,224,0.4808510638297872,65,113,235,2021-03-07
TN,12,86,45,33,65,45,17,98,20325,143,12932,128,691,98,76,98,61,98,1,98,4,98,1668,140,185,98,177,98,682,98,582,98,9,98,5,98,2396,143,0.6784177945651033,128,12932,19062,0.059800951968844655,98,691,11555,0.04113584950589356,98,691,16798,0.08490133088572739,98,185,2179,0.7131252672082087,140,1668,2339,2021-03-07
TX,108,487,0,131,464,0,87,595,70441,595,51340,595,4921,595,528,595,513,595,13,595,39,595,6060,595,1394,595,1314,595,4805,595,4263,595,116,595,65,595,7569,595,0.7288368989650914,595,51340,70441,0.09585118815738215,595,4921,51340,0.0698598827387459,595,4921,70441,0.18417228167525432,595,1394,7569,0.8006341656757828,595,6060,7569,2021-03-07
UT,0,58,1,0,58,1,1,58,6195,59,3733,59,192,58,31,59,2,58,0,58,0,58,373,59,59,58,57,59,189,58,173,59,3,58,0,58,624,59,0.6025827280064568,59,3733,6195,0.05201842319154701,58,192,3691,0.031352057478772045,58,192,6124,0.09735973597359736,58,59,606,0.5977564102564102,59,373,624,2021-03-07
VA,17,80,9,23,74,9,38,103,18192,106,13481,106,1167,103,114,106,190,103,5,103,8,103,1389,106,229,103,206,106,1135,103,903,106,32,103,16,103,2009,106,0.7410400175901495,106,13481,18192,0.0876982039528068,103,1167,13307,0.06508644729503625,103,1167,17930,0.11816305469556243,103,229,1938,0.6913887506222001,106,1389,2009,2021-03-07
VI,2,0,0,2,0,0,0,2,168,2,98,2,5,2,2,2,0,2,0,2,0,2,11,2,5,2,5,2,5,2,5,2,0,2,0,2,20,2,0.5833333333333334,2,98,168,0.05102040816326531,2,5,98,0.02976190476190476,2,5,168,0.25,2,5,20,0.55,2,11,20,2021-03-07
VT,1,15,1,1,15,1,0,16,1308,17,818,17,27,16,3,17,8,16,0,16,0,16,55,17,3,16,4,17,27,16,28,17,0,16,0,16,103,17,0.6253822629969419,17,818,1308,0.034047919293820936,16,27,793,0.021243115656963022,16,27,1271,0.03125,16,3,96,0.5339805825242718,17,55,103,2021-03-07
WA,10,92,2,9,93,2,13,102,14037,104,9861,104,374,102,43,104,81,102,0,102,15,102,969,104,101,102,95,104,370,102,308,104,4,102,3,102,1374,104,0.7025005343022013,104,9861,14037,0.03835897435897436,102,374,9750,0.026904539241781166,102,374,13901,0.07520476545048399,102,101,1343,0.7052401746724891,104,969,1374,2021-03-07
WI,11,119,20,16,114,20,0,147,13938,150,8822,150,302,147,55,150,48,147,2,147,2,147,858,150,74,147,74,150,297,147,272,150,5,147,2,147,1597,150,0.6329459032859808,150,8822,13938,0.0349698934691987,147,302,8636,0.022076023391812867,147,302,13680,0.04789644012944984,147,74,1545,0.5372573575453976,150,858,1597,2021-03-07
AK,1,23,0,1,23,0,0,24,1647,24,973,24,35,24,5,24,0,24,0,24,0,24,95,24,8,24,7,24,34,24,31,24,1,24,1,24,130,24,0.5907710989678203,24,973,1647,0.03597122302158273,24,35,973,0.021250758955676987,24,35,1647,0.06153846153846154,24,8,130,0.7307692307692307,24,95,130,2021-03-07
AL,27,76,14,29,73,15,7,113,15624,117,11674,117,592,113,70,115,81,113,0,113,6,113,1303,117,163,113,156,115,583,113,480,115,9,113,8,113,1644,117,0.7471838197644649,117,11674,15624,0.05216318618380474,113,592,11349,0.03900382132033206,113,592,15178,0.10149439601494396,113,163,1606,0.7925790754257908,117,1303,1644,2021-03-07
AR,13,95,2,15,93,2,2,108,9396,110,6848,110,366,108,29,110,52,108,0,108,13,108,744,110,112,108,97,110,357,108,271,110,9,108,3,108,1027,110,0.7288207747977863,110,6848,9396,0.053587115666178624,108,366,6830,0.03912346338856226,108,366,9355,0.11089108910891089,108,112,1010,0.7244401168451802,110,744,1027,2021-03-07
AZ,22,95,4,25,92,4,17,118,17046,120,11871,120,875,118,102,121,167,118,2,118,4,118,1186,120,195,118,140,121,853,118,602,121,22,118,14,118,2235,120,0.6964097148891235,120,11871,17046,0.07399794450154162,117,864,11676,0.05168391457797452,117,864,16717,0.08387395736793327,117,181,2158,0.5306487695749441,120,1186,2235,2021-03-07
CA,94,305,12,113,287,11,41,403,63812,411,47842,411,3965,403,363,411,445,403,11,403,12,402,5441,411,1005,403,954,411,3894,403,3462,411,71,403,55,403,7465,411,0.7497335924277565,411,47842,63812,0.0839029138540322,403,3965,47257,0.06301552740738386,403,3965,62921,0.13871635610766045,403,1005,7245,0.7288680509042197,411,5441,7465,2021-03-07
