state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/06/27,473923,472910,474936,69.32,68.97,69.67,683646,682443,684849,
CW,2021/06/28,481826,480836,482816,70.36,70.06,70.66,684790,683854,685727,
CW,2021/06/29,506844,506148,507539,73.38,73.19,73.57,690722,689718,691726,
CW,2021/06/30,515856,515197,516515,74.44,74.33,74.54,693021,692212,693830,
CW,2021/07/01,512867,512232,513502,74.04,73.92,74.15,692737,691930,693544,
CW,2021/07/02,504701,504024,505378,73.05,72.89,73.21,690908,690055,691761,
CW,2021/07/03,481690,480964,482417,70.2,70,70.39,686205,685363,687047,
CW,2021/07/04,465826,465138,466514,68.14,67.96,68.32,683628,682802,684454,
CW,2021/07/05,463712,463017,464406,67.96,67.75,68.17,682292,681431,683153,
CW,2021/07/06,480585,479808,481362,70.18,69.92,70.44,684762,683860,685664,
CW,2021/07/07,508083,507472,508694,73.52,73.36,73.68,691099,690356,691842,
CW,2021/07/08,516742,516149,517335,74.54,74.3,74.79,693204,692478,693931,
CW,2021/07/09,515498,514938,516058,74.44,74.21,74.67,692528,691841,693214,
CW,2021/07/10,497689,497095,498282,72.28,72.03,72.53,688594,687863,689324,
CW,2021/07/11,485661,484879,486443,70.83,70.52,71.13,685718,684991,686446,
CW,2021/07/12,492238,491708,492767,71.55,71.27,71.82,687999,687147,688850,
CW,2021/07/13,514947,514430,515463,74.16,73.89,74.44,694357,693498,695216,
CW,2021/07/14,524520,524109,524930,75.52,75.32,75.73,694505,693902,695109,
CW,2021/07/15,524387,524090,524683,75.44,75.31,75.57,695094,694747,695440,
CW,2021/07/16,520075,519820,520330,74.89,74.78,75,694468,694186,694750,
CW,2021/07/17,502589,502158,503021,72.69,72.51,72.87,691395,690953,691837,
CW,2021/07/18,489259,488959,489559,71.03,70.9,71.16,688802,688443,689162,
CW,2021/07/19,495797,495674,495921,71.97,71.92,72.03,688871,688700,689043,
CW,2021/07/20,518979,518809,519149,74.98,74.9,75.05,692205,691962,692447,
CW,2021/07/21,528148,528010,528286,75.81,75.75,75.87,696668,696490,696846,
CW,2021/07/22,526482,526255,526708,75.72,75.62,75.83,695288,694975,695601,
CW,2021/07/23,522297,522011,522583,75.13,75,75.25,695197,694847,695547,
