state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,8749,66,5191,68,515,68,458,65,67,66,635,64,0.5640644645102297,66,4935,8749,0.09921017145058755,68,515,5191,0.0573779860555492,66,502,8749,0.10476190476190476,63,66,630,0.6841269841269841,62,431,630,2020-08-27
RI,1713,13,1885,13,74,13,128,13,9,13,156,13,1.1004086398131931,13,1885,1713,0.039257294429708225,13,74,1885,0.04319906596614127,13,74,1713,0.057692307692307696,13,9,156,0.8205128205128205,13,128,156,2020-08-27
SC,10154,81,7691,81,944,81,883,76,246,77,1302,75,0.7574354934016151,81,7691,10154,0.12274086594721102,81,944,7691,0.09296828835926728,81,944,10154,0.1858678955453149,75,242,1302,0.6751152073732719,75,879,1302,2020-08-27
SD,2188,49,1283,51,84,51,88,36,22,31,89,27,0.5795246800731262,49,1268,2188,0.06547155105222136,51,84,1283,0.038391224862888484,49,84,2188,0.14634146341463414,22,12,82,0.5822784810126582,26,46,79,2020-08-27
TN,17904,113,11380,111,1030,108,1508,111,331,103,2027,115,0.6568921727083814,109,11380,17324,0.08561487043311052,98,935,10921,0.05745579147035428,97,939,16343,0.165625,99,318,1920,0.7608584568216659,110,1489,1957,2020-08-27
TX,64547,538,44642,550,5444,554,5037,489,1758,500,6257,457,0.6763288766325314,538,43655,64547,0.1217125931244951,549,5424,44564,0.08273465017766538,537,5332,64447,0.24597812097812097,447,1529,6216,0.7633050982899153,457,4776,6257,2020-08-27
UT,5320,51,2719,52,160,52,309,43,44,42,536,40,0.4975563909774436,51,2647,5320,0.05884516366311144,52,160,2719,0.029323308270676692,51,156,5320,0.08208955223880597,39,44,536,0.5671641791044776,39,304,536,2020-08-27
VA,15074,80,9093,81,995,88,737,78,194,80,1259,74,0.5996417672814117,80,9039,15074,0.10469591993841416,81,952,9093,0.06003715005970545,80,905,15074,0.14138204924543288,74,178,1259,0.5734710087370929,74,722,1259,2020-08-27
VI,188,2,98,2,9,2,12,2,4,2,20,2,0.5212765957446809,2,98,188,0.09183673469387756,2,9,98,0.047872340425531915,2,9,188,0.2,2,4,20,0.6,2,12,20,2020-08-27
VT,581,10,360,10,13,13,29,8,2,10,48,7,0.6196213425129088,10,360,581,0.025,10,9,360,0.01549053356282272,10,9,581,0.0,7,0,48,0.6041666666666666,7,29,48,2020-08-27
WA,9948,82,8566,96,420,96,860,80,107,81,920,67,0.5970044229995979,82,5939,9948,0.04943502824858757,95,420,8496,0.029965580076938652,81,296,9878,0.07173913043478261,62,66,920,0.6835164835164835,62,622,910,2020-08-27
WI,12673,133,7164,132,516,134,742,124,125,129,1482,128,0.5665480427046263,132,7164,12645,0.07160804020100503,132,513,7164,0.040558668034403854,133,514,12673,0.08434547908232119,128,125,1482,0.5016903313049358,124,742,1479,2020-08-27
WV,6638,60,4302,60,182,60,429,60,57,60,613,60,0.6480867731244351,60,4302,6638,0.04230590423059042,60,182,4302,0.027417896956914732,60,182,6638,0.0929853181076672,60,57,613,0.6998368678629691,60,429,613,2020-08-27
ID,3935,46,1777,35,173,48,191,34,47,46,297,44,0.479382889200561,34,1709,3565,0.09229037703995498,35,164,1777,0.043964421855146124,46,173,3935,0.15824915824915825,44,47,297,0.6702508960573477,31,187,279,2020-08-27
IL,29387,179,18046,183,1647,187,1833,140,354,144,3253,126,0.602539965084038,178,17602,29213,0.0889947910894381,183,1606,18046,0.05393541361826658,179,1585,29387,0.10255620572836464,123,333,3247,0.5345950977350294,122,1723,3223,2020-08-27
IN,17055,139,10130,139,858,139,1347,131,161,131,2323,131,0.593960715332747,139,10130,17055,0.083943773510196,138,848,10102,0.04980325365595818,138,848,17027,0.06930693069306931,131,161,2323,0.5798536375376668,131,1347,2323,2020-08-27
KS,7875,126,4319,130,328,134,491,83,76,91,653,76,0.5386866887248664,125,4233,7858,0.07082748948106592,129,303,4278,0.037273423538422265,125,292,7834,0.104199066874028,71,67,643,0.7738287560581584,73,479,619,2020-08-27
KY,12926,104,8206,105,585,106,1005,96,550,99,1508,98,0.6308215998762184,104,8154,12926,0.07067999025103583,105,580,8206,0.04487080303264738,104,580,12926,0.3689516129032258,97,549,1488,0.666445623342175,96,1005,1508,2020-08-27
LA,13679,174,8939,177,874,209,1210,90,303,204,1699,86,0.6346955186782659,174,8682,13679,0.09847878302642114,173,861,8743,0.06149133293484758,170,823,13384,0.1649791542584872,82,277,1679,0.6774573278399059,86,1151,1699,2020-08-27
MA,17834,80,11987,80,271,80,880,76,53,75,1843,76,0.6721430974543008,80,11987,17834,0.0226078251439059,80,271,11987,0.015195693618930134,80,271,17834,0.02875746066196419,75,53,1843,0.47748236570808467,76,880,1843,2020-08-27
MD,10721,53,8221,53,776,51,688,45,128,48,1045,43,0.7668127973136835,53,8221,10721,0.09485392983742819,51,776,8181,0.07273408941793982,51,776,10669,0.1215311004784689,43,127,1045,0.6488038277511962,43,678,1045,2020-08-27
ME,2919,31,1895,32,29,32,190,30,9,28,291,28,0.6461116820829051,31,1886,2919,0.015303430079155673,32,29,1895,0.009249743062692703,31,27,2919,0.0313588850174216,26,9,287,0.6391752577319587,28,186,291,2020-08-27
MI,23245,144,16408,145,661,147,1568,123,153,142,2216,121,0.698171649817165,144,16229,23245,0.040285226718673815,145,661,16408,0.028436222843622284,144,661,23245,0.05595667870036101,121,124,2216,0.7075812274368231,121,1568,2216,2020-08-27
MN,11340,128,7170,129,452,129,648,127,95,127,960,116,0.6319223985890653,128,7166,11340,0.06304044630404464,129,452,7170,0.039858906525573196,128,452,11340,0.09583333333333334,115,92,960,0.6708333333333333,116,644,960,2020-08-27
MO,18886,124,11586,128,941,136,1399,116,278,116,2168,111,0.5833421582124325,124,11017,18886,0.0729328499913689,128,845,11586,0.0445303399343429,124,841,18886,0.12577417818008577,104,264,2099,0.6374538745387454,109,1382,2168,2020-08-27
MS,7291,94,4458,98,717,99,457,68,190,69,493,63,0.5982718419969826,94,4362,7291,0.16061013907581875,98,716,4458,0.09765464271019064,94,712,7291,0.35699797160243407,62,176,493,0.8823529411764706,63,435,493,2020-08-27
AK,1270,19,835,24,37,24,49,13,8,21,46,8,0.3968503937007874,19,504,1270,0.04431137724550898,24,37,835,0.01732283464566929,19,22,1270,0.0,6,0,44,0.43478260869565216,8,20,46,2020-08-27
AL,14894,109,10060,110,1238,110,1226,108,401,107,1459,108,0.6741640929233248,109,10041,14894,0.12129675810473815,108,1216,10025,0.08160517102073794,107,1212,14852,0.2748457847840987,105,401,1459,0.840301576422207,108,1226,1459,2020-08-27
AR,8314,87,4965,88,512,89,503,69,186,73,917,70,0.5957421217223959,87,4953,8314,0.10312185297079557,88,512,4965,0.061582872263651674,87,512,8314,0.193020719738277,67,177,917,0.6380208333333334,65,490,768,2020-08-27
AZ,11688,78,8916,87,801,92,785,63,229,69,1350,53,0.6279089664613279,77,7339,11688,0.08871691341408704,87,791,8916,0.057751540041067764,78,675,11688,0.13111111111111112,51,177,1350,0.482962962962963,53,652,1350,2020-08-27
CA,60306,373,41547,374,5167,396,4862,355,1312,355,6897,354,0.6864656916393062,373,41398,60306,0.11475647118423274,373,4757,41453,0.07901337098247654,372,4757,60205,0.19022763520371175,351,1312,6897,0.7049441786283892,353,4862,6897,2020-08-27
CO,9241,79,5705,82,262,96,517,65,68,77,922,57,0.6154095877069581,79,5687,9241,0.0371603856266433,82,212,5705,0.02294124012552754,79,212,9241,0.05482456140350877,54,50,912,0.5767494356659142,56,511,886,2020-08-27
CT,8076,30,5820,30,178,31,485,28,23,29,1048,29,0.7206537890044576,30,5820,8076,0.030584192439862542,30,178,5820,0.02204061416542843,30,178,8076,0.02194656488549618,28,23,1048,0.4627862595419847,28,485,1048,2020-08-27
DC,3031,12,2337,12,129,13,231,11,24,10,331,11,0.7710326624876278,12,2337,3031,0.055198973042362,12,129,2337,0.04256021115143517,12,129,3031,0.07250755287009064,10,24,331,0.6978851963746223,11,231,331,2020-08-27
DE,2393,10,1732,11,89,11,109,7,16,7,143,6,0.686167989970748,10,1642,2393,0.05138568129330254,11,89,1732,0.037191809444212284,10,89,2393,0.11188811188811189,6,16,143,0.7622377622377622,6,109,143,2020-08-27
FL,76038,258,41262,257,5111,260,4322,244,1182,256,5623,244,0.5550817246250084,257,41262,74335,0.1212011051330522,257,5001,41262,0.06708487861332492,258,5101,76038,0.19692911980003572,242,1103,5601,0.7686288458118442,244,4322,5623,2020-08-27
GA,14344,115,11004,117,2759,142,1081,84,515,92,1213,78,0.7526234783825382,114,10758,14294,0.18729552889858234,117,2061,11004,0.14019799219185722,115,2011,14344,0.33000831255195345,72,397,1203,0.8499587798845837,77,1031,1213,2020-08-27
HI,1763,16,1807,25,260,23,97,15,43,15,92,13,0.6988088485536018,16,1232,1763,0.16047548291233285,19,216,1346,0.10777084515031196,16,190,1763,0.33695652173913043,13,31,92,0.6086956521739131,13,56,92,2020-08-27
IA,8282,122,4682,122,318,122,464,122,88,121,726,121,0.5653223858971262,122,4682,8282,0.06791969243912858,122,318,4682,0.038396522579087176,122,318,8282,0.12121212121212122,120,88,726,0.6391184573002755,121,464,726,2020-08-27
MT,2732,65,1796,62,96,50,124,29,21,28,194,41,0.7163398692810458,58,1644,2295,0.061855670103092786,50,96,1552,0.04965662968832541,46,94,1893,0.1386861313868613,19,19,137,0.6666666666666666,24,104,156,2020-08-27
NC,20536,118,14821,119,1224,120,1560,109,305,111,2143,104,0.7100214257888586,118,14581,20536,0.08150300736635804,118,1206,14797,0.05879485179407176,117,1206,20512,0.13345776948203453,104,286,2143,0.7088194120391974,104,1519,2143,2020-08-27
ND,2490,47,1685,48,94,48,78,44,25,48,97,43,0.6751004016064257,47,1681,2490,0.055786350148367955,48,94,1685,0.03775100401606426,47,94,2490,0.14432989690721648,43,14,97,0.5773195876288659,43,56,97,2020-08-27
NE,4773,87,2761,87,210,86,314,67,60,61,618,65,0.5784621831133459,87,2761,4773,0.07200886262924668,84,195,2708,0.041666666666666664,84,195,4680,0.0975609756097561,57,60,615,0.5089141004862237,63,314,617,2020-08-27
NH,3261,30,2013,30,36,30,125,27,7,28,275,26,0.6172953081876725,30,2013,3261,0.01788375558867362,30,36,2013,0.011039558417663294,30,36,3261,0.025454545454545455,26,7,275,0.44363636363636366,26,122,275,2020-08-27
NJ,7202,31,5709,33,402,34,302,28,32,29,681,27,0.7203554568175506,31,5188,7202,0.06883867577509196,33,393,5709,0.047070258261594,31,339,7202,0.04698972099853157,27,32,681,0.4390602055800294,27,299,681,2020-08-27
NM,3268,46,1820,43,84,45,240,40,29,42,354,42,0.6217970618380595,43,1820,2927,0.0425531914893617,42,74,1739,0.02667513496348047,45,84,3149,0.08285714285714285,41,29,350,0.6913946587537092,39,233,337,2020-08-27
NV,8275,61,5926,62,827,62,633,58,202,57,843,58,0.7088821752265861,61,5866,8275,0.1395545055686804,62,827,5926,0.09462235649546828,61,783,8275,0.23962040332147094,57,202,843,0.7508896797153025,58,633,843,2020-08-27
